donor_id	nageotte_spot_fraction
sub-UTD-180714DHB	0.45402656704026567
sub-UTD-181030DHB	0.47380240258183975
sub-UTD-DN0003	0.4011936339522546
sub-UTD-DN0095	0.5847245810424391
sub-UTD-DN0106	0.4266455194290246
sub-UTD-DN0134	0.4225396074674768
