gene	module	gene_id	current_symbol	mapping_method	is_non_grey	candidate	include_in_block_map	exclusion_reason
PELO	grey	53918	PELO	unique_official_exact	False	False	False	grey_not_a_network_block
ZNF75D	grey	7626	ZNF75D	unique_official_exact	False	False	False	grey_not_a_network_block
ADIRF	black	10974	ADIRF	unique_official_exact	True	True	True	included
IDI1	grey	3422	IDI1	unique_official_exact	False	False	False	grey_not_a_network_block
GATA2	yellow	2624	GATA2	unique_official_exact	True	True	True	included
DTX2P1-UPK3BP1-PMS2P11	turquoise	441263	DTX2P1-UPK3BP1-PMS2P11	unique_official_exact	True	True	True	included
PDE4A	blue	5141	PDE4A	unique_official_exact	True	True	True	included
RHOB	black	388	RHOB	unique_official_exact	True	True	True	included
KDM4C	turquoise	23081	KDM4C	unique_official_exact	True	True	True	included
PRODH	brown	5625	PRODH	unique_official_exact	True	True	True	included
MAMDC4	turquoise	158056	MAMDC4	unique_official_exact	True	True	True	included
PCSK5	grey	5125	PCSK5	unique_official_exact	False	False	False	grey_not_a_network_block
ZNF767P	turquoise	79970	ZNF767P	unique_official_exact	True	True	True	included
TMTC2	brown	160335	TMTC2	unique_official_exact	True	True	True	included
PDE9A	turquoise	5152	PDE9A	unique_official_exact	True	True	True	included
FSTL5	green	56884	FSTL5	unique_official_exact	True	True	True	included
CTTNBP2NL	grey	55917	CTTNBP2NL	unique_official_exact	False	False	False	grey_not_a_network_block
ERVK13-1	turquoise	100507321	ERVK13-1	unique_official_exact	True	True	True	included
CGGBP1	blue	8545	CGGBP1	unique_official_exact	True	True	True	included
ADCY5	pink	111	ADCY5	unique_official_exact	True	True	True	included
ZNF577	turquoise	84765	ZNF577	unique_official_exact	True	True	True	included
JAG2	black	3714	JAG2	unique_official_exact	True	True	True	included
CKB	pink	1152	CKB	unique_official_exact	True	True	True	included
INPP4B	pink	8821	INPP4B	unique_official_exact	True	True	True	included
ADAM19	green	8728	ADAM19	unique_official_exact	True	True	True	included
CASP8AP2	grey	9994	CASP8AP2	unique_official_exact	False	False	False	grey_not_a_network_block
RBM4	turquoise	5936	RBM4	unique_official_exact	True	True	True	included
DUSP6	grey	1848	DUSP6	unique_official_exact	False	False	False	grey_not_a_network_block
GULP1	green	51454	GULP1	unique_official_exact	True	True	True	included
ADIPOR2	yellow	79602	ADIPOR2	unique_official_exact	True	True	True	included
SUMO1	yellow	7341	SUMO1	unique_official_exact	True	True	True	included
HECTD4	turquoise	283450	HECTD4	unique_official_exact	True	True	True	included
REPS2	red	9185	REPS2	unique_official_exact	True	True	True	included
SUDS3	turquoise	64426	SUDS3	unique_official_exact	True	True	True	included
IGFBP4	blue	3487	IGFBP4	unique_official_exact	True	True	True	included
MARK1	grey	4139	MARK1	unique_official_exact	False	False	False	grey_not_a_network_block
SHLD2	grey	54537	SHLD2	unique_official_exact	False	False	False	grey_not_a_network_block
HSD3B7	yellow	80270	HSD3B7	unique_official_exact	True	True	True	included
FUNDC2	red	65991	FUNDC2	unique_official_exact	True	True	True	included
ING3	grey	54556	ING3	unique_official_exact	False	False	False	grey_not_a_network_block
FKBP7	red	51661	FKBP7	unique_official_exact	True	True	True	included
RIMS1	grey	22999	RIMS1	unique_official_exact	False	False	False	grey_not_a_network_block
AKAP12	green	9590	AKAP12	unique_official_exact	True	True	True	included
TIMP2	red	7077	TIMP2	unique_official_exact	True	True	True	included
STRADB	grey	55437	STRADB	unique_official_exact	False	False	False	grey_not_a_network_block
EIF3J	grey	8669	EIF3J	unique_official_exact	False	False	False	grey_not_a_network_block
FBRSL1	turquoise	57666	FBRSL1	unique_official_exact	True	True	True	included
ZSCAN26	grey	7741	ZSCAN26	unique_official_exact	False	False	False	grey_not_a_network_block
MYCT1	black	80177	MYCT1	unique_official_exact	True	True	True	included
GLCCI1	grey	113263	GLCCI1	unique_official_exact	False	False	False	grey_not_a_network_block
CLASP2	brown	23122	CLASP2	unique_official_exact	True	True	True	included
VAV2	turquoise	7410	VAV2	unique_official_exact	True	True	True	included
ZNF615	red	284370	ZNF615	unique_official_exact	True	True	True	included
COL21A1	brown	81578	COL21A1	unique_official_exact	True	True	True	included
ZNF37A	turquoise	7587	ZNF37A	unique_official_exact	True	True	True	included
DNAJB4	black	11080	DNAJB4	unique_official_exact	True	True	True	included
DZIP3	turquoise	9666	DZIP3	unique_official_exact	True	True	True	included
ST7L	red	54879	ST7L	unique_official_exact	True	True	True	included
ZNF706	grey	51123	ZNF706	unique_official_exact	False	False	False	grey_not_a_network_block
CTTNBP2	turquoise	83992	CTTNBP2	unique_official_exact	True	True	True	included
HYDIN	turquoise	54768	HYDIN	unique_official_exact	True	True	True	included
BTG2	yellow	7832	BTG2	unique_official_exact	True	True	True	included
MGLL	yellow	11343	MGLL	unique_official_exact	True	True	True	included
ETAA1	grey	54465	ETAA1	unique_official_exact	False	False	False	grey_not_a_network_block
IQCK	grey	124152	IQCK	unique_official_exact	False	False	False	grey_not_a_network_block
FYTTD1	grey	84248	FYTTD1	unique_official_exact	False	False	False	grey_not_a_network_block
ZNF117	magenta	51351	ZNF117	unique_official_exact	True	True	True	included
ARHGAP4	grey	393	ARHGAP4	unique_official_exact	False	False	False	grey_not_a_network_block
NNAT	yellow	4826	NNAT	unique_official_exact	True	True	True	included
PTPN5	grey	84867	PTPN5	unique_official_exact	False	False	False	grey_not_a_network_block
IFI44	turquoise	10561	IFI44	unique_official_exact	True	True	True	included
CAP2	grey	10486	CAP2	unique_official_exact	False	False	False	grey_not_a_network_block
RCSD1	blue	92241	RCSD1	unique_official_exact	True	True	True	included
LRRC8C	black	84230	LRRC8C	unique_official_exact	True	True	True	included
PTPRD	grey	5789	PTPRD	unique_official_exact	False	False	False	grey_not_a_network_block
ZNF335	turquoise	63925	ZNF335	unique_official_exact	True	True	True	included
PPP2CA	red	5515	PPP2CA	unique_official_exact	True	True	True	included
ABRAXAS2	grey	23172	ABRAXAS2	unique_official_exact	False	False	False	grey_not_a_network_block
ZNF12	green	7559	ZNF12	unique_official_exact	True	True	True	included
GPIHBP1	black	338328	GPIHBP1	unique_official_exact	True	True	True	included
MDM4	turquoise	4194	MDM4	unique_official_exact	True	True	True	included
GLIS2	red	84662	GLIS2	unique_official_exact	True	True	True	included
PIK3R5	blue	23533	PIK3R5	unique_official_exact	True	True	True	included
AFAP1	green	60312	AFAP1	unique_official_exact	True	True	True	included
CEP135	grey	9662	CEP135	unique_official_exact	False	False	False	grey_not_a_network_block
CAV2	yellow	858	CAV2	unique_official_exact	True	True	True	included
PDLIM2	grey	64236	PDLIM2	unique_official_exact	False	False	False	grey_not_a_network_block
ITGAL	blue	3683	ITGAL	unique_official_exact	True	True	True	included
NPRL3	grey	8131	NPRL3	unique_official_exact	False	False	False	grey_not_a_network_block
SNX14	grey	57231	SNX14	unique_official_exact	False	False	False	grey_not_a_network_block
GJB2	red	2706	GJB2	unique_official_exact	True	True	True	included
MAFB	blue	9935	MAFB	unique_official_exact	True	True	True	included
ADAM9	blue	8754	ADAM9	unique_official_exact	True	True	True	included
VWA2	brown	340706	VWA2	unique_official_exact	True	True	True	included
FBXL20	grey	84961	FBXL20	unique_official_exact	False	False	False	grey_not_a_network_block
SAMD5	brown	389432	SAMD5	unique_official_exact	True	True	True	included
CCNT2	turquoise	905	CCNT2	unique_official_exact	True	True	True	included
DNAJC10	green	54431	DNAJC10	unique_official_exact	True	True	True	included
LRRFIP1	black	9208	LRRFIP1	unique_official_exact	True	True	True	included
MYO1D	yellow	4642	MYO1D	unique_official_exact	True	True	True	included
ZFP3	grey	124961	ZFP3	unique_official_exact	False	False	False	grey_not_a_network_block
GTF3A	yellow	2971	GTF3A	unique_official_exact	True	True	True	included
TXNRD1	blue	7296	TXNRD1	unique_official_exact	True	True	True	included
EOLA2-DT	turquoise	100272228	EOLA2-DT	unique_official_exact	True	True	True	included
PDE1C	brown	5137	PDE1C	unique_official_exact	True	True	True	included
ATXN7	grey	6314	ATXN7	unique_official_exact	False	False	False	grey_not_a_network_block
CASKIN2	brown	57513	CASKIN2	unique_official_exact	True	True	True	included
HNRNPA1	grey	3178	HNRNPA1	unique_official_exact	False	False	False	grey_not_a_network_block
LRRC1	grey	55227	LRRC1	unique_official_exact	False	False	False	grey_not_a_network_block
FZD3	green	7976	FZD3	unique_official_exact	True	True	True	included
TANC1	turquoise	85461	TANC1	unique_official_exact	True	True	True	included
BNIP3L	yellow	665	BNIP3L	unique_official_exact	True	True	True	included
ZSCAN29	grey	146050	ZSCAN29	unique_official_exact	False	False	False	grey_not_a_network_block
COG4	grey	25839	COG4	unique_official_exact	False	False	False	grey_not_a_network_block
TTC21B	turquoise	79809	TTC21B	unique_official_exact	True	True	True	included
MSX1	yellow	4487	MSX1	unique_official_exact	True	True	True	included
ETF1	yellow	2107	ETF1	unique_official_exact	True	True	True	included
PWWP2A	grey	114825	PWWP2A	unique_official_exact	False	False	False	grey_not_a_network_block
RPL37	grey	6167	RPL37	unique_official_exact	False	False	False	grey_not_a_network_block
SLC35A1	grey	10559	SLC35A1	unique_official_exact	False	False	False	grey_not_a_network_block
CEBPZOS	grey	100505876	CEBPZOS	unique_official_exact	False	False	False	grey_not_a_network_block
CFAP298	grey	56683	CFAP298	unique_official_exact	False	False	False	grey_not_a_network_block
CEP85L	brown	387119	CEP85L	unique_official_exact	True	True	True	included
LYRM2	grey	57226	LYRM2	unique_official_exact	False	False	False	grey_not_a_network_block
FIGN	brown	55137	FIGN	unique_official_exact	True	True	True	included
KIF21A	brown	55605	KIF21A	unique_official_exact	True	True	True	included
IL20RB	green	53833	IL20RB	unique_official_exact	True	True	True	included
TNFRSF1B	yellow	7133	TNFRSF1B	unique_official_exact	True	True	True	included
MYO10	turquoise	4651	MYO10	unique_official_exact	True	True	True	included
CNTLN	turquoise	54875	CNTLN	unique_official_exact	True	True	True	included
JUND	yellow	3727	JUND	unique_official_exact	True	True	True	included
ALDH1L2	green	160428	ALDH1L2	unique_official_exact	True	True	True	included
SHTN1	grey	57698	SHTN1	unique_official_exact	False	False	False	grey_not_a_network_block
TPPP3	grey	51673	TPPP3	unique_official_exact	False	False	False	grey_not_a_network_block
PERP	red	64065	PERP	unique_official_exact	True	True	True	included
SELENOK	grey	58515	SELENOK	unique_official_exact	False	False	False	grey_not_a_network_block
PDP2	grey	57546	PDP2	unique_official_exact	False	False	False	grey_not_a_network_block
SWT1	turquoise	54823	SWT1	unique_official_exact	True	True	True	included
TRANK1	grey	9881	TRANK1	unique_official_exact	False	False	False	grey_not_a_network_block
NVL	grey	4931	NVL	unique_official_exact	False	False	False	grey_not_a_network_block
PRUNE1	grey	58497	PRUNE1	unique_official_exact	False	False	False	grey_not_a_network_block
RPL23AP7	grey	118433	RPL23AP7	unique_official_exact	False	False	False	grey_not_a_network_block
UBA3	grey	9039	UBA3	unique_official_exact	False	False	False	grey_not_a_network_block
ASXL3	brown	80816	ASXL3	unique_official_exact	True	True	True	included
MAML3	turquoise	55534	MAML3	unique_official_exact	True	True	True	included
TBL2	grey	26608	TBL2	unique_official_exact	False	False	False	grey_not_a_network_block
TIA1	turquoise	7072	TIA1	unique_official_exact	True	True	True	included
EIF4A3	grey	9775	EIF4A3	unique_official_exact	False	False	False	grey_not_a_network_block
THAP5	green	168451	THAP5	unique_official_exact	True	True	True	included
ECHDC2	turquoise	55268	ECHDC2	unique_official_exact	True	True	True	included
TTC7A	black	57217	TTC7A	unique_official_exact	True	True	True	included
LOXL1	blue	4016	LOXL1	unique_official_exact	True	True	True	included
ATP6V1A	grey	523	ATP6V1A	unique_official_exact	False	False	False	grey_not_a_network_block
SP110	turquoise	3431	SP110	unique_official_exact	True	True	True	included
GPATCH11	yellow	253635	GPATCH11	unique_official_exact	True	True	True	included
STMN1	brown	3925	STMN1	unique_official_exact	True	True	True	included
MAOB	yellow	4129	MAOB	unique_official_exact	True	True	True	included
ZNF521	yellow	25925	ZNF521	unique_official_exact	True	True	True	included
ZNF507	green	22847	ZNF507	unique_official_exact	True	True	True	included
SOWAHC	brown	65124	SOWAHC	unique_official_exact	True	True	True	included
TMSB4X	blue	7114	TMSB4X	unique_official_exact	True	True	True	included
TPP2	turquoise	7174	TPP2	unique_official_exact	True	True	True	included
SLC35B4	grey	84912	SLC35B4	unique_official_exact	False	False	False	grey_not_a_network_block
PMVK	grey	10654	PMVK	unique_official_exact	False	False	False	grey_not_a_network_block
RPL41	blue	6171	RPL41	unique_official_exact	True	True	True	included
RALGPS2	grey	55103	RALGPS2	unique_official_exact	False	False	False	grey_not_a_network_block
NOAZFP	grey	27309	NOAZFP	unique_official_exact	False	False	False	grey_not_a_network_block
RASA2	turquoise	5922	RASA2	unique_official_exact	True	True	True	included
PLEKHG2	turquoise	64857	PLEKHG2	unique_official_exact	True	True	True	included
TBX15	yellow	6913	TBX15	unique_official_exact	True	True	True	included
AMOT	red	154796	AMOT	unique_official_exact	True	True	True	included
ATAD1	red	84896	ATAD1	unique_official_exact	True	True	True	included
LGALS3	grey	3958	LGALS3	unique_official_exact	False	False	False	grey_not_a_network_block
ATP2B2	brown	491	ATP2B2	unique_official_exact	True	True	True	included
SIK1	grey	150094	SIK1	unique_official_exact	False	False	False	grey_not_a_network_block
FGFRL1	yellow	53834	FGFRL1	unique_official_exact	True	True	True	included
NNT	yellow	23530	NNT	unique_official_exact	True	True	True	included
PROX1	grey	5629	PROX1	unique_official_exact	False	False	False	grey_not_a_network_block
EPHX1	yellow	2052	EPHX1	unique_official_exact	True	True	True	included
MLXIPL	yellow	51085	MLXIPL	unique_official_exact	True	True	True	included
KBTBD11	green	9920	KBTBD11	unique_official_exact	True	True	True	included
HCK	blue	3055	HCK	unique_official_exact	True	True	True	included
CLEC12A	grey	160364	CLEC12A	unique_official_exact	False	False	False	grey_not_a_network_block
HEATR5A	grey	25938	HEATR5A	unique_official_exact	False	False	False	grey_not_a_network_block
TMED8	grey	283578	TMED8	unique_official_exact	False	False	False	grey_not_a_network_block
SUN1	turquoise	23353	SUN1	unique_official_exact	True	True	True	included
ADGRG6	brown	57211	ADGRG6	unique_official_exact	True	True	True	included
DLEC1	turquoise	9940	DLEC1	unique_official_exact	True	True	True	included
STAT1	yellow	6772	STAT1	unique_official_exact	True	True	True	included
CHST2	grey	9435	CHST2	unique_official_exact	False	False	False	grey_not_a_network_block
SCRIB	turquoise	23513	SCRIB	unique_official_exact	True	True	True	included
TNFRSF21	blue	27242	TNFRSF21	unique_official_exact	True	True	True	included
CDK17	turquoise	5128	CDK17	unique_official_exact	True	True	True	included
LDLRAD4	yellow	753	LDLRAD4	unique_official_exact	True	True	True	included
ANP32A	grey	8125	ANP32A	unique_official_exact	False	False	False	grey_not_a_network_block
SCPEP1	blue	59342	SCPEP1	unique_official_exact	True	True	True	included
ROBO1	grey	6091	ROBO1	unique_official_exact	False	False	False	grey_not_a_network_block
UBE2G1	yellow	7326	UBE2G1	unique_official_exact	True	True	True	included
MAGT1	grey	84061	MAGT1	unique_official_exact	False	False	False	grey_not_a_network_block
RRAGC	yellow	64121	RRAGC	unique_official_exact	True	True	True	included
ZNF518A	turquoise	9849	ZNF518A	unique_official_exact	True	True	True	included
WNT6	green	7475	WNT6	unique_official_exact	True	True	True	included
EMSY	grey	56946	EMSY	unique_official_exact	False	False	False	grey_not_a_network_block
AGRN	black	375790	AGRN	unique_official_exact	True	True	True	included
N4BP2L2	turquoise	10443	N4BP2L2	unique_official_exact	True	True	True	included
RAB29	yellow	8934	RAB29	unique_official_exact	True	True	True	included
RPS18	grey	6222	RPS18	unique_official_exact	False	False	False	grey_not_a_network_block
NBPF3	grey	84224	NBPF3	unique_official_exact	False	False	False	grey_not_a_network_block
GPSM1	brown	26086	GPSM1	unique_official_exact	True	True	True	included
ACSS1	turquoise	84532	ACSS1	unique_official_exact	True	True	True	included
TRAK1	turquoise	22906	TRAK1	unique_official_exact	True	True	True	included
MX1	grey	4599	MX1	unique_official_exact	False	False	False	grey_not_a_network_block
AQP3	grey	360	AQP3	unique_official_exact	False	False	False	grey_not_a_network_block
MCCC1	grey	56922	MCCC1	unique_official_exact	False	False	False	grey_not_a_network_block
BMP6	yellow	654	BMP6	unique_official_exact	True	True	True	included
PRRG4	brown	79056	PRRG4	unique_official_exact	True	True	True	included
PGR	pink	5241	PGR	unique_official_exact	True	True	True	included
EIF2B4	grey	8890	EIF2B4	unique_official_exact	False	False	False	grey_not_a_network_block
CHPF	grey	79586	CHPF	unique_official_exact	False	False	False	grey_not_a_network_block
BCL2L2	grey	599	BCL2L2	unique_official_exact	False	False	False	grey_not_a_network_block
RTTN	turquoise	25914	RTTN	unique_official_exact	True	True	True	included
HSDL2	yellow	84263	HSDL2	unique_official_exact	True	True	True	included
FAM217B	grey	63939	FAM217B	unique_official_exact	False	False	False	grey_not_a_network_block
ALAD	blue	210	ALAD	unique_official_exact	True	True	True	included
MYRIP	pink	25924	MYRIP	unique_official_exact	True	True	True	included
UBE3B	magenta	89910	UBE3B	unique_official_exact	True	True	True	included
UGDH	blue	7358	UGDH	unique_official_exact	True	True	True	included
NTN1	grey	9423	NTN1	unique_official_exact	False	False	False	grey_not_a_network_block
LZTR1	turquoise	8216	LZTR1	unique_official_exact	True	True	True	included
RETREG1	brown	54463	RETREG1	unique_official_exact	True	True	True	included
FLJ42627	turquoise	645644	FLJ42627	unique_official_exact	True	True	True	included
ZNF397	green	84307	ZNF397	unique_official_exact	True	True	True	included
KHDC4	turquoise	22889	KHDC4	unique_official_exact	True	True	True	included
IFFO1	turquoise	25900	IFFO1	unique_official_exact	True	True	True	included
CCND1	grey	595	CCND1	unique_official_exact	False	False	False	grey_not_a_network_block
KAZN	grey	23254	KAZN	unique_official_exact	False	False	False	grey_not_a_network_block
STX18	grey	53407	STX18	unique_official_exact	False	False	False	grey_not_a_network_block
EXPH5	brown	23086	EXPH5	unique_official_exact	True	True	True	included
ME2	brown	4200	ME2	unique_official_exact	True	True	True	included
FAM135B	brown	51059	FAM135B	unique_official_exact	True	True	True	included
TUBB2A	yellow	7280	TUBB2A	unique_official_exact	True	True	True	included
PPP2R5A	yellow	5525	PPP2R5A	unique_official_exact	True	True	True	included
EHD1	yellow	10938	EHD1	unique_official_exact	True	True	True	included
LUC7L	turquoise	55692	LUC7L	unique_official_exact	True	True	True	included
SYNE1	turquoise	23345	SYNE1	unique_official_exact	True	True	True	included
PLD1	grey	5337	PLD1	unique_official_exact	False	False	False	grey_not_a_network_block
PLA2G4A	yellow	5321	PLA2G4A	unique_official_exact	True	True	True	included
HIP1R	black	9026	HIP1R	unique_official_exact	True	True	True	included
MAP3K5	green	4217	MAP3K5	unique_official_exact	True	True	True	included
ESYT1	yellow	23344	ESYT1	unique_official_exact	True	True	True	included
LMO2	black	4005	LMO2	unique_official_exact	True	True	True	included
HACL1	magenta	26061	HACL1	unique_official_exact	True	True	True	included
CASP4	blue	837	CASP4	unique_official_exact	True	True	True	included
MGAT3	brown	4248	MGAT3	unique_official_exact	True	True	True	included
BCS1L	green	617	BCS1L	unique_official_exact	True	True	True	included
NPAT	grey	4863	NPAT	unique_official_exact	False	False	False	grey_not_a_network_block
YTHDF2	grey	51441	YTHDF2	unique_official_exact	False	False	False	grey_not_a_network_block
SRGAP3	grey	9901	SRGAP3	unique_official_exact	False	False	False	grey_not_a_network_block
ZFP62	grey	643836	ZFP62	unique_official_exact	False	False	False	grey_not_a_network_block
CRELD1	grey	78987	CRELD1	unique_official_exact	False	False	False	grey_not_a_network_block
NOC3L	grey	64318	NOC3L	unique_official_exact	False	False	False	grey_not_a_network_block
ZNF251	turquoise	90987	ZNF251	unique_official_exact	True	True	True	included
FAM241A	grey	132720	FAM241A	unique_official_exact	False	False	False	grey_not_a_network_block
SPTLC3	brown	55304	SPTLC3	unique_official_exact	True	True	True	included
TYMP	grey	1890	TYMP	unique_official_exact	False	False	False	grey_not_a_network_block
ARMC1	grey	55156	ARMC1	unique_official_exact	False	False	False	grey_not_a_network_block
SALL2	brown	6297	SALL2	unique_official_exact	True	True	True	included
PRP4K	turquoise	8899	PRP4K	unique_official_exact	True	True	True	included
OGFRL1	red	79627	OGFRL1	unique_official_exact	True	True	True	included
EML3	turquoise	256364	EML3	unique_official_exact	True	True	True	included
RELL1	grey	768211	RELL1	unique_official_exact	False	False	False	grey_not_a_network_block
TSPAN5	grey	10098	TSPAN5	unique_official_exact	False	False	False	grey_not_a_network_block
NHERF2	black	9351	NHERF2	unique_official_exact	True	True	True	included
AIG1	yellow	51390	AIG1	unique_official_exact	True	True	True	included
EEPD1	magenta	80820	EEPD1	unique_official_exact	True	True	True	included
SOX5	brown	6660	SOX5	unique_official_exact	True	True	True	included
WTIP	turquoise	126374	WTIP	unique_official_exact	True	True	True	included
EFHC1	turquoise	114327	EFHC1	unique_official_exact	True	True	True	included
GMPS	grey	8833	GMPS	unique_official_exact	False	False	False	grey_not_a_network_block
TPRG1L	blue	127262	TPRG1L	unique_official_exact	True	True	True	included
MAN2B2	blue	23324	MAN2B2	unique_official_exact	True	True	True	included
GAB3	grey	139716	GAB3	unique_official_exact	False	False	False	grey_not_a_network_block
SLC35D1	grey	23169	SLC35D1	unique_official_exact	False	False	False	grey_not_a_network_block
DYNC2H1	turquoise	79659	DYNC2H1	unique_official_exact	True	True	True	included
MMP28	grey	79148	MMP28	unique_official_exact	False	False	False	grey_not_a_network_block
CREG1	blue	8804	CREG1	unique_official_exact	True	True	True	included
ZGRF1	turquoise	55345	ZGRF1	unique_official_exact	True	True	True	included
HMGXB3	turquoise	22993	HMGXB3	unique_official_exact	True	True	True	included
TXN	grey	7295	TXN	unique_official_exact	False	False	False	grey_not_a_network_block
IGHMBP2	turquoise	3508	IGHMBP2	unique_official_exact	True	True	True	included
RPS27	grey	6232	RPS27	unique_official_exact	False	False	False	grey_not_a_network_block
BDH2	grey	56898	BDH2	unique_official_exact	False	False	False	grey_not_a_network_block
HDAC9	brown	9734	HDAC9	unique_official_exact	True	True	True	included
DNAJA2	grey	10294	DNAJA2	unique_official_exact	False	False	False	grey_not_a_network_block
NUP58	grey	9818	NUP58	unique_official_exact	False	False	False	grey_not_a_network_block
ENTPD2	green	954	ENTPD2	unique_official_exact	True	True	True	included
SLC7A5P2	turquoise	387254	SLC7A5P2	unique_official_exact	True	True	True	included
PRPS2	green	5634	PRPS2	unique_official_exact	True	True	True	included
RNF13	brown	11342	RNF13	unique_official_exact	True	True	True	included
DUS1L	turquoise	64118	DUS1L	unique_official_exact	True	True	True	included
ACACA	magenta	31	ACACA	unique_official_exact	True	True	True	included
GLI3	grey	2737	GLI3	unique_official_exact	False	False	False	grey_not_a_network_block
DEGS1	yellow	8560	DEGS1	unique_official_exact	True	True	True	included
DIS3L	grey	115752	DIS3L	unique_official_exact	False	False	False	grey_not_a_network_block
PLA2G4C	grey	8605	PLA2G4C	unique_official_exact	False	False	False	grey_not_a_network_block
PLCL2	red	23228	PLCL2	unique_official_exact	True	True	True	included
TKT	yellow	7086	TKT	unique_official_exact	True	True	True	included
TWIST2	yellow	117581	TWIST2	unique_official_exact	True	True	True	included
SH3BP5	blue	9467	SH3BP5	unique_official_exact	True	True	True	included
RAB2B	grey	84932	RAB2B	unique_official_exact	False	False	False	grey_not_a_network_block
XYLT1	yellow	64131	XYLT1	unique_official_exact	True	True	True	included
ICA1L	turquoise	130026	ICA1L	unique_official_exact	True	True	True	included
RPS4X	grey	6191	RPS4X	unique_official_exact	False	False	False	grey_not_a_network_block
LEPROT	blue	54741	LEPROT	unique_official_exact	True	True	True	included
SH2D3C	black	10044	SH2D3C	unique_official_exact	True	True	True	included
OSBPL3	grey	26031	OSBPL3	unique_official_exact	False	False	False	grey_not_a_network_block
HACD3	grey	51495	HACD3	unique_official_exact	False	False	False	grey_not_a_network_block
DSEL	yellow	92126	DSEL	unique_official_exact	True	True	True	included
EXOC2	grey	55770	EXOC2	unique_official_exact	False	False	False	grey_not_a_network_block
CHM	grey	1121	CHM	unique_official_exact	False	False	False	grey_not_a_network_block
MMP24OS	blue	101410538	MMP24OS	unique_official_exact	True	True	True	included
IFIT1	grey	3434	IFIT1	unique_official_exact	False	False	False	grey_not_a_network_block
CAPN7	turquoise	23473	CAPN7	unique_official_exact	True	True	True	included
SNAPC1	grey	6617	SNAPC1	unique_official_exact	False	False	False	grey_not_a_network_block
ADAM22	yellow	53616	ADAM22	unique_official_exact	True	True	True	included
TAF1D	grey	79101	TAF1D	unique_official_exact	False	False	False	grey_not_a_network_block
MLLT10	turquoise	8028	MLLT10	unique_official_exact	True	True	True	included
PALMD	yellow	54873	PALMD	unique_official_exact	True	True	True	included
MYLIP	grey	29116	MYLIP	unique_official_exact	False	False	False	grey_not_a_network_block
THOC5	grey	8563	THOC5	unique_official_exact	False	False	False	grey_not_a_network_block
NTNG1	brown	22854	NTNG1	unique_official_exact	True	True	True	included
KANK3	black	256949	KANK3	unique_official_exact	True	True	True	included
MED17	grey	9440	MED17	unique_official_exact	False	False	False	grey_not_a_network_block
GUSB	red	2990	GUSB	unique_official_exact	True	True	True	included
AKAP6	grey	9472	AKAP6	unique_official_exact	False	False	False	grey_not_a_network_block
IKBKG	grey	8517	IKBKG	unique_official_exact	False	False	False	grey_not_a_network_block
SPOPL	pink	339745	SPOPL	unique_official_exact	True	True	True	included
NSMF	green	26012	NSMF	unique_official_exact	True	True	True	included
ALDOC	yellow	230	ALDOC	unique_official_exact	True	True	True	included
CDH3	red	1001	CDH3	unique_official_exact	True	True	True	included
IFI27	grey	3429	IFI27	unique_official_exact	False	False	False	grey_not_a_network_block
SGCB	brown	6443	SGCB	unique_official_exact	True	True	True	included
SOD2	blue	6648	SOD2	unique_official_exact	True	True	True	included
MKRN1	blue	23608	MKRN1	unique_official_exact	True	True	True	included
BCLAF3	turquoise	256643	BCLAF3	unique_official_exact	True	True	True	included
RPL36	grey	25873	RPL36	unique_official_exact	False	False	False	grey_not_a_network_block
EXTL2	grey	2135	EXTL2	unique_official_exact	False	False	False	grey_not_a_network_block
ANXA5	blue	308	ANXA5	unique_official_exact	True	True	True	included
MIR100HG	green	399959	MIR100HG	unique_official_exact	True	True	True	included
ARHGAP6	yellow	395	ARHGAP6	unique_official_exact	True	True	True	included
ATAD2B	turquoise	54454	ATAD2B	unique_official_exact	True	True	True	included
SMAD7	yellow	4092	SMAD7	unique_official_exact	True	True	True	included
CUL7	turquoise	9820	CUL7	unique_official_exact	True	True	True	included
NATD1	yellow	256302	NATD1	unique_official_exact	True	True	True	included
RPIA	yellow	22934	RPIA	unique_official_exact	True	True	True	included
KANSL1L	green	151050	KANSL1L	unique_official_exact	True	True	True	included
ENGASE	turquoise	64772	ENGASE	unique_official_exact	True	True	True	included
SULF2	black	55959	SULF2	unique_official_exact	True	True	True	included
THNSL2	grey	55258	THNSL2	unique_official_exact	False	False	False	grey_not_a_network_block
TNFRSF19	brown	55504	TNFRSF19	unique_official_exact	True	True	True	included
PDLIM7	turquoise	9260	PDLIM7	unique_official_exact	True	True	True	included
EIF2S3	grey	1968	EIF2S3	unique_official_exact	False	False	False	grey_not_a_network_block
SPRYD3	blue	84926	SPRYD3	unique_official_exact	True	True	True	included
AP3M2	grey	10947	AP3M2	unique_official_exact	False	False	False	grey_not_a_network_block
YY1	grey	7528	YY1	unique_official_exact	False	False	False	grey_not_a_network_block
NAAA	blue	27163	NAAA	unique_official_exact	True	True	True	included
CYRIA	blue	81553	CYRIA	unique_official_exact	True	True	True	included
CYTH1	black	9267	CYTH1	unique_official_exact	True	True	True	included
FUT8	brown	2530	FUT8	unique_official_exact	True	True	True	included
SLC9A7	green	84679	SLC9A7	unique_official_exact	True	True	True	included
TMEM165	grey	55858	TMEM165	unique_official_exact	False	False	False	grey_not_a_network_block
ABCA8	brown	10351	ABCA8	unique_official_exact	True	True	True	included
