gene	module	gene_id	current_symbol	mapping_method	is_non_grey	candidate	include_in_block_map	exclusion_reason
TOLLIP	grey	54472	TOLLIP	unique_official_exact	False	False	False	grey_not_a_network_block
UCKL1	turquoise	54963	UCKL1	unique_official_exact	True	True	True	included
OSR1	blue	130497	OSR1	unique_official_exact	True	True	True	included
NDUFB7	grey	4713	NDUFB7	unique_official_exact	False	False	False	grey_not_a_network_block
SLC36A1	grey	206358	SLC36A1	unique_official_exact	False	False	False	grey_not_a_network_block
RBM3	yellow	5935	RBM3	unique_official_exact	True	True	True	included
CHPT1	grey	56994	CHPT1	unique_official_exact	False	False	False	grey_not_a_network_block
ZNF436-AS1	turquoise	148898	ZNF436-AS1	unique_official_exact	True	True	True	included
TCEAL3	grey	85012	TCEAL3	unique_official_exact	False	False	False	grey_not_a_network_block
RAB7A	blue	7879	RAB7A	unique_official_exact	True	True	True	included
MEPCE	green	56257	MEPCE	unique_official_exact	True	True	True	included
GRPEL1	grey	80273	GRPEL1	unique_official_exact	False	False	False	grey_not_a_network_block
BHMT2	grey	23743	BHMT2	unique_official_exact	False	False	False	grey_not_a_network_block
C5orf24	grey	134553	C5orf24	unique_official_exact	False	False	False	grey_not_a_network_block
LNX2	blue	222484	LNX2	unique_official_exact	True	True	True	included
CCDC88A	grey	55704	CCDC88A	unique_official_exact	False	False	False	grey_not_a_network_block
RAB11FIP5	green	26056	RAB11FIP5	unique_official_exact	True	True	True	included
JADE2	brown	23338	JADE2	unique_official_exact	True	True	True	included
UFSP2	grey	55325	UFSP2	unique_official_exact	False	False	False	grey_not_a_network_block
PHF13	blue	148479	PHF13	unique_official_exact	True	True	True	included
PIP4P2	grey	55529	PIP4P2	unique_official_exact	False	False	False	grey_not_a_network_block
HTT	turquoise	3064	HTT	unique_official_exact	True	True	True	included
HERC1	turquoise	8925	HERC1	unique_official_exact	True	True	True	included
ZNF484	grey	83744	ZNF484	unique_official_exact	False	False	False	grey_not_a_network_block
ZNF124	grey	7678	ZNF124	unique_official_exact	False	False	False	grey_not_a_network_block
NELFA	grey	7469	NELFA	unique_official_exact	False	False	False	grey_not_a_network_block
IFT38	grey	23059	IFT38	unique_official_exact	False	False	False	grey_not_a_network_block
PBX2	turquoise	5089	PBX2	unique_official_exact	True	True	True	included
NELFE	grey	7936	NELFE	unique_official_exact	False	False	False	grey_not_a_network_block
LSR	grey	51599	LSR	unique_official_exact	False	False	False	grey_not_a_network_block
PCDH12	grey	51294	PCDH12	unique_official_exact	False	False	False	grey_not_a_network_block
CBY1	grey	25776	CBY1	unique_official_exact	False	False	False	grey_not_a_network_block
YY1AP1	grey	55249	YY1AP1	unique_official_exact	False	False	False	grey_not_a_network_block
TTI1	grey	9675	TTI1	unique_official_exact	False	False	False	grey_not_a_network_block
TMEM115	grey	11070	TMEM115	unique_official_exact	False	False	False	grey_not_a_network_block
SH3BGRL	grey	6451	SH3BGRL	unique_official_exact	False	False	False	grey_not_a_network_block
ARSI	brown	340075	ARSI	unique_official_exact	True	True	True	included
DGCR8	grey	54487	DGCR8	unique_official_exact	False	False	False	grey_not_a_network_block
GPATCH2L	grey	55668	GPATCH2L	unique_official_exact	False	False	False	grey_not_a_network_block
TAF4B	grey	6875	TAF4B	unique_official_exact	False	False	False	grey_not_a_network_block
UPF2	green	26019	UPF2	unique_official_exact	True	True	True	included
TRAP1	turquoise	10131	TRAP1	unique_official_exact	True	True	True	included
EBNA1BP2	grey	10969	EBNA1BP2	unique_official_exact	False	False	False	grey_not_a_network_block
MAP3K13	turquoise	9175	MAP3K13	unique_official_exact	True	True	True	included
ZNF184	grey	7738	ZNF184	unique_official_exact	False	False	False	grey_not_a_network_block
ARID5B	yellow	84159	ARID5B	unique_official_exact	True	True	True	included
H2AX	grey	3014	H2AX	unique_official_exact	False	False	False	grey_not_a_network_block
ENOX2	red	10495	ENOX2	unique_official_exact	True	True	True	included
ZFP14	grey	57677	ZFP14	unique_official_exact	False	False	False	grey_not_a_network_block
BMP2K	brown	55589	BMP2K	unique_official_exact	True	True	True	included
RFC2	grey	5982	RFC2	unique_official_exact	False	False	False	grey_not_a_network_block
KLHL18	grey	23276	KLHL18	unique_official_exact	False	False	False	grey_not_a_network_block
HECTD2	turquoise	143279	HECTD2	unique_official_exact	True	True	True	included
FCHSD1	turquoise	89848	FCHSD1	unique_official_exact	True	True	True	included
FLCN	turquoise	201163	FLCN	unique_official_exact	True	True	True	included
RB1CC1	grey	9821	RB1CC1	unique_official_exact	False	False	False	grey_not_a_network_block
EDEM1	blue	9695	EDEM1	unique_official_exact	True	True	True	included
DUBR	grey	344595	DUBR	unique_official_exact	False	False	False	grey_not_a_network_block
RPL36AL	grey	6166	RPL36AL	unique_official_exact	False	False	False	grey_not_a_network_block
CCT3	grey	7203	CCT3	unique_official_exact	False	False	False	grey_not_a_network_block
SDF2	grey	6388	SDF2	unique_official_exact	False	False	False	grey_not_a_network_block
LYSMD4	turquoise	145748	LYSMD4	unique_official_exact	True	True	True	included
INTS1	turquoise	26173	INTS1	unique_official_exact	True	True	True	included
WFDC1	grey	58189	WFDC1	unique_official_exact	False	False	False	grey_not_a_network_block
MRNIP	grey	51149	MRNIP	unique_official_exact	False	False	False	grey_not_a_network_block
PCSK6	grey	5046	PCSK6	unique_official_exact	False	False	False	grey_not_a_network_block
ZSCAN20	grey	7579	ZSCAN20	unique_official_exact	False	False	False	grey_not_a_network_block
HPS6	grey	79803	HPS6	unique_official_exact	False	False	False	grey_not_a_network_block
ENTREP3	grey	10712	ENTREP3	unique_official_exact	False	False	False	grey_not_a_network_block
P2RX4	grey	5025	P2RX4	unique_official_exact	False	False	False	grey_not_a_network_block
BBIP1	grey	92482	BBIP1	unique_official_exact	False	False	False	grey_not_a_network_block
DLG2	grey	1740	DLG2	unique_official_exact	False	False	False	grey_not_a_network_block
PTDSS1	grey	9791	PTDSS1	unique_official_exact	False	False	False	grey_not_a_network_block
MEAK7	grey	57707	MEAK7	unique_official_exact	False	False	False	grey_not_a_network_block
CYP2U1	brown	113612	CYP2U1	unique_official_exact	True	True	True	included
NOL12	turquoise	79159	NOL12	unique_official_exact	True	True	True	included
FGD4	turquoise	121512	FGD4	unique_official_exact	True	True	True	included
STMP1	grey	647087	STMP1	unique_official_exact	False	False	False	grey_not_a_network_block
CHORDC1	grey	26973	CHORDC1	unique_official_exact	False	False	False	grey_not_a_network_block
FGF10	yellow	2255	FGF10	unique_official_exact	True	True	True	included
ZNF226	grey	7769	ZNF226	unique_official_exact	False	False	False	grey_not_a_network_block
CDC5L	grey	988	CDC5L	unique_official_exact	False	False	False	grey_not_a_network_block
DTNBP1	grey	84062	DTNBP1	unique_official_exact	False	False	False	grey_not_a_network_block
PMS2P5	turquoise	5383	PMS2P5	unique_official_exact	True	True	True	included
PSMG3-AS1	grey	114796	PSMG3-AS1	unique_official_exact	False	False	False	grey_not_a_network_block
MIR1915HG	brown	399726	MIR1915HG	unique_official_exact	True	True	True	included
TOPBP1	grey	11073	TOPBP1	unique_official_exact	False	False	False	grey_not_a_network_block
RPL11	grey	6135	RPL11	unique_official_exact	False	False	False	grey_not_a_network_block
LNPK	yellow	80856	LNPK	unique_official_exact	True	True	True	included
TRAPPC3	grey	27095	TRAPPC3	unique_official_exact	False	False	False	grey_not_a_network_block
STK17A	grey	9263	STK17A	unique_official_exact	False	False	False	grey_not_a_network_block
PHF14	turquoise	9678	PHF14	unique_official_exact	True	True	True	included
BPHL	turquoise	670	BPHL	unique_official_exact	True	True	True	included
QDPR	grey	5860	QDPR	unique_official_exact	False	False	False	grey_not_a_network_block
SLC35B1	grey	10237	SLC35B1	unique_official_exact	False	False	False	grey_not_a_network_block
TRMT6	grey	51605	TRMT6	unique_official_exact	False	False	False	grey_not_a_network_block
TSPAN31	grey	6302	TSPAN31	unique_official_exact	False	False	False	grey_not_a_network_block
MBNL1-AS1	pink	401093	MBNL1-AS1	unique_official_exact	True	True	True	included
PTPN13	green	5783	PTPN13	unique_official_exact	True	True	True	included
ATP5F1E	grey	514	ATP5F1E	unique_official_exact	False	False	False	grey_not_a_network_block
MDN1	turquoise	23195	MDN1	unique_official_exact	True	True	True	included
SLC30A9	grey	10463	SLC30A9	unique_official_exact	False	False	False	grey_not_a_network_block
PPP1R2	grey	5504	PPP1R2	unique_official_exact	False	False	False	grey_not_a_network_block
C21orf91	grey	54149	C21orf91	unique_official_exact	False	False	False	grey_not_a_network_block
UBIAD1	grey	29914	UBIAD1	unique_official_exact	False	False	False	grey_not_a_network_block
IGDCC4	blue	57722	IGDCC4	unique_official_exact	True	True	True	included
UST	brown	10090	UST	unique_official_exact	True	True	True	included
LSM3	grey	27258	LSM3	unique_official_exact	False	False	False	grey_not_a_network_block
MCFD2	blue	90411	MCFD2	unique_official_exact	True	True	True	included
NAA16	grey	79612	NAA16	unique_official_exact	False	False	False	grey_not_a_network_block
QSER1	grey	79832	QSER1	unique_official_exact	False	False	False	grey_not_a_network_block
PPP6C	grey	5537	PPP6C	unique_official_exact	False	False	False	grey_not_a_network_block
FKBP9	blue	11328	FKBP9	unique_official_exact	True	True	True	included
NDUFA5	grey	4698	NDUFA5	unique_official_exact	False	False	False	grey_not_a_network_block
CDC16	turquoise	8881	CDC16	unique_official_exact	True	True	True	included
TRIM68	grey	55128	TRIM68	unique_official_exact	False	False	False	grey_not_a_network_block
GNAO1	grey	2775	GNAO1	unique_official_exact	False	False	False	grey_not_a_network_block
PTPN18	blue	26469	PTPN18	unique_official_exact	True	True	True	included
PPP1R8	grey	5511	PPP1R8	unique_official_exact	False	False	False	grey_not_a_network_block
SSX2IP	red	117178	SSX2IP	unique_official_exact	True	True	True	included
MBD3	grey	53615	MBD3	unique_official_exact	False	False	False	grey_not_a_network_block
LGALS8	grey	3964	LGALS8	unique_official_exact	False	False	False	grey_not_a_network_block
PPP6R1	yellow	22870	PPP6R1	unique_official_exact	True	True	True	included
PMS2	grey	5395	PMS2	unique_official_exact	False	False	False	grey_not_a_network_block
RSBN1L	green	222194	RSBN1L	unique_official_exact	True	True	True	included
DHPS	turquoise	1725	DHPS	unique_official_exact	True	True	True	included
RHOC	grey	389	RHOC	unique_official_exact	False	False	False	grey_not_a_network_block
EIF1AD	grey	84285	EIF1AD	unique_official_exact	False	False	False	grey_not_a_network_block
CDK16	yellow	5127	CDK16	unique_official_exact	True	True	True	included
POLR1E	grey	64425	POLR1E	unique_official_exact	False	False	False	grey_not_a_network_block
GOLPH3	grey	64083	GOLPH3	unique_official_exact	False	False	False	grey_not_a_network_block
TTC27	grey	55622	TTC27	unique_official_exact	False	False	False	grey_not_a_network_block
ZNF649	red	65251	ZNF649	unique_official_exact	True	True	True	included
DAP3	grey	7818	DAP3	unique_official_exact	False	False	False	grey_not_a_network_block
GMEB2	grey	26205	GMEB2	unique_official_exact	False	False	False	grey_not_a_network_block
RRN3P2	turquoise	653390	RRN3P2	unique_official_exact	True	True	True	included
FERRY3	grey	57102	FERRY3	unique_official_exact	False	False	False	grey_not_a_network_block
EXOC6	grey	54536	EXOC6	unique_official_exact	False	False	False	grey_not_a_network_block
RPL7A	grey	6130	RPL7A	unique_official_exact	False	False	False	grey_not_a_network_block
PDE4DIP	turquoise	9659	PDE4DIP	unique_official_exact	True	True	True	included
TRAPPC1	grey	58485	TRAPPC1	unique_official_exact	False	False	False	grey_not_a_network_block
NGLY1	grey	55768	NGLY1	unique_official_exact	False	False	False	grey_not_a_network_block
ZFYVE16	grey	9765	ZFYVE16	unique_official_exact	False	False	False	grey_not_a_network_block
MYO9B	pink	4650	MYO9B	unique_official_exact	True	True	True	included
C19orf48P	grey	84798	C19orf48P	unique_official_exact	False	False	False	grey_not_a_network_block
GAB2	grey	9846	GAB2	unique_official_exact	False	False	False	grey_not_a_network_block
PDP1	green	54704	PDP1	unique_official_exact	True	True	True	included
SNAP29	blue	9342	SNAP29	unique_official_exact	True	True	True	included
TMEM132A	brown	54972	TMEM132A	unique_official_exact	True	True	True	included
ANAPC4	turquoise	29945	ANAPC4	unique_official_exact	True	True	True	included
NICN1	turquoise	84276	NICN1	unique_official_exact	True	True	True	included
PURB	grey	5814	PURB	unique_official_exact	False	False	False	grey_not_a_network_block
EMX2	yellow	2018	EMX2	unique_official_exact	True	True	True	included
GTF2I	turquoise	2969	GTF2I	unique_official_exact	True	True	True	included
HTATSF1	grey	27336	HTATSF1	unique_official_exact	False	False	False	grey_not_a_network_block
ITSN2	grey	50618	ITSN2	unique_official_exact	False	False	False	grey_not_a_network_block
SENP2	grey	59343	SENP2	unique_official_exact	False	False	False	grey_not_a_network_block
CLDN12	green	9069	CLDN12	unique_official_exact	True	True	True	included
TMED9	blue	54732	TMED9	unique_official_exact	True	True	True	included
HDAC5	grey	10014	HDAC5	unique_official_exact	False	False	False	grey_not_a_network_block
ZNF641	grey	121274	ZNF641	unique_official_exact	False	False	False	grey_not_a_network_block
AGBL5	grey	60509	AGBL5	unique_official_exact	False	False	False	grey_not_a_network_block
ZNF292	turquoise	23036	ZNF292	unique_official_exact	True	True	True	included
GABRE	magenta	2564	GABRE	unique_official_exact	True	True	True	included
SAFB	turquoise	6294	SAFB	unique_official_exact	True	True	True	included
POLK	turquoise	51426	POLK	unique_official_exact	True	True	True	included
CPNE3	red	8895	CPNE3	unique_official_exact	True	True	True	included
GPAT4	grey	137964	GPAT4	unique_official_exact	False	False	False	grey_not_a_network_block
TMED2	blue	10959	TMED2	unique_official_exact	True	True	True	included
TTC17	turquoise	55761	TTC17	unique_official_exact	True	True	True	included
PECR	yellow	55825	PECR	unique_official_exact	True	True	True	included
SPOP	red	8405	SPOP	unique_official_exact	True	True	True	included
SNX30	grey	401548	SNX30	unique_official_exact	False	False	False	grey_not_a_network_block
GLRX5	blue	51218	GLRX5	unique_official_exact	True	True	True	included
TUSC3	grey	7991	TUSC3	unique_official_exact	False	False	False	grey_not_a_network_block
SMAP1	grey	60682	SMAP1	unique_official_exact	False	False	False	grey_not_a_network_block
ADISSP	yellow	54976	ADISSP	unique_official_exact	True	True	True	included
HMGCL	grey	3155	HMGCL	unique_official_exact	False	False	False	grey_not_a_network_block
LAMTOR3	grey	8649	LAMTOR3	unique_official_exact	False	False	False	grey_not_a_network_block
CCSAP	grey	126731	CCSAP	unique_official_exact	False	False	False	grey_not_a_network_block
UBAC1	grey	10422	UBAC1	unique_official_exact	False	False	False	grey_not_a_network_block
BCL9	brown	607	BCL9	unique_official_exact	True	True	True	included
KCNB1	yellow	3745	KCNB1	unique_official_exact	True	True	True	included
UBE2E1	grey	7324	UBE2E1	unique_official_exact	False	False	False	grey_not_a_network_block
TOMM34	grey	10953	TOMM34	unique_official_exact	False	False	False	grey_not_a_network_block
SUCLG2	grey	8801	SUCLG2	unique_official_exact	False	False	False	grey_not_a_network_block
FAM114A2	grey	10827	FAM114A2	unique_official_exact	False	False	False	grey_not_a_network_block
CDKAL1	grey	54901	CDKAL1	unique_official_exact	False	False	False	grey_not_a_network_block
TBC1D19	turquoise	55296	TBC1D19	unique_official_exact	True	True	True	included
RANBP1	grey	5902	RANBP1	unique_official_exact	False	False	False	grey_not_a_network_block
MRPL44	grey	65080	MRPL44	unique_official_exact	False	False	False	grey_not_a_network_block
TDG	grey	6996	TDG	unique_official_exact	False	False	False	grey_not_a_network_block
MFNG	grey	4242	MFNG	unique_official_exact	False	False	False	grey_not_a_network_block
EIF3F	red	8665	EIF3F	unique_official_exact	True	True	True	included
TESK1	magenta	7016	TESK1	unique_official_exact	True	True	True	included
BAMBI	grey	25805	BAMBI	unique_official_exact	False	False	False	grey_not_a_network_block
ELOC	grey	6921	ELOC	unique_official_exact	False	False	False	grey_not_a_network_block
TOM1L1	grey	10040	TOM1L1	unique_official_exact	False	False	False	grey_not_a_network_block
MACROD2	grey	140733	MACROD2	unique_official_exact	False	False	False	grey_not_a_network_block
NSFL1C	blue	55968	NSFL1C	unique_official_exact	True	True	True	included
PNPT1	grey	87178	PNPT1	unique_official_exact	False	False	False	grey_not_a_network_block
IER3IP1	grey	51124	IER3IP1	unique_official_exact	False	False	False	grey_not_a_network_block
IGIP	grey	492311	IGIP	unique_official_exact	False	False	False	grey_not_a_network_block
NUP133	grey	55746	NUP133	unique_official_exact	False	False	False	grey_not_a_network_block
TMEM19	grey	55266	TMEM19	unique_official_exact	False	False	False	grey_not_a_network_block
TPST2	grey	8459	TPST2	unique_official_exact	False	False	False	grey_not_a_network_block
ALKAL2	grey	285016	ALKAL2	unique_official_exact	False	False	False	grey_not_a_network_block
SLC22A23	grey	63027	SLC22A23	unique_official_exact	False	False	False	grey_not_a_network_block
TSC22D1	grey	8848	TSC22D1	unique_official_exact	False	False	False	grey_not_a_network_block
VPS13C	turquoise	54832	VPS13C	unique_official_exact	True	True	True	included
NUP205	brown	23165	NUP205	unique_official_exact	True	True	True	included
LYPLA1	grey	10434	LYPLA1	unique_official_exact	False	False	False	grey_not_a_network_block
RNF6	grey	6049	RNF6	unique_official_exact	False	False	False	grey_not_a_network_block
RHOT1	grey	55288	RHOT1	unique_official_exact	False	False	False	grey_not_a_network_block
MRPL17	grey	63875	MRPL17	unique_official_exact	False	False	False	grey_not_a_network_block
OPA1	grey	4976	OPA1	unique_official_exact	False	False	False	grey_not_a_network_block
ENPP1	yellow	5167	ENPP1	unique_official_exact	True	True	True	included
ZNF486	grey	90649	ZNF486	unique_official_exact	False	False	False	grey_not_a_network_block
OARD1	grey	221443	OARD1	unique_official_exact	False	False	False	grey_not_a_network_block
THAP11	grey	57215	THAP11	unique_official_exact	False	False	False	grey_not_a_network_block
CHRD	grey	8646	CHRD	unique_official_exact	False	False	False	grey_not_a_network_block
ZNF790	green	388536	ZNF790	unique_official_exact	True	True	True	included
IMP4	grey	92856	IMP4	unique_official_exact	False	False	False	grey_not_a_network_block
DENND2B	grey	6764	DENND2B	unique_official_exact	False	False	False	grey_not_a_network_block
ISCA1	yellow	81689	ISCA1	unique_official_exact	True	True	True	included
TMEM140	grey	55281	TMEM140	unique_official_exact	False	False	False	grey_not_a_network_block
MUL1	grey	79594	MUL1	unique_official_exact	False	False	False	grey_not_a_network_block
ULK4	turquoise	54986	ULK4	unique_official_exact	True	True	True	included
ABCD3	brown	5825	ABCD3	unique_official_exact	True	True	True	included
DORIP1	grey	122525	DORIP1	unique_official_exact	False	False	False	grey_not_a_network_block
MRPS23	grey	51649	MRPS23	unique_official_exact	False	False	False	grey_not_a_network_block
PRELID1	grey	27166	PRELID1	unique_official_exact	False	False	False	grey_not_a_network_block
FUCA1	blue	2517	FUCA1	unique_official_exact	True	True	True	included
SRSF4	grey	6429	SRSF4	unique_official_exact	False	False	False	grey_not_a_network_block
NR2C2	grey	7182	NR2C2	unique_official_exact	False	False	False	grey_not_a_network_block
ALPK1	brown	80216	ALPK1	unique_official_exact	True	True	True	included
RSL1D1	blue	26156	RSL1D1	unique_official_exact	True	True	True	included
RTL6	red	84247	RTL6	unique_official_exact	True	True	True	included
CDC27	grey	996	CDC27	unique_official_exact	False	False	False	grey_not_a_network_block
DENND1A	grey	57706	DENND1A	unique_official_exact	False	False	False	grey_not_a_network_block
EPHA7	grey	2045	EPHA7	unique_official_exact	False	False	False	grey_not_a_network_block
PCK2	yellow	5106	PCK2	unique_official_exact	True	True	True	included
STEAP1	yellow	26872	STEAP1	unique_official_exact	True	True	True	included
ODF2	grey	4957	ODF2	unique_official_exact	False	False	False	grey_not_a_network_block
BRMS1	grey	25855	BRMS1	unique_official_exact	False	False	False	grey_not_a_network_block
EGR3	red	1960	EGR3	unique_official_exact	True	True	True	included
DHODH	grey	1723	DHODH	unique_official_exact	False	False	False	grey_not_a_network_block
CA11	red	770	CA11	unique_official_exact	True	True	True	included
CDC14B	grey	8555	CDC14B	unique_official_exact	False	False	False	grey_not_a_network_block
FOXK1	grey	221937	FOXK1	unique_official_exact	False	False	False	grey_not_a_network_block
ZNF772	grey	400720	ZNF772	unique_official_exact	False	False	False	grey_not_a_network_block
CAND2	grey	23066	CAND2	unique_official_exact	False	False	False	grey_not_a_network_block
TM7SF2	yellow	7108	TM7SF2	unique_official_exact	True	True	True	included
POLH	grey	5429	POLH	unique_official_exact	False	False	False	grey_not_a_network_block
RAB1A	yellow	5861	RAB1A	unique_official_exact	True	True	True	included
CROCCP2	grey	84809	CROCCP2	unique_official_exact	False	False	False	grey_not_a_network_block
DRG2	grey	1819	DRG2	unique_official_exact	False	False	False	grey_not_a_network_block
LYST	turquoise	1130	LYST	unique_official_exact	True	True	True	included
CRYL1	red	51084	CRYL1	unique_official_exact	True	True	True	included
TUG1	turquoise	55000	TUG1	unique_official_exact	True	True	True	included
NRXN2	grey	9379	NRXN2	unique_official_exact	False	False	False	grey_not_a_network_block
ACAT2	grey	39	ACAT2	unique_official_exact	False	False	False	grey_not_a_network_block
FBL	red	2091	FBL	unique_official_exact	True	True	True	included
IFI6	grey	2537	IFI6	unique_official_exact	False	False	False	grey_not_a_network_block
VIPR2	grey	7434	VIPR2	unique_official_exact	False	False	False	grey_not_a_network_block
TMCC1	grey	23023	TMCC1	unique_official_exact	False	False	False	grey_not_a_network_block
SCRN2	yellow	90507	SCRN2	unique_official_exact	True	True	True	included
EMC4	grey	51234	EMC4	unique_official_exact	False	False	False	grey_not_a_network_block
COBLL1	turquoise	22837	COBLL1	unique_official_exact	True	True	True	included
SGTA	grey	6449	SGTA	unique_official_exact	False	False	False	grey_not_a_network_block
COX19	grey	90639	COX19	unique_official_exact	False	False	False	grey_not_a_network_block
LATS1	green	9113	LATS1	unique_official_exact	True	True	True	included
COPB2	blue	9276	COPB2	unique_official_exact	True	True	True	included
SOD1	yellow	6647	SOD1	unique_official_exact	True	True	True	included
ATG2A	grey	23130	ATG2A	unique_official_exact	False	False	False	grey_not_a_network_block
PAQR7	grey	164091	PAQR7	unique_official_exact	False	False	False	grey_not_a_network_block
LRRC57	grey	255252	LRRC57	unique_official_exact	False	False	False	grey_not_a_network_block
SF3B5	grey	83443	SF3B5	unique_official_exact	False	False	False	grey_not_a_network_block
OXA1L	grey	5018	OXA1L	unique_official_exact	False	False	False	grey_not_a_network_block
BBS7	grey	55212	BBS7	unique_official_exact	False	False	False	grey_not_a_network_block
CCNK	grey	8812	CCNK	unique_official_exact	False	False	False	grey_not_a_network_block
IFITM3	green	10410	IFITM3	unique_official_exact	True	True	True	included
SMIM30	grey	401397	SMIM30	unique_official_exact	False	False	False	grey_not_a_network_block
LYPLA2	grey	11313	LYPLA2	unique_official_exact	False	False	False	grey_not_a_network_block
SRPRB	blue	58477	SRPRB	unique_official_exact	True	True	True	included
CARNS1	turquoise	57571	CARNS1	unique_official_exact	True	True	True	included
ATXN1L	grey	342371	ATXN1L	unique_official_exact	False	False	False	grey_not_a_network_block
NEXMIF	grey	340533	NEXMIF	unique_official_exact	False	False	False	grey_not_a_network_block
MRPL30	grey	51263	MRPL30	unique_official_exact	False	False	False	grey_not_a_network_block
ST3GAL2	grey	6483	ST3GAL2	unique_official_exact	False	False	False	grey_not_a_network_block
TAOK2	black	9344	TAOK2	unique_official_exact	True	True	True	included
IL15RA	black	3601	IL15RA	unique_official_exact	True	True	True	included
DUSP3	yellow	1845	DUSP3	unique_official_exact	True	True	True	included
LILRB5	blue	10990	LILRB5	unique_official_exact	True	True	True	included
SELENOT	grey	51714	SELENOT	unique_official_exact	False	False	False	grey_not_a_network_block
NIN	grey	51199	NIN	unique_official_exact	False	False	False	grey_not_a_network_block
TCEAL4	grey	79921	TCEAL4	unique_official_exact	False	False	False	grey_not_a_network_block
OCIAD1	grey	54940	OCIAD1	unique_official_exact	False	False	False	grey_not_a_network_block
TRMT13	grey	54482	TRMT13	unique_official_exact	False	False	False	grey_not_a_network_block
ZNF747	grey	65988	ZNF747	unique_official_exact	False	False	False	grey_not_a_network_block
NFKB1	grey	4790	NFKB1	unique_official_exact	False	False	False	grey_not_a_network_block
COPB1	grey	1315	COPB1	unique_official_exact	False	False	False	grey_not_a_network_block
LZTS2	black	84445	LZTS2	unique_official_exact	True	True	True	included
DRAP1	grey	10589	DRAP1	unique_official_exact	False	False	False	grey_not_a_network_block
NRBP1	grey	29959	NRBP1	unique_official_exact	False	False	False	grey_not_a_network_block
TMED10P1	grey	286102	TMED10P1	unique_official_exact	False	False	False	grey_not_a_network_block
ZNF354A	grey	6940	ZNF354A	unique_official_exact	False	False	False	grey_not_a_network_block
SUMO2	red	6613	SUMO2	unique_official_exact	True	True	True	included
DHX36	grey	170506	DHX36	unique_official_exact	False	False	False	grey_not_a_network_block
FH	grey	2271	FH	unique_official_exact	False	False	False	grey_not_a_network_block
KAT2B	brown	8850	KAT2B	unique_official_exact	True	True	True	included
PPP1R12A	turquoise	4659	PPP1R12A	unique_official_exact	True	True	True	included
MOB3C	grey	148932	MOB3C	unique_official_exact	False	False	False	grey_not_a_network_block
ZNF573	grey	126231	ZNF573	unique_official_exact	False	False	False	grey_not_a_network_block
METTL24	grey	728464	METTL24	unique_official_exact	False	False	False	grey_not_a_network_block
CNTNAP3	turquoise	79937	CNTNAP3	unique_official_exact	True	True	True	included
GNAI3	grey	2773	GNAI3	unique_official_exact	False	False	False	grey_not_a_network_block
ZNF587B	grey	100293516	ZNF587B	unique_official_exact	False	False	False	grey_not_a_network_block
GUF1	grey	60558	GUF1	unique_official_exact	False	False	False	grey_not_a_network_block
RMC1	grey	29919	RMC1	unique_official_exact	False	False	False	grey_not_a_network_block
SNN	yellow	8303	SNN	unique_official_exact	True	True	True	included
ORC4	grey	5000	ORC4	unique_official_exact	False	False	False	grey_not_a_network_block
TRPM6	grey	140803	TRPM6	unique_official_exact	False	False	False	grey_not_a_network_block
PDS5B	brown	23047	PDS5B	unique_official_exact	True	True	True	included
SPAST	grey	6683	SPAST	unique_official_exact	False	False	False	grey_not_a_network_block
CLEC1A	grey	51267	CLEC1A	unique_official_exact	False	False	False	grey_not_a_network_block
DLST	grey	1743	DLST	unique_official_exact	False	False	False	grey_not_a_network_block
ADNP2	grey	22850	ADNP2	unique_official_exact	False	False	False	grey_not_a_network_block
PAK4	green	10298	PAK4	unique_official_exact	True	True	True	included
TRIM9	brown	114088	TRIM9	unique_official_exact	True	True	True	included
TRMT1L	grey	81627	TRMT1L	unique_official_exact	False	False	False	grey_not_a_network_block
APLF	grey	200558	APLF	unique_official_exact	False	False	False	grey_not_a_network_block
ZNF358	grey	140467	ZNF358	unique_official_exact	False	False	False	grey_not_a_network_block
TBC1D23	grey	55773	TBC1D23	unique_official_exact	False	False	False	grey_not_a_network_block
ERF	brown	2077	ERF	unique_official_exact	True	True	True	included
FAM3A	grey	60343	FAM3A	unique_official_exact	False	False	False	grey_not_a_network_block
MAT2A	grey	4144	MAT2A	unique_official_exact	False	False	False	grey_not_a_network_block
TASOR	grey	23272	TASOR	unique_official_exact	False	False	False	grey_not_a_network_block
CCND3	grey	896	CCND3	unique_official_exact	False	False	False	grey_not_a_network_block
CYCS	grey	54205	CYCS	unique_official_exact	False	False	False	grey_not_a_network_block
GPATCH2	grey	55105	GPATCH2	unique_official_exact	False	False	False	grey_not_a_network_block
TOR1B	grey	27348	TOR1B	unique_official_exact	False	False	False	grey_not_a_network_block
KDELR3	grey	11015	KDELR3	unique_official_exact	False	False	False	grey_not_a_network_block
UBA5	grey	79876	UBA5	unique_official_exact	False	False	False	grey_not_a_network_block
PGGT1B	grey	5229	PGGT1B	unique_official_exact	False	False	False	grey_not_a_network_block
GEM	grey	2669	GEM	unique_official_exact	False	False	False	grey_not_a_network_block
EXOSC3	grey	51010	EXOSC3	unique_official_exact	False	False	False	grey_not_a_network_block
TNFRSF10C	blue	8794	TNFRSF10C	unique_official_exact	True	True	True	included
VPS33A	grey	65082	VPS33A	unique_official_exact	False	False	False	grey_not_a_network_block
BSG	yellow	682	BSG	unique_official_exact	True	True	True	included
