raw_gene	gene_input	gene_recovered_from_excel_date	human_gene_id	mapping_method	current_human_symbol	include_row
AL449403.1	AL449403.1	False		unresolved_or_ambiguous		False
AL449403.2	AL449403.2	False		unresolved_or_ambiguous		False
AL449423.1	AL449423.1	False		unresolved_or_ambiguous		False
AL449983.1	AL449983.1	False		unresolved_or_ambiguous		False
AL450003.1	AL450003.1	False		unresolved_or_ambiguous		False
AL450003.2	AL450003.2	False		unresolved_or_ambiguous		False
AL450023.1	AL450023.1	False		unresolved_or_ambiguous		False
AL450023.2	AL450023.2	False		unresolved_or_ambiguous		False
AL450063.1	AL450063.1	False		unresolved_or_ambiguous		False
AL450124.1	AL450124.1	False		unresolved_or_ambiguous		False
AL450226.1	AL450226.1	False		unresolved_or_ambiguous		False
AL450226.2	AL450226.2	False		unresolved_or_ambiguous		False
AL450263.1	AL450263.1	False		unresolved_or_ambiguous		False
AL450263.2	AL450263.2	False		unresolved_or_ambiguous		False
AL450270.1	AL450270.1	False		unresolved_or_ambiguous		False
AL450304.1	AL450304.1	False		unresolved_or_ambiguous		False
AL450306.1	AL450306.1	False		unresolved_or_ambiguous		False
AL450309.1	AL450309.1	False		unresolved_or_ambiguous		False
AL450311.2	AL450311.2	False		unresolved_or_ambiguous		False
AL450322.1	AL450322.1	False		unresolved_or_ambiguous		False
AL450322.2	AL450322.2	False		unresolved_or_ambiguous		False
AL450326.1	AL450326.1	False		unresolved_or_ambiguous		False
AL450326.2	AL450326.2	False		unresolved_or_ambiguous		False
AL450327.1	AL450327.1	False		unresolved_or_ambiguous		False
AL450332.1	AL450332.1	False		unresolved_or_ambiguous		False
AL450344.1	AL450344.1	False		unresolved_or_ambiguous		False
AL450344.2	AL450344.2	False		unresolved_or_ambiguous		False
AL450344.3	AL450344.3	False		unresolved_or_ambiguous		False
AL450345.1	AL450345.1	False		unresolved_or_ambiguous		False
AL450384.1	AL450384.1	False		unresolved_or_ambiguous		False
AL450384.2	AL450384.2	False		unresolved_or_ambiguous		False
AL450405.1	AL450405.1	False		unresolved_or_ambiguous		False
AL450423.1	AL450423.1	False		unresolved_or_ambiguous		False
AL450468.2	AL450468.2	False		unresolved_or_ambiguous		False
AL450469.2	AL450469.2	False		unresolved_or_ambiguous		False
AL450471.1	AL450471.1	False		unresolved_or_ambiguous		False
AL450472.1	AL450472.1	False		unresolved_or_ambiguous		False
AL450487.1	AL450487.1	False		unresolved_or_ambiguous		False
AL450489.1	AL450489.1	False		unresolved_or_ambiguous		False
AL450990.1	AL450990.1	False		unresolved_or_ambiguous		False
AL450992.1	AL450992.1	False		unresolved_or_ambiguous		False
AL450992.2	AL450992.2	False		unresolved_or_ambiguous		False
AL450996.1	AL450996.1	False		unresolved_or_ambiguous		False
AL450998.1	AL450998.1	False		unresolved_or_ambiguous		False
AL450998.2	AL450998.2	False		unresolved_or_ambiguous		False
AL450998.3	AL450998.3	False		unresolved_or_ambiguous		False
AL451000.1	AL451000.1	False		unresolved_or_ambiguous		False
AL451007.1	AL451007.1	False		unresolved_or_ambiguous		False
AL451007.2	AL451007.2	False		unresolved_or_ambiguous		False
AL451042.1	AL451042.1	False		unresolved_or_ambiguous		False
AL451042.2	AL451042.2	False		unresolved_or_ambiguous		False
AL451044.1	AL451044.1	False		unresolved_or_ambiguous		False
AL451047.1	AL451047.1	False		unresolved_or_ambiguous		False
AL451049.1	AL451049.1	False		unresolved_or_ambiguous		False
AL451050.2	AL451050.2	False		unresolved_or_ambiguous		False
AL451054.1	AL451054.1	False		unresolved_or_ambiguous		False
AL451060.1	AL451060.1	False		unresolved_or_ambiguous		False
AL451061.1	AL451061.1	False		unresolved_or_ambiguous		False
AL451062.1	AL451062.1	False		unresolved_or_ambiguous		False
AL451062.2	AL451062.2	False		unresolved_or_ambiguous		False
AL451063.1	AL451063.1	False		unresolved_or_ambiguous		False
AL451064.1	AL451064.1	False		unresolved_or_ambiguous		False
AL451064.2	AL451064.2	False		unresolved_or_ambiguous		False
AL451065.1	AL451065.1	False		unresolved_or_ambiguous		False
AL451067.1	AL451067.1	False		unresolved_or_ambiguous		False
AL451069.1	AL451069.1	False		unresolved_or_ambiguous		False
AL451069.2	AL451069.2	False		unresolved_or_ambiguous		False
AL451069.3	AL451069.3	False		unresolved_or_ambiguous		False
AL451070.1	AL451070.1	False		unresolved_or_ambiguous		False
AL451074.1	AL451074.1	False		unresolved_or_ambiguous		False
AL451074.2	AL451074.2	False		unresolved_or_ambiguous		False
AL451074.3	AL451074.3	False		unresolved_or_ambiguous		False
AL451074.4	AL451074.4	False		unresolved_or_ambiguous		False
AL451074.5	AL451074.5	False		unresolved_or_ambiguous		False
AL451074.6	AL451074.6	False		unresolved_or_ambiguous		False
AL451081.2	AL451081.2	False		unresolved_or_ambiguous		False
AL451085.1	AL451085.1	False		unresolved_or_ambiguous		False
AL451085.2	AL451085.2	False		unresolved_or_ambiguous		False
AL451105.1	AL451105.1	False		unresolved_or_ambiguous		False
AL451107.1	AL451107.1	False		unresolved_or_ambiguous		False
AL451124.1	AL451124.1	False		unresolved_or_ambiguous		False
AL451136.1	AL451136.1	False		unresolved_or_ambiguous		False
AL451140.1	AL451140.1	False		unresolved_or_ambiguous		False
AL451142.1	AL451142.1	False		unresolved_or_ambiguous		False
AL451142.2	AL451142.2	False		unresolved_or_ambiguous		False
AL451164.1	AL451164.1	False		unresolved_or_ambiguous		False
AL451165.2	AL451165.2	False		unresolved_or_ambiguous		False
AL499606.1	AL499606.1	False		unresolved_or_ambiguous		False
AL499616.1	AL499616.1	False		unresolved_or_ambiguous		False
AL500527.1	AL500527.1	False		unresolved_or_ambiguous		False
AL500527.2	AL500527.2	False		unresolved_or_ambiguous		False
AL512274.1	AL512274.1	False		unresolved_or_ambiguous		False
AL512283.1	AL512283.1	False		unresolved_or_ambiguous		False
AL512286.1	AL512286.1	False		unresolved_or_ambiguous		False
AL512288.1	AL512288.1	False		unresolved_or_ambiguous		False
AL512288.2	AL512288.2	False		unresolved_or_ambiguous		False
AL512303.1	AL512303.1	False		unresolved_or_ambiguous		False
AL512306.1	AL512306.1	False		unresolved_or_ambiguous		False
AL512306.2	AL512306.2	False		unresolved_or_ambiguous		False
AL512306.3	AL512306.3	False		unresolved_or_ambiguous		False
AL512310.12	AL512310.12	False		unresolved_or_ambiguous		False
AL512310.7	AL512310.7	False		unresolved_or_ambiguous		False
AL512324.1	AL512324.1	False		unresolved_or_ambiguous		False
AL512324.3	AL512324.3	False		unresolved_or_ambiguous		False
AL512326.1	AL512326.1	False		unresolved_or_ambiguous		False
AL512326.3	AL512326.3	False		unresolved_or_ambiguous		False
AL512328.1	AL512328.1	False		unresolved_or_ambiguous		False
AL512329.1	AL512329.1	False		unresolved_or_ambiguous		False
AL512329.2	AL512329.2	False		unresolved_or_ambiguous		False
AL512343.2	AL512343.2	False		unresolved_or_ambiguous		False
AL512347.1	AL512347.1	False		unresolved_or_ambiguous		False
AL512353.1	AL512353.1	False		unresolved_or_ambiguous		False
AL512353.2	AL512353.2	False		unresolved_or_ambiguous		False
AL512353.3	AL512353.3	False		unresolved_or_ambiguous		False
AL512356.3	AL512356.3	False		unresolved_or_ambiguous		False
AL512361.1	AL512361.1	False		unresolved_or_ambiguous		False
AL512378.1	AL512378.1	False		unresolved_or_ambiguous		False
AL512380.1	AL512380.1	False		unresolved_or_ambiguous		False
AL512380.2	AL512380.2	False		unresolved_or_ambiguous		False
AL512383.1	AL512383.1	False		unresolved_or_ambiguous		False
AL512408.1	AL512408.1	False		unresolved_or_ambiguous		False
AL512413.1	AL512413.1	False		unresolved_or_ambiguous		False
AL512422.1	AL512422.1	False		unresolved_or_ambiguous		False
AL512422.2	AL512422.2	False		unresolved_or_ambiguous		False
AL512430.1	AL512430.1	False		unresolved_or_ambiguous		False
AL512430.2	AL512430.2	False		unresolved_or_ambiguous		False
AL512430.3	AL512430.3	False		unresolved_or_ambiguous		False
AL512488.1	AL512488.1	False		unresolved_or_ambiguous		False
AL512504.1	AL512504.1	False		unresolved_or_ambiguous		False
AL512506.1	AL512506.1	False		unresolved_or_ambiguous		False
AL512506.2	AL512506.2	False		unresolved_or_ambiguous		False
AL512506.3	AL512506.3	False		unresolved_or_ambiguous		False
AL512590.1	AL512590.1	False		unresolved_or_ambiguous		False
AL512590.3	AL512590.3	False		unresolved_or_ambiguous		False
AL512593.1	AL512593.1	False		unresolved_or_ambiguous		False
AL512598.1	AL512598.1	False		unresolved_or_ambiguous		False
AL512599.1	AL512599.1	False		unresolved_or_ambiguous		False
AL512604.1	AL512604.1	False		unresolved_or_ambiguous		False
AL512604.2	AL512604.2	False		unresolved_or_ambiguous		False
AL512604.3	AL512604.3	False		unresolved_or_ambiguous		False
AL512605.1	AL512605.1	False		unresolved_or_ambiguous		False
AL512605.2	AL512605.2	False		unresolved_or_ambiguous		False
AL512622.1	AL512622.1	False		unresolved_or_ambiguous		False
AL512625.1	AL512625.1	False		unresolved_or_ambiguous		False
AL512625.2	AL512625.2	False		unresolved_or_ambiguous		False
AL512625.3	AL512625.3	False		unresolved_or_ambiguous		False
AL512631.1	AL512631.1	False		unresolved_or_ambiguous		False
AL512631.2	AL512631.2	False		unresolved_or_ambiguous		False
AL512633.1	AL512633.1	False		unresolved_or_ambiguous		False
AL512635.1	AL512635.1	False		unresolved_or_ambiguous		False
AL512637.1	AL512637.1	False		unresolved_or_ambiguous		False
AL512637.2	AL512637.2	False		unresolved_or_ambiguous		False
AL512638.1	AL512638.1	False		unresolved_or_ambiguous		False
AL512638.2	AL512638.2	False		unresolved_or_ambiguous		False
AL512643.1	AL512643.1	False		unresolved_or_ambiguous		False
AL512649.2	AL512649.2	False		unresolved_or_ambiguous		False
AL512652.1	AL512652.1	False		unresolved_or_ambiguous		False
AL512652.2	AL512652.2	False		unresolved_or_ambiguous		False
AL512656.1	AL512656.1	False		unresolved_or_ambiguous		False
AL512658.1	AL512658.1	False		unresolved_or_ambiguous		False
AL512662.2	AL512662.2	False		unresolved_or_ambiguous		False
AL512770.1	AL512770.1	False		unresolved_or_ambiguous		False
AL512785.1	AL512785.1	False		unresolved_or_ambiguous		False
AL512791.1	AL512791.1	False		unresolved_or_ambiguous		False
AL512791.2	AL512791.2	False		unresolved_or_ambiguous		False
AL512844.1	AL512844.1	False		unresolved_or_ambiguous		False
AL512844.2	AL512844.2	False		unresolved_or_ambiguous		False
AL513008.1	AL513008.1	False		unresolved_or_ambiguous		False
AL513043.1	AL513043.1	False		unresolved_or_ambiguous		False
AL513122.1	AL513122.1	False		unresolved_or_ambiguous		False
AL513122.2	AL513122.2	False		unresolved_or_ambiguous		False
AL513123.1	AL513123.1	False		unresolved_or_ambiguous		False
AL513128.1	AL513128.1	False		unresolved_or_ambiguous		False
AL513164.1	AL513164.1	False		unresolved_or_ambiguous		False
AL513165.1	AL513165.1	False		unresolved_or_ambiguous		False
AL513174.1	AL513174.1	False		unresolved_or_ambiguous		False
AL513175.1	AL513175.1	False		unresolved_or_ambiguous		False
AL513175.2	AL513175.2	False		unresolved_or_ambiguous		False
AL513185.1	AL513185.1	False		unresolved_or_ambiguous		False
AL513188.1	AL513188.1	False		unresolved_or_ambiguous		False
AL513190.1	AL513190.1	False		unresolved_or_ambiguous		False
AL513211.1	AL513211.1	False		unresolved_or_ambiguous		False
AL513217.1	AL513217.1	False		unresolved_or_ambiguous		False
AL513218.1	AL513218.1	False		unresolved_or_ambiguous		False
AL513220.1	AL513220.1	False		unresolved_or_ambiguous		False
AL513283.1	AL513283.1	False		unresolved_or_ambiguous		False
AL513302.1	AL513302.1	False		unresolved_or_ambiguous		False
AL513302.2	AL513302.2	False		unresolved_or_ambiguous		False
AL513303.1	AL513303.1	False		unresolved_or_ambiguous		False
AL513303.2	AL513303.2	False		unresolved_or_ambiguous		False
AL513314.1	AL513314.1	False		unresolved_or_ambiguous		False
AL513314.2	AL513314.2	False		unresolved_or_ambiguous		False
AL513315.1	AL513315.1	False		unresolved_or_ambiguous		False
AL513318.2	AL513318.2	False		unresolved_or_ambiguous		False
AL513320.1	AL513320.1	False		unresolved_or_ambiguous		False
AL513324.1	AL513324.1	False		unresolved_or_ambiguous		False
AL513325.1	AL513325.1	False		unresolved_or_ambiguous		False
AL513327.1	AL513327.1	False		unresolved_or_ambiguous		False
AL513327.2	AL513327.2	False		unresolved_or_ambiguous		False
AL513327.3	AL513327.3	False		unresolved_or_ambiguous		False
AL513329.1	AL513329.1	False		unresolved_or_ambiguous		False
AL513331.1	AL513331.1	False		unresolved_or_ambiguous		False
AL513343.1	AL513343.1	False		unresolved_or_ambiguous		False
AL513365.1	AL513365.1	False		unresolved_or_ambiguous		False
AL513365.2	AL513365.2	False		unresolved_or_ambiguous		False
AL513366.1	AL513366.1	False		unresolved_or_ambiguous		False
AL513412.1	AL513412.1	False		unresolved_or_ambiguous		False
AL513423.1	AL513423.1	False		unresolved_or_ambiguous		False
AL513475.1	AL513475.1	False		unresolved_or_ambiguous		False
AL513475.2	AL513475.2	False		unresolved_or_ambiguous		False
AL513477.1	AL513477.1	False		unresolved_or_ambiguous		False
AL513477.2	AL513477.2	False		unresolved_or_ambiguous		False
AL513478.2	AL513478.2	False		unresolved_or_ambiguous		False
AL513479.1	AL513479.1	False		unresolved_or_ambiguous		False
AL513497.1	AL513497.1	False		unresolved_or_ambiguous		False
AL513523.1	AL513523.1	False		unresolved_or_ambiguous		False
AL513523.2	AL513523.2	False		unresolved_or_ambiguous		False
AL513533.1	AL513533.1	False		unresolved_or_ambiguous		False
AL513534.1	AL513534.1	False		unresolved_or_ambiguous		False
AL513548.1	AL513548.1	False		unresolved_or_ambiguous		False
AL513548.2	AL513548.2	False		unresolved_or_ambiguous		False
AL513548.3	AL513548.3	False		unresolved_or_ambiguous		False
AL513550.1	AL513550.1	False		unresolved_or_ambiguous		False
AL583722.1	AL583722.1	False		unresolved_or_ambiguous		False
AL583722.3	AL583722.3	False		unresolved_or_ambiguous		False
AL583722.4	AL583722.4	False		unresolved_or_ambiguous		False
AL583785.1	AL583785.1	False		unresolved_or_ambiguous		False
AL583805.1	AL583805.1	False		unresolved_or_ambiguous		False
AL583808.1	AL583808.1	False		unresolved_or_ambiguous		False
AL583808.2	AL583808.2	False		unresolved_or_ambiguous		False
AL583810.1	AL583810.1	False		unresolved_or_ambiguous		False
AL583810.2	AL583810.2	False		unresolved_or_ambiguous		False
AL583810.3	AL583810.3	False		unresolved_or_ambiguous		False
AL583824.1	AL583824.1	False		unresolved_or_ambiguous		False
AL583832.1	AL583832.1	False		unresolved_or_ambiguous		False
AL583834.1	AL583834.1	False		unresolved_or_ambiguous		False
AL583835.2	AL583835.2	False		unresolved_or_ambiguous		False
AL583839.1	AL583839.1	False		unresolved_or_ambiguous		False
AL583839.2	AL583839.2	False		unresolved_or_ambiguous		False
AL583843.1	AL583843.1	False		unresolved_or_ambiguous		False
AL583852.1	AL583852.1	False		unresolved_or_ambiguous		False
AL583856.1	AL583856.1	False		unresolved_or_ambiguous		False
AL583856.2	AL583856.2	False		unresolved_or_ambiguous		False
AL583859.2	AL583859.2	False		unresolved_or_ambiguous		False
AL583859.3	AL583859.3	False		unresolved_or_ambiguous		False
AL589182.2	AL589182.2	False		unresolved_or_ambiguous		False
AL589642.2	AL589642.2	False		unresolved_or_ambiguous		False
AL589655.1	AL589655.1	False		unresolved_or_ambiguous		False
AL589666.2	AL589666.2	False		unresolved_or_ambiguous		False
AL589669.1	AL589669.1	False		unresolved_or_ambiguous		False
AL589674.1	AL589674.1	False		unresolved_or_ambiguous		False
AL589674.2	AL589674.2	False		unresolved_or_ambiguous		False
AL589684.1	AL589684.1	False		unresolved_or_ambiguous		False
AL589702.1	AL589702.1	False		unresolved_or_ambiguous		False
AL589703.1	AL589703.1	False		unresolved_or_ambiguous		False
AL589739.1	AL589739.1	False		unresolved_or_ambiguous		False
AL589740.1	AL589740.1	False		unresolved_or_ambiguous		False
AL589743.1	AL589743.1	False		unresolved_or_ambiguous		False
AL589743.2	AL589743.2	False		unresolved_or_ambiguous		False
AL589743.3	AL589743.3	False		unresolved_or_ambiguous		False
AL589743.4	AL589743.4	False		unresolved_or_ambiguous		False
AL589743.5	AL589743.5	False		unresolved_or_ambiguous		False
AL589743.6	AL589743.6	False		unresolved_or_ambiguous		False
AL589743.7	AL589743.7	False		unresolved_or_ambiguous		False
AL589745.1	AL589745.1	False		unresolved_or_ambiguous		False
AL589745.2	AL589745.2	False		unresolved_or_ambiguous		False
AL589765.1	AL589765.1	False		unresolved_or_ambiguous		False
AL589765.3	AL589765.3	False		unresolved_or_ambiguous		False
AL589765.4	AL589765.4	False		unresolved_or_ambiguous		False
AL589765.5	AL589765.5	False		unresolved_or_ambiguous		False
AL589765.6	AL589765.6	False		unresolved_or_ambiguous		False
AL589765.7	AL589765.7	False		unresolved_or_ambiguous		False
AL589826.1	AL589826.1	False		unresolved_or_ambiguous		False
AL589826.2	AL589826.2	False		unresolved_or_ambiguous		False
AL589843.1	AL589843.1	False		unresolved_or_ambiguous		False
AL589843.2	AL589843.2	False		unresolved_or_ambiguous		False
AL589863.1	AL589863.1	False		unresolved_or_ambiguous		False
AL589872.1	AL589872.1	False		unresolved_or_ambiguous		False
AL589880.1	AL589880.1	False		unresolved_or_ambiguous		False
AL589935.1	AL589935.1	False		unresolved_or_ambiguous		False
AL589935.2	AL589935.2	False		unresolved_or_ambiguous		False
AL589963.1	AL589963.1	False		unresolved_or_ambiguous		False
AL589986.1	AL589986.1	False		unresolved_or_ambiguous		False
AL589986.2	AL589986.2	False		unresolved_or_ambiguous		False
AL589987.1	AL589987.1	False		unresolved_or_ambiguous		False
AL589990.1	AL589990.1	False		unresolved_or_ambiguous		False
AL589993.1	AL589993.1	False		unresolved_or_ambiguous		False
AL590002.1	AL590002.1	False		unresolved_or_ambiguous		False
AL590004.2	AL590004.2	False		unresolved_or_ambiguous		False
AL590004.3	AL590004.3	False		unresolved_or_ambiguous		False
AL590004.4	AL590004.4	False		unresolved_or_ambiguous		False
AL590006.1	AL590006.1	False		unresolved_or_ambiguous		False
AL590068.1	AL590068.1	False		unresolved_or_ambiguous		False
AL590084.1	AL590084.1	False		unresolved_or_ambiguous		False
AL590093.1	AL590093.1	False		unresolved_or_ambiguous		False
AL590094.1	AL590094.1	False		unresolved_or_ambiguous		False
AL590095.2	AL590095.2	False		unresolved_or_ambiguous		False
AL590096.1	AL590096.1	False		unresolved_or_ambiguous		False
AL590099.1	AL590099.1	False		unresolved_or_ambiguous		False
AL590103.1	AL590103.1	False		unresolved_or_ambiguous		False
AL590128.1	AL590128.1	False		unresolved_or_ambiguous		False
AL590128.2	AL590128.2	False		unresolved_or_ambiguous		False
AL590132.1	AL590132.1	False		unresolved_or_ambiguous		False
AL590133.1	AL590133.1	False		unresolved_or_ambiguous		False
AL590135.1	AL590135.1	False		unresolved_or_ambiguous		False
AL590139.1	AL590139.1	False		unresolved_or_ambiguous		False
AL590143.1	AL590143.1	False		unresolved_or_ambiguous		False
AL590233.1	AL590233.1	False		unresolved_or_ambiguous		False
AL590235.1	AL590235.1	False		unresolved_or_ambiguous		False
AL590235.2	AL590235.2	False		unresolved_or_ambiguous		False
AL590282.1	AL590282.1	False		unresolved_or_ambiguous		False
AL590302.2	AL590302.2	False		unresolved_or_ambiguous		False
AL590326.1	AL590326.1	False		unresolved_or_ambiguous		False
AL590326.2	AL590326.2	False		unresolved_or_ambiguous		False
AL590365.1	AL590365.1	False		unresolved_or_ambiguous		False
AL590369.1	AL590369.1	False		unresolved_or_ambiguous		False
AL590385.1	AL590385.1	False		unresolved_or_ambiguous		False
AL590385.2	AL590385.2	False		unresolved_or_ambiguous		False
AL590399.1	AL590399.1	False		unresolved_or_ambiguous		False
AL590399.2	AL590399.2	False		unresolved_or_ambiguous		False
AL590399.3	AL590399.3	False		unresolved_or_ambiguous		False
AL590399.4	AL590399.4	False		unresolved_or_ambiguous		False
AL590399.5	AL590399.5	False		unresolved_or_ambiguous		False
AL590422.1	AL590422.1	False		unresolved_or_ambiguous		False
AL590426.1	AL590426.1	False		unresolved_or_ambiguous		False
AL590426.2	AL590426.2	False		unresolved_or_ambiguous		False
AL590428.1	AL590428.1	False		unresolved_or_ambiguous		False
AL590432.1	AL590432.1	False		unresolved_or_ambiguous		False
AL590434.1	AL590434.1	False		unresolved_or_ambiguous		False
AL590438.1	AL590438.1	False		unresolved_or_ambiguous		False
AL590440.2	AL590440.2	False		unresolved_or_ambiguous		False
AL590490.1	AL590490.1	False		unresolved_or_ambiguous		False
AL590491.2	AL590491.2	False		unresolved_or_ambiguous		False
AL590502.1	AL590502.1	False		unresolved_or_ambiguous		False
AL590542.1	AL590542.1	False		unresolved_or_ambiguous		False
AL590556.1	AL590556.1	False		unresolved_or_ambiguous		False
AL590556.2	AL590556.2	False		unresolved_or_ambiguous		False
AL590559.1	AL590559.1	False		unresolved_or_ambiguous		False
AL590560.2	AL590560.2	False		unresolved_or_ambiguous		False
AL590560.3	AL590560.3	False		unresolved_or_ambiguous		False
AL590609.2	AL590609.2	False		unresolved_or_ambiguous		False
AL590617.1	AL590617.1	False		unresolved_or_ambiguous		False
AL590617.2	AL590617.2	False		unresolved_or_ambiguous		False
AL590627.1	AL590627.1	False		unresolved_or_ambiguous		False
AL590632.1	AL590632.1	False		unresolved_or_ambiguous		False
AL590639.1	AL590639.1	False		unresolved_or_ambiguous		False
AL590644.1	AL590644.1	False		unresolved_or_ambiguous		False
AL590648.1	AL590648.1	False		unresolved_or_ambiguous		False
AL590648.2	AL590648.2	False		unresolved_or_ambiguous		False
AL590648.3	AL590648.3	False		unresolved_or_ambiguous		False
AL590652.1	AL590652.1	False		unresolved_or_ambiguous		False
AL590664.1	AL590664.1	False		unresolved_or_ambiguous		False
AL590666.1	AL590666.1	False		unresolved_or_ambiguous		False
AL590666.2	AL590666.2	False		unresolved_or_ambiguous		False
AL590666.3	AL590666.3	False		unresolved_or_ambiguous		False
AL590677.1	AL590677.1	False		unresolved_or_ambiguous		False
AL590682.1	AL590682.1	False		unresolved_or_ambiguous		False
AL590683.1	AL590683.1	False		unresolved_or_ambiguous		False
AL590704.1	AL590704.1	False		unresolved_or_ambiguous		False
AL590705.1	AL590705.1	False		unresolved_or_ambiguous		False
AL590705.2	AL590705.2	False		unresolved_or_ambiguous		False
AL590705.3	AL590705.3	False		unresolved_or_ambiguous		False
AL590705.5	AL590705.5	False		unresolved_or_ambiguous		False
AL590714.1	AL590714.1	False		unresolved_or_ambiguous		False
AL590723.1	AL590723.1	False		unresolved_or_ambiguous		False
AL590729.1	AL590729.1	False		unresolved_or_ambiguous		False
AL590762.1	AL590762.1	False		unresolved_or_ambiguous		False
AL590762.2	AL590762.2	False		unresolved_or_ambiguous		False
AL590762.3	AL590762.3	False		unresolved_or_ambiguous		False
AL590762.4	AL590762.4	False		unresolved_or_ambiguous		False
AL590763.1	AL590763.1	False		unresolved_or_ambiguous		False
AL590764.1	AL590764.1	False		unresolved_or_ambiguous		False
AL590783.1	AL590783.1	False		unresolved_or_ambiguous		False
AL590787.1	AL590787.1	False		unresolved_or_ambiguous		False
AL590822.1	AL590822.1	False		unresolved_or_ambiguous		False
AL590822.2	AL590822.2	False		unresolved_or_ambiguous		False
AL590824.1	AL590824.1	False		unresolved_or_ambiguous		False
AL590867.1	AL590867.1	False		unresolved_or_ambiguous		False
AL590867.2	AL590867.2	False		unresolved_or_ambiguous		False
AL590999.1	AL590999.1	False		unresolved_or_ambiguous		False
AL591030.1	AL591030.1	False		unresolved_or_ambiguous		False
AL591034.3	AL591034.3	False		unresolved_or_ambiguous		False
AL591074.1	AL591074.1	False		unresolved_or_ambiguous		False
AL591122.1	AL591122.1	False		unresolved_or_ambiguous		False
AL591122.2	AL591122.2	False		unresolved_or_ambiguous		False
AL591135.1	AL591135.1	False		unresolved_or_ambiguous		False
AL591163.1	AL591163.1	False		unresolved_or_ambiguous		False
AL591167.1	AL591167.1	False		unresolved_or_ambiguous		False
AL591178.1	AL591178.1	False		unresolved_or_ambiguous		False
AL591178.2	AL591178.2	False		unresolved_or_ambiguous		False
AL591212.1	AL591212.1	False		unresolved_or_ambiguous		False
AL591212.2	AL591212.2	False		unresolved_or_ambiguous		False
AL591222.1	AL591222.1	False		unresolved_or_ambiguous		False
AL591242.1	AL591242.1	False		unresolved_or_ambiguous		False
AL591363.1	AL591363.1	False		unresolved_or_ambiguous		False
AL591368.1	AL591368.1	False		unresolved_or_ambiguous		False
AL591379.1	AL591379.1	False		unresolved_or_ambiguous		False
AL591416.1	AL591416.1	False		unresolved_or_ambiguous		False
AL591424.1	AL591424.1	False		unresolved_or_ambiguous		False
AL591424.2	AL591424.2	False		unresolved_or_ambiguous		False
AL591424.3	AL591424.3	False		unresolved_or_ambiguous		False
AL591438.1	AL591438.1	False		unresolved_or_ambiguous		False
AL591438.2	AL591438.2	False		unresolved_or_ambiguous		False
AL591441.1	AL591441.1	False		unresolved_or_ambiguous		False
AL591441.2	AL591441.2	False		unresolved_or_ambiguous		False
AL591468.1	AL591468.1	False		unresolved_or_ambiguous		False
AL591475.1	AL591475.1	False		unresolved_or_ambiguous		False
AL591479.1	AL591479.1	False		unresolved_or_ambiguous		False
AL591501.1	AL591501.1	False		unresolved_or_ambiguous		False
AL591503.1	AL591503.1	False		unresolved_or_ambiguous		False
AL591516.1	AL591516.1	False		unresolved_or_ambiguous		False
AL591543.1	AL591543.1	False		unresolved_or_ambiguous		False
AL591623.1	AL591623.1	False		unresolved_or_ambiguous		False
AL591623.2	AL591623.2	False		unresolved_or_ambiguous		False
AL591684.2	AL591684.2	False		unresolved_or_ambiguous		False
AL591684.3	AL591684.3	False		unresolved_or_ambiguous		False
AL591686.1	AL591686.1	False		unresolved_or_ambiguous		False
AL591686.2	AL591686.2	False		unresolved_or_ambiguous		False
AL591719.1	AL591719.1	False		unresolved_or_ambiguous		False
AL591719.2	AL591719.2	False		unresolved_or_ambiguous		False
AL591721.1	AL591721.1	False		unresolved_or_ambiguous		False
AL591742.2	AL591742.2	False		unresolved_or_ambiguous		False
AL591767.1	AL591767.1	False		unresolved_or_ambiguous		False
AL591767.2	AL591767.2	False		unresolved_or_ambiguous		False
AL591767.3	AL591767.3	False		unresolved_or_ambiguous		False
AL591770.1	AL591770.1	False		unresolved_or_ambiguous		False
AL591806.1	AL591806.1	False		unresolved_or_ambiguous		False
AL591806.2	AL591806.2	False		unresolved_or_ambiguous		False
AL591806.3	AL591806.3	False		unresolved_or_ambiguous		False
AL591845.1	AL591845.1	False		unresolved_or_ambiguous		False
AL591846.1	AL591846.1	False		unresolved_or_ambiguous		False
AL591846.2	AL591846.2	False		unresolved_or_ambiguous		False
AL591848.1	AL591848.1	False		unresolved_or_ambiguous		False
AL591848.2	AL591848.2	False		unresolved_or_ambiguous		False
AL591848.3	AL591848.3	False		unresolved_or_ambiguous		False
AL591848.4	AL591848.4	False		unresolved_or_ambiguous		False
AL591866.1	AL591866.1	False		unresolved_or_ambiguous		False
AL591885.1	AL591885.1	False		unresolved_or_ambiguous		False
AL591895.1	AL591895.1	False		unresolved_or_ambiguous		False
AL591896.1	AL591896.1	False		unresolved_or_ambiguous		False
AL591926.1	AL591926.1	False		unresolved_or_ambiguous		False
AL591926.2	AL591926.2	False		unresolved_or_ambiguous		False
AL591926.3	AL591926.3	False		unresolved_or_ambiguous		False
AL591926.4	AL591926.4	False		unresolved_or_ambiguous		False
AL591926.5	AL591926.5	False		unresolved_or_ambiguous		False
AL591926.6	AL591926.6	False		unresolved_or_ambiguous		False
AL591926.8	AL591926.8	False		unresolved_or_ambiguous		False
AL592043.2	AL592043.2	False		unresolved_or_ambiguous		False
AL592045.1	AL592045.1	False		unresolved_or_ambiguous		False
AL592071.1	AL592071.1	False		unresolved_or_ambiguous		False
