raw_gene	gene_input	gene_recovered_from_excel_date	human_gene_id	mapping_method	current_human_symbol	include_row
AGPAT2	AGPAT2	False	10555	official_exact	AGPAT2	True
SERTM1	SERTM1	False	400120	official_exact	SERTM1	True
FAM117A	FAM117A	False	81558	official_exact	FAM117A	True
ATP8B1	ATP8B1	False	5205	official_exact	ATP8B1	True
CHSY3	CHSY3	False	337876	official_exact	CHSY3	True
CRYGN	CRYGN	False	155051	official_exact	CRYGN	True
SH3GL3	SH3GL3	False	6457	official_exact	SH3GL3	True
MME	MME	False	4311	official_exact	MME	True
HEBP2	HEBP2	False	23593	official_exact	HEBP2	True
MLXIPL	MLXIPL	False	51085	official_exact	MLXIPL	True
SCD	SCD	False	6319	official_exact	SCD	True
WDFY2	WDFY2	False	115825	official_exact	WDFY2	True
MLLT1	MLLT1	False	4298	official_exact	MLLT1	True
COCH	COCH	False	1690	official_exact	COCH	True
RAD51	RAD51	False	5888	official_exact	RAD51	True
NBPF4	NBPF4	False	148545	official_exact	NBPF4	True
KLF15	KLF15	False	28999	official_exact	KLF15	True
TMEM258	TMEM258	False	746	official_exact	TMEM258	True
XAF1	XAF1	False	54739	official_exact	XAF1	True
NDUFS7	NDUFS7	False	374291	official_exact	NDUFS7	True
B3GALT2	B3GALT2	False	8707	official_exact	B3GALT2	True
PRPS2	PRPS2	False	5634	official_exact	PRPS2	True
ARHGEF26	ARHGEF26	False	26084	official_exact	ARHGEF26	True
TTBK1	TTBK1	False	84630	official_exact	TTBK1	True
MANSC1	MANSC1	False	54682	official_exact	MANSC1	True
DTD1	DTD1	False	92675	official_exact	DTD1	True
PLCXD1	PLCXD1	False	55344	official_exact	PLCXD1	True
ARSD	ARSD	False	414	official_exact	ARSD	True
PLCXD1_1	PLCXD1_1	False		unresolved_or_ambiguous		False
DGUOK	DGUOK	False	1716	official_exact	DGUOK	True
MAPKAP1	MAPKAP1	False	79109	official_exact	MAPKAP1	True
MYO1B	MYO1B	False	4430	official_exact	MYO1B	True
PTPRN	PTPRN	False	5798	official_exact	PTPRN	True
OSR2	OSR2	False	116039	official_exact	OSR2	True
RLBP1	RLBP1	False	6017	official_exact	RLBP1	True
ENO1	ENO1	False	2023	official_exact	ENO1	True
CLCNKB	CLCNKB	False	1188	official_exact	CLCNKB	True
G0S2	G0S2	False	50486	official_exact	G0S2	True
TOGARAM2	TOGARAM2	False	165186	official_exact	TOGARAM2	True
EIF3B	EIF3B	False	8662	official_exact	EIF3B	True
REEP4	REEP4	False	80346	official_exact	REEP4	True
ADAMTSL2	ADAMTSL2	False	9719	official_exact	ADAMTSL2	True
SHISA8	SHISA8	False	440829	official_exact	SHISA8	True
AF011889.5	AF011889.5	False		unresolved_or_ambiguous		False
WFIKKN1	WFIKKN1	False	117166	official_exact	WFIKKN1	True
DEFB121	DEFB121	False	245934	official_exact	DEFB121	True
RENBP	RENBP	False	5973	official_exact	RENBP	True
PDE1A	PDE1A	False	5136	official_exact	PDE1A	True
ROBO2	ROBO2	False	6092	official_exact	ROBO2	True
BRD2	BRD2	False	6046	official_exact	BRD2	True
RHOBTB1	RHOBTB1	False	9886	official_exact	RHOBTB1	True
TSPAN5	TSPAN5	False	10098	official_exact	TSPAN5	True
ACACB	ACACB	False	32	official_exact	ACACB	True
SLC43A2	SLC43A2	False	124935	official_exact	SLC43A2	True
DEFB132	DEFB132	False	400830	official_exact	DEFB132	True
ZCCHC24	ZCCHC24	False	219654	official_exact	ZCCHC24	True
GPR3	GPR3	False	2827	official_exact	GPR3	True
LMX1A	LMX1A	False	4009	official_exact	LMX1A	True
SELENOK	SELENOK	False	58515	official_exact	SELENOK	True
FBXO40	FBXO40	False	51725	official_exact	FBXO40	True
ZIC4	ZIC4	False	84107	official_exact	ZIC4	True
HGFAC	HGFAC	False	3083	official_exact	HGFAC	True
PPP2R2C	PPP2R2C	False	5522	official_exact	PPP2R2C	True
TBCK	TBCK	False	93627	official_exact	TBCK	True
USP45	USP45	False	85015	official_exact	USP45	True
POU6F2	POU6F2	False	11281	official_exact	POU6F2	True
ELN	ELN	False	2006	official_exact	ELN	True
PON3	PON3	False	5446	official_exact	PON3	True
SLC20A2	SLC20A2	False	6575	official_exact	SLC20A2	True
IQANK1	IQANK1	False	642574	official_exact	IQANK1	True
CTSD	CTSD	False	1509	official_exact	CTSD	True
TRPM5	TRPM5	False	29850	official_exact	TRPM5	True
PDE3B	PDE3B	False	5140	official_exact	PDE3B	True
ZNHIT2	ZNHIT2	False	741	official_exact	ZNHIT2	True
CACNA2D4	CACNA2D4	False	93589	official_exact	CACNA2D4	True
KRT18	KRT18	False	3875	official_exact	KRT18	True
SSH1	SSH1	False	54434	official_exact	SSH1	True
DYNLL1	DYNLL1	False	8655	official_exact	DYNLL1	True
DACT1	DACT1	False	51339	official_exact	DACT1	True
TGM5	TGM5	False	9333	official_exact	TGM5	True
FAM81A	FAM81A	False	145773	official_exact	FAM81A	True
PPCDC	PPCDC	False	60490	official_exact	PPCDC	True
ST8SIA2	ST8SIA2	False	8128	official_exact	ST8SIA2	True
PKMYT1	PKMYT1	False	9088	official_exact	PKMYT1	True
PIRT	PIRT	False	644139	official_exact	PIRT	True
LOXHD1	LOXHD1	False	125336	official_exact	LOXHD1	True
SKOR2	SKOR2	False	652991	official_exact	SKOR2	True
CCDC102B	CCDC102B	False	79839	official_exact	CCDC102B	True
ZNF439	ZNF439	False	90594	official_exact	ZNF439	True
FXYD7	FXYD7	False	53822	official_exact	FXYD7	True
ZNF607	ZNF607	False	84775	official_exact	ZNF607	True
ZNF428	ZNF428	False	126299	official_exact	ZNF428	True
FAM83E	FAM83E	False	54854	unique_synonym	SACK1E	True
JAM2	JAM2	False	58494	official_exact	JAM2	True
IRAK1	IRAK1	False	3654	official_exact	IRAK1	True
HAPLN2	HAPLN2	False	60484	official_exact	HAPLN2	True
PDCL	PDCL	False	5082	official_exact	PDCL	True
FLRT2	FLRT2	False	23768	official_exact	FLRT2	True
DEFB124	DEFB124	False	245937	official_exact	DEFB124	True
LAMB3	LAMB3	False	3914	official_exact	LAMB3	True
CCSAP	CCSAP	False	126731	official_exact	CCSAP	True
LRRC66	LRRC66	False	339977	official_exact	LRRC66	True
TSPO2	TSPO2	False	222642	official_exact	TSPO2	True
SIM1	SIM1	False	6492	official_exact	SIM1	True
MALSU1	MALSU1	False	115416	official_exact	MALSU1	True
HR	HR	False	55806	official_exact	HR	True
LHX6	LHX6	False	26468	official_exact	LHX6	True
RET	RET	False	5979	official_exact	RET	True
NEURL1	NEURL1	False	9148	official_exact	NEURL1	True
KIAA1549L	KIAA1549L	False	25758	official_exact	KIAA1549L	True
TMEM216	TMEM216	False	51259	official_exact	TMEM216	True
PLEKHB1	PLEKHB1	False	58473	official_exact	PLEKHB1	True
AURKAIP1	AURKAIP1	False	54998	official_exact	AURKAIP1	True
TMEM88B	TMEM88B	False	643965	unique_synonym	TMEM278	True
SPATA21	SPATA21	False	374955	official_exact	SPATA21	True
PITHD1	PITHD1	False	57095	official_exact	PITHD1	True
RPS6KA1	RPS6KA1	False	6195	official_exact	RPS6KA1	True
TSPAN1	TSPAN1	False	10103	official_exact	TSPAN1	True
SRGAP2C	SRGAP2C	False	653464	official_exact	SRGAP2C	True
IGSF8	IGSF8	False	93185	official_exact	IGSF8	True
SLC45A3	SLC45A3	False	85414	official_exact	SLC45A3	True
GREM2	GREM2	False	64388	official_exact	GREM2	True
GDF7	GDF7	False	151449	official_exact	GDF7	True
OTX1	OTX1	False	5013	official_exact	OTX1	True
PCYOX1	PCYOX1	False	51449	official_exact	PCYOX1	True
CNNM4	CNNM4	False	26504	official_exact	CNNM4	True
FHL2	FHL2	False	2274	official_exact	FHL2	True
COL5A2	COL5A2	False	1290	official_exact	COL5A2	True
KLHL30	KLHL30	False	377007	official_exact	KLHL30	True
CLK4	CLK4	False	57396	official_exact	CLK4	True
MBOAT1	MBOAT1	False	154141	official_exact	MBOAT1	True
BMP5	BMP5	False	653	official_exact	BMP5	True
AIG1	AIG1	False	51390	official_exact	AIG1	True
NUP205	NUP205	False	23165	official_exact	NUP205	True
LRATD2	LRATD2	False	157638	official_exact	LRATD2	True
FAM83H	FAM83H	False	286077	unique_synonym	SACK1H	True
MSANTD3	MSANTD3	False	91283	official_exact	MSANTD3	True
TMEM273	TMEM273	False	170371	official_exact	TMEM273	True
LRRTM3	LRRTM3	False	347731	official_exact	LRRTM3	True
DTX4	DTX4	False	23220	official_exact	DTX4	True
ARHGAP20	ARHGAP20	False	57569	official_exact	ARHGAP20	True
GUCY2C	GUCY2C	False	2984	official_exact	GUCY2C	True
PPP1R1A	PPP1R1A	False	5502	official_exact	PPP1R1A	True
CIT	CIT	False	11113	official_exact	CIT	True
ZIC5	ZIC5	False	85416	official_exact	ZIC5	True
AL928654.7	AL928654.7	False		unresolved_or_ambiguous		False
LTK	LTK	False	4058	official_exact	LTK	True
ITGA11	ITGA11	False	22801	official_exact	ITGA11	True
TMC3	TMC3	False	342125	official_exact	TMC3	True
ARPIN	ARPIN	False	348110	official_exact	ARPIN	True
AOC3	AOC3	False	8639	official_exact	AOC3	True
PRKCA	PRKCA	False	5578	official_exact	PRKCA	True
LINGO3	LINGO3	False	645191	official_exact	LINGO3	True
MRPL54	MRPL54	False	116541	official_exact	MRPL54	True
PCP2	PCP2	False	126006	official_exact	PCP2	True
ZNF473	ZNF473	False	25888	official_exact	ZNF473	True
ZNF587	ZNF587	False	84914	official_exact	ZNF587	True
STK35	STK35	False	140901	official_exact	STK35	True
SEC14L6	SEC14L6	False	730005	official_exact	SEC14L6	True
MAP7D2	MAP7D2	False	256714	official_exact	MAP7D2	True
RPS6KA6	RPS6KA6	False	27330	official_exact	RPS6KA6	True
RNF11	RNF11	False	26994	official_exact	RNF11	True
TAF11	TAF11	False	6882	official_exact	TAF11	True
LFNG	LFNG	False	3955	official_exact	LFNG	True
BRINP3	BRINP3	False	339479	official_exact	BRINP3	True
MMP23B	MMP23B	False	8510	official_exact	MMP23B	True
MUTYH	MUTYH	False	4595	official_exact	MUTYH	True
MFSD14A	MFSD14A	False	64645	unique_synonym	SLC71A1	True
RP11-33O4.2	RP11-33O4.2	False		unresolved_or_ambiguous		False
MGST2	MGST2	False	4258	official_exact	MGST2	True
RXFP1	RXFP1	False	59350	official_exact	RXFP1	True
SMIM32	SMIM32	False	389332	official_exact	SMIM32	True
CRYBG1	CRYBG1	False	202	official_exact	CRYBG1	True
NIPAL2	NIPAL2	False	79815	official_exact	NIPAL2	True
RIMKLB	RIMKLB	False	57494	official_exact	RIMKLB	True
GRIN3B	GRIN3B	False	116444	official_exact	GRIN3B	True
KLK8	KLK8	False	11202	official_exact	KLK8	True
ZSCAN1	ZSCAN1	False	284312	official_exact	ZSCAN1	True
DGCR6L	DGCR6L	False	85359	official_exact	DGCR6L	True
ADRA2B	ADRA2B	False	151	official_exact	ADRA2B	True
LSMEM2	LSMEM2	False	132228	official_exact	LSMEM2	True
PUF60	PUF60	False	22827	official_exact	PUF60	True
PEAK3	PEAK3	False	374872	official_exact	PEAK3	True
BUD23	BUD23	False	114049	official_exact	BUD23	True
TRIM13	TRIM13	False	10206	official_exact	TRIM13	True
IFITM10	IFITM10	False	402778	official_exact	IFITM10	True
TPM3	TPM3	False	7170	official_exact	TPM3	True
CENPA	CENPA	False	1058	official_exact	CENPA	True
BHLHA9	BHLHA9	False	727857	official_exact	BHLHA9	True
C17orf64	C17orf64	False	124773	unique_synonym	CHCT1	True
RAB4B	RAB4B	False	53916	official_exact	RAB4B	True
F8	F8	False	2157	official_exact	F8	True
ALOX5	ALOX5	False	240	official_exact	ALOX5	True
EML6	EML6	False	400954	official_exact	EML6	True
TPRG1	TPRG1	False	285386	official_exact	TPRG1	True
COMMD9	COMMD9	False	29099	official_exact	COMMD9	True
SLC24A5	SLC24A5	False	283652	official_exact	SLC24A5	True
PADI4	PADI4	False	23569	official_exact	PADI4	True
TCEA3	TCEA3	False	6920	official_exact	TCEA3	True
ZNF684	ZNF684	False	127396	official_exact	ZNF684	True
LEPROT	LEPROT	False	54741	official_exact	LEPROT	True
RXFP4	RXFP4	False	339403	official_exact	RXFP4	True
SH2D1B	SH2D1B	False	117157	official_exact	SH2D1B	True
C4BPA	C4BPA	False	722	official_exact	C4BPA	True
KCTD3	KCTD3	False	51133	official_exact	KCTD3	True
TBCE_1	TBCE_1	False		unresolved_or_ambiguous		False
KLHL29	KLHL29	False	114818	official_exact	KLHL29	True
GLS	GLS	False	2744	official_exact	GLS	True
TMEFF2	TMEFF2	False	23671	official_exact	TMEFF2	True
NMUR1	NMUR1	False	10316	official_exact	NMUR1	True
TIMP4	TIMP4	False	7079	official_exact	TIMP4	True
CLEC3B	CLEC3B	False	7123	official_exact	CLEC3B	True
FILIP1L	FILIP1L	False	11259	official_exact	FILIP1L	True
CHST2	CHST2	False	9435	official_exact	CHST2	True
FNDC3B	FNDC3B	False	64778	official_exact	FNDC3B	True
TNFSF10	TNFSF10	False	8743	official_exact	TNFSF10	True
CCDC50	CCDC50	False	152137	official_exact	CCDC50	True
TMEM144	TMEM144	False	55314	official_exact	TMEM144	True
GPM6A	GPM6A	False	2823	official_exact	GPM6A	True
MYLIP	MYLIP	False	29116	official_exact	MYLIP	True
C4B	C4B	False	721	official_exact	C4B	True
HLA-DMA	HLA-DMA	False	3108	official_exact	HLA-DMA	True
FOXP4	FOXP4	False	116113	official_exact	FOXP4	True
CCND3	CCND3	False	896	official_exact	CCND3	True
MRPL14	MRPL14	False	64928	official_exact	MRPL14	True
NT5DC1	NT5DC1	False	221294	official_exact	NT5DC1	True
MINDY4	MINDY4	False	84182	official_exact	MINDY4	True
NRCAM	NRCAM	False	4897	official_exact	NRCAM	True
TRIM24	TRIM24	False	8805	official_exact	TRIM24	True
OR2F2	OR2F2	False	135948	official_exact	OR2F2	True
ZFHX4	ZFHX4	False	79776	official_exact	ZFHX4	True
NDUFB9	NDUFB9	False	4715	official_exact	NDUFB9	True
RECQL4	RECQL4	False	9401	official_exact	RECQL4	True
APTX	APTX	False	54840	official_exact	APTX	True
PRSS3	PRSS3	False	5646	official_exact	PRSS3	True
POLR1E	POLR1E	False	64425	official_exact	POLR1E	True
TRMO	TRMO	False	51531	official_exact	TRMO	True
DNM1	DNM1	False	1759	official_exact	DNM1	True
C9orf50	C9orf50	False	375759	official_exact	C9orf50	True
AKR1C3	AKR1C3	False	8644	official_exact	AKR1C3	True
ODAD2	ODAD2	False	55130	official_exact	ODAD2	True
CTNNA3	CTNNA3	False	29119	official_exact	CTNNA3	True
HPSE2	HPSE2	False	60495	official_exact	HPSE2	True
OLFML1	OLFML1	False	283298	official_exact	OLFML1	True
PRRG4	PRRG4	False	79056	official_exact	PRRG4	True
TMEM151A	TMEM151A	False	256472	official_exact	TMEM151A	True
FOLR1	FOLR1	False	2348	official_exact	FOLR1	True
APOA1	APOA1	False	335	official_exact	APOA1	True
ROBO4	ROBO4	False	54538	official_exact	ROBO4	True
KCNA6	KCNA6	False	3742	official_exact	KCNA6	True
KLRC1	KLRC1	False	3821	official_exact	KLRC1	True
FGD4	FGD4	False	121512	official_exact	FGD4	True
ASIC1	ASIC1	False	41	official_exact	ASIC1	True
ESYT1	ESYT1	False	23344	official_exact	ESYT1	True
ALDH2	ALDH2	False	217	official_exact	ALDH2	True
LIG4	LIG4	False	3981	official_exact	LIG4	True
ZNF219	ZNF219	False	51222	official_exact	ZNF219	True
TEDC1	TEDC1	False	283643	official_exact	TEDC1	True
UACA	UACA	False	55075	official_exact	UACA	True
ARNT2	ARNT2	False	9915	official_exact	ARNT2	True
GNPTG	GNPTG	False	84572	official_exact	GNPTG	True
SLX4	SLX4	False	84464	official_exact	SLX4	True
VWA3A	VWA3A	False	146177	official_exact	VWA3A	True
SMTNL2	SMTNL2	False	342527	official_exact	SMTNL2	True
ZMYND15	ZMYND15	False	84225	official_exact	ZMYND15	True
BCL6B	BCL6B	False	255877	official_exact	BCL6B	True
KRT28	KRT28	False	162605	official_exact	KRT28	True
KRT12	KRT12	False	3859	official_exact	KRT12	True
KRT14	KRT14	False	3861	official_exact	KRT14	True
HEXIM1	HEXIM1	False	10614	official_exact	HEXIM1	True
SIGLEC15	SIGLEC15	False	284266	official_exact	SIGLEC15	True
CELF5	CELF5	False	60680	official_exact	CELF5	True
DNMT1	DNMT1	False	1786	official_exact	DNMT1	True
THSD8	THSD8	False	111644133	official_exact	THSD8	True
EPHX3	EPHX3	False	79852	official_exact	EPHX3	True
MYO9B	MYO9B	False	4650	official_exact	MYO9B	True
OVOL3	OVOL3	False	728361	official_exact	OVOL3	True
CCDC8	CCDC8	False	83987	official_exact	CCDC8	True
SMIM17	SMIM17	False	147670	official_exact	SMIM17	True
COX4I2	COX4I2	False	84701	official_exact	COX4I2	True
POLR3H	POLR3H	False	171568	official_exact	POLR3H	True
MID1IP1	MID1IP1	False	58526	official_exact	MID1IP1	True
RADX	RADX	False	55086	official_exact	RADX	True
ANKLE1	ANKLE1	False	126549	official_exact	ANKLE1	True
NQO2	NQO2	False	4835	official_exact	NQO2	True
MELTF	MELTF	False	4241	official_exact	MELTF	True
MIS18BP1	MIS18BP1	False	55320	official_exact	MIS18BP1	True
TWSG1	TWSG1	False	57045	official_exact	TWSG1	True
CISH	CISH	False	1154	official_exact	CISH	True
OTUB2	OTUB2	False	78990	official_exact	OTUB2	True
CRYBB3	CRYBB3	False	1417	official_exact	CRYBB3	True
USF2	USF2	False	7392	official_exact	USF2	True
ATP6V1E2	ATP6V1E2	False	90423	official_exact	ATP6V1E2	True
ABCA1	ABCA1	False	19	official_exact	ABCA1	True
WIPI1	WIPI1	False	55062	official_exact	WIPI1	True
CYP4F11	CYP4F11	False	57834	official_exact	CYP4F11	True
PLEKHO1	PLEKHO1	False	51177	official_exact	PLEKHO1	True
RETSAT	RETSAT	False	54884	official_exact	RETSAT	True
CREB3L1	CREB3L1	False	90993	official_exact	CREB3L1	True
CDX2	CDX2	False	1045	official_exact	CDX2	True
EIF4A3	EIF4A3	False	9775	official_exact	EIF4A3	True
LRRTM1	LRRTM1	False	347730	official_exact	LRRTM1	True
DHH	DHH	False	50846	official_exact	DHH	True
RAD51C	RAD51C	False	5889	official_exact	RAD51C	True
ZMYND8	ZMYND8	False	23613	official_exact	ZMYND8	True
XG	XG	False	7499	official_exact	XG	True
SVIP	SVIP	False	258010	official_exact	SVIP	True
EML1	EML1	False	2009	official_exact	EML1	True
ACVR1C	ACVR1C	False	130399	official_exact	ACVR1C	True
PTGES2	PTGES2	False	80142	official_exact	PTGES2	True
DUSP6	DUSP6	False	1848	official_exact	DUSP6	True
P2RX7	P2RX7	False	5027	official_exact	P2RX7	True
DUS3L	DUS3L	False	56931	official_exact	DUS3L	True
C1QTNF7	C1QTNF7	False	114905	official_exact	C1QTNF7	True
PRKCH	PRKCH	False	5583	official_exact	PRKCH	True
RMDN3	RMDN3	False	55177	official_exact	RMDN3	True
RP11-559F19.4	RP11-559F19.4	False		unresolved_or_ambiguous		False
MOB3B	MOB3B	False	79817	official_exact	MOB3B	True
TNNT3	TNNT3	False	7140	official_exact	TNNT3	True
GPSM1	GPSM1	False	26086	official_exact	GPSM1	True
GAPDH	GAPDH	False	2597	official_exact	GAPDH	True
SLC2A3	SLC2A3	False	6515	official_exact	SLC2A3	True
PKP2	PKP2	False	5318	official_exact	PKP2	True
HASPIN	HASPIN	False	83903	official_exact	HASPIN	True
TIMM44	TIMM44	False	10469	official_exact	TIMM44	True
GYPA	GYPA	False	2993	official_exact	GYPA	True
PRRT4	PRRT4	False	401399	official_exact	PRRT4	True
TMEM199	TMEM199	False	147007	unique_synonym	VMA12	True
ZBTB48	ZBTB48	False	3104	official_exact	ZBTB48	True
TPD52L1	TPD52L1	False	7164	official_exact	TPD52L1	True
STOX1	STOX1	False	219736	official_exact	STOX1	True
CYP2R1	CYP2R1	False	120227	official_exact	CYP2R1	True
EHD2	EHD2	False	30846	official_exact	EHD2	True
CGN	CGN	False	57530	official_exact	CGN	True
RND1	RND1	False	27289	official_exact	RND1	True
MIIP	MIIP	False	60672	official_exact	MIIP	True
PRKAA2	PRKAA2	False	5563	official_exact	PRKAA2	True
JAK1	JAK1	False	3716	official_exact	JAK1	True
MTARC2	MTARC2	False	54996	official_exact	MTARC2	True
RTKN	RTKN	False	6242	official_exact	RTKN	True
TMEM150A	TMEM150A	False	129303	official_exact	TMEM150A	True
MRPL35	MRPL35	False	51318	official_exact	MRPL35	True
GNAT1	GNAT1	False	2779	official_exact	GNAT1	True
FAM153A	FAM153A	False	285596	official_exact	FAM153A	True
OR2H2	OR2H2	False	7932	official_exact	OR2H2	True
CLIC5	CLIC5	False	53405	official_exact	CLIC5	True
MMD2	MMD2	False		unresolved_or_ambiguous		False
EIF3E	EIF3E	False	3646	official_exact	EIF3E	True
GPR20	GPR20	False	2843	official_exact	GPR20	True
C8orf82	C8orf82	False	414919	official_exact	C8orf82	True
ZNF239	ZNF239	False	8187	official_exact	ZNF239	True
PRXL2A	PRXL2A	False	84293	official_exact	PRXL2A	True
DUSP5	DUSP5	False	1847	official_exact	DUSP5	True
MRPL23	MRPL23	False	6150	official_exact	MRPL23	True
CDKN1C	CDKN1C	False	1028	official_exact	CDKN1C	True
MYBPC3	MYBPC3	False	4607	official_exact	MYBPC3	True
GAL	GAL	False	51083	official_exact	GAL	True
CACNA1C	CACNA1C	False	775	official_exact	CACNA1C	True
EMG1	EMG1	False	10436	official_exact	EMG1	True
TMEM132C	TMEM132C	False	92293	official_exact	TMEM132C	True
GTF2F2	GTF2F2	False	2963	official_exact	GTF2F2	True
STXBP4	STXBP4	False	252983	official_exact	STXBP4	True
SLC9A3R1	SLC9A3R1	False	9368	unique_synonym	NHERF1	True
ZACN	ZACN	False	353174	official_exact	ZACN	True
ZNF285	ZNF285	False	26974	official_exact	ZNF285	True
TGIF2	TGIF2	False	60436	official_exact	TGIF2	True
CBLN4	CBLN4	False	140689	official_exact	CBLN4	True
PAQR6	PAQR6	False	79957	official_exact	PAQR6	True
SFXN5	SFXN5	False	94097	official_exact	SFXN5	True
ST6GAL2	ST6GAL2	False	84620	official_exact	ST6GAL2	True
P3H2	P3H2	False	55214	official_exact	P3H2	True
MMRN1	MMRN1	False	22915	official_exact	MMRN1	True
COMMD10	COMMD10	False	51397	official_exact	COMMD10	True
RNF130	RNF130	False	55819	official_exact	RNF130	True
CDKN1A	CDKN1A	False	1026	official_exact	CDKN1A	True
FGL2	FGL2	False	10875	official_exact	FGL2	True
CACNA2D1	CACNA2D1	False	781	official_exact	CACNA2D1	True
STX17	STX17	False	55014	official_exact	STX17	True
TMEM262	TMEM262	False	100130348	unique_synonym	CATSPERH	True
CLECL1	CLECL1	False	160365	official_exact	CLECL1	True
TAS2R13	TAS2R13	False	50838	official_exact	TAS2R13	True
DDX11	DDX11	False	1663	official_exact	DDX11	True
BTBD11	BTBD11	False	121551	unique_synonym	ABTB3	True
FAM227B	FAM227B	False	196951	official_exact	FAM227B	True
FUS	FUS	False	2521	official_exact	FUS	True
DNAJC7	DNAJC7	False	7266	official_exact	DNAJC7	True
PECAM1	PECAM1	False	5175	official_exact	PECAM1	True
NKAIN4	NKAIN4	False	128414	official_exact	NKAIN4	True
PNMA3	PNMA3	False	29944	official_exact	PNMA3	True
GSTO2	GSTO2	False	119391	official_exact	GSTO2	True
SLC9A5	SLC9A5	False	6553	official_exact	SLC9A5	True
GJB3	GJB3	False	2707	official_exact	GJB3	True
ZNF410	ZNF410	False	57862	official_exact	ZNF410	True
CACNG1	CACNG1	False	786	official_exact	CACNG1	True
ZFAND2A	ZFAND2A	False	90637	official_exact	ZFAND2A	True
SHH	SHH	False	6469	official_exact	SHH	True
PROK1	PROK1	False	84432	official_exact	PROK1	True
GORASP2	GORASP2	False	26003	official_exact	GORASP2	True
PRRT2	PRRT2	False	112476	official_exact	PRRT2	True
HSD11B2	HSD11B2	False	3291	official_exact	HSD11B2	True
CASP10	CASP10	False	843	official_exact	CASP10	True
FEZF2	FEZF2	False	55079	official_exact	FEZF2	True
MTRNR2L12	MTRNR2L12	False	100463498	official_exact	MTRNR2L12	True
ABI3BP	ABI3BP	False	25890	official_exact	ABI3BP	True
CLDN18	CLDN18	False	51208	official_exact	CLDN18	True
NIM1K	NIM1K	False	167359	official_exact	NIM1K	True
SERPINB1	SERPINB1	False	1992	official_exact	SERPINB1	True
MCCD1	MCCD1	False	401250	official_exact	MCCD1	True
COX19	COX19	False	90639	official_exact	COX19	True
POLD2	POLD2	False	5425	official_exact	POLD2	True
TOX	TOX	False	9760	official_exact	TOX	True
MSRB2	MSRB2	False	22921	official_exact	MSRB2	True
OPN4	OPN4	False	94233	official_exact	OPN4	True
RNLS	RNLS	False	55328	official_exact	RNLS	True
CNNM1	CNNM1	False	26507	official_exact	CNNM1	True
TACC2	TACC2	False	10579	official_exact	TACC2	True
GLYAT	GLYAT	False	10249	official_exact	GLYAT	True
ROM1	ROM1	False	6094	official_exact	ROM1	True
HCAR2	HCAR2	False	338442	official_exact	HCAR2	True
WARS1	WARS1	False	7453	official_exact	WARS1	True
HOXB5	HOXB5	False	3215	official_exact	HOXB5	True
ZNF43	ZNF43	False	7594	official_exact	ZNF43	True
SPTBN4	SPTBN4	False	57731	official_exact	SPTBN4	True
SLC66A1	SLC66A1	False	54896	official_exact	SLC66A1	True
BCAR3	BCAR3	False	8412	official_exact	BCAR3	True
PAM	PAM	False	5066	official_exact	PAM	True
DBN1	DBN1	False	1627	official_exact	DBN1	True
SAP30BP	SAP30BP	False	29115	official_exact	SAP30BP	True
PDE2A	PDE2A	False	5138	official_exact	PDE2A	True
C4A	C4A	False	720	official_exact	C4A	True
TRIM4	TRIM4	False	89122	official_exact	TRIM4	True
KYNU	KYNU	False	8942	official_exact	KYNU	True
ARHGAP31	ARHGAP31	False	57514	official_exact	ARHGAP31	True
CARD9	CARD9	False	64170	official_exact	CARD9	True
BTBD3	BTBD3	False	22903	official_exact	BTBD3	True
SDF2L1	SDF2L1	False	23753	official_exact	SDF2L1	True
CHP2	CHP2	False	63928	official_exact	CHP2	True
PYHIN1	PYHIN1	False	149628	official_exact	PYHIN1	True
UQCC2	UQCC2	False	84300	official_exact	UQCC2	True
KLF9	KLF9	False	687	official_exact	KLF9	True
ABITRAM	ABITRAM	False	54942	official_exact	ABITRAM	True
PARD6B	PARD6B	False	84612	official_exact	PARD6B	True
CDH11	CDH11	False	1009	official_exact	CDH11	True
HOMER3	HOMER3	False	9454	official_exact	HOMER3	True
GPBP1L1	GPBP1L1	False	60313	official_exact	GPBP1L1	True
C10orf143	C10orf143	False	387723	official_exact	C10orf143	True
ADGRL4	ADGRL4	False	64123	official_exact	ADGRL4	True
PRR4	PRR4	False	11272	official_exact	PRR4	True
HOXC12	HOXC12	False	3228	official_exact	HOXC12	True
MIP	MIP	False	4284	official_exact	MIP	True
KBTBD13	KBTBD13	False	390594	official_exact	KBTBD13	True
NOX5	NOX5	False	79400	official_exact	NOX5	True
U2AF1L4	U2AF1L4	False	199746	official_exact	U2AF1L4	True
PNMA8B	PNMA8B	False	57469	official_exact	PNMA8B	True
VAMP7	VAMP7	False	6845	official_exact	VAMP7	True
VAMP7_1	VAMP7_1	False		unresolved_or_ambiguous		False
MICOS13	MICOS13	False	125988	official_exact	MICOS13	True
IL20RB	IL20RB	False	53833	official_exact	IL20RB	True
ID2	ID2	False	3398	official_exact	ID2	True
PRKAA1	PRKAA1	False	5562	official_exact	PRKAA1	True
SIMC1	SIMC1	False	375484	official_exact	SIMC1	True
HLA-DMB	HLA-DMB	False	3109	official_exact	HLA-DMB	True
EIF4H	EIF4H	False	7458	official_exact	EIF4H	True
LRP4	LRP4	False	4038	official_exact	LRP4	True
