module_id	gene_id	symbol	direction	source_contrast
late_allcell_residual	27092	CACNG4	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	27094	KCNMB3	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	27098	CLUL1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	27115	PDE7B	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	27128	CYTH4	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	27133	KCNH5	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	27151	CPAMD8	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	2719	GPC3	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	27198	HCAR1	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	27235	COQ2	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	27239	GPR162	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	27255	CNTN6	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	27286	SRPX2	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	27287	VENTX	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	27289	RND1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	27291	R3HCC1L	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	2730	GCLM	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	27314	RAB30	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	27344	PCSK1N	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	2739	GLO1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	274	BIN1	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	2743	GLRB	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	27434	POLM	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	27445	PCLO	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	2746	GLUD1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	2760	GM2A	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	2786	GNG4	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	2796	GNRH1	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	28	ABO	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	2805	GOT1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	2806	GOT2	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	2810	SFN	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	2819	GPD1	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	2821	GPI	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	2823	GPM6A	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	28231	SLCO4A1	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	28232	SLCO3A1	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	283130	SLC25A45	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	28316	CDH20	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	283208	P4HA3	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	283229	CRACR2B	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	283455	KSR2	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	283518	KCNRG	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	283521	TMEM272	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	283537	SLC46A3	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	283576	ZDHHC22	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	283643	TEDC1	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	283777	FAM169BP	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	283807	FBXL22	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	283870	BRICD5	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	283899	INO80E	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	283985	FADS6	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	283991	UBALD2	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	284	ANGPT1	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	284004	HEXD	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	284207	METRNL	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	284217	LAMA1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	284252	KCTD1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	284297	SSC5D	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	284306	ZNF547	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	284312	ZSCAN1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	284338	PRR19	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	284359	IZUMO1	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	284417	TMEM150B	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	284451	CIMAP1D	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	284459	ZNF875	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	284467	TAFA3	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	284521	OR2L13	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	284716	RIMKLA	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	284723	SLC25A34	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	284739	C20orf204	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	2849	GPR26	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	2850	GPR27	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	285016	ALKAL2	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	285025	CCDC141	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	285093	RTP5	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	285141	ERICH2	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	285175	UNC80	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	2852	GPER1	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	285220	EPHA6	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	285386	TPRG1	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	285498	RNF212	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	285600	KIAA0825	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	285601	GPR150	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	285605	DTWD2	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	285613	RELL2	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	285672	SREK1IP1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	285852	TREML4	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	286	ANK1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	2861	GPR37	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	286183	NKAIN3	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	286451	YIPF6	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	2869	GRK5	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	287	ANK2	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	2877	GPX2	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	2891	GRIA2	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	2893	GRIA4	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	28962	OSTM1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	2897	GRIK1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	28972	SPCS1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	28982	FLVCR1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	28986	MAGEH1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	28990	ASTE1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	28992	MACROD1	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	29015	SLC43A3	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	2902	GRIN1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	2904	GRIN2B	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	2905	GRIN2C	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	29071	C1GALT1C1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	29078	NDUFAF4	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	29106	SCG3	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	29109	FHOD1	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	29114	TAGLN3	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	2920	CXCL2	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	2950	GSTP1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	2968	GTF2H4	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	29796	UQCR10	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	29880	ALG5	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	29883	CNOT7	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	29901	SAC3D1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	29906	ST8SIA5	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	29911	HOOK2	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	2992	GYG1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	29929	ALG6	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	29933	GPR132	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	29941	PKN3	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	29944	PNMA3	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	29948	OSGIN1	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	29950	SERTAD1	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	29951	PDZRN4	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	29953	TRHDE	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	29967	LRP12	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	29968	PSAT1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	29978	UBQLN2	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	29993	PACSIN1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	29995	LMCD1	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	29998	BICRA	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	30012	TLX3	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3009	H1-5	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3036	HAS1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3037	HAS2	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3040	HBA2	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3055	HCK	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3066	HDAC2	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	30815	ST6GALNAC6	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	30819	KCNIP2	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	30835	CD209	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3084	NRG1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3090	HIC1	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3093	UBE2K	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3099	HK2	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	31	ACACA	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3101	HK3	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3142	HLX	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3156	HMGCR	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3157	HMGCS1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3164	NR4A1	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	317761	C14orf39	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	317781	DDX51	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3191	HNRNPL	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	32	ACACB	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3201	HOXA4	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3203	HOXA6	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3205	HOXA9	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	321	APBA2	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3212	HOXB2	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3214	HOXB4	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3215	HOXB5	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3216	HOXB6	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	322	APBB1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3231	HOXD1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	324	APC	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3248	HPGD	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3250	HPR	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	326624	RAB37	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	328	APEX1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3280	HES1	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	329	BIRC2	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3292	HSD17B1	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3299	HSF4	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3301	DNAJA1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3303	HSPA1A	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3306	HSPA2	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	333	APLP1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3339	HSPG2	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	333926	PPM1J	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	333929	SNAI3	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3352	HTR1D	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3354	HTR1E	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3371	TNC	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	338322	NLRP10	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	338382	RAB7B	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	338557	FFAR4	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	338567	KCNK18	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3386	ICAM4	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	338645	LUZP2	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	339168	TMEM95	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	339318	ZNF181	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	339390	CLEC4G	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	339398	LINGO4	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	339451	KLHL17	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3397	ID1	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	339761	CYP27C1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	339983	ASPNAT	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	340205	TREML1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	340267	COL28A1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	340419	RSPO2	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	340526	RTL5	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	340542	BEX5	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	340543	TCEAL5	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	340578	DCAF12L2	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	340596	LHFPL1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	341	APOC1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	341152	OR2AT4	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	341359	SYT10	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	342125	TMC3	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	342132	ZNF774	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	342372	PKD1L3	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	342865	VSTM2B	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	342908	ZNF404	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	343521	DYNLT4	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	344	APOC2	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	344758	GPR149	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	344838	PAQR9	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	345051	REELD1	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	347	APOD	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	347404	LANCL3	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	347475	CCDC160	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3475	IFRD1	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	347688	TUBB8	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	347730	LRRTM1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	347734	SLC35B2	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3479	IGF1	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3480	IGF1R	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	348013	TMEM255B	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	348378	SHISAL2A	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3488	IGFBP5	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	348995	NUP43	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3491	CCN1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	349149	GJC3	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	353116	RILPL1	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	353189	SLCO4C1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	353345	GPR141	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3553	IL1B	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3563	IL3RA	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3575	IL7R	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3587	IL10RA	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3590	IL11RA	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3592	IL12A	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3601	IL15RA	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3603	IL16	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3606	IL18	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	361	AQP4	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3621	ING1	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3638	INSIG1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	364	AQP7	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3645	INSRR	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3656	IRAK2	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3659	IRF1	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3661	IRF3	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3662	IRF4	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3669	ISG20	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	367	AR	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3670	ISL1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3674	ITGA2B	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3678	ITGA5	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3679	ITGA7	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3680	ITGA9	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3688	ITGB1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3690	ITGB3	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3691	ITGB4	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3696	ITGB8	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3699	ITIH3	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3702	ITK	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3707	ITPKB	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3710	ITPR3	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3730	ANOS1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	373509	USP50	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3736	KCNA1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3737	KCNA2	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3739	KCNA4	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	374383	NCR3LG1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3746	KCNC1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3748	KCNC3	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	374928	ZNF773	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	375057	STUM	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	375189	PFN4	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	375323	LHFPL4	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3755	KCNG1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	375567	VWC2	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	375612	LHFPL3	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	375704	ENHO	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	375775	PNPLA7	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3760	KCNJ3	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3766	KCNJ10	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3769	KCNJ13	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3770	KCNJ14	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	377047	PRSS45P	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3775	KCNK1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3776	KCNK2	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3778	KCNMA1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3781	KCNN2	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3785	KCNQ2	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3787	KCNS1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3790	KCNS3	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	38	ACAT1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3815	KIT	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3824	KLRD1	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3832	KIF11	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	384	ARG2	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3841	KPNA5	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3845	KRAS	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3856	KRT8	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	386617	KCTD8	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	386618	KCTD4	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	387129	NPSR1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	387509	GPR153	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	387700	SLC16A12	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	387707	CC2D2B	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	387758	FIBIN	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	388021	TMEM179	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3881	KRT31	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	388121	TIPE3	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	388135	INSYN1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	388336	SHISA6	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3885	KRT34	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	388552	BLOC1S3	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	388558	ZNF808	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	388585	HES5	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	388630	TRABD2B	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	388650	DIPK1A	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	388722	C1orf53	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	388789	SMIM26	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	388795	EFCAB8	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	388962	BOLA3	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	388963	C2orf81	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	389125	MUSTN1	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	389203	SMIM20	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	389333	PROB1	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	389337	ARHGEF37	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	389816	LRRC26	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	39	ACAT2	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	390205	LRRC10B	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3911	LAMA5	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	391192	OR2L3	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	391195	OR2T33	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3920	LAMP2	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	392843	DRC11L	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3929	LBP	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	393	ARHGAP4	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3930	LBR	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	394	ARHGAP5	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3945	LDHB	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3949	LDLR	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3952	LEP	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3953	LEPR	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3965	LGALS9	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3977	LIFR	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3978	LIG1	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	398	ARHGDIG	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3988	LIPA	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3991	LIPE	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	3992	FADS1	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	3993	LLGL2	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	399473	SPRED3	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	399697	CTXN2	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	399947	C11orf87	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	399967	PATE2	down	late_allcell_DPN_vs_diabetes
late_allcell_residual	399979	SNX19	up	late_allcell_DPN_vs_diabetes
late_allcell_residual	400120	SERTM1	down	late_allcell_DPN_vs_diabetes
