family	parent	gene_id	symbol	direction	bin	partner_direction	partner_status
late_allcell	original_late_allcell	22895	RPH3A	down	residual	absent	absent
late_allcell	original_late_allcell	22899	ARHGEF15	up	residual	absent	absent
late_allcell	original_late_allcell	22903	BTBD3	down	residual	absent	absent
late_allcell	original_late_allcell	22911	WDR47	down	residual	absent	absent
late_allcell	original_late_allcell	22918	CD93	up	residual	absent	absent
late_allcell	original_late_allcell	22920	KIFAP3	down	residual	absent	absent
late_allcell	original_late_allcell	22928	SEPHS2	down	residual	absent	absent
late_allcell	original_late_allcell	22929	SEPHS1	down	residual	absent	absent
late_allcell	original_late_allcell	22985	ACIN1	up	residual	absent	absent
late_allcell	original_late_allcell	22987	SV2C	down	residual	absent	absent
late_allcell	original_late_allcell	22994	CEP131	up	residual	absent	absent
late_allcell	original_late_allcell	22996	TTC39A	down	residual	absent	absent
late_allcell	original_late_allcell	22997	IGSF9B	up	residual	absent	absent
late_allcell	original_late_allcell	22998	LIMCH1	up	residual	absent	absent
late_allcell	original_late_allcell	22999	RIMS1	down	residual	absent	absent
late_allcell	original_late_allcell	2300	FOXL1	up	residual	absent	absent
late_allcell	original_late_allcell	23017	FAIM2	down	residual	absent	absent
late_allcell	original_late_allcell	23025	UNC13A	down	residual	absent	absent
late_allcell	original_late_allcell	23037	PDZD2	down	residual	absent	absent
late_allcell	original_late_allcell	23049	SMG1	down	residual	absent	absent
late_allcell	original_late_allcell	2305	FOXM1	down	residual	absent	absent
late_allcell	original_late_allcell	23057	NMNAT2	down	residual	absent	absent
late_allcell	original_late_allcell	2306	FOXD2	up	residual	absent	absent
late_allcell	original_late_allcell	2308	FOXO1	down	residual	absent	absent
late_allcell	original_late_allcell	23089	PEG10	down	residual	absent	absent
late_allcell	original_late_allcell	23090	ZNF423	up	residual	absent	absent
late_allcell	original_late_allcell	23099	ZBTB43	down	residual	absent	absent
late_allcell	original_late_allcell	23105	FSTL4	down	residual	absent	absent
late_allcell	original_late_allcell	23111	SPART	down	residual	absent	absent
late_allcell	original_late_allcell	23119	HIC2	up	residual	absent	absent
late_allcell	original_late_allcell	23125	CAMTA2	up	residual	absent	absent
late_allcell	original_late_allcell	23139	MAST2	up	residual	absent	absent
late_allcell	original_late_allcell	23166	STAB1	up	residual	absent	absent
late_allcell	original_late_allcell	2318	FLNC	up	residual	absent	absent
late_allcell	original_late_allcell	23199	GSE1	up	residual	absent	absent
late_allcell	original_late_allcell	23204	ARL6IP1	down	residual	absent	absent
