gene	gene_input	gene_recovered_from_excel_date	human_gene_id	mapping_method	current_human_symbol
NDUFV3	NDUFV3	False	4731	official_exact	NDUFV3
ERVH48-1	ERVH48-1	False	90625	official_exact	ERVH48-1
AP001630.1	AP001630.1	False		unresolved_or_ambiguous	
PKNOX1	PKNOX1	False	5316	official_exact	PKNOX1
CBS	CBS	False	875	official_exact	CBS
U2AF1	U2AF1	False	7307	official_exact	U2AF1
AP001631.2	AP001631.2	False		unresolved_or_ambiguous	
FRGCA	FRGCA	False	106481742	official_exact	FRGCA
AP001631.1	AP001631.1	False		unresolved_or_ambiguous	
CRYAA	CRYAA	False	1409	official_exact	CRYAA
LINC00322	LINC00322	False	100126693	official_exact	LINC00322
LINC01679	LINC01679	False	101928399	official_exact	LINC01679
AP001046.1	AP001046.1	False		unresolved_or_ambiguous	
SIK1	SIK1	False	150094	official_exact	SIK1
LINC00319	LINC00319	False	284836	official_exact	LINC00319
LINC00313	LINC00313	False	114038	official_exact	LINC00313
AP001048.1	AP001048.1	False		unresolved_or_ambiguous	
HSF2BP	HSF2BP	False	11077	official_exact	HSF2BP
H2BFS	H2BFS	False	54145	unique_synonym	H2BC12L
RRP1B	RRP1B	False	23076	official_exact	RRP1B
PDXK	PDXK	False	8566	official_exact	PDXK
AP001053.1	AP001053.1	False		unresolved_or_ambiguous	
CSTB	CSTB	False	1476	official_exact	CSTB
RRP1	RRP1	False	8568	official_exact	RRP1
AATBC	AATBC	False	284837	official_exact	AATBC
AGPAT3	AGPAT3	False	56894	official_exact	AGPAT3
TRAPPC10	TRAPPC10	False	7109	official_exact	TRAPPC10
PWP2	PWP2	False	5822	official_exact	PWP2
GATD3A	GATD3A	False	8209	unique_synonym	GATD3
LINC01678	LINC01678	False	105377138	official_exact	LINC01678
AP001056.2	AP001056.2	False		unresolved_or_ambiguous	
AP001056.1	AP001056.1	False		unresolved_or_ambiguous	
AP001057.1	AP001057.1	False		unresolved_or_ambiguous	
