feature_id	gene_id	mapping_status	finite_all	all_zero	eligible_preaggregate	exclusion_reason
ENSG00000130477	23025	unique	True	False	True	
ENSG00000130479	55201	unique	True	False	True	
ENSG00000130487	113730	unique	True	False	True	
ENSG00000130489		unmapped	True	False	False	not_unique_one_to_one_mapping
ENSG00000130508	7837	unique	True	False	True	
ENSG00000130511	170463	unique	True	False	True	
ENSG00000130513	9518	unique	True	False	True	
ENSG00000130517	54858	unique	True	False	True	
ENSG00000130518	80726	unique	True	False	True	
ENSG00000130520	25804	unique	True	False	True	
ENSG00000130522	3727	unique	True	False	True	
ENSG00000130528	3270	unique	True	False	True	
ENSG00000130529	54795	unique	True	False	True	
ENSG00000130538	81061	unique	True	True	False	all_zero
ENSG00000130540	25830	unique	True	False	True	
ENSG00000130544	79230	unique	True	False	True	
ENSG00000130545	92359	unique	True	False	True	
ENSG00000130558	10439	unique	True	False	True	
ENSG00000130559	157922	unique	True	False	True	
ENSG00000130560	10422	unique	True	False	True	
ENSG00000130561	6295	unique	True	False	True	
ENSG00000130584	140685	unique	True	False	True	
ENSG00000130589	85441	unique	True	False	True	
ENSG00000130590	140700	unique	True	False	True	
ENSG00000130592	4046	unique	True	False	True	
ENSG00000130595	7140	unique	True	False	True	
ENSG00000130598	7136	unique	True	False	True	
ENSG00000130600	283120	unique	True	False	True	
ENSG00000130612		unmapped	True	False	False	not_unique_one_to_one_mapping
ENSG00000130635	1289	unique	True	False	True	
ENSG00000130638	25814	unique	True	False	True	
ENSG00000130640	10844	unique	True	False	True	
ENSG00000130643	50632	unique	True	False	True	
ENSG00000130649	1571	unique	True	False	True	
ENSG00000130653	375775	unique	True	False	True	
ENSG00000130656	3050	unique	True	False	True	
ENSG00000130669	10298	unique	True	False	True	
ENSG00000130675	3110	unique	True	False	True	
ENSG00000130684	26152	unique	True	False	True	
ENSG00000130695	64793	unique	True	False	True	
ENSG00000130699	6874	unique	True	False	True	
ENSG00000130700	140628	unique	True	False	True	
ENSG00000130701	140893	unique	True	False	True	
ENSG00000130702	3911	unique	True	False	True	
ENSG00000130703		unmapped	True	False	False	not_unique_one_to_one_mapping
ENSG00000130706	11047	unique	True	False	True	
ENSG00000130707	445	unique	True	False	True	
ENSG00000130711	59335	unique	True	False	True	
ENSG00000130713	23404	unique	True	False	True	
ENSG00000130714	10585	unique	True	False	True	
ENSG00000130717	83549	unique	True	False	True	
ENSG00000130720	84929	unique	True	False	True	
ENSG00000130723		unmapped	True	False	False	not_unique_one_to_one_mapping
ENSG00000130724	27243	unique	True	False	True	
ENSG00000130725	9040	unique	True	False	True	
ENSG00000130726	10155	unique	True	False	True	
ENSG00000130731	84326	unique	True	False	True	
ENSG00000130733	78992	unique	True	False	True	
ENSG00000130734	84971	unique	True	False	True	
ENSG00000130741	1968	unique	True	False	True	
ENSG00000130748	54958	unique	True	False	True	
ENSG00000130749	23211	unique	True	False	True	
ENSG00000130751	4861	unique	True	False	True	
ENSG00000130755	9535	unique	True	False	True	
ENSG00000130758	4294	unique	True	False	True	
ENSG00000130762	27237	unique	True	False	True	
ENSG00000130764	57470	unique	True	False	True	
ENSG00000130766	83667	unique	True	False	True	
ENSG00000130768	27293	unique	True	False	True	
ENSG00000130770	93974	unique	True	False	True	
ENSG00000130772	54797	unique	True	False	True	
ENSG00000130775	9473	unique	True	False	True	
ENSG00000130779	6249	unique	True	False	True	
ENSG00000130783	84660	unique	True	False	True	
ENSG00000130787	9026	unique	True	False	True	
ENSG00000130803	57693	unique	True	False	True	
ENSG00000130810	56342	unique	True	False	True	
ENSG00000130811	8666	unique	True	False	True	
ENSG00000130812	83854	unique	True	False	True	
ENSG00000130813	55337	unique	True	False	True	
ENSG00000130816	1786	unique	True	False	True	
ENSG00000130818	79088	unique	True	False	True	
ENSG00000130821	6535	unique	True	False	True	
ENSG00000130822	139728	unique	True	False	True	
ENSG00000130826	1736	unique	True	False	True	
ENSG00000130827	55558	unique	True	False	True	
ENSG00000130829	1852	unique	True	False	True	
ENSG00000130830	4354	unique	True	False	True	
ENSG00000130844	55422	unique	True	False	True	
ENSG00000130856	7776	unique	True	False	True	
ENSG00000130876	56301	unique	True	False	True	
ENSG00000130881	4037	unique	True	False	True	
ENSG00000130921	91574	unique	True	False	True	
ENSG00000130935	25926	unique	True	False	True	
ENSG00000130939	10277	unique	True	False	True	
ENSG00000130940	54897	unique	True	False	True	
ENSG00000130943	10343	unique	True	False	True	
ENSG00000130948	3293	unique	True	False	True	
ENSG00000130950	54754	unique	True	False	True	
ENSG00000130956	22927	unique	True	False	True	
ENSG00000130957	8789	unique	True	False	True	
ENSG00000130958	11046	unique	True	False	True	
ENSG00000130962	5638	unique	True	False	True	
ENSG00000130985	7317	unique	True	False	True	
ENSG00000130988	9104	unique	True	False	True	
ENSG00000130997	353497	unique	True	False	True	
ENSG00000131002		unmapped	True	False	False	not_unique_one_to_one_mapping
ENSG00000131007	425057	unique	True	True	False	all_zero
ENSG00000131013	85313	unique	True	False	True	
ENSG00000131015	80328	unique	True	False	True	
ENSG00000131016	9590	unique	True	False	True	
ENSG00000131018	23345	unique	True	False	True	
ENSG00000131019	79465	unique	True	False	True	
ENSG00000131023	9113	unique	True	False	True	
ENSG00000131037	54869	unique	True	False	True	
ENSG00000131042	10288	unique	True	False	True	
ENSG00000131043	25980	unique	True	False	True	
ENSG00000131044	164395	unique	True	False	True	
ENSG00000131050	140683	unique	True	False	True	
ENSG00000131051	9584	unique	True	False	True	
ENSG00000131055	84701	unique	True	False	True	
ENSG00000131059	128861	unique	True	True	False	all_zero
ENSG00000131061	84905	unique	True	False	True	
ENSG00000131067	2686	unique	True	False	True	
ENSG00000131068	117285	unique	True	False	True	
ENSG00000131069	55902	unique	True	False	True	
ENSG00000131080	60401	unique	True	False	True	
ENSG00000131089	23229	unique	True	False	True	
ENSG00000131094	10882	unique	True	False	True	
ENSG00000131095	2670	unique	True	False	True	
ENSG00000131096	5697	unique	True	False	True	
ENSG00000131097	51751	unique	True	False	True	
ENSG00000131100	529	unique	True	False	True	
ENSG00000131115	7770	unique	True	False	True	
ENSG00000131116	126299	unique	True	False	True	
ENSG00000131126	83639	unique	True	False	True	
ENSG00000131127	7700	unique	True	False	True	
ENSG00000131142	6370	unique	True	False	True	
ENSG00000131143	1327	unique	True	False	True	
ENSG00000131148	10328	unique	True	False	True	
ENSG00000131149	23199	unique	True	False	True	
ENSG00000131152		unmapped	True	False	False	not_unique_one_to_one_mapping
ENSG00000131153	51659	unique	True	False	True	
ENSG00000131165	5119	unique	True	False	True	
ENSG00000131171	6451	unique	True	False	True	
ENSG00000131174	1349	unique	True	False	True	
ENSG00000131183	6569	unique	True	False	True	
ENSG00000131187	2161	unique	True	False	True	
ENSG00000131188	80758	unique	True	False	True	
ENSG00000131196	4772	unique	True	False	True	
ENSG00000131203	3620	unique	True	False	True	
ENSG00000131233	81025	unique	True	False	True	
ENSG00000131236	10487	unique	True	False	True	
ENSG00000131238	5538	unique	True	False	True	
ENSG00000131242	84440	unique	True	False	True	
ENSG00000131263	51132	unique	True	False	True	
ENSG00000131264	1046	unique	True	False	True	
ENSG00000131269	22	unique	True	False	True	
ENSG00000131323	7187	unique	True	False	True	
ENSG00000131351	93323	unique	True	False	True	
ENSG00000131355	84658	unique	True	False	True	
ENSG00000131368	64432	unique	True	False	True	
ENSG00000131370	9467	unique	True	False	True	
ENSG00000131373	26061	unique	True	False	True	
ENSG00000131374	9779	unique	True	False	True	
ENSG00000131375	23473	unique	True	False	True	
ENSG00000131378	23180	unique	True	False	True	
ENSG00000131379	84077	unique	True	False	True	
ENSG00000131381	64145	unique	True	False	True	
ENSG00000131386	117248	unique	True	False	True	
ENSG00000131389	6533	unique	True	False	True	
ENSG00000131398	3748	unique	True	False	True	
ENSG00000131400	9476	unique	True	False	True	
ENSG00000131401		unmapped	True	False	False	not_unique_one_to_one_mapping
ENSG00000131408	7376	unique	True	False	True	
ENSG00000131409	94030	unique	True	False	True	
ENSG00000131435	8572	unique	True	False	True	
ENSG00000131437	11127	unique	True	False	True	
ENSG00000131446	4245	unique	True	False	True	
ENSG00000131459	9945	unique	True	False	True	
ENSG00000131462	7283	unique	True	False	True	
ENSG00000131467	10197	unique	True	False	True	
ENSG00000131469	6155	unique	True	False	True	
ENSG00000131470	29893	unique	True	False	True	
ENSG00000131471	8639	unique	True	False	True	
ENSG00000131473	47	unique	True	False	True	
ENSG00000131475	84313	unique	True	False	True	
ENSG00000131477	10266	unique	True	False	True	
ENSG00000131480	314	unique	True	False	True	
ENSG00000131482	2538	unique	True	False	True	
ENSG00000131484		unmapped	True	False	False	not_unique_one_to_one_mapping
ENSG00000131495	4695	unique	True	False	True	
ENSG00000131503	54882	unique	True	False	True	
ENSG00000131504	1729	unique	True	False	True	
ENSG00000131507	80762	unique	True	False	True	
ENSG00000131508	7322	unique	True	False	True	
ENSG00000131538		unmapped	True	True	False	not_unique_one_to_one_mapping
ENSG00000131548		unmapped	True	True	False	not_unique_one_to_one_mapping
ENSG00000131558	60412	unique	True	False	True	
ENSG00000131584	116983	unique	True	False	True	
ENSG00000131591	54991	unique	True	False	True	
ENSG00000131620	55107	unique	True	False	True	
ENSG00000131626	8500	unique	True	False	True	
ENSG00000131634	79652	unique	True	False	True	
ENSG00000131650	79412	unique	True	False	True	
ENSG00000131652	79228	unique	True	False	True	
ENSG00000131653	84231	unique	True	False	True	
ENSG00000131668	56033	unique	True	False	True	
ENSG00000131669	4814	unique	True	False	True	
ENSG00000131686	765	unique	True	False	True	
ENSG00000131697	261734	unique	True	False	True	
ENSG00000131711	4131	unique	True	False	True	
ENSG00000131721	84528	unique	True	False	True	
ENSG00000131724	3597	unique	True	False	True	
ENSG00000131725	54521	unique	True	False	True	
ENSG00000131730	1160	unique	True	False	True	
ENSG00000131732	84240	unique	True	False	True	
ENSG00000131737	3885	unique	True	False	True	
ENSG00000131738	3884	unique	True	False	True	
ENSG00000131746	84951	unique	True	False	True	
ENSG00000131747	7153	unique	True	False	True	
ENSG00000131748	10948	unique	True	False	True	
ENSG00000131759	5914	unique	True	False	True	
ENSG00000131771	84152	unique	True	False	True	
ENSG00000131773	10656	unique	True	False	True	
ENSG00000131778	9557	unique	True	False	True	
ENSG00000131779	8799	unique	True	False	True	
ENSG00000131781	2330	unique	True	False	True	
ENSG00000131788	10401	unique	True	False	True	
ENSG00000131791	5565	unique	True	False	True	
ENSG00000131797		unmapped	True	False	False	not_unique_one_to_one_mapping
ENSG00000131808	2488	unique	True	True	False	all_zero
ENSG00000131828	5160	unique	True	False	True	
ENSG00000131831	10742	unique	True	False	True	
ENSG00000131844	64087	unique	True	False	True	
ENSG00000131845	57343	unique	True	False	True	
ENSG00000131848	79149	unique	True	False	True	
ENSG00000131849	7691	unique	True	False	True	
ENSG00000131864	57663	unique	True	False	True	
ENSG00000131871	55829	unique	True	False	True	
ENSG00000131873	22856	unique	True	False	True	
ENSG00000131876	6627	unique	True	False	True	
ENSG00000131885		unmapped	True	False	False	not_unique_one_to_one_mapping
ENSG00000131899	3996	unique	True	False	True	
ENSG00000131910	8431	unique	True	False	True	
ENSG00000131914	79727	unique	True	False	True	
ENSG00000131931	55145	unique	True	False	True	
ENSG00000131941	85415	unique	True	False	True	
ENSG00000131943	83636	unique	True	False	True	
ENSG00000131944	91442	unique	True	False	True	
ENSG00000131951	341883	unique	True	False	True	
ENSG00000131966	55860	unique	True	False	True	
ENSG00000131969	145447	unique	True	False	True	
ENSG00000131979	2643	unique	True	False	True	
ENSG00000131981	3958	unique	True	False	True	
ENSG00000131982		unmapped	True	False	False	not_unique_one_to_one_mapping
ENSG00000132000	79883	unique	True	False	True	
ENSG00000132002	3337	unique	True	False	True	
ENSG00000132003	65249	unique	True	False	True	
ENSG00000132004	84261	unique	True	False	True	
ENSG00000132005	5989	unique	True	False	True	
ENSG00000132010	7568	unique	True	False	True	
ENSG00000132016	79173	unique	True	False	True	
ENSG00000132017	90379	unique	True	False	True	
ENSG00000132024	54862	unique	True	False	True	
ENSG00000132026	83546	unique	True	False	True	
ENSG00000132031	4148	unique	True	False	True	
ENSG00000132109	6737	unique	True	False	True	
ENSG00000132122	54558	unique	True	False	True	
ENSG00000132128	10489	unique	True	False	True	
ENSG00000132141	10693	unique	True	False	True	
ENSG00000132153	22907	unique	True	False	True	
ENSG00000132155	5894	unique	True	False	True	
ENSG00000132164	6538	unique	True	False	True	
ENSG00000132170	5468	unique	True	False	True	
ENSG00000132182	23225	unique	True	False	True	
ENSG00000132185	84824	unique	True	False	True	
ENSG00000132196	51478	unique	True	False	True	
ENSG00000132199	55556	unique	True	False	True	
ENSG00000132204		unmapped	True	False	False	not_unique_one_to_one_mapping
ENSG00000132205	84034	unique	True	False	True	
ENSG00000132207	548593	unique	True	False	True	
ENSG00000132254	23647	unique	True	False	True	
ENSG00000132256	85363	unique	True	False	True	
ENSG00000132259	1262	unique	True	False	True	
ENSG00000132274	10346	unique	True	False	True	
ENSG00000132275	23378	unique	True	False	True	
ENSG00000132286	26515	unique	True	False	True	
ENSG00000132294	23167	unique	True	False	True	
ENSG00000132297	10086	unique	True	False	True	
ENSG00000132300	55037	unique	True	False	True	
ENSG00000132305	10989	unique	True	False	True	
ENSG00000132313	51318	unique	True	False	True	
ENSG00000132321	79781	unique	True	False	True	
ENSG00000132323	80895	unique	True	False	True	
ENSG00000132326	8864	unique	True	False	True	
ENSG00000132329	10267	unique	True	False	True	
ENSG00000132330	51540	unique	True	False	True	
ENSG00000132334	5791	unique	True	False	True	
ENSG00000132341	5901	unique	True	False	True	
ENSG00000132356	5562	unique	True	False	True	
ENSG00000132357	84674	unique	True	False	True	
ENSG00000132359	23108	unique	True	False	True	
ENSG00000132361	23277	unique	True	False	True	
ENSG00000132376	51763	unique	True	False	True	
ENSG00000132382	10514	unique	True	False	True	
ENSG00000132383	6117	unique	True	False	True	
ENSG00000132386	5176	unique	True	False	True	
ENSG00000132388	7326	unique	True	False	True	
ENSG00000132394	60678	unique	True	False	True	
ENSG00000132405	57533	unique	True	False	True	
ENSG00000132406	85013	unique	True	False	True	
ENSG00000132423	51805	unique	True	False	True	
ENSG00000132424	25957	unique	True	False	True	
ENSG00000132429	64208	unique	True	False	True	
ENSG00000132432	23480	unique	True	False	True	
ENSG00000132434	55915	unique	True	False	True	
ENSG00000132436	63979	unique	True	False	True	
ENSG00000132437	1644	unique	True	False	True	
ENSG00000132446	53940	unique	True	True	False	all_zero
ENSG00000132463	2926	unique	True	False	True	
ENSG00000132464	10117	unique	True	False	True	
ENSG00000132465	3512	unique	True	False	True	
ENSG00000132466	26057	unique	True	False	True	
ENSG00000132467	57050	unique	True	False	True	
ENSG00000132470	3691	unique	True	False	True	
ENSG00000132471	23558	unique	True	False	True	
ENSG00000132475	3021	unique	True	False	True	
ENSG00000132478	85451	unique	True	False	True	
ENSG00000132481	91107	unique	True	False	True	
ENSG00000132485	9406	unique	True	False	True	
ENSG00000132507	1984	unique	True	False	True	
ENSG00000132510	23135	unique	True	False	True	
ENSG00000132514	10462	unique	True	False	True	
ENSG00000132517	55065	unique	True	False	True	
ENSG00000132518	3000	unique	True	False	True	
ENSG00000132522	2874	unique	True	False	True	
ENSG00000132530	54739	unique	True	False	True	
ENSG00000132535	1742	unique	True	False	True	
ENSG00000132541	10247	unique	True	False	True	
ENSG00000132549	157680	unique	True	False	True	
ENSG00000132554	26166	unique	True	False	True	
ENSG00000132561	4147	unique	True	False	True	
ENSG00000132563	51308	unique	True	False	True	
ENSG00000132570	84105	unique	True	False	True	
ENSG00000132581	6388	unique	True	False	True	
ENSG00000132589	2319	unique	True	False	True	
ENSG00000132591	26284	unique	True	False	True	
ENSG00000132600	54496	unique	True	False	True	
ENSG00000132603	51388	unique	True	False	True	
ENSG00000132604	7014	unique	True	False	True	
ENSG00000132612	27183	unique	True	False	True	
ENSG00000132613	92154	unique	True	False	True	
ENSG00000132622	116835	unique	True	False	True	
ENSG00000132623	63926	unique	True	False	True	
ENSG00000132631	140856	unique	True	True	False	all_zero
ENSG00000132635	64773	unique	True	False	True	
ENSG00000132639	6616	unique	True	False	True	
ENSG00000132640	22903	unique	True	False	True	
ENSG00000132646	5111	unique	True	False	True	
ENSG00000132661	29107	unique	True	False	True	
ENSG00000132664	10621	unique	True	False	True	
ENSG00000132669	54453	unique	True	False	True	
ENSG00000132670	5786	unique	True	False	True	
ENSG00000132671	6754	unique	True	False	True	
ENSG00000132676	7818	unique	True	False	True	
ENSG00000132677	57127	unique	True	False	True	
ENSG00000132680	22889	unique	True	False	True	
ENSG00000132681	480	unique	True	False	True	
ENSG00000132688	10763	unique	True	False	True	
ENSG00000132692	63827	unique	True	False	True	
ENSG00000132693	1401	unique	True	False	True	
ENSG00000132694	9826	unique	True	False	True	
ENSG00000132698	57111	unique	True	False	True	
ENSG00000132702	60484	unique	True	False	True	
ENSG00000132703	325	unique	True	True	False	all_zero
ENSG00000132704	79368	unique	True	False	True	
ENSG00000132716	50717	unique	True	False	True	
ENSG00000132718	23208	unique	True	False	True	
ENSG00000132740	3508	unique	True	False	True	
ENSG00000132744	91703	unique	True	False	True	
ENSG00000132746	222	unique	True	False	True	
ENSG00000132749	9633	unique	True	False	True	
ENSG00000132763	25974	unique	True	False	True	
ENSG00000132768	1802	unique	True	False	True	
ENSG00000132773	114034	unique	True	False	True	
ENSG00000132780	4678	unique	True	False	True	
ENSG00000132781	4595	unique	True	False	True	
ENSG00000132792	56259	unique	True	False	True	
ENSG00000132793	64900	unique	True	False	True	
ENSG00000132801	140831	unique	True	False	True	
ENSG00000132819	55544	unique	True	False	True	
ENSG00000132821	128434	unique	True	False	True	
ENSG00000132823	51526	unique	True	False	True	
ENSG00000132824	10955	unique	True	False	True	
ENSG00000132825	5509	unique	True	False	True	
ENSG00000132832		unmapped	True	False	False	not_unique_one_to_one_mapping
ENSG00000132837	29958	unique	True	False	True	
ENSG00000132840	23743	unique	True	False	True	
ENSG00000132842	8546	unique	True	False	True	
ENSG00000132846	84327	unique	True	False	True	
ENSG00000132849	10207	unique	True	False	True	
ENSG00000132854	163782	unique	True	False	True	
ENSG00000132855	27329	unique	True	True	False	all_zero
ENSG00000132872	6860	unique	True	False	True	
ENSG00000132874	8170	unique	True	False	True	
ENSG00000132879	93611	unique	True	False	True	
ENSG00000132881	79363	unique	True	False	True	
ENSG00000132906	842	unique	True	False	True	
ENSG00000132911	56923	unique	True	False	True	
ENSG00000132912	51164	unique	True	False	True	
ENSG00000132915	5145	unique	True	False	True	
ENSG00000132932	51761	unique	True	False	True	
ENSG00000132938	23281	unique	True	False	True	
ENSG00000132950	9205	unique	True	False	True	
ENSG00000132952	10208	unique	True	False	True	
ENSG00000132953	64328	unique	True	False	True	
ENSG00000132958	93492	unique	True	False	True	
ENSG00000132963	51371	unique	True	False	True	
ENSG00000132964	1024	unique	True	False	True	
ENSG00000132965	241	unique	True	False	True	
ENSG00000132967		unmapped	True	False	False	not_unique_one_to_one_mapping
ENSG00000132970	10810	unique	True	False	True	
ENSG00000132972	56163	unique	True	False	True	
ENSG00000132975	2835	unique	True	False	True	
ENSG00000133019	1131	unique	True	False	True	
ENSG00000133020	4626	unique	True	False	True	
ENSG00000133026	4628	unique	True	False	True	
ENSG00000133027	10400	unique	True	False	True	
ENSG00000133028	6341	unique	True	False	True	
ENSG00000133030	23164	unique	True	False	True	
ENSG00000133048	1116	unique	True	False	True	
ENSG00000133055	4608	unique	True	False	True	
ENSG00000133056	5287	unique	True	False	True	
ENSG00000133059	25778	unique	True	False	True	
ENSG00000133063	1118	unique	True	False	True	
ENSG00000133065	254428	unique	True	False	True	
ENSG00000133067	59352	unique	True	False	True	
ENSG00000133069	9911	unique	True	False	True	
ENSG00000133083	9201	unique	True	False	True	
ENSG00000133101	8900	unique	True	False	True	
ENSG00000133103	57511	unique	True	False	True	
ENSG00000133104	23111	unique	True	False	True	
ENSG00000133105	122042	unique	True	False	True	
ENSG00000133106	94240	unique	True	False	True	
ENSG00000133107	7223	unique	True	False	True	
ENSG00000133110	10631	unique	True	False	True	
ENSG00000133111	5994	unique	True	False	True	
ENSG00000133112	7178	unique	True	False	True	
ENSG00000133114	55425	unique	True	False	True	
ENSG00000133115	161003	unique	True	False	True	
ENSG00000133116	9365	unique	True	False	True	
ENSG00000133119	5983	unique	True	False	True	
ENSG00000133121	90627	unique	True	False	True	
ENSG00000133124	8471	unique	True	False	True	
ENSG00000133131	79710	unique	True	False	True	
ENSG00000133134	84707	unique	True	False	True	
ENSG00000133135	79589	unique	True	False	True	
ENSG00000133136	347687	unique	True	False	True	
ENSG00000133138	54885	unique	True	False	True	
ENSG00000133142	79921	unique	True	False	True	
ENSG00000133169	55859	unique	True	False	True	
ENSG00000133193	84923	unique	True	False	True	
ENSG00000133195	201266	unique	True	False	True	
ENSG00000133216	2048	unique	True	False	True	
ENSG00000133226	10250	unique	True	False	True	
ENSG00000133243	55643	unique	True	False	True	
ENSG00000133246	84106	unique	True	False	True	
ENSG00000133247	84787	unique	True	False	True	
ENSG00000133250	84330	unique	True	False	True	
ENSG00000133256	5158	unique	True	False	True	
ENSG00000133265	23640	unique	True	False	True	
ENSG00000133275	1455	unique	True	False	True	
ENSG00000133302	84250	unique	True	False	True	
ENSG00000133313	55748	unique	True	False	True	
ENSG00000133315	28992	unique	True	False	True	
ENSG00000133316	54663	unique	True	False	True	
ENSG00000133317	85329	unique	True	False	True	
ENSG00000133318	10313	unique	True	False	True	
ENSG00000133321	5920	unique	True	False	True	
ENSG00000133328	54979	unique	True	False	True	
ENSG00000133392	4629	unique	True	False	True	
ENSG00000133393	123811	unique	True	False	True	
ENSG00000133398	84246	unique	True	False	True	
ENSG00000133401	23037	unique	True	False	True	
ENSG00000133422	22880	unique	True	False	True	
ENSG00000133424	9215	unique	True	False	True	
ENSG00000133433	653689	unique	True	False	True	
ENSG00000133454	84700	unique	True	False	True	
ENSG00000133460	66035	unique	True	False	True	
ENSG00000133466	114904	unique	True	False	True	
ENSG00000133475		unmapped	True	False	False	not_unique_one_to_one_mapping
ENSG00000133477	113828	unique	True	False	True	
ENSG00000133488	284904	unique	True	False	True	
ENSG00000133519		unmapped	True	False	False	not_unique_one_to_one_mapping
ENSG00000133561	474344	unique	True	False	True	
ENSG00000133574	55303	unique	True	False	True	
ENSG00000133597	90956	unique	True	False	True	
ENSG00000133606	23608	unique	True	False	True	
ENSG00000133612	116988	unique	True	False	True	
ENSG00000133619	84626	unique	True	False	True	
ENSG00000133624		unmapped	True	False	False	not_unique_one_to_one_mapping
ENSG00000133627	57180	unique	True	False	True	
ENSG00000133636	4922	unique	True	False	True	
ENSG00000133639	694	unique	True	False	True	
ENSG00000133640	84125	unique	True	False	True	
ENSG00000133641	91298	unique	True	False	True	
ENSG00000133657	79572	unique	True	False	True	
ENSG00000133661	6441	unique	True	False	True	
ENSG00000133665	84332	unique	True	False	True	
ENSG00000133678	80195	unique	True	False	True	
ENSG00000133687	83857	unique	True	False	True	
ENSG00000133703	3845	unique	True	False	True	
ENSG00000133704	10526	unique	True	False	True	
ENSG00000133706	51520	unique	True	False	True	
ENSG00000133710	11005	unique	True	False	True	
ENSG00000133731	3612	unique	True	False	True	
ENSG00000133739	85444	unique	True	False	True	
ENSG00000133740	1875	unique	True	False	True	
ENSG00000133742	759	unique	True	False	True	
ENSG00000133773	29080	unique	True	False	True	
ENSG00000133789	23075	unique	True	False	True	
ENSG00000133794	406	unique	True	False	True	
ENSG00000133800	10894	unique	True	False	True	
ENSG00000133805	272	unique	True	False	True	
ENSG00000133808		unmapped	True	False	False	not_unique_one_to_one_mapping
ENSG00000133812	81846	unique	True	False	True	
ENSG00000133816	9645	unique	True	False	True	
ENSG00000133818	22800	unique	True	False	True	
ENSG00000133835	3295	unique	True	False	True	
ENSG00000133858	196441	unique	True	False	True	
ENSG00000133863	56154	unique	True	False	True	
ENSG00000133872	51669	unique	True	False	True	
ENSG00000133874	79845	unique	True	False	True	
ENSG00000133878	78986	unique	True	False	True	
ENSG00000133884	5977	unique	True	False	True	
ENSG00000133895	4221	unique	True	False	True	
ENSG00000133935	11161	unique	True	False	True	
ENSG00000133937	145258	unique	True	False	True	
ENSG00000133943	80017	unique	True	False	True	
ENSG00000133958	57578	unique	True	False	True	
ENSG00000133961		unmapped	True	False	False	not_unique_one_to_one_mapping
ENSG00000133962	79820	unique	True	False	True	
ENSG00000133980	55237	unique	True	False	True	
ENSG00000133983	51241	unique	True	False	True	
ENSG00000133985	23508	unique	True	False	True	
ENSG00000133997	10001	unique	True	False	True	
ENSG00000134001	1965	unique	True	False	True	
ENSG00000134007	8748	unique	True	False	True	
ENSG00000134013	4017	unique	True	False	True	
ENSG00000134014	55140	unique	True	False	True	
ENSG00000134020	157310	unique	True	False	True	
ENSG00000134028	27299	unique	True	False	True	
ENSG00000134030	9811	unique	True	False	True	
ENSG00000134042	83876	unique	True	False	True	
ENSG00000134046	8932	unique	True	False	True	
ENSG00000134049	51124	unique	True	False	True	
ENSG00000134056	92259	unique	True	False	True	
ENSG00000134057	891	unique	True	False	True	
ENSG00000134058	1022	unique	True	False	True	
ENSG00000134061	4064	unique	True	False	True	
ENSG00000134070	3656	unique	True	False	True	
ENSG00000134072	8536	unique	True	False	True	
ENSG00000134077	25917	unique	True	False	True	
ENSG00000134086	7428	unique	True	False	True	
ENSG00000134107	8553	unique	True	False	True	
ENSG00000134108	55207	unique	True	False	True	
ENSG00000134109	9695	unique	True	False	True	
ENSG00000134115	27255	unique	True	False	True	
ENSG00000134121	10752	unique	True	False	True	
ENSG00000134138	4212	unique	True	False	True	
ENSG00000134146	89978	unique	True	False	True	
ENSG00000134152	79768	unique	True	False	True	
ENSG00000134153	56851	unique	True	False	True	
ENSG00000134160	4308	unique	True	False	True	
ENSG00000134183	2780	unique	True	False	True	
ENSG00000134184	2944	unique	True	False	True	
ENSG00000134186	55119	unique	True	False	True	
ENSG00000134193	83998	unique	True	True	False	all_zero
ENSG00000134198	10100	unique	True	False	True	
ENSG00000134200	7252	unique	True	False	True	
ENSG00000134201	2949	unique	True	False	True	
ENSG00000134202	2947	unique	True	False	True	
ENSG00000134207	148281	unique	True	False	True	
ENSG00000134215	10451	unique	True	False	True	
ENSG00000134216	27159	unique	True	False	True	
ENSG00000134222	84722	unique	True	False	True	
ENSG00000134240	3158	unique	True	True	False	all_zero
ENSG00000134242	26191	unique	True	False	True	
ENSG00000134243	6272	unique	True	False	True	
ENSG00000134245	7482	unique	True	False	True	
ENSG00000134247	5738	unique	True	False	True	
ENSG00000134248	10542	unique	True	False	True	
ENSG00000134249	11085	unique	True	False	True	
ENSG00000134250	4853	unique	True	False	True	
ENSG00000134253	80263	unique	True	False	True	
ENSG00000134255	10390	unique	True	False	True	
ENSG00000134256	9398	unique	True	False	True	
ENSG00000134258	79679	unique	True	False	True	
ENSG00000134259	4803	unique	True	False	True	
ENSG00000134262	10717	unique	True	False	True	
ENSG00000134265	8774	unique	True	False	True	
ENSG00000134278	56907	unique	True	False	True	
ENSG00000134283	51535	unique	True	False	True	
ENSG00000134285	51303	unique	True	False	True	
ENSG00000134287	377	unique	True	False	True	
ENSG00000134291	79022	unique	True	False	True	
ENSG00000134294	54407	unique	True	False	True	
ENSG00000134297		unmapped	True	False	False	not_unique_one_to_one_mapping
ENSG00000134308	10971	unique	True	False	True	
ENSG00000134313	57498	unique	True	False	True	
ENSG00000134317	29841	unique	True	False	True	
ENSG00000134318	9475	unique	True	False	True	
ENSG00000134321	91543	unique	True	False	True	
ENSG00000134323	4613	unique	True	False	True	
ENSG00000134324	23175	unique	True	False	True	
ENSG00000134326	129607	unique	True	False	True	
ENSG00000134330	285148	unique	True	False	True	
ENSG00000134333	3939	unique	True	False	True	
ENSG00000134339	6289	unique	True	False	True	
