feature_id	gene_id	mapping_status	finite_all	all_zero	eligible_preaggregate	exclusion_reason
ENSG00000006747	85477	unique	True	False	True	
ENSG00000006756	414	unique	True	False	True	
ENSG00000006757	8228	unique	True	False	True	
ENSG00000006788	8735	unique	True	False	True	
ENSG00000006831	79602	unique	True	False	True	
ENSG00000006837	51265	unique	True	False	True	
ENSG00000007001	151531	unique	True	False	True	
ENSG00000007038	10942	unique	True	False	True	
ENSG00000007047	57787	unique	True	False	True	
ENSG00000007062	8842	unique	True	False	True	
ENSG00000007080	115098	unique	True	False	True	
ENSG00000007129	90273	unique	True	False	True	
ENSG00000007168	5048	unique	True	False	True	
ENSG00000007171	4843	unique	True	False	True	
ENSG00000007174	1770	unique	True	False	True	
ENSG00000007202	9703	unique	True	False	True	
ENSG00000007216	9058	unique	True	True	False	all_zero
ENSG00000007237	8522	unique	True	False	True	
ENSG00000007255	79090	unique	True	False	True	
ENSG00000007264	4145	unique	True	False	True	
ENSG00000007306	1087	unique	True	False	True	
ENSG00000007312	974	unique	True	False	True	
ENSG00000007314	6329	unique	True	False	True	
ENSG00000007341	54879	unique	True	False	True	
ENSG00000007350	8277	unique	True	False	True	
ENSG00000007372	5080	unique	True	False	True	
ENSG00000007376	113000	unique	True	False	True	
ENSG00000007384	64285	unique	True	False	True	
ENSG00000007392	55692	unique	True	False	True	
ENSG00000007402	9254	unique	True	False	True	
ENSG00000007516	8938	unique	True	False	True	
ENSG00000007520	115939	unique	True	False	True	
ENSG00000007541	9091	unique	True	False	True	
ENSG00000007545	57585	unique	True	False	True	
ENSG00000007866	7005	unique	True	False	True	
ENSG00000007908	6401	unique	True	False	True	
ENSG00000007923	55735	unique	True	False	True	
ENSG00000007933	2328	unique	True	False	True	
ENSG00000007944	29116	unique	True	False	True	
ENSG00000007952	27035	unique	True	False	True	
ENSG00000007968	1870	unique	True	False	True	
ENSG00000008018	5689	unique	True	False	True	
ENSG00000008056	6853	unique	True	False	True	
ENSG00000008083	3720	unique	True	False	True	
ENSG00000008086	6792	unique	True	False	True	
ENSG00000008118	57172	unique	True	False	True	
ENSG00000008128	728642	unique	True	False	True	
ENSG00000008130	65220	unique	True	False	True	
ENSG00000008196	7021	unique	True	False	True	
ENSG00000008197	83741	unique	True	False	True	
ENSG00000008226	9940	unique	True	False	True	
ENSG00000008256	9265	unique	True	False	True	
ENSG00000008277	53616	unique	True	False	True	
ENSG00000008282	6856	unique	True	False	True	
ENSG00000008283	1534	unique	True	False	True	
ENSG00000008294	9043	unique	True	False	True	
ENSG00000008300	1951	unique	True	False	True	
ENSG00000008311	10157	unique	True	False	True	
ENSG00000008323	55200	unique	True	False	True	
ENSG00000008324	51188	unique	True	False	True	
ENSG00000008382	84954	unique	True	False	True	
ENSG00000008394	4257	unique	True	False	True	
ENSG00000008405	1407	unique	True	False	True	
ENSG00000008438	8993	unique	True	False	True	
ENSG00000008441	4784	unique	True	False	True	
ENSG00000008513	6482	unique	True	False	True	
ENSG00000008516	64386	unique	True	False	True	
ENSG00000008517	9235	unique	True	False	True	
ENSG00000008710	5310	unique	True	False	True	
ENSG00000008735	23542	unique	True	False	True	
ENSG00000008838	9862	unique	True	False	True	
ENSG00000008853	23221	unique	True	False	True	
ENSG00000008869	54497	unique	True	False	True	
ENSG00000008952	7095	unique	True	False	True	
ENSG00000008988	6224	unique	True	False	True	
ENSG00000009307	7812	unique	True	False	True	
ENSG00000009335	9690	unique	True	False	True	
ENSG00000009413	5980	unique	True	False	True	
ENSG00000009694	10178	unique	True	False	True	
ENSG00000009709	5081	unique	True	False	True	
ENSG00000009724	10747	unique	True	False	True	
ENSG00000009765	389434	unique	True	False	True	
ENSG00000009780	199870	unique	True	False	True	
ENSG00000009790	80342	unique	True	False	True	
ENSG00000009830	29954	unique	True	False	True	
ENSG00000009844	51534	unique	True	False	True	
ENSG00000009950	51085	unique	True	False	True	
ENSG00000009954	9031	unique	True	False	True	
ENSG00000010017	10048	unique	True	False	True	
ENSG00000010030	51513	unique	True	False	True	
ENSG00000010072	83932	unique	True	False	True	
ENSG00000010165	51603	unique	True	False	True	
ENSG00000010219	8798	unique	True	False	True	
ENSG00000010244	7756	unique	True	False	True	
ENSG00000010256	7384	unique	True	False	True	
ENSG00000010270	83930	unique	True	False	True	
ENSG00000010278	928	unique	True	False	True	
ENSG00000010282	57467	unique	True	False	True	
ENSG00000010292	9918	unique	True	False	True	
ENSG00000010295	25900	unique	True	False	True	
ENSG00000010310	2696	unique	True	False	True	
ENSG00000010318	51533	unique	True	False	True	
ENSG00000010319	56920	unique	True	False	True	
ENSG00000010322	11188	unique	True	False	True	
ENSG00000010327	23166	unique	True	False	True	
ENSG00000010361	80199	unique	True	False	True	
ENSG00000010379	6540	unique	True	False	True	
ENSG00000010404	3423	unique	True	False	True	
ENSG00000010438	5646	unique	True	False	True	
ENSG00000010539	7752	unique	True	False	True	
ENSG00000010610	920	unique	True	False	True	
ENSG00000010626	10233	unique	True	False	True	
ENSG00000010671	695	unique	True	False	True	
ENSG00000010704	3077	unique	True	False	True	
ENSG00000010803	22955	unique	True	False	True	
ENSG00000010810	2534	unique	True	False	True	
ENSG00000010818	3097	unique	True	False	True	
ENSG00000010932	2326	unique	True	False	True	
ENSG00000011007	6924	unique	True	False	True	
ENSG00000011009	11313	unique	True	False	True	
ENSG00000011021	1185	unique	True	False	True	
ENSG00000011028	9902	unique	True	False	True	
ENSG00000011052	654364	unique	True	False	True	
ENSG00000011083	6534	unique	True	False	True	
ENSG00000011105	10867	unique	True	False	True	
ENSG00000011114	55727	unique	True	False	True	
ENSG00000011132	9546	unique	True	False	True	
ENSG00000011143	54903	unique	True	False	True	
ENSG00000011198	51099	unique	True	False	True	
ENSG00000011201	3730	unique	True	False	True	
ENSG00000011243	26993	unique	True	False	True	
ENSG00000011258	54799	unique	True	False	True	
ENSG00000011260	51096	unique	True	False	True	
ENSG00000011275	54476	unique	True	False	True	
ENSG00000011295	54902	unique	True	False	True	
ENSG00000011304	5725	unique	True	False	True	
ENSG00000011332	8193	unique	True	False	True	
ENSG00000011347	9066	unique	True	False	True	
ENSG00000011376	23395	unique	True	False	True	
ENSG00000011405	5286	unique	True	False	True	
ENSG00000011422	5329	unique	True	False	True	
ENSG00000011426	54443	unique	True	False	True	
ENSG00000011451	58525	unique	True	False	True	
ENSG00000011454	23637	unique	True	False	True	
ENSG00000011465	1634	unique	True	False	True	
ENSG00000011478	54814	unique	True	False	True	
ENSG00000011485	5536	unique	True	False	True	
ENSG00000011523	23177	unique	True	False	True	
ENSG00000011566	8491	unique	True	False	True	
ENSG00000011590	27033	unique	True	False	True	
ENSG00000011600	7305	unique	True	False	True	
ENSG00000011638	57146	unique	True	False	True	
ENSG00000011677	2556	unique	True	False	True	
ENSG00000012048	672	unique	True	False	True	
ENSG00000012061	2067	unique	True	False	True	
ENSG00000012124	933	unique	True	False	True	
ENSG00000012171	7869	unique	True	False	True	
ENSG00000012174	51360	unique	True	False	True	
ENSG00000012211	4007	unique	True	False	True	
ENSG00000012223	4057	unique	True	False	True	
ENSG00000012232	2137	unique	True	False	True	
ENSG00000012504	9971	unique	True	False	True	
ENSG00000012660	60481	unique	True	False	True	
ENSG00000012779	240	unique	True	False	True	
ENSG00000012817	8284	unique	True	False	True	
ENSG00000012822	57658	unique	True	False	True	
ENSG00000012963	55148	unique	True	False	True	
ENSG00000012983	11183	unique	True	False	True	
ENSG00000013016	30845	unique	True	False	True	
ENSG00000013275	5704	unique	True	False	True	
ENSG00000013288	23324	unique	True	False	True	
ENSG00000013293	57709	unique	True	False	True	
ENSG00000013297	5010	unique	True	False	True	
ENSG00000013306	51629	unique	True	False	True	
ENSG00000013364	9961	unique	True	False	True	
ENSG00000013374	51667	unique	True	False	True	
ENSG00000013375	5238	unique	True	False	True	
ENSG00000013392	112611	unique	True	False	True	
ENSG00000013441	1195	unique	True	False	True	
ENSG00000013503	55703	unique	True	False	True	
ENSG00000013523	23357	unique	True	False	True	
ENSG00000013561	9604	unique	True	False	True	
ENSG00000013563	1774	unique	True	False	True	
ENSG00000013573	1663	unique	True	False	True	
ENSG00000013583	50865	unique	True	False	True	
ENSG00000013588	9052	unique	True	False	True	
ENSG00000013619	10046	unique	True	False	True	
ENSG00000013725	923	unique	True	False	True	
ENSG00000013810	10460	unique	True	False	True	
ENSG00000014123	23376	unique	True	False	True	
ENSG00000014138	23649	unique	True	False	True	
ENSG00000014164	23144	unique	True	False	True	
ENSG00000014216	823	unique	True	False	True	
ENSG00000014257	55	unique	True	False	True	
ENSG00000014641	4190	unique	True	False	True	
ENSG00000014824	10463	unique	True	False	True	
ENSG00000014914	10903	unique	True	False	True	
ENSG00000014919	1355	unique	True	False	True	
ENSG00000015133	440193	unique	True	False	True	
ENSG00000015153	10138	unique	True	False	True	
ENSG00000015171	10771	unique	True	False	True	
ENSG00000015285	7454	unique	True	False	True	
ENSG00000015413	1800	unique	True	False	True	
ENSG00000015475	637	unique	True	False	True	
ENSG00000015479	9782	unique	True	False	True	
ENSG00000015520	29881	unique	True	False	True	
ENSG00000015532	64132	unique	True	False	True	
ENSG00000015568	84220	unique	True	False	True	
ENSG00000015592	81551	unique	True	False	True	
ENSG00000015676	23386	unique	True	False	True	
ENSG00000016082	3670	unique	True	False	True	
ENSG00000016391	55349	unique	True	False	True	
ENSG00000016402	53832	unique	True	False	True	
ENSG00000016490	1179	unique	True	False	True	
ENSG00000016602	22802	unique	True	False	True	
ENSG00000016864	55830	unique	True	False	True	
ENSG00000017260	27032	unique	True	False	True	
ENSG00000017427	3479	unique	True	False	True	
ENSG00000017483	92745	unique	True	False	True	
ENSG00000017797	10928	unique	True	False	True	
ENSG00000018189	22902	unique	True	False	True	
ENSG00000018236	1272	unique	True	False	True	
ENSG00000018280	6556	unique	True	False	True	
ENSG00000018408	25937	unique	True	False	True	
ENSG00000018510	8540	unique	True	False	True	
ENSG00000018607		unmapped	True	False	False	not_unique_one_to_one_mapping
ENSG00000018610	63932	unique	True	False	True	
ENSG00000018625	477	unique	True	False	True	
ENSG00000018699	55622	unique	True	False	True	
ENSG00000018869	147948	unique	True	False	True	
ENSG00000019102	23584	unique	True	False	True	
ENSG00000019144	23187	unique	True	False	True	
ENSG00000019169	8685	unique	True	False	True	
ENSG00000019186	1591	unique	True	False	True	
ENSG00000019485	56981	unique	True	False	True	
ENSG00000019505	57586	unique	True	False	True	
ENSG00000019549	6591	unique	True	False	True	
ENSG00000019582	972	unique	True	False	True	
ENSG00000019991	3082	unique	True	False	True	
ENSG00000019995	54764	unique	True	False	True	
ENSG00000020129	23154	unique	True	False	True	
ENSG00000020181	25960	unique	True	False	True	
ENSG00000020219	155100	unique	True	False	True	
ENSG00000020256	55734	unique	True	False	True	
ENSG00000020426	4331	unique	True	False	True	
ENSG00000020577	23034	unique	True	False	True	
ENSG00000020633	864	unique	True	False	True	
ENSG00000020922	4361	unique	True	False	True	
ENSG00000021300	58473	unique	True	False	True	
ENSG00000021355	1992	unique	True	False	True	
ENSG00000021461	64816	unique	True	False	True	
ENSG00000021488	11136	unique	True	False	True	
ENSG00000021574	6683	unique	True	False	True	
ENSG00000021645	9369	unique	True	False	True	
ENSG00000021762	114879	unique	True	False	True	
ENSG00000021776	9716	unique	True	False	True	
ENSG00000021826	1373	unique	True	False	True	
ENSG00000021852	732	unique	True	False	True	
ENSG00000022267	2273	unique	True	False	True	
ENSG00000022277	51507	unique	True	False	True	
ENSG00000022355	2554	unique	True	False	True	
ENSG00000022556	55655	unique	True	False	True	
ENSG00000022567	57210	unique	True	False	True	
ENSG00000022840	9921	unique	True	False	True	
ENSG00000022976	55778	unique	True	False	True	
ENSG00000023041	64429	unique	True	False	True	
ENSG00000023171	57476	unique	True	False	True	
ENSG00000023191	6050	unique	True	False	True	
ENSG00000023228	4719	unique	True	False	True	
ENSG00000023287	9821	unique	True	False	True	
ENSG00000023318	23071	unique	True	False	True	
ENSG00000023330	211	unique	True	False	True	
ENSG00000023445	330	unique	True	False	True	
ENSG00000023516	11215	unique	True	False	True	
ENSG00000023572	51022	unique	True	False	True	
ENSG00000023608	6617	unique	True	False	True	
ENSG00000023697	51071	unique	True	False	True	
ENSG00000023734	11171	unique	True	False	True	
ENSG00000023839	1244	unique	True	False	True	
ENSG00000023892	50619	unique	True	False	True	
ENSG00000023902	51177	unique	True	False	True	
ENSG00000023909	2730	unique	True	False	True	
ENSG00000024048	23304	unique	True	False	True	
ENSG00000024422	30846	unique	True	False	True	
ENSG00000024526	55635	unique	True	False	True	
ENSG00000024862	25901	unique	True	False	True	
ENSG00000025039	58528	unique	True	False	True	
ENSG00000025156	3298	unique	True	False	True	
ENSG00000025293	51230	unique	True	False	True	
ENSG00000025423	8630	unique	True	False	True	
ENSG00000025434	10062	unique	True	False	True	
ENSG00000025708	1890	unique	True	False	True	
ENSG00000025770	29781	unique	True	False	True	
ENSG00000025772	10953	unique	True	False	True	
ENSG00000025796	11231	unique	True	False	True	
ENSG00000025800	23633	unique	True	False	True	
ENSG00000026025	7431	unique	True	False	True	
ENSG00000026036	100533107	unique	True	False	True	
ENSG00000026103	355	unique	True	False	True	
ENSG00000026297	8635	unique	True	False	True	
ENSG00000026508	960	unique	True	False	True	
ENSG00000026559	3755	unique	True	False	True	
ENSG00000026652	56895	unique	True	False	True	
ENSG00000026751	57823	unique	True	False	True	
ENSG00000026950	11119	unique	True	False	True	
ENSG00000027001	4285	unique	True	False	True	
ENSG00000027075	5583	unique	True	False	True	
ENSG00000027644	3645	unique	True	False	True	
ENSG00000027697	3459	unique	True	False	True	
ENSG00000027847	11285	unique	True	False	True	
ENSG00000027869	9047	unique	True	False	True	
ENSG00000028116	7444	unique	True	False	True	
ENSG00000028137	7133	unique	True	False	True	
ENSG00000028203	55591	unique	True	False	True	
ENSG00000028277	5452	unique	True	False	True	
ENSG00000028310	65980	unique	True	False	True	
ENSG00000028528	6642	unique	True	False	True	
ENSG00000028839	9519	unique	True	False	True	
ENSG00000029153	56938	unique	True	False	True	
ENSG00000029363	9774	unique	True	False	True	
ENSG00000029364	55334	unique	True	False	True	
ENSG00000029534	286	unique	True	False	True	
ENSG00000029559	3381	unique	True	False	True	
ENSG00000029639	51106	unique	True	False	True	
ENSG00000029725	9135	unique	True	False	True	
ENSG00000029993	3149	unique	True	False	True	
ENSG00000030066	23279	unique	True	False	True	
ENSG00000030110	578	unique	True	False	True	
ENSG00000030304	4593	unique	True	False	True	
ENSG00000030419	22807	unique	True	False	True	
ENSG00000030582	2896	unique	True	False	True	
ENSG00000031003	51306	unique	True	False	True	
ENSG00000031081	57514	unique	True	False	True	
ENSG00000031691	55166	unique	True	False	True	
ENSG00000031698	6301	unique	True	False	True	
ENSG00000031823	8498	unique	True	False	True	
ENSG00000032219	5926	unique	True	False	True	
ENSG00000032389	7260	unique	True	False	True	
ENSG00000032444	10908	unique	True	False	True	
ENSG00000032742	8100	unique	True	False	True	
ENSG00000033011	56052	unique	True	False	True	
ENSG00000033030	55596	unique	True	False	True	
ENSG00000033050	10061	unique	True	False	True	
ENSG00000033100	54480	unique	True	False	True	
ENSG00000033122	57554	unique	True	False	True	
ENSG00000033170	2530	unique	True	False	True	
ENSG00000033178	55236	unique	True	False	True	
ENSG00000033327	9846	unique	True	False	True	
ENSG00000033627	535	unique	True	False	True	
ENSG00000033800	8554	unique	True	False	True	
ENSG00000033867	9497	unique	True	False	True	
ENSG00000034053	321	unique	True	False	True	
ENSG00000034152	5606	unique	True	False	True	
ENSG00000034239	79645	unique	True	False	True	
ENSG00000034510	9168	unique	True	False	True	
ENSG00000034533	28990	unique	True	False	True	
ENSG00000034677	25897	unique	True	False	True	
ENSG00000034693	8504	unique	True	False	True	
ENSG00000034713	11345	unique	True	False	True	
ENSG00000034971	4653	unique	True	False	True	
ENSG00000035115	26751	unique	True	False	True	
ENSG00000035141	84908	unique	True	False	True	
ENSG00000035403	7414	unique	True	False	True	
ENSG00000035499	55789	unique	True	False	True	
ENSG00000035664	23604	unique	True	False	True	
ENSG00000035681	8439	unique	True	False	True	
ENSG00000035687	159	unique	True	False	True	
ENSG00000035720	26228	unique	True	False	True	
ENSG00000035862	7077	unique	True	False	True	
ENSG00000035928	5981	unique	True	False	True	
ENSG00000036054	55773	unique	True	False	True	
ENSG00000036257	8452	unique	True	False	True	
ENSG00000036448	9172	unique	True	False	True	
ENSG00000036473	5009	unique	True	False	True	
ENSG00000036530	10858	unique	True	False	True	
ENSG00000036549	26009	unique	True	False	True	
ENSG00000036565	6570	unique	True	False	True	
ENSG00000036672	9099	unique	True	False	True	
ENSG00000036828	846	unique	True	False	True	
ENSG00000037042	27175	unique	True	False	True	
ENSG00000037241	51121	unique	True	False	True	
ENSG00000037280	2324	unique	True	False	True	
ENSG00000037474	54888	unique	True	False	True	
ENSG00000037637	54455	unique	True	False	True	
ENSG00000037749	4238	unique	True	False	True	
ENSG00000037757	84245	unique	True	False	True	
ENSG00000037897	4234	unique	True	False	True	
ENSG00000037965	3224	unique	True	False	True	
ENSG00000038002	175	unique	True	False	True	
ENSG00000038210	55300	unique	True	False	True	
ENSG00000038219	259282	unique	True	False	True	
ENSG00000038274	27430	unique	True	False	True	
ENSG00000038295	7092	unique	True	False	True	
ENSG00000038358	23644	unique	True	False	True	
ENSG00000038382	7204	unique	True	False	True	
ENSG00000038427	1462	unique	True	False	True	
ENSG00000038532	23274	unique	True	False	True	
ENSG00000038945	4481	unique	True	False	True	
ENSG00000039068	999	unique	True	False	True	
ENSG00000039123	23517	unique	True	False	True	
ENSG00000039139	1767	unique	True	False	True	
ENSG00000039319	9765	unique	True	False	True	
ENSG00000039523	79567	unique	True	False	True	
ENSG00000039537	729	unique	True	False	True	
ENSG00000039560	26064	unique	True	False	True	
ENSG00000039600	11063	unique	True	False	True	
ENSG00000039650	11284	unique	True	False	True	
ENSG00000039987	54831	unique	True	False	True	
ENSG00000040199	23035	unique	True	False	True	
ENSG00000040275	54908	unique	True	False	True	
ENSG00000040341	27067	unique	True	False	True	
ENSG00000040487	54896	unique	True	False	True	
ENSG00000040531	1497	unique	True	False	True	
ENSG00000040608	65078	unique	True	False	True	
ENSG00000040633	79142	unique	True	False	True	
ENSG00000040731	1008	unique	True	False	True	
ENSG00000040933	3631	unique	True	False	True	
ENSG00000041353	5874	unique	True	False	True	
ENSG00000041357	5685	unique	True	False	True	
ENSG00000041515	23026	unique	True	False	True	
ENSG00000041802	55341	unique	True	False	True	
ENSG00000041880	10039	unique	True	False	True	
ENSG00000041982	3371	unique	True	False	True	
ENSG00000041988	90326	unique	True	False	True	
ENSG00000042062	140876	unique	True	False	True	
ENSG00000042088	55775	unique	True	False	True	
ENSG00000042286	84883	unique	True	False	True	
ENSG00000042304		unmapped	True	False	False	not_unique_one_to_one_mapping
ENSG00000042317	55812	unique	True	False	True	
ENSG00000042429	9440	unique	True	False	True	
ENSG00000042445	54884	unique	True	False	True	
ENSG00000042493	822	unique	True	False	True	
ENSG00000042753	1175	unique	True	False	True	
ENSG00000042781	7399	unique	True	False	True	
ENSG00000042813	11055	unique	True	False	True	
ENSG00000042832	7038	unique	True	False	True	
ENSG00000042980	10863	unique	True	False	True	
ENSG00000043039	8538	unique	True	False	True	
ENSG00000043093	54165	unique	True	False	True	
ENSG00000043143	23338	unique	True	False	True	
ENSG00000043355	7546	unique	True	False	True	
ENSG00000043462	3937	unique	True	False	True	
ENSG00000043514	54802	unique	True	False	True	
ENSG00000043591	153	unique	True	False	True	
ENSG00000044012	2981	unique	True	True	False	all_zero
ENSG00000044090	9820	unique	True	False	True	
ENSG00000044115	1495	unique	True	False	True	
ENSG00000044446	5256	unique	True	False	True	
ENSG00000044459	54875	unique	True	False	True	
ENSG00000044524	2042	unique	True	False	True	
ENSG00000044574	3309	unique	True	False	True	
ENSG00000046604	1829	unique	True	False	True	
ENSG00000046647	54960	unique	True	False	True	
ENSG00000046651	8481	unique	True	False	True	
ENSG00000046653	2824	unique	True	False	True	
ENSG00000046774	51438	unique	True	False	True	
ENSG00000046889	80243	unique	True	False	True	
ENSG00000047056	22884	unique	True	False	True	
ENSG00000047188	64848	unique	True	False	True	
ENSG00000047230	56474	unique	True	False	True	
ENSG00000047249	51606	unique	True	False	True	
ENSG00000047315	5431	unique	True	False	True	
ENSG00000047346	56204	unique	True	False	True	
ENSG00000047365	116984	unique	True	False	True	
ENSG00000047410	7175	unique	True	False	True	
ENSG00000047457	1356	unique	True	False	True	
ENSG00000047578	23247	unique	True	False	True	
ENSG00000047579	84062	unique	True	False	True	
ENSG00000047597	7504	unique	True	False	True	
ENSG00000047617	57101	unique	True	False	True	
ENSG00000047621	57102	unique	True	False	True	
ENSG00000047634	6322	unique	True	False	True	
ENSG00000047644	55841	unique	True	False	True	
ENSG00000047648	395	unique	True	False	True	
ENSG00000047662	27146	unique	True	False	True	
