analysis_id	source	endpoint	program	block	original_effect	deleted_effect	eligible_before	eligible_after	rank_universe_same	remaining_up	remaining_down	reason
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P5	pink	0.0067523960673221	0.0075416975562056	True	True	True	17	42	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P5	red	0.0067523960673221	0.0056087209915121	True	True	True	17	42	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P5	turquoise	0.0067523960673221	-0.0021256486803191	True	True	True	17	40	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P5	yellow	0.0067523960673221	0.0067602910113093	True	True	True	16	39	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P10	black	-0.0160078762843208	-0.0146035192469683	True	True	True	219	116	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P10	blue	-0.0160078762843208	-0.0182710888682583	True	True	True	208	98	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P10	brown	-0.0160078762843208	-0.0122194574935074	True	True	True	210	104	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P10	green	-0.0160078762843208	-0.0138956433096161	True	True	True	211	115	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P10	magenta	-0.0160078762843208	-0.016035887668613	True	True	True	217	118	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P10	pink	-0.0160078762843208	-0.0165019598220691	True	True	True	218	117	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P10	red	-0.0160078762843208	-0.01759426168366	True	True	True	217	112	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P10	turquoise	-0.0160078762843208	-0.0159352628430683	True	True	True	195	115	
M01	original_JCI_sural_DPN_control	original_JCI_sural_DPN_control	P10	yellow	-0.0160078762843208	-0.0205454024759323	True	True	True	211	107	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P8	black	0.0058394150049486	0.004612021323722	True	True	True	1244	1585	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P8	blue	0.0058394150049486	0.0054201352297612	True	True	True	1237	1515	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P8	brown	0.0058394150049486	0.003597098377088	True	True	True	1252	1471	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P8	green	0.0058394150049486	0.0058724338336605	True	True	True	1290	1545	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P8	magenta	0.0058394150049486	0.0059331439388045	True	True	True	1290	1590	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P8	pink	0.0058394150049486	0.0052184785895119	True	True	True	1268	1587	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P8	red	0.0058394150049486	0.0059915181876592	True	True	True	1296	1530	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P8	turquoise	0.0058394150049486	0.0063693972791535	True	True	True	1178	1555	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P8	yellow	0.0058394150049486	0.0012969265063543	True	True	True	1196	1542	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P7	black	-0.0016011955304054	-0.0018384871185581	True	True	True	78	187	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P7	blue	-0.0016011955304054	0.0012325799911983	True	True	True	73	182	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P7	brown	-0.0016011955304054	-0.0056475333329383	True	True	True	77	167	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P7	green	-0.0016011955304054	-0.0016728419737045	True	True	True	78	177	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P7	magenta	-0.0016011955304054	-0.0015417148809181	True	True	True	79	190	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P7	pink	-0.0016011955304054	-0.0013760053611588	True	True	True	79	188	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P7	red	-0.0016011955304054	0.000393305771922	True	True	True	76	185	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P7	turquoise	-0.0016011955304054	-0.0027239225448972	True	True	True	71	168	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P7	yellow	-0.0016011955304054	-0.0030780715756575	True	True	True	76	182	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P6	black	0.0021722827696514	-0.001530929542901	True	True	True	44	78	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P6	blue	0.0021722827696514	0.0053747234766317	True	True	True	42	76	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P6	brown	0.0021722827696514	-0.003792627374545	True	True	True	45	69	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P6	green	0.0021722827696514	0.0026203594598691	True	True	True	47	75	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P6	magenta	0.0021722827696514	0.0017978237445684	True	True	True	46	79	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P6	pink	0.0021722827696514	0.0015776757439232	True	True	True	45	79	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P6	red	0.0021722827696514	0.0020271688808696	True	True	True	47	77	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P6	turquoise	0.0021722827696514	0.0008038122892346	True	True	True	41	74	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P6	yellow	0.0021722827696514	-0.0006632341956372	True	True	True	44	77	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P1	black	0.0219590729692526	0.0232168464181605	True	True	True	300	320	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P1	blue	0.0219590729692526	0.0218273874508113	True	True	True	294	287	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P1	brown	0.0219590729692526	0.0145291608911336	True	True	True	285	300	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P1	green	0.0219590729692526	0.0212357247380879	True	True	True	277	327	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P1	magenta	0.0219590729692526	0.0217672305611877	True	True	True	300	329	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P1	pink	0.0219590729692526	0.021545772885621	True	True	True	300	328	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P1	red	0.0219590729692526	0.0215177421735326	True	True	True	295	322	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P1	turquoise	0.0219590729692526	0.0223495973409655	True	True	True	250	309	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P1	yellow	0.0219590729692526	0.0227873196029467	True	True	True	288	314	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P2	black	0.0058681003876907	0.0045987743322371	True	True	True	1323	1694	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P2	blue	0.0058681003876907	0.0055881269317528	True	True	True	1311	1622	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P2	brown	0.0058681003876907	0.0034427643859163	True	True	True	1332	1569	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P2	green	0.0058681003876907	0.0059180043642515	True	True	True	1372	1651	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P2	magenta	0.0058681003876907	0.0059463318704127	True	True	True	1371	1700	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P2	pink	0.0058681003876907	0.0052319550498786	True	True	True	1347	1697	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P2	red	0.0058681003876907	0.0059965263936372	True	True	True	1377	1636	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P2	turquoise	0.0058681003876907	0.0063999417574259	True	True	True	1251	1660	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P2	yellow	0.0058681003876907	0.0014054897638096	True	True	True	1270	1650	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P3	black	-0.0011965772211044	-0.0026654470207864	True	True	True	128	286	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P3	blue	-0.0011965772211044	0.0015733768225603	True	True	True	121	278	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P3	brown	-0.0011965772211044	-0.0053328807952309	True	True	True	127	257	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P3	green	-0.0011965772211044	-0.0011739726103423	True	True	True	131	273	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P3	magenta	-0.0011965772211044	-0.0013026491019784	True	True	True	131	290	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P3	pink	-0.0011965772211044	-0.0010913559227	True	True	True	130	287	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P3	red	-0.0011965772211044	0.0001242078493961	True	True	True	127	283	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P3	turquoise	-0.0011965772211044	-0.0026142988212179	True	True	True	118	262	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P3	yellow	-0.0011965772211044	-0.0026292793806984	True	True	True	126	275	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P4	black	0.010290200334356	0.0111489847659635	True	True	True	319	132	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P4	blue	0.010290200334356	0.010617450999825	True	True	True	304	112	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P4	brown	0.010290200334356	0.0069564748380076	True	True	True	307	118	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P4	green	0.010290200334356	0.0101942800311364	True	True	True	308	131	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P4	magenta	0.010290200334356	0.0102713689700062	True	True	True	316	134	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P4	pink	0.010290200334356	0.0104220635758051	True	True	True	317	133	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P4	red	0.010290200334356	0.0092449745665657	True	True	True	315	128	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P4	turquoise	0.010290200334356	0.0101696084565475	True	True	True	286	131	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P4	yellow	0.010290200334356	0.0120095171110474	True	True	True	306	122	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P5	black	-0.0014733710818181	-0.0012189905720124	True	True	True	17	41	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P5	blue	-0.0014733710818181	-0.0064080412698973	True	True	True	17	39	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P5	brown	-0.0014733710818181	-0.0048360693969102	True	True	True	17	42	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P5	pink	-0.0014733710818181	-0.0013587331972467	True	True	True	17	42	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P5	red	-0.0014733710818181	-0.0017763225457726	True	True	True	17	42	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P5	turquoise	-0.0014733710818181	0.0002579659389651	True	True	True	17	40	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P5	yellow	-0.0014733710818181	-0.0053134923291411	True	True	True	16	39	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P10	black	0.0101542654088793	0.0111371815289485	True	True	True	219	116	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P10	blue	0.0101542654088793	0.0106417066819963	True	True	True	208	98	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P10	brown	0.0101542654088793	0.0066812831917036	True	True	True	210	104	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P10	green	0.0101542654088793	0.0099305939001771	True	True	True	211	115	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P10	magenta	0.0101542654088793	0.01015555602785	True	True	True	217	118	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P10	pink	0.0101542654088793	0.0103271485716948	True	True	True	218	117	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P10	red	0.0101542654088793	0.0091011902922037	True	True	True	217	112	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P10	turquoise	0.0101542654088793	0.0106369743197247	True	True	True	195	115	
M01	original_JCI_sural_severe_moderate	original_JCI_sural_severe_moderate	P10	yellow	0.0101542654088793	0.0120977346257637	True	True	True	211	107	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P8	black	0.0228918428128885	0.0225072788683573	True	True	True	1236	1583	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P8	blue	0.0228918428128885	0.0225021440350767	True	True	True	1229	1513	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P8	brown	0.0228918428128885	0.0228460789283185	True	True	True	1244	1470	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P8	green	0.0228918428128885	0.02347438272925	True	True	True	1282	1543	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P8	magenta	0.0228918428128885	0.0228947740287869	True	True	True	1282	1588	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P8	pink	0.0228918428128885	0.0230474584436671	True	True	True	1260	1585	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P8	red	0.0228918428128885	0.0232830743304916	True	True	True	1288	1528	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P8	turquoise	0.0228918428128885	0.0234899713017033	True	True	True	1170	1553	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P8	yellow	0.0228918428128885	0.0226966722466122	True	True	True	1188	1540	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P7	black	0.0015727222915098	0.0013748723429278	True	True	True	74	193	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P7	blue	0.0015727222915098	-0.0016832132536594	True	True	True	69	188	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P7	brown	0.0015727222915098	-4.853331338775836e-05	True	True	True	73	171	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P7	green	0.0015727222915098	0.0011429741926167	True	True	True	74	183	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P7	magenta	0.0015727222915098	0.0016029673824479	True	True	True	75	196	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P7	pink	0.0015727222915098	0.0014977507493246	True	True	True	75	194	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P7	red	0.0015727222915098	0.0013796239563012	True	True	True	72	191	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P7	turquoise	0.0015727222915098	0.0036884973444192	True	True	True	67	174	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P7	yellow	0.0015727222915098	0.0023781422302284	True	True	True	73	188	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P6	black	0.0372744606356522	0.0373913183813318	True	True	True	45	78	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P6	blue	0.0372744606356522	0.0341347904375448	True	True	True	43	76	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P6	brown	0.0372744606356522	0.036919340653507	True	True	True	46	69	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P6	green	0.0372744606356522	0.0389965798337718	True	True	True	48	75	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P6	magenta	0.0372744606356522	0.0373216535869858	True	True	True	47	79	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P6	pink	0.0372744606356522	0.0382063352928253	True	True	True	46	79	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P6	red	0.0372744606356522	0.0378758380042484	True	True	True	48	77	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P6	turquoise	0.0372744606356522	0.0390807712447318	True	True	True	42	74	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P6	yellow	0.0372744606356522	0.0357653222746793	True	True	True	45	77	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P1	black	-0.0025231213324021	-0.0020884247769146	True	True	True	299	316	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P1	blue	-0.0025231213324021	-0.0006216973614609	True	True	True	293	283	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P1	brown	-0.0025231213324021	-0.0026378994767151	True	True	True	284	296	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P1	green	-0.0025231213324021	-0.0031701234489207	True	True	True	276	323	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P1	magenta	-0.0025231213324021	-0.002740943183998	True	True	True	299	325	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P1	pink	-0.0025231213324021	-0.0021820355999295	True	True	True	299	324	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P1	red	-0.0025231213324021	-0.003668356237614	True	True	True	294	318	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P1	turquoise	-0.0025231213324021	-0.00357981732696	True	True	True	249	305	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P1	yellow	-0.0025231213324021	-0.0027166892994283	True	True	True	287	311	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P2	black	0.0233554988033742	0.0229981434686627	True	True	True	1318	1692	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P2	blue	0.0233554988033742	0.0228162438218815	True	True	True	1306	1620	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P2	brown	0.0233554988033742	0.0233123777698223	True	True	True	1327	1568	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P2	green	0.0233554988033742	0.023973410367294	True	True	True	1367	1649	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P2	magenta	0.0233554988033742	0.0233577662549763	True	True	True	1366	1698	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P2	pink	0.0233554988033742	0.0234802327901461	True	True	True	1342	1695	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P2	red	0.0233554988033742	0.0238129851351553	True	True	True	1372	1634	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P2	turquoise	0.0233554988033742	0.0240071531110816	True	True	True	1246	1658	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P2	yellow	0.0233554988033742	0.0230393294991504	True	True	True	1265	1648	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P3	black	0.010691270352071	0.0104707926852113	True	True	True	126	294	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P3	blue	0.010691270352071	0.0077216811543086	True	True	True	119	286	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P3	brown	0.010691270352071	0.0094678059990165	True	True	True	125	263	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P3	green	0.010691270352071	0.0109305963120573	True	True	True	129	281	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P3	magenta	0.010691270352071	0.0107029214260253	True	True	True	129	298	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P3	pink	0.010691270352071	0.0112065461367055	True	True	True	128	295	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P3	red	0.010691270352071	0.0103616846384663	True	True	True	125	291	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P3	turquoise	0.010691270352071	0.0125255658747152	True	True	True	116	270	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P3	yellow	0.010691270352071	0.0111998899249494	True	True	True	125	283	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P4	black	0.0076916675027862	0.0079897803810149	True	True	True	314	132	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P4	blue	0.0076916675027862	0.0096222566256302	True	True	True	299	112	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P4	brown	0.0076916675027862	0.008510355033421	True	True	True	302	118	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P4	green	0.0076916675027862	0.0072350263416484	True	True	True	303	131	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P4	magenta	0.0076916675027862	0.0076331363851485	True	True	True	311	134	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P4	pink	0.0076916675027862	0.0076594743576652	True	True	True	312	133	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P4	red	0.0076916675027862	0.0078313815843846	True	True	True	310	128	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P4	turquoise	0.0076916675027862	0.0070852604467561	True	True	True	281	131	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P4	yellow	0.0076916675027862	0.0083935298055481	True	True	True	302	122	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P5	black	0.0185780715972731	0.0185203364809289	True	True	True	16	41	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P5	blue	0.0185780715972731	0.0263632312606015	True	True	True	16	39	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P5	brown	0.0185780715972731	0.0177210954875055	True	True	True	16	42	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P5	pink	0.0185780715972731	0.0190960848211567	True	True	True	16	42	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P5	red	0.0185780715972731	0.0162877380123755	True	True	True	16	42	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P5	turquoise	0.0185780715972731	0.0207725116377799	True	True	True	16	40	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P5	yellow	0.0185780715972731	0.0181508761577181	True	True	True	15	39	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P10	black	0.0089886909223649	0.0093288654248481	True	True	True	219	116	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P10	blue	0.0089886909223649	0.0111123870119701	True	True	True	208	98	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P10	brown	0.0089886909223649	0.0093736284169362	True	True	True	210	104	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P10	green	0.0089886909223649	0.0086097912889314	True	True	True	211	115	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P10	magenta	0.0089886909223649	0.0089844631129354	True	True	True	217	118	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P10	pink	0.0089886909223649	0.0089570803232504	True	True	True	218	117	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P10	red	0.0089886909223649	0.0090569273303557	True	True	True	217	112	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P10	turquoise	0.0089886909223649	0.0082382501404822	True	True	True	195	115	
M01	original_hDRG_DPN_control	original_hDRG_DPN_control	P10	yellow	0.0089886909223649	0.009592165336158	True	True	True	211	107	
M04	GSE250152	Morton minus control	P8	black	0.0101163246998001	0.0078335134653756	True	True	True	1235	1575	
M04	GSE250152	Morton minus control	P8	blue	0.0101163246998001	0.0094188342406626	True	True	True	1228	1505	
M04	GSE250152	Morton minus control	P8	brown	0.0101163246998001	0.0071738077504795	True	True	True	1243	1462	
M04	GSE250152	Morton minus control	P8	green	0.0101163246998001	0.0100584747629875	True	True	True	1282	1535	
M04	GSE250152	Morton minus control	P8	magenta	0.0101163246998001	0.0100716036449306	True	True	True	1281	1580	
M04	GSE250152	Morton minus control	P8	pink	0.0101163246998001	0.0099754460908108	True	True	True	1259	1577	
M04	GSE250152	Morton minus control	P8	red	0.0101163246998001	0.0104923677866582	True	True	True	1287	1520	
M04	GSE250152	Morton minus control	P8	turquoise	0.0101163246998001	0.0111700526549661	True	True	True	1169	1545	
M04	GSE250152	Morton minus control	P8	yellow	0.0101163246998001	0.0122705390265831	True	True	True	1187	1532	
M04	GSE250152	Morton minus control	P7	black	-0.0057893558773425	-0.0060736487163492	True	True	True	83	182	
M04	GSE250152	Morton minus control	P7	blue	-0.0057893558773425	-0.0087526199583364	True	True	True	78	178	
M04	GSE250152	Morton minus control	P7	brown	-0.0057893558773425	-0.0113605165314873	True	True	True	82	162	
M04	GSE250152	Morton minus control	P7	green	-0.0057893558773425	-0.0058204400469286	True	True	True	83	172	
M04	GSE250152	Morton minus control	P7	magenta	-0.0057893558773425	-0.0056138214876308	True	True	True	84	185	
M04	GSE250152	Morton minus control	P7	pink	-0.0057893558773425	-0.0054055808795013	True	True	True	84	183	
M04	GSE250152	Morton minus control	P7	red	-0.0057893558773425	-0.005870406256837	True	True	True	81	180	
M04	GSE250152	Morton minus control	P7	turquoise	-0.0057893558773425	-0.0044342165436239	True	True	True	76	163	
M04	GSE250152	Morton minus control	P7	yellow	-0.0057893558773425	-0.0047166258096713	True	True	True	81	177	
M04	GSE250152	Morton minus control	P6	black	0.0337725119723272	0.0309932724314931	True	True	True	44	76	
M04	GSE250152	Morton minus control	P6	blue	0.0337725119723272	0.0302153025467938	True	True	True	42	74	
M04	GSE250152	Morton minus control	P6	brown	0.0337725119723272	0.0274971559184175	True	True	True	45	67	
M04	GSE250152	Morton minus control	P6	green	0.0337725119723272	0.0356733315509427	True	True	True	47	73	
M04	GSE250152	Morton minus control	P6	magenta	0.0337725119723272	0.0339188176173221	True	True	True	46	77	
M04	GSE250152	Morton minus control	P6	pink	0.0337725119723272	0.0349260765916966	True	True	True	45	77	
M04	GSE250152	Morton minus control	P6	red	0.0337725119723272	0.0338717742047769	True	True	True	47	75	
M04	GSE250152	Morton minus control	P6	turquoise	0.0337725119723272	0.0366839859634557	True	True	True	41	72	
M04	GSE250152	Morton minus control	P6	yellow	0.0337725119723272	0.0306277255510893	True	True	True	44	75	
M04	GSE250152	Morton minus control	P1	black	0.0025504917589955	0.0033576020820126	True	True	True	297	325	
M04	GSE250152	Morton minus control	P1	blue	0.0025504917589955	0.007588463773646	True	True	True	292	292	
M04	GSE250152	Morton minus control	P1	brown	0.0025504917589955	-0.0034373580999305	True	True	True	282	306	
M04	GSE250152	Morton minus control	P1	green	0.0025504917589955	0.0013844838259052	True	True	True	274	332	
M04	GSE250152	Morton minus control	P1	magenta	0.0025504917589955	0.0029620539641475	True	True	True	298	334	
M04	GSE250152	Morton minus control	P1	pink	0.0025504917589955	0.0019474163388218	True	True	True	297	333	
M04	GSE250152	Morton minus control	P1	red	0.0025504917589955	0.0022108635919254	True	True	True	292	327	
M04	GSE250152	Morton minus control	P1	turquoise	0.0025504917589955	0.002439696598706	True	True	True	247	314	
M04	GSE250152	Morton minus control	P1	yellow	0.0025504917589955	0.0004030322810519	True	True	True	285	319	
M04	GSE250152	Morton minus control	P2	black	0.0111337852952969	0.008887982867519	True	True	True	1314	1682	
M04	GSE250152	Morton minus control	P2	blue	0.0111337852952969	0.0102467507080808	True	True	True	1302	1610	
M04	GSE250152	Morton minus control	P2	brown	0.0111337852952969	0.0080648029809454	True	True	True	1323	1558	
M04	GSE250152	Morton minus control	P2	green	0.0111337852952969	0.0111609594142422	True	True	True	1364	1639	
M04	GSE250152	Morton minus control	P2	magenta	0.0111337852952969	0.0110935037818692	True	True	True	1362	1688	
M04	GSE250152	Morton minus control	P2	pink	0.0111337852952969	0.0109847266007816	True	True	True	1338	1685	
M04	GSE250152	Morton minus control	P2	red	0.0111337852952969	0.0115487017663545	True	True	True	1368	1624	
M04	GSE250152	Morton minus control	P2	turquoise	0.0111337852952969	0.0122788605051992	True	True	True	1242	1648	
