endpoint	version	module_id	status	n_total	n_positive	n_negative	mean_difference	ci_low	ci_high	t	p	hedges_g	fixed_direction_auc	missing	exact	permutations	reason	q_BH_common_method
original_JCI_sural_DPN_control	repaired_inherited	original_early_allcell	COMPLETED	12.0	6.0	6.0	-0.050492138121548	-0.0746468093286362	-0.0320798594766936	-4.256203736317614	0.0021645021645021	-2.2682957288204912	0.0	0.0	True	924.0		0.0146103896103896
original_JCI_sural_DPN_control	repaired_inherited	original_late_allcell	COMPLETED	12.0	6.0	6.0	-0.035498804476937	-0.0662585836949438	-0.0134256735803037	-2.245773804595002	0.0064935064935064	-1.1968597944202477	0.0555555555555555	0.0	True	924.0		0.0146103896103896
original_JCI_sural_DPN_control	repaired_inherited	original_late_neuron	COMPLETED	12.0	6.0	6.0	0.0253649434435279	0.0063596870884763	0.0448881098267824	2.2554315075651723	0.0584415584415584	1.2020067581829377	0.8055555555555556	0.0	True	924.0		0.0751391465677179
original_JCI_sural_DPN_control	repaired_inherited	original_severity	COMPLETED	12.0	6.0	6.0	-0.0164982757725619	-0.029065018783939	-0.0066293400653747	-2.4841435646269123	0.0108225108225108	-1.3238962668397147	0.0833333333333333	0.0	True	924.0		0.0194805194805194
original_JCI_sural_DPN_control	repaired_inherited	original_xenium	COMPLETED	12.0	6.0	6.0	0.0067430167990032	-0.0190805415450226	0.0333130532428402	0.4773098440382793	0.6363636363636364	0.2543768925621774	0.6388888888888888	0.0	True	924.0		0.6363636363636364
original_JCI_sural_DPN_control	repaired_inherited	severity_neuron_residual	COMPLETED	12.0	6.0	6.0	-0.0160123459355254	-0.0268349042529608	-0.0068913863947396	-2.74585909446874	0.0064935064935064	-1.4633746037061317	0.0555555555555555	0.0	True	924.0		0.0146103896103896
original_JCI_sural_DPN_control	repaired_inherited	severity_neuron_shared_concordant_core	NOT_EVALUABLE														fewer than 10 measured genes per signed arm	
original_JCI_sural_severe_moderate	legacy_inherited	late_allcell_residual	COMPLETED	17.0	13.0	4.0	0.0058702329319398	-0.0178278824327277	0.0329465316891366	0.3881739748148959	0.7092436974789916	0.1861236267662979	0.5384615384615384	0.0	True	2380.0		0.9415966386554622
original_JCI_sural_severe_moderate	legacy_inherited	late_neuron_residual	COMPLETED	17.0	13.0	4.0	-0.0003090429611569	-0.0076421657480657	0.0066621663652519	-0.0746945194190559	0.9415966386554622	-0.0368689433874559	0.5384615384615384	0.0	True	2380.0		0.9415966386554622
original_JCI_sural_severe_moderate	legacy_inherited	late_shared_concordant_neuronal_core	COMPLETED	17.0	13.0	4.0	0.0053906946612049	-0.013940201180373	0.0235933737342918	0.5164628870883169	0.6201680672268908	0.2143581356237573	0.5576923076923077	0.0	True	2380.0		0.9415966386554622
original_JCI_sural_severe_moderate	legacy_inherited	original_early_allcell	COMPLETED	17.0	13.0	4.0	0.0219585655498248	0.0045162074996679	0.0398254269263822	2.117806441765504	0.0672268907563025	1.1353268511542487	0.8269230769230769	0.0	True	2380.0		0.2871148459383754
original_JCI_sural_severe_moderate	legacy_inherited	original_late_allcell	COMPLETED	17.0	13.0	4.0	0.0060869871407876	-0.0192496580315591	0.0327028021894128	0.4127790511082994	0.6953781512605042	0.1965371187504966	0.5192307692307693	0.0	True	2380.0		0.9415966386554622
original_JCI_sural_severe_moderate	legacy_inherited	original_late_neuron	COMPLETED	17.0	13.0	4.0	0.0012938184922421	-0.0068853592524188	0.0088133211568774	0.2819306897839286	0.7878151260504201	0.1345392883532472	0.5192307692307693	0.0	True	2380.0		0.9415966386554622
original_JCI_sural_severe_moderate	legacy_inherited	original_severity	COMPLETED	17.0	13.0	4.0	0.0109671020434448	0.0015057568998063	0.0211267227870733	1.9401207584612048	0.0861344537815126	0.7899683484218026	0.75	0.0	True	2380.0		0.2871148459383754
original_JCI_sural_severe_moderate	legacy_inherited	original_xenium	COMPLETED	17.0	13.0	4.0	-0.0014588104972048	-0.0249264552443933	0.0237214568834019	-0.1016500863874154	0.91890756302521	-0.0622061308800459	0.4807692307692308	0.0	True	2380.0		0.9415966386554622
original_JCI_sural_severe_moderate	legacy_inherited	severity_neuron_residual	COMPLETED	17.0	13.0	4.0	0.0096089215799362	-0.0031110671650564	0.0212140964268793	1.4239905720113153	0.2142857142857142	0.5725297182476313	0.7115384615384616	0.0	True	2380.0		0.5357142857142857
original_JCI_sural_severe_moderate	legacy_inherited	severity_neuron_shared_concordant_core	COMPLETED	17.0	13.0	4.0	0.0176667519842389	0.0106565432023604	0.0259514565939626	4.0006992049393	0.0050420168067226	1.6735267298511127	0.9423076923076924	0.0	True	2380.0		0.0504201680672268
original_JCI_sural_severe_moderate	repaired_inherited	late_allcell_residual	COMPLETED	17.0	13.0	4.0	0.0058330358954028	-0.0178643478463038	0.032993158295927	0.3853803209948641	0.7113445378151261	0.1844751054533623	0.5192307692307693	0.0	True	2380.0		0.91890756302521
original_JCI_sural_severe_moderate	repaired_inherited	late_neuron_residual	COMPLETED	17.0	13.0	4.0	-0.001597105379392	-0.0143564362401127	0.0087773303361613	-0.2303333742109455	0.8163865546218487	-0.1416480160553768	0.4615384615384615	0.0	True	2380.0		0.91890756302521
original_JCI_sural_severe_moderate	repaired_inherited	late_shared_concordant_neuronal_core	COMPLETED	17.0	13.0	4.0	0.0021666789761081	-0.0198539384406587	0.0234160882112465	0.1790844778994463	0.8630252100840337	0.0770481330939821	0.5192307692307693	0.0	True	2380.0		0.91890756302521
original_JCI_sural_severe_moderate	repaired_inherited	original_early_allcell	COMPLETED	17.0	13.0	4.0	0.0219585655498248	0.0045162074996679	0.0398254269263822	2.117806441765504	0.0672268907563025	1.1353268511542487	0.8269230769230769	0.0	True	2380.0		0.4821428571428571
original_JCI_sural_severe_moderate	repaired_inherited	original_late_allcell	COMPLETED	17.0	13.0	4.0	0.0058620105233149	-0.019533373482885	0.0325518083675656	0.3965461217827835	0.7050420168067227	0.1887231012796028	0.5192307692307693	0.0	True	2380.0		0.91890756302521
original_JCI_sural_severe_moderate	repaired_inherited	original_late_neuron	COMPLETED	17.0	13.0	4.0	-0.0011949919535463	-0.0143349898179261	0.0096244141449825	-0.1690140191607706	0.8651260504201681	-0.0945681787738076	0.5384615384615384	0.0	True	2380.0		0.91890756302521
original_JCI_sural_severe_moderate	repaired_inherited	original_severity	COMPLETED	17.0	13.0	4.0	0.0102851775609274	0.0006740644675264	0.0203046111436887	1.823332615367295	0.1071428571428571	0.7443314402221448	0.75	0.0	True	2380.0		0.4821428571428571
original_JCI_sural_severe_moderate	repaired_inherited	original_xenium	COMPLETED	17.0	13.0	4.0	-0.0014588104972048	-0.0249264552443933	0.0237214568834019	-0.1016500863874154	0.91890756302521	-0.0622061308800459	0.4807692307692308	0.0	True	2380.0		0.91890756302521
original_JCI_sural_severe_moderate	repaired_inherited	severity_neuron_residual	COMPLETED	17.0	13.0	4.0	0.0101544644985673	-0.0028714708774944	0.022024305067804	1.4608215962436013	0.2042016806722689	0.5896933071151058	0.7307692307692307	0.0	True	2380.0		0.6126050420168068
original_JCI_sural_severe_moderate	repaired_inherited	severity_neuron_shared_concordant_core	NOT_EVALUABLE														fewer than 10 measured genes per signed arm	
GSE24290_C01	legacy_inherited	late_allcell_residual	COMPLETED	35.0	18.0	17.0	-0.0071171754899373	-0.0163084857827012	0.0024665604267887	-1.436186204879477	0.1624	-0.4726354695022727	0.3562091503267974	0.0	False	9999.0		0.4172499999999999
GSE24290_C01	legacy_inherited	late_neuron_residual	COMPLETED	35.0	18.0	17.0	0.0009609559220393	-0.0026148296206337	0.0043126706692903	0.5277098196034801	0.6015	0.1726087583089295	0.5326797385620915	0.0	False	9999.0		0.751875
GSE24290_C01	legacy_inherited	late_shared_concordant_neuronal_core	COMPLETED	35.0	18.0	17.0	-0.0028492539759639	-0.010379469865395	0.0045658834581713	-0.7196195458590956	0.476	-0.238096246558714	0.4411764705882353	0.0	False	9999.0		0.751875
GSE24290_C01	legacy_inherited	original_early_allcell	COMPLETED	35.0	18.0	17.0	-0.0033353447737865	-0.0139362422783001	0.0069253360365436	-0.6041342326842012	0.5543	-0.1988824865082822	0.4313725490196078	0.0	False	9999.0		0.751875
GSE24290_C01	legacy_inherited	original_late_allcell	COMPLETED	35.0	18.0	17.0	-0.0069407304477028	-0.0161993221200398	0.0022556176007041	-1.419827751911603	0.1669	-0.467383730045673	0.3660130718954248	0.0	False	9999.0		0.4172499999999999
GSE24290_C01	legacy_inherited	original_late_neuron	COMPLETED	35.0	18.0	17.0	0.0001535879129282	-0.0031749444144089	0.0036123461947175	0.0843609382337236	0.9289	0.027630003205947	0.4934640522875817	0.0	False	9999.0		0.9289
GSE24290_C01	legacy_inherited	original_severity	COMPLETED	35.0	18.0	17.0	-0.0043103607103923	-0.0102128004012193	0.0008249110062964	-1.4892442853002448	0.1492	-0.4950045806448774	0.3660130718954248	0.0	False	9999.0		0.4172499999999999
GSE24290_C01	legacy_inherited	original_xenium	COMPLETED	35.0	18.0	17.0	0.0049169598261659	-0.0046321308965372	0.0150193561274347	0.9478842313769578	0.3517	0.3092615273136854	0.565359477124183	0.0	False	9999.0		0.7034
GSE24290_C01	legacy_inherited	severity_neuron_residual	COMPLETED	35.0	18.0	17.0	-0.005434529393672	-0.0122282011738935	0.0010059014950721	-1.5644203643542125	0.13	-0.5184399374118721	0.3627450980392157	0.0	False	9999.0		0.4172499999999999
GSE24290_C01	legacy_inherited	severity_neuron_shared_concordant_core	COMPLETED	35.0	18.0	17.0	-0.0007035153314761	-0.0049681501024977	0.0036751725458645	-0.3079342684094641	0.7613	-0.1015014237765159	0.4705882352941176	0.0	False	9999.0		0.8458888888888888
GSE24290_C01	repaired_inherited	late_allcell_residual	COMPLETED	35.0	18.0	17.0	-0.0071605111076229	-0.016378840055488	0.0024600809314968	-1.4396225020049438	0.1616	-0.4738511341407129	0.3562091503267974	0.0	False	9999.0		0.374175
GSE24290_C01	repaired_inherited	late_neuron_residual	COMPLETED	35.0	18.0	17.0	0.0005273554335506	-0.006272615040338	0.0066597897267977	0.1556375033245808	0.8821	0.0507722748847516	0.4869281045751634	0.0	False	9999.0		0.8869
GSE24290_C01	repaired_inherited	late_shared_concordant_neuronal_core	COMPLETED	35.0	18.0	17.0	-0.0043372729324156	-0.0156449343493869	0.006869243332511	-0.7354168731458036	0.4652	-0.2428882441958899	0.4215686274509804	0.0	False	9999.0		0.6978000000000001
GSE24290_C01	repaired_inherited	original_early_allcell	COMPLETED	35.0	18.0	17.0	-0.0033353447737865	-0.0139362422783001	0.0069253360365436	-0.6041342326842012	0.5543	-0.1988824865082822	0.4313725490196078	0.0	False	9999.0		0.7126714285714286
