source	program	version	model	status_new	reason_new	effect_new	p_new	ci_low_new	ci_high_new	rank_new	columns_new	n_new	residual_df_new	condition_number_new	group_R2_from_proxy_covariates_new	missing_response	q_new	status_old	reason_old	effect_old	p_old	ci_low_old	ci_high_old	rank_old	columns_old	n_old	residual_df_old	condition_number_old	effect_change_from_unadjusted	proxy_panels	Y	group_R2_from_proxy_covariates_old	q_old
GSE148059	severity_neuron_residual	repaired_inherited	unadjusted	COMPLETED	observational_HC3	-0.0006043803227454	0.5797594026366463	-0.0027436005562305	0.0015348399107396	3.0	3.0	77	74.0	3.6679022544871023			0.8027437882661256	COMPLETED	observational_HC3	-0.0007433266273489	0.4960878995496138	-0.0028837456871516	0.0013970924324537	3	3	77	74	3.6679022544871023	0.0	8	unchanged_Batch01_cached_score		0.8613855960355479
GSE148059	severity_neuron_residual	repaired_inherited	proxy_adjusted	COMPLETED	observational_HC3	-0.00103891439291	0.2979472811754833	-0.0029952420957676	0.0009174133099476	5.0	5.0	77	72.0	5.251844318993566	0.2484841870879437		0.7437221416463349	COMPLETED	observational_HC3	-0.0011911650896743	0.2328093368791233	-0.0031478630748245	0.0007655328954757	5	5	77	72	5.251844318993566	-0.0004478384623254	8	unchanged_Batch01_cached_score	0.2484841870879437	0.7013172294995271
GSE148059	severity_neuron_shared_concordant_core	repaired_inherited	unadjusted	NOT_EVALUABLE	cached_response_missing_no_imputation							77				77.0		COMPLETED	observational_HC3	-0.0003165079127408	0.7212015574780171	-0.0020548803382687	0.001421864512787	3	3	77	74	3.6679022544871023	0.0	8	unchanged_Batch01_cached_score		0.8999171054380428
GSE148059	severity_neuron_shared_concordant_core	repaired_inherited	proxy_adjusted	NOT_EVALUABLE	cached_response_missing_no_imputation							77				77.0		COMPLETED	observational_HC3	-0.0001681575454098	0.8516838884505397	-0.0019309116461366	0.0015945965553169	5	5	77	72	5.251844318993566	0.000148350367331	8	unchanged_Batch01_cached_score	0.2484841870879437	0.9267145304170862
GSE148059	late_allcell_residual	repaired_statfree	unadjusted	COMPLETED	observational_HC3	-2.8827392333668835e-05	0.9847156815184405	-0.002978140419284312	0.002920485634616974	3.0	3.0	77	74.0	3.6679022544871023			0.9847156815184405	COMPLETED	observational_HC3	-3.844670240016887e-05	0.979602815753176	-0.0029857831712695	0.0029088897664692	3	3	77	74	3.6679022544871023	0.0	8	unchanged_Batch01_cached_score		0.979602815753176
GSE148059	late_allcell_residual	repaired_statfree	proxy_adjusted	COMPLETED	observational_HC3	0.00011526041947461768	0.9186039994726428	-0.002095338222700869	0.0023258590616501043	5.0	5.0	77	72.0	5.251844318993566	0.24848418708794373		0.9186039994726428	COMPLETED	observational_HC3	0.0001036809730201	0.9267145304170862	-0.002105632386805	0.0023129943328453	5	5	77	72	5.251844318993566	0.0001421276754203	8	unchanged_Batch01_cached_score	0.2484841870879437	0.9267145304170862
GSE148059	late_neuron_residual	repaired_statfree	unadjusted	COMPLETED	observational_HC3	-0.0006576252344174748	0.6397144276762436	-0.0034111543243209763	0.0020959038554860267	3.0	3.0	77	74.0	3.6679022544871023			0.8224899784408847	COMPLETED	observational_HC3	-0.0002750622248279	0.7563960535529504	-0.0020129176785991	0.0014627932289433	3	3	77	74	3.6679022544871023	0.0	8	unchanged_Batch01_cached_score		0.8999171054380428
GSE148059	late_neuron_residual	repaired_statfree	proxy_adjusted	COMPLETED	observational_HC3	0.0005496058526951373	0.5545054431768768	-0.0012730116331690698	0.0023722233385593443	5.0	5.0	77	72.0	5.251844318993566	0.24848418708794373		0.8044755490217894	COMPLETED	observational_HC3	0.0004848854236742	0.4213376677094451	-0.0006970008848439	0.0016667717321923	5	5	77	72	5.251844318993566	0.0007599476485021	8	unchanged_Batch01_cached_score	0.2484841870879437	0.7500719827379978
GSE148059	late_shared_concordant_neuronal_core	repaired_statfree	unadjusted	COMPLETED	observational_HC3	-0.0015641186172901693	0.4218371745474033	-0.005380691144740102	0.002252453910159763	3.0	3.0	77	74.0	3.6679022544871023			0.8094711171035373	COMPLETED	observational_HC3	-0.0008747995409206	0.5599006374231061	-0.0038158075144138	0.0020662084325725	3	3	77	74	3.6679022544871023	0.0	8	unchanged_Batch01_cached_score		0.8613855960355479
GSE148059	late_shared_concordant_neuronal_core	repaired_statfree	proxy_adjusted	COMPLETED	observational_HC3	-0.00014799793617505325	0.8866898577124012	-0.002183667692218377	0.0018876718198682706	5.0	5.0	77	72.0	5.251844318993566	0.24848418708794373		0.9186039994726428	COMPLETED	observational_HC3	8.354972701228116e-05	0.9252588103060368	-0.0016620173613402	0.0018291168153648	5	5	77	72	5.251844318993566	0.0009583492679329	8	unchanged_Batch01_cached_score	0.2484841870879437	0.9267145304170862
GSE148059	original_early_allcell	repaired_statfree	unadjusted	COMPLETED	observational_HC3	0.002906255526385046	0.16569604714440023	-0.001203031401271639	0.007015542454041731	3.0	3.0	77	74.0	3.6679022544871023			0.603543165718204	COMPLETED	observational_HC3	0.0028976851868576	0.1681536875958035	-0.0012232846919192	0.0070186550656345	3	3	77	74	3.6679022544871023	0.0	8	unchanged_Batch01_cached_score		0.672614750383214
GSE148059	original_early_allcell	repaired_statfree	proxy_adjusted	COMPLETED	observational_HC3	0.0009195599985591708	0.4839404739161519	-0.0016552382516097088	0.0034943582487280507	5.0	5.0	77	72.0	5.251844318993566	0.24848418708794373		0.7919025936809758	COMPLETED	observational_HC3	0.0008970643492846	0.49349341840905	-0.0016705591024312	0.0034646878010005	5	5	77	72	5.251844318993566	-0.002000620837573	8	unchanged_Batch01_cached_score	0.2484841870879437	0.7592206437062308
GSE148059	original_late_allcell	repaired_statfree	unadjusted	COMPLETED	observational_HC3	-6.596723168983006e-05	0.9649035731042714	-0.0030043839544778546	0.0028724494910981942	3.0	3.0	77	74.0	3.6679022544871023			0.9847156815184405	COMPLETED	observational_HC3	-5.817562761656465e-05	0.9688631014172984	-0.002979256641202	0.0028629053859689	3	3	77	74	3.6679022544871023	0.0	8	unchanged_Batch01_cached_score		0.979602815753176
GSE148059	original_late_allcell	repaired_statfree	proxy_adjusted	COMPLETED	observational_HC3	0.0001447038342114234	0.895664913104925	-0.0020179869672117584	0.0023073946356346052	5.0	5.0	77	72.0	5.251844318993566	0.24848418708794373		0.9186039994726428	COMPLETED	observational_HC3	0.0001508183068666	0.8904089186872622	-0.0019945138617973	0.0022961504755306	5	5	77	72	5.251844318993566	0.0002089939344831	8	unchanged_Batch01_cached_score	0.2484841870879437	0.9267145304170862
GSE148059	original_late_neuron	repaired_statfree	unadjusted	COMPLETED	observational_HC3	-0.0009399181623477553	0.4429817339355968	-0.0033412254924175032	0.0014613891677219928	3.0	3.0	77	74.0	3.6679022544871023			0.8094711171035373	COMPLETED	observational_HC3	-0.0004640982107162	0.554570252845189	-0.0020034049077497	0.0010752084863172	3	3	77	74	3.6679022544871023	0.0	8	unchanged_Batch01_cached_score		0.8613855960355479
GSE148059	original_late_neuron	repaired_statfree	proxy_adjusted	COMPLETED	observational_HC3	0.00016979805543760042	0.7818360943231022	-0.0010319553685578296	0.0013715514794330303	5.0	5.0	77	72.0	5.251844318993566	0.24848418708794373		0.9186039994726428	COMPLETED	observational_HC3	0.0002287617150482	0.5668022815623971	-0.0005540426533036	0.0010115660834	5	5	77	72	5.251844318993566	0.0006928599257644	8	unchanged_Batch01_cached_score	0.2484841870879437	0.8097175450891387
GSE148059	original_severity	repaired_statfree	unadjusted	COMPLETED	observational_HC3	-0.0005137078967676392	0.5846180290192213	-0.002355555162016794	0.0013281393684815156	3.0	3.0	77	74.0	3.6679022544871023			0.8094711171035373	COMPLETED	observational_HC3	-0.0005590583596726	0.5275068488574459	-0.0022933188687231	0.0011752021493779	3	3	77	74	3.6679022544871023	0.0	8	unchanged_Batch01_cached_score		0.8613855960355479
GSE148059	original_severity	repaired_statfree	proxy_adjusted	COMPLETED	observational_HC3	-0.0008500744828139198	0.33165944833126626	-0.0025663447998923606	0.0008661958342645211	5.0	5.0	77	72.0	5.251844318993566	0.24848418708794373		0.7462337587453491	COMPLETED	observational_HC3	-0.0008565556358617	0.3051157852432671	-0.0024935894127749	0.0007804781410514	5	5	77	72	5.251844318993566	-0.0002974972761891	8	unchanged_Batch01_cached_score	0.2484841870879437	0.7013172294995271
GSE148059	original_xenium	repaired_statfree	unadjusted	COMPLETED	observational_HC3	0.001284301876461632	0.2578541211942642	-0.000940386792879675	0.0035089905458029393	3.0	3.0	77	74.0	3.6679022544871023			0.7735623635827926	COMPLETED	observational_HC3	0.0012803948479413	0.2594594350285601	-0.0009450154552856	0.0035058051511684	3	3	77	74	3.6679022544871023	0.0	8	unchanged_Batch01_cached_score		0.8613855960355479
GSE148059	original_xenium	repaired_statfree	proxy_adjusted	COMPLETED	observational_HC3	0.001350401782973129	0.24576436151504621	-0.0009298957303117167	0.003630699296257975	5.0	5.0	77	72.0	5.251844318993566	0.24848418708794373		0.7462337587453491	COMPLETED	observational_HC3	0.0013471198514724	0.2471364246494551	-0.0009342519637366	0.0036284916666815	5	5	77	72	5.251844318993566	6.672500353109415e-05	8	unchanged_Batch01_cached_score	0.2484841870879437	0.7013172294995271
GSE148059	severity_neuron_residual	repaired_statfree	unadjusted	COMPLETED	observational_HC3	-0.0006076377689057308	0.5768825022082253	-0.002742166969066058	0.0015268914312545968	3.0	3.0	77	74.0	3.6679022544871023			0.8094711171035373	COMPLETED	observational_HC3	-0.0007433266273489	0.4960878995496138	-0.0028837456871516	0.0013970924324537	3	3	77	74	3.6679022544871023	0.0	8	unchanged_Batch01_cached_score		0.8613855960355479
GSE148059	severity_neuron_residual	repaired_statfree	proxy_adjusted	COMPLETED	observational_HC3	-0.0010378861109197146	0.2978540678074114	-0.0029919004795018423	0.0009161282576624129	5.0	5.0	77	72.0	5.251844318993566	0.24848418708794373		0.7462337587453491	COMPLETED	observational_HC3	-0.0011911650896743	0.2328093368791233	-0.0031478630748245	0.0007655328954757	5	5	77	72	5.251844318993566	-0.0004478384623254	8	unchanged_Batch01_cached_score	0.2484841870879437	0.7013172294995271
GSE148059	severity_neuron_shared_concordant_core	repaired_statfree	unadjusted	NOT_EVALUABLE	cached_response_missing_no_imputation							77				77.0		COMPLETED	observational_HC3	-0.0003165079127408	0.7212015574780171	-0.0020548803382687	0.001421864512787	3	3	77	74	3.6679022544871023	0.0	8	unchanged_Batch01_cached_score		0.8999171054380428
GSE148059	severity_neuron_shared_concordant_core	repaired_statfree	proxy_adjusted	NOT_EVALUABLE	cached_response_missing_no_imputation							77				77.0		COMPLETED	observational_HC3	-0.0001681575454098	0.8516838884505397	-0.0019309116461366	0.0015945965553169	5	5	77	72	5.251844318993566	0.000148350367331	8	unchanged_Batch01_cached_score	0.2484841870879437	0.9267145304170862
