status_new	status_reason_new	n_total_new	n_positive_new	n_negative_new	positive_mean_new	negative_mean_new	mean_difference_new	mean_difference_ci_low_new	mean_difference_ci_high_new	effect_type_new	effect_new	effect_ci_low_new	effect_ci_high_new	permutation_one_sided_p_new	permutation_two_sided_p_new	permutation_iterations_new	bootstrap_iterations_new	loo_all_positive_new	loo_min_effect_new	loo_max_effect_new	cohort	mapping_set	module_id	module_display_new	test_family	endpoint_new	positive_direction_new	permutation_one_sided_bh_q_new	permutation_two_sided_bh_q_new	version	status_old	status_reason_old	n_total_old	n_positive_old	n_negative_old	positive_mean_old	negative_mean_old	mean_difference_old	mean_difference_ci_low_old	mean_difference_ci_high_old	effect_type_old	effect_old	effect_ci_low_old	effect_ci_high_old	permutation_one_sided_p_old	permutation_two_sided_p_old	permutation_iterations_old	bootstrap_iterations_old	loo_all_positive_old	loo_min_effect_old	loo_max_effect_old	module_display_old	endpoint_old	positive_direction_old	permutation_one_sided_bh_q_old	permutation_two_sided_bh_q_old
COMPLETED		77								Spearman_rho	0.0384113410462788	-0.1934529745253822	0.2671533464283463	0.3702962970370296	0.7394726052739473	100000	5000	True	0.0116197107914667	0.0668133370509336	GSE148059	primary_unambiguous	original_late_allcell	Original late all-cell	GSE148059_dMFD_ordinal	Regenerator < Intermediate < Degenerator	positive rho with degeneration order	0.7782022179778202	0.7900420995790042	repaired_inherited	COMPLETED		77								Spearman_rho	0.0391097290653021	-0.1917094982427433	0.26743910428717	0.3679363206367936	0.7349126508734912	100000	5000	True	0.0123459427159333	0.0675395689754002	Original late all-cell	Regenerator < Intermediate < Degenerator	positive rho with degeneration order	0.7415425845741542	0.9330306696933032
COMPLETED		49	22.0	27.0	0.0638988127215633	0.0639569119737934	-5.809925223008994e-05	-0.0028774930020938	0.0027484799804578	Hedges_g	-0.0108096883571184	-0.5416058352159657	0.5685649539241274	0.5141148588514115	0.970540294597054	100000	5000	False	-0.0004913382977403	0.0003944547554512	GSE148059	primary_unambiguous	original_late_allcell	Original late all-cell	GSE148059_Degenerator_vs_Regenerator	Degenerator vs Regenerator	higher in Degenerator	0.7834221657783422	0.989790102098979	repaired_inherited	COMPLETED		49	22.0	27.0	0.063483006339958	0.0635411819675745	-5.817562761653572e-05	-0.0028529550127439	0.0027207642367488	Hedges_g	-0.0109219657467368	-0.5418005534663048	0.5678907496831226	0.5142348576514235	0.9703502964970352	100000	5000	False	-0.0004880858971496	0.0003909173455894	Original late all-cell	Degenerator vs Regenerator	higher in Degenerator	0.7509324906750933	0.980750192498075
COMPLETED		77								Spearman_rho	-0.0676039602414508	-0.312902864867926	0.1746698835393254	0.7205527944720552	0.5590244097559024	100000	5000	False	-0.095543071982835	-0.0395000338290686	GSE148059	primary_unambiguous	original_late_neuron	Original late neuron	GSE148059_dMFD_ordinal	Regenerator < Intermediate < Degenerator	positive rho with degeneration order	0.7782022179778202	0.7900420995790042	repaired_inherited	COMPLETED		77								Spearman_rho	-0.0192056705231394	-0.2650404537259439	0.2212051494718524	0.5655143448565514	0.8700812991870082	100000	5000	False	-0.0472050750903335	0.0088827827271111	Original late neuron	Regenerator < Intermediate < Degenerator	positive rho with degeneration order	0.7415425845741542	0.9330306696933032
COMPLETED		49	22.0	27.0	-0.086563949992468	-0.0856213992501025	-0.0009425507423654	-0.0032211755625688	0.0013914564214404	Hedges_g	-0.2111772825983851	-0.7244199645979473	0.3431896551061683	0.7686123138768612	0.4606153938460615	100000	5000	False	-0.001296201759061	-0.0004725915930345	GSE148059	primary_unambiguous	original_late_neuron	Original late neuron	GSE148059_Degenerator_vs_Regenerator	Degenerator vs Regenerator	higher in Degenerator	0.7834221657783422	0.8388430401410272	repaired_inherited	COMPLETED		49	22.0	27.0	-0.0517018732971214	-0.0512377750864052	-0.0004640982107162	-0.001952701813908	0.0010176865170386	Hedges_g	-0.1616379220881507	-0.6533638088552919	0.4005636264085838	0.7119428805711943	0.5724342756572435	100000	5000	False	-0.0006790789868923	-0.0001330918106256	Original late neuron	Degenerator vs Regenerator	higher in Degenerator	0.7509324906750933	0.9540571260954058
COMPLETED		77								Spearman_rho	-0.0863905979531763	-0.2775511583379689	0.1113625882039135	0.7740722592774072	0.4540654593454065	100000	5000	False	-0.1163339237026896	-0.0642002758149309	GSE148059	primary_unambiguous	original_severity	Original neuron severity	GSE148059_dMFD_ordinal	Regenerator < Intermediate < Degenerator	positive rho with degeneration order	0.7782022179778202	0.7900420995790042	repaired_inherited	COMPLETED		77								Spearman_rho	-0.0988917434936925	-0.2880146654145888	0.098085980550543	0.8055319446805532	0.3910460895391046	100000	5000	False	-0.129069304502934	-0.0769356566151753	Original neuron severity	Regenerator < Intermediate < Degenerator	positive rho with degeneration order	0.8123618763812361	0.9330306696933032
COMPLETED		49	22.0	27.0	0.0084628706170891	0.0089895986862158	-0.0005267280691267	-0.0022970657572303	0.0012750204437118	Hedges_g	-0.1577105397924795	-0.7754438006366252	0.3717764432095758	0.7109028909710903	0.5807441925580744	100000	5000	False	-0.0008679850026596	-0.0002135645858981	GSE148059	primary_unambiguous	original_severity	Original neuron severity	GSE148059_Degenerator_vs_Regenerator	Degenerator vs Regenerator	higher in Degenerator	0.7834221657783422	0.8388430401410272	repaired_inherited	COMPLETED		49	22.0	27.0	0.0096381159634144	0.010197174323087	-0.0005590583596726	-0.0021959095480503	0.0011298668988759	Hedges_g	-0.1781403264636656	-0.797949143438069	0.3529389464462761	0.7355326446735533	0.5322846771532285	100000	5000	False	-0.0008733201904141	-0.0002850105617692	Original neuron severity	Degenerator vs Regenerator	higher in Degenerator	0.7509324906750933	0.9540571260954058
COMPLETED		77								Spearman_rho	0.1066438505048506	-0.1057408254930587	0.31601215266609	0.1752582474175258	0.3560764392356076	100000	5000	True	0.0792181392471826	0.1353115321666298	GSE148059	primary_unambiguous	original_xenium	Original Xenium	GSE148059_dMFD_ordinal	Regenerator < Intermediate < Degenerator	positive rho with degeneration order	0.7782022179778202	0.7900420995790042	repaired_inherited	COMPLETED		77								Spearman_rho	0.1066438505048506	-0.1057408254930587	0.31601215266609	0.1752582474175258	0.3560764392356076	100000	5000	True	0.0792181392471826	0.1353115321666298	Original Xenium	Regenerator < Intermediate < Degenerator	positive rho with degeneration order	0.7415425845741542	0.9330306696933032
COMPLETED		49	22.0	27.0	-0.2175280495886271	-0.2188084444365684	0.0012803948479413	-0.0008855930752478	0.0034638166909278	Hedges_g	0.3226643890415834	-0.2264002970595797	0.8951656472698515	0.1305186948130518	0.2581774182258177	100000	5000	True	0.0008029571397036	0.0016166369701924	GSE148059	primary_unambiguous	original_xenium	Original Xenium	GSE148059_Degenerator_vs_Regenerator	Degenerator vs Regenerator	higher in Degenerator	0.5873341266587334	0.8388430401410272	repaired_inherited	COMPLETED		49	22.0	27.0	-0.2175280495886271	-0.2188084444365685	0.0012803948479413	-0.0008855930752478	0.0034638166909278	Hedges_g	0.322664389041597	-0.2264002970595737	0.8951656472698513	0.1305186948130518	0.2581774182258177	100000	5000	True	0.0008029571397036	0.0016166369701924	Original Xenium	Degenerator vs Regenerator	higher in Degenerator	0.6525934740652594	0.9540571260954058
COMPLETED		77								Spearman_rho	-0.0880667291988321	-0.2793229071963287	0.1025656714555296	0.7782022179778202	0.4443455565444346	100000	5000	False	-0.119532307008687	-0.0674858877565465	GSE148059	primary_unambiguous	severity_neuron_residual	Severity residual	GSE148059_dMFD_ordinal	Regenerator < Intermediate < Degenerator	positive rho with degeneration order	0.7782022179778202	0.7900420995790042	repaired_inherited	COMPLETED		77								Spearman_rho	-0.1021043283811995	-0.2926814109926302	0.090128195434351	0.8123618763812361	0.3749662503374966	100000	5000	False	-0.1340267986272301	-0.0819803793750895	Severity residual	Regenerator < Intermediate < Degenerator	positive rho with degeneration order	0.8123618763812361	0.9330306696933032
COMPLETED		49	22.0	27.0	0.0131994414398649	0.0138038217626103	-0.0006043803227454	-0.0026284501713905	0.0015558710592611	Hedges_g	-0.1567624340582977	-0.798191862106841	0.3857085077866412	0.7094129058709413	0.5811141888581114	100000	5000	False	-0.0010233620904906	-0.0002830869747858	GSE148059	primary_unambiguous	severity_neuron_residual	Severity residual	GSE148059_Degenerator_vs_Regenerator	Degenerator vs Regenerator	higher in Degenerator	0.7834221657783422	0.8388430401410272	repaired_inherited	COMPLETED		49	22.0	27.0	0.0101094760673158	0.0108528026946648	-0.0007433266273489	-0.0027654440253898	0.0014150062727923	Hedges_g	-0.1922410134506108	-0.8390285734708197	0.3501862464200479	0.7509324906750933	0.4975250247497525	100000	5000	False	-0.0011509475545822	-0.0004377487048639	Severity residual	Degenerator vs Regenerator	higher in Degenerator	0.7509324906750933	0.9540571260954058
NOT_EVALUABLE	insufficient finite participants or outcome levels	0								Spearman_rho						0	0	False			GSE148059	primary_unambiguous	severity_neuron_shared_concordant_core	Severity shared neuronal core	GSE148059_dMFD_ordinal	Regenerator < Intermediate < Degenerator	positive rho with degeneration order			repaired_inherited	COMPLETED		77								Spearman_rho	-0.0157137304280231	-0.2354250380554995	0.2027224481032003	0.5535444645553544	0.891661083389166	100000	5000	False	-0.0440096546226801	0.0122120089865357	Severity shared neuronal core	Regenerator < Intermediate < Degenerator	positive rho with degeneration order	0.7415425845741542	0.9330306696933032
NOT_EVALUABLE	fewer than two finite participants in one or both groups	0	0.0	0.0						Hedges_g						0	0	False			GSE148059	primary_unambiguous	severity_neuron_shared_concordant_core	Severity shared neuronal core	GSE148059_Degenerator_vs_Regenerator	Degenerator vs Regenerator	higher in Degenerator			repaired_inherited	COMPLETED		49	22.0	27.0	0.0195519649646568	0.0198684728773977	-0.0003165079127408	-0.0019495595011491	0.0012829267280817	Hedges_g	-0.1034456859222454	-0.6737187434567309	0.434318924380176	0.6410835891641083	0.7159228407715923	100000	5000	False	-0.0006110611854939	-4.872769996809925e-05	Severity shared neuronal core	Degenerator vs Regenerator	higher in Degenerator	0.7509324906750933	0.9590029099709004
COMPLETED		35	18.0	17.0	0.0069507697849652	0.0141112808925882	-0.0071605111076229	-0.0163438271657097	0.0018769888875463	Hedges_g	-0.4738511341407125	-1.197516082126007	0.1304890361839679	0.918410815891841	0.1625783742162578	100000	5000	False	-0.0092038360368443	-0.0051586140227645	GSE24290	primary_unambiguous	late_allcell_residual	Late all-cell residual	GSE24290_progression	Progressive vs Non-progressive	higher in Progressive	0.936330636693633	0.3728212717872821	repaired_statfree	COMPLETED		35	18.0	17.0	0.0080932088575763	0.0152103843475136	-0.0071171754899373	-0.0162928788301039	0.0019112974964092	Hedges_g	-0.4726354695022726	-1.195694651347613	0.1305114394743688	0.9179308206917932	0.1636283637163628	100000	5000	False	-0.0091527559551925	-0.0051370566876856	Late all-cell residual	Progressive vs Non-progressive	higher in Progressive	0.9356706432935672	0.4150458495415046
COMPLETED		35	18.0	17.0	-0.0253828367449327	-0.0259101921784833	0.0005273554335506	-0.0058352530153365	0.0069249531901878	Hedges_g	0.050772274884751	-0.6383399144830012	0.6929004868709673	0.4376856231437686	0.8772212277877222	100000	5000	False	-0.0006187172612502	0.0015107932096801	GSE24290	primary_unambiguous	late_neuron_residual	Late neuron residual	GSE24290_progression	Progressive vs Non-progressive	higher in Progressive	0.936330636693633	0.8825411745882541	repaired_statfree	COMPLETED		35	18.0	17.0	-0.0182929096285208	-0.0192538655505601	0.0009609559220393	-0.0024180217019448	0.0044545391640682	Hedges_g	0.1726087583089291	-0.4878192156161647	0.8266559409650228	0.3009269907300927	0.6033439665603344	100000	5000	True	0.0002924483201478	0.0015736704032828	Late neuron residual	Progressive vs Non-progressive	higher in Progressive	0.9356706432935672	0.754179958200418
