endpoint	background	family	sample_id	parent_score	core_contribution	residual_contribution	excluded_contribution	restricted_score
original_JCI_sural_severe_moderate	statfree	late_allcell	S30	0.1300097371998261	-0.0020053391475294	0.1254179988931552	0.0065970774542004	0.1299756087867111
original_JCI_sural_severe_moderate	statfree	late_allcell	S31	0.0684060489234598	-0.0042401210276534	0.066777339287429	0.0058688306636844	0.0677074399358445
original_JCI_sural_severe_moderate	statfree	late_allcell	S33	0.0979183352882271	-0.0029386510483814	0.0947653601055806	0.0060916262310279	0.0976777355116622
original_JCI_sural_severe_moderate	statfree	late_allcell	S34	0.096905361313632	-0.0031907191616524	0.0940779029132775	0.0060181775620069	0.0967383078321377
original_JCI_sural_severe_moderate	statfree	late_neuron	S8	-0.0998898073939038	0.0682198278762421	-0.1452395188313806	-0.0228701164387653	-0.0996608650818679
original_JCI_sural_severe_moderate	statfree	late_neuron	S10	-0.0730934264208996	0.0802419931251774	-0.1287860007777055	-0.0245494187683714	-0.0694340576554389
original_JCI_sural_severe_moderate	statfree	late_neuron	S11	-0.0917182280004018	0.0655072833462606	-0.1306171715299864	-0.0266083398166759	-0.0869325573414714
original_JCI_sural_severe_moderate	statfree	late_neuron	S12	-0.0989669860343035	0.0723334665140154	-0.1467739639762921	-0.0245264885720269	-0.0968146902289654
original_JCI_sural_severe_moderate	statfree	late_neuron	S13	-0.0848137164148975	0.0820045641681471	-0.1389035147910685	-0.0279147657919761	-0.0783022619562092
original_JCI_sural_severe_moderate	statfree	late_neuron	S14	-0.1006010416597908	0.0708479871491068	-0.1445351275009225	-0.0269139013079751	-0.0959943146582482
original_JCI_sural_severe_moderate	statfree	late_neuron	S18	-0.1101856543798579	0.0622293387108707	-0.1495361967557639	-0.0228787963349648	-0.1105545488573975
original_JCI_sural_severe_moderate	statfree	late_neuron	S19	-0.0977637069456213	0.0663003003371338	-0.1389024659788297	-0.0251615413039254	-0.0942860980546253
original_JCI_sural_severe_moderate	statfree	late_neuron	S20	-0.0989493512109064	0.0713042923094469	-0.1431225313504961	-0.0271311121698573	-0.0941874305114082
original_JCI_sural_severe_moderate	statfree	late_neuron	S21	-0.0702185027686836	0.089166209212123	-0.131477954927296	-0.0279067570535106	-0.0629924269601553
original_JCI_sural_severe_moderate	statfree	late_neuron	S22	-0.0902403284077005	0.0757254238129161	-0.1455839458971499	-0.0203818063234667	-0.091986001333736
original_JCI_sural_severe_moderate	statfree	late_neuron	S25	-0.0989840810580552	0.0728188490187534	-0.1442711428971413	-0.0275317871796672	-0.093818595216682
original_JCI_sural_severe_moderate	statfree	late_neuron	S28	-0.0753861566570653	0.090743854748429	-0.1383199934268412	-0.0278100179786531	-0.0684412919775055
original_JCI_sural_severe_moderate	statfree	late_neuron	S30	-0.0858500742649373	0.0854697453915724	-0.1439531085448337	-0.0273667111116759	-0.0798912738180056
