program	celltype	contrast	minimum_nuclei	n_case_new	n_control_new	status_new	reason_new	p_new	effect_new	ci_low_new	ci_high_new	rank_new	columns_new	residual_df_new	q_new	n_case_old	n_control_old	status_old	reason_old	p_old	effect_old	ci_low_old	ci_high_old	rank_old	columns_old	residual_df_old	q_old
original_early_allcell	Endoneurial	CIDP_minus_CTRL	30	9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0		9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0	
original_early_allcell	Endoneurial	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.8167405586287618	0.0088926372709517	-0.0663179720479211	0.0841032465898246	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.7398663593306312	0.0101089363803532	-0.0495637791201845	0.069781651880891	6.0	6.0	9.0	0.992439062865758
original_early_allcell	Endoneurial	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
original_early_allcell	Epineurial	CIDP_minus_CTRL	30	9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0		9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0	
original_early_allcell	Epineurial	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.8980359464537965	-0.0052546710452093	-0.0856256637340139	0.0751163216435953	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.7372900474847095	-0.0109216781403609	-0.0747358601616065	0.0528925038808847	6.0	6.0	9.0	0.992439062865758
original_early_allcell	Epineurial	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
original_early_allcell	Granulocyte	CIDP_minus_CTRL	30	0	0	NOT_EVALUABLE	fewer_than_four_donors_per_group									0	0	NOT_EVALUABLE	fewer_than_four_donors_per_group								
original_early_allcell	Granulocyte	CIAP_minus_CTRL	30	2	0	NOT_EVALUABLE	fewer_than_four_donors_per_group									2	0	NOT_EVALUABLE	fewer_than_four_donors_per_group								
original_early_allcell	Granulocyte	VN_minus_CTRL	30	0	0	NOT_EVALUABLE	fewer_than_four_donors_per_group									0	0	NOT_EVALUABLE	fewer_than_four_donors_per_group								
original_early_allcell	Lymphatic_endothelial	CIDP_minus_CTRL	30	4	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									4	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
original_early_allcell	Lymphatic_endothelial	CIAP_minus_CTRL	30	6	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									6	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
original_early_allcell	Lymphatic_endothelial	VN_minus_CTRL	30	0	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									0	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
original_early_allcell	Lymphoid	CIDP_minus_CTRL	30	8	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	6.0		8	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	6.0	
original_early_allcell	Lymphoid	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.7502039815013734	0.0120282722006609	-0.0620206331974243	0.0860771775987462	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.8081738244014668	0.0076023377482486	-0.0537707132309196	0.0689753887274169	6.0	6.0	9.0	0.992439062865758
original_early_allcell	Lymphoid	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
original_early_allcell	Macrophage	CIDP_minus_CTRL	30	9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0		9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0	
original_early_allcell	Macrophage	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.9687516491692084	0.0015290101117302	-0.074970797191727	0.0780288174151874	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.8993595052167916	-0.0044597148343053	-0.0735737057640749	0.0646542760954643	6.0	6.0	9.0	0.992439062865758
original_early_allcell	Macrophage	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
original_early_allcell	Mast	CIDP_minus_CTRL	30	6	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									6	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
original_early_allcell	Mast	CIAP_minus_CTRL	30	7	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									7	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
original_early_allcell	Mast	VN_minus_CTRL	30	0	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									0	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
original_early_allcell	Mural	CIDP_minus_CTRL	30	9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0		9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0	
original_early_allcell	Mural	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.9780558661624436	-0.0014142718508606	-0.1021881204523196	0.0993595767505982	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.992439062865758	0.000454117315749	-0.0934693436622626	0.0943775782937607	6.0	6.0	9.0	0.992439062865758
original_early_allcell	Mural	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
original_early_allcell	Perineurial	CIDP_minus_CTRL	30	9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0		9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0	
original_early_allcell	Perineurial	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.8207829079449379	-0.0122470296203921	-0.1182059565875804	0.0937118973467961	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.7849611307816897	-0.0130042366588703	-0.1064143054855909	0.0804058321678502	6.0	6.0	9.0	0.992439062865758
original_early_allcell	Perineurial	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
original_early_allcell	Schwann	CIDP_minus_CTRL	30	9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0		9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0	
original_early_allcell	Schwann	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.7748785423903874	-0.0079153065572519	-0.0621591722339931	0.0463285591194892	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.6465683328646292	-0.0098992250772019	-0.052212542457419	0.0324140923030151	6.0	6.0	9.0	0.992439062865758
original_early_allcell	Schwann	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
original_early_allcell	Vascular_endothelial	CIDP_minus_CTRL	30	9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0		9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0	
original_early_allcell	Vascular_endothelial	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.8826075479511885	-0.0040020274827788	-0.0571212920208482	0.0491172370552904	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.8379544268854658	-0.0045652573082543	-0.0483171962387699	0.0391866816222612	6.0	6.0	9.0	0.992439062865758
original_early_allcell	Vascular_endothelial	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
original_late_allcell	Adipocyte	CIDP_minus_CTRL	30	6	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									6	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
original_late_allcell	Adipocyte	CIAP_minus_CTRL	30	10	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									10	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
original_late_allcell	Adipocyte	VN_minus_CTRL	30	2	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									2	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
original_late_allcell	Endoneurial	CIDP_minus_CTRL	30	9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0		9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0	
original_late_allcell	Endoneurial	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.7391258063751116	-0.0054687776217443	-0.0376557017247259	0.0267181464812372	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.6061126266649057	-0.0083490873223328	-0.0400848283819196	0.0233866537372538	6.0	6.0	9.0	0.992439062865758
original_late_allcell	Endoneurial	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
original_late_allcell	Epineurial	CIDP_minus_CTRL	30	9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0		9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0	
original_late_allcell	Epineurial	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.1733340724483151	-0.0135242705142906	-0.0329923188028907	0.0059437777743095	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.1500457595909976	-0.0132376169036265	-0.0312630411691337	0.0047878073618805	6.0	6.0	9.0	0.992439062865758
original_late_allcell	Epineurial	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
original_late_allcell	Granulocyte	CIDP_minus_CTRL	30	0	0	NOT_EVALUABLE	fewer_than_four_donors_per_group									0	0	NOT_EVALUABLE	fewer_than_four_donors_per_group								
original_late_allcell	Granulocyte	CIAP_minus_CTRL	30	2	0	NOT_EVALUABLE	fewer_than_four_donors_per_group									2	0	NOT_EVALUABLE	fewer_than_four_donors_per_group								
original_late_allcell	Granulocyte	VN_minus_CTRL	30	0	0	NOT_EVALUABLE	fewer_than_four_donors_per_group									0	0	NOT_EVALUABLE	fewer_than_four_donors_per_group								
original_late_allcell	Lymphatic_endothelial	CIDP_minus_CTRL	30	4	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									4	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
original_late_allcell	Lymphatic_endothelial	CIAP_minus_CTRL	30	6	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									6	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
original_late_allcell	Lymphatic_endothelial	VN_minus_CTRL	30	0	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									0	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
original_late_allcell	Lymphoid	CIDP_minus_CTRL	30	8	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	6.0		8	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	6.0	
original_late_allcell	Lymphoid	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.3340994070192414	0.0195785362546136	-0.0201498388600061	0.0593069113692334	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.3216043091271788	0.0202949226024788	-0.01983690117016	0.0604267463751177	6.0	6.0	9.0	0.992439062865758
original_late_allcell	Lymphoid	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
original_late_allcell	Macrophage	CIDP_minus_CTRL	30	9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0		9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0	
original_late_allcell	Macrophage	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.530357517245523	-0.0050170324447852	-0.0206884654847722	0.0106544005952017	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.4645245432684094	-0.0073042002254166	-0.0268771268284164	0.0122687263775831	6.0	6.0	9.0	0.992439062865758
original_late_allcell	Macrophage	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
original_late_allcell	Mast	CIDP_minus_CTRL	30	6	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									6	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
original_late_allcell	Mast	CIAP_minus_CTRL	30	7	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									7	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
original_late_allcell	Mast	VN_minus_CTRL	30	0	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									0	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
original_late_allcell	Mural	CIDP_minus_CTRL	30	9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0		9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0	
original_late_allcell	Mural	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.9915782376641322	0.000163555251299	-0.0302062214986457	0.0305333320012438	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.9226919562325832	0.0014615520853551	-0.0280571010773552	0.0309802052480655	6.0	6.0	9.0	0.992439062865758
original_late_allcell	Mural	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
original_late_allcell	Perineurial	CIDP_minus_CTRL	30	9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0		9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0	
original_late_allcell	Perineurial	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.5618065383573054	-0.008426885020267	-0.0368955544428513	0.0200417844023172	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.4967509235026704	-0.009990203817643	-0.0388014578633409	0.0188210502280549	6.0	6.0	9.0	0.992439062865758
original_late_allcell	Perineurial	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
original_late_allcell	Schwann	CIDP_minus_CTRL	30	9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0		9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0	
original_late_allcell	Schwann	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.9624000746394704	0.0008716807381952	-0.0353691198217309	0.0371124812981214	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.949681446654024	-0.0011614638246971	-0.0372340690723917	0.0349111414229973	6.0	6.0	9.0	0.992439062865758
original_late_allcell	Schwann	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
original_late_allcell	Vascular_endothelial	CIDP_minus_CTRL	30	9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0		9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0	
original_late_allcell	Vascular_endothelial	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.6943055143582538	0.007084982060701	-0.0282474390976547	0.0424174032190569	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.6218760475271816	0.0086037278674318	-0.0255877311308976	0.0427951868657612	6.0	6.0	9.0	0.992439062865758
original_late_allcell	Vascular_endothelial	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
original_late_neuron	Adipocyte	CIDP_minus_CTRL	30	6	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									6	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
original_late_neuron	Adipocyte	CIAP_minus_CTRL	30	10	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									10	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
original_late_neuron	Adipocyte	VN_minus_CTRL	30	2	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									2	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
original_late_neuron	Endoneurial	CIDP_minus_CTRL	30	9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0		9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0	
original_late_neuron	Endoneurial	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.8954244966914469	-0.0042412758621341	-0.0674832721765923	0.0590007204523239	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.640324398697375	0.0095840259939894	-0.0306182969375219	0.0497863489255007	6.0	6.0	9.0	0.992439062865758
original_late_neuron	Endoneurial	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
original_late_neuron	Epineurial	CIDP_minus_CTRL	30	9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0		9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0	
original_late_neuron	Epineurial	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.7933237814195387	-0.0097561183689654	-0.0827403247732719	0.0632280880353411	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.9666319916622712	0.001142605730952	-0.0523911375523191	0.0546763490142232	6.0	6.0	9.0	0.992439062865758
original_late_neuron	Epineurial	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
original_late_neuron	Granulocyte	CIDP_minus_CTRL	30	0	0	NOT_EVALUABLE	fewer_than_four_donors_per_group									0	0	NOT_EVALUABLE	fewer_than_four_donors_per_group								
original_late_neuron	Granulocyte	CIAP_minus_CTRL	30	2	0	NOT_EVALUABLE	fewer_than_four_donors_per_group									2	0	NOT_EVALUABLE	fewer_than_four_donors_per_group								
original_late_neuron	Granulocyte	VN_minus_CTRL	30	0	0	NOT_EVALUABLE	fewer_than_four_donors_per_group									0	0	NOT_EVALUABLE	fewer_than_four_donors_per_group								
original_late_neuron	Lymphatic_endothelial	CIDP_minus_CTRL	30	4	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									4	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
original_late_neuron	Lymphatic_endothelial	CIAP_minus_CTRL	30	6	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									6	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
original_late_neuron	Lymphatic_endothelial	VN_minus_CTRL	30	0	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									0	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
original_late_neuron	Lymphoid	CIDP_minus_CTRL	30	8	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	6.0		8	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	6.0	
original_late_neuron	Lymphoid	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.9195344267381654	-0.0051534966597425	-0.1051401139527414	0.0948331206332564	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.8179313041464136	-0.0088902783617807	-0.0845815586357346	0.066801001912173	6.0	6.0	9.0	0.992439062865758
original_late_neuron	Lymphoid	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
original_late_neuron	Macrophage	CIDP_minus_CTRL	30	9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0		9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0	
original_late_neuron	Macrophage	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.6865780806078738	0.0146656422384124	-0.0565707954099659	0.0859020798867908	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.6478884557427355	0.0137738385881579	-0.0453379912498037	0.0728856684261195	6.0	6.0	9.0	0.992439062865758
original_late_neuron	Macrophage	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
original_late_neuron	Mast	CIDP_minus_CTRL	30	6	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									6	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
original_late_neuron	Mast	CIAP_minus_CTRL	30	7	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									7	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
original_late_neuron	Mast	VN_minus_CTRL	30	0	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									0	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
original_late_neuron	Mural	CIDP_minus_CTRL	30	9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0		9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0	
original_late_neuron	Mural	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.8261022369531972	0.0077939713709296	-0.0617357234884495	0.0773236662303088	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.9016175425068924	0.0035439787747314	-0.0526457084484293	0.0597336659978922	6.0	6.0	9.0	0.992439062865758
original_late_neuron	Mural	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
original_late_neuron	Perineurial	CIDP_minus_CTRL	30	9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0		9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0	
original_late_neuron	Perineurial	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.6915825212195479	-0.015146075943621	-0.0899762660549262	0.0596841141676841	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.7761675431761614	-0.0090417920476549	-0.0713721964401465	0.0532886123448367	6.0	6.0	9.0	0.992439062865758
original_late_neuron	Perineurial	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
original_late_neuron	Schwann	CIDP_minus_CTRL	30	9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0		9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0	
original_late_neuron	Schwann	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.4911002106751039	0.0129428779593536	-0.0238986104618853	0.0497843663805926	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.7579766684602707	0.0048748474688977	-0.0261323591197632	0.0358820540575588	6.0	6.0	9.0	0.992439062865758
original_late_neuron	Schwann	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
original_late_neuron	Vascular_endothelial	CIDP_minus_CTRL	30	9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0		9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0	
original_late_neuron	Vascular_endothelial	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.8975592663962129	0.0024444981899596	-0.0347695362747495	0.0396585326546689	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.672744242196331	0.0061723881427722	-0.0224689390651326	0.0348137153506771	6.0	6.0	9.0	0.992439062865758
original_late_neuron	Vascular_endothelial	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
original_severity	Adipocyte	CIDP_minus_CTRL	30	6	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									6	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
original_severity	Adipocyte	CIAP_minus_CTRL	30	10	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									10	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
original_severity	Adipocyte	VN_minus_CTRL	30	2	2	NOT_EVALUABLE	fewer_than_four_donors_per_group									2	2	NOT_EVALUABLE	fewer_than_four_donors_per_group								
original_severity	Endoneurial	CIDP_minus_CTRL	30	9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0		9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0	
original_severity	Endoneurial	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.7245542241585818	-0.0143332130859685	-0.0940558982308816	0.0653894720589445	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.7306457570474075	-0.0123346336492649	-0.0825576343442483	0.0578883670457184	6.0	6.0	9.0	0.992439062865758
original_severity	Endoneurial	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
original_severity	Epineurial	CIDP_minus_CTRL	30	9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0		9	4	NOT_EVALUABLE	residual_df_below_eight					6.0	6.0	7.0	
original_severity	Epineurial	CIAP_minus_CTRL	30	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.3736168562442893	-0.0254030161916467	-0.0813633854942158	0.0305573531109223	6.0	6.0	9.0	0.9996329437623444	11	4	COMPLETED	age_sex_center_HC3_sensitivity	0.2225053758908299	-0.0241119548997719	-0.0628518744438133	0.0146279646442694	6.0	6.0	9.0	0.992439062865758
original_severity	Epineurial	VN_minus_CTRL	30	5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center									5	4	NOT_EVALUABLE	diagnosis_fully_confounded_with_center								
original_severity	Granulocyte	CIDP_minus_CTRL	30	0	0	NOT_EVALUABLE	fewer_than_four_donors_per_group									0	0	NOT_EVALUABLE	fewer_than_four_donors_per_group								
