donor_id	program	effect	up_effect	down_effect	eligible	reason
sub-UTD-180714DHB	P8	0.0341082191237485	0.0133588834554127	-0.0207493356683358	True	
sub-UTD-180714DHB	P7	-0.0095214689166572	-0.0039483462837067	0.0055731226329505	True	
sub-UTD-180714DHB	P6	0.0109241545794057	0.007480401444712	-0.0034437531346938	True	
sub-UTD-180714DHB	P1	0.0054785938563686	0.0048712618820966	-0.0006073319742719	True	
sub-UTD-180714DHB	P2	0.0329244169555071	0.0129285311791434	-0.0199958857763636	True	
sub-UTD-180714DHB	P3	-0.0028289603891991	0.0003056774645059	0.0031346378537051	True	
sub-UTD-180714DHB	P4	0.0333563892593482	-0.0199764896850794	-0.0533328789444277	True	
sub-UTD-180714DHB	P5	-0.0562390482999651	-0.0404947763101218	0.0157442719898433	True	
sub-UTD-180714DHB	P10	0.0401351313063648	-0.0195385356587004	-0.0596736669650654	True	
sub-UTD-181030DHB	P8	0.0507757243321624	0.0203323739509236	-0.0304433503812387	True	
sub-UTD-181030DHB	P7	-0.0197199401117082	-0.0017408296710817	0.0179791104406264	True	
sub-UTD-181030DHB	P6	0.0421689358563635	0.0242370713905097	-0.0179318644658537	True	
sub-UTD-181030DHB	P1	0.0041575782351103	0.0092139048284235	0.0050563265933131	True	
sub-UTD-181030DHB	P2	0.050404371138291	0.0204013610797368	-0.0300030100585541	True	
sub-UTD-181030DHB	P3	-0.001651569025465	0.0077036624328996	0.0093552314583646	True	
sub-UTD-181030DHB	P4	0.0312237335064503	-0.0375554054466659	-0.0687791389531162	True	
sub-UTD-181030DHB	P5	-0.06633684307469	-0.0483446926865173	0.0179921503881726	True	
sub-UTD-181030DHB	P10	0.0371205718359697	-0.0398410874675836	-0.0769616593035534	True	
sub-UTD-DN0003	P8	0.0381099468909394	0.0128665342670311	-0.0252434126239084	True	
sub-UTD-DN0003	P7	-0.0137650951781559	-0.0014895527673404	0.0122755424108155	True	
sub-UTD-DN0003	P6	0.0365883259202809	0.0178937395389568	-0.0186945863813241	True	
sub-UTD-DN0003	P1	-0.0008582914566226	0.0077850507840176	0.0086433422406402	True	
sub-UTD-DN0003	P2	0.0381677109591257	0.0131923868786611	-0.0249753240804646	True	
sub-UTD-DN0003	P3	0.0010457702210412	0.0053459627498022	0.004300192528761	True	
sub-UTD-DN0003	P4	0.0205333789624424	-0.0232132527814026	-0.043746631743845	True	
sub-UTD-DN0003	P5	-0.0316181059041689	-0.0304047379240162	0.0012133679801528	True	
sub-UTD-DN0003	P10	0.0302334996323461	-0.0206875090725242	-0.0509210087048704	True	
sub-UTD-DN0095	P8	0.0248810609672014	0.0104721080301555	-0.0144089529370458	True	
sub-UTD-DN0095	P7	-0.0083019348052437	-0.0026609550946739	0.0056409797105697	True	
sub-UTD-DN0095	P6	0.0094900496287524	0.0077231588924321	-0.0017668907363203	True	
sub-UTD-DN0095	P1	0.0075619036841263	0.0068850679795702	-0.000676835704556	True	
sub-UTD-DN0095	P2	0.0240440224961928	0.0102735702427911	-0.0137704522534016	True	
sub-UTD-DN0095	P3	-0.002630120581997	0.0014169994673221	0.0040471200493192	True	
sub-UTD-DN0095	P4	0.0265750563224008	-0.0115564035814177	-0.0381314599038185	True	
sub-UTD-DN0095	P5	-0.0125393475080616	-0.0067679295921155	0.005771417915946	True	
sub-UTD-DN0095	P10	0.0299154769327508	-0.0128981844091326	-0.0428136613418834	True	
sub-UTD-DN0106	P8	0.026051454117888	0.0111748129496705	-0.0148766411682174	True	
sub-UTD-DN0106	P7	-0.0110273064573577	-0.0055400447744206	0.005487261682937	True	
sub-UTD-DN0106	P6	0.0125503515225583	0.0104004980172287	-0.0021498535053295	True	
sub-UTD-DN0106	P1	0.0066591919120417	0.0066486766002402	-1.051531180157328e-05	True	
sub-UTD-DN0106	P2	0.0250888657969514	0.0109520943805599	-0.0141367714163914	True	
sub-UTD-DN0106	P3	-0.0026284488694718	0.0009857702161187	0.0036142190855905	True	
sub-UTD-DN0106	P4	0.0303783406359244	-0.0101458156452689	-0.0405241562811932	True	
sub-UTD-DN0106	P5	-0.035082001794822	-0.0216344336518798	0.0134475681429421	True	
sub-UTD-DN0106	P10	0.0337168765333684	-0.0110850746938594	-0.0448019512272279	True	
sub-UTD-DN0134	P8	0.0260387519298131	0.0108992194669754	-0.0151395324628376	True	
sub-UTD-DN0134	P7	-0.0037509279808539	0.0009843204767852	0.0047352484576392	True	
sub-UTD-DN0134	P6	0.0156408189507901	0.0102342316534957	-0.0054065872972945	True	
sub-UTD-DN0134	P1	0.0031059158965005	0.0063415479325392	0.0032356320360386	True	
sub-UTD-DN0134	P2	0.0255122888679952	0.0108173490319351	-0.0146949398360601	True	
sub-UTD-DN0134	P3	0.0021064684540471	0.0047404843906551	0.0026340159366079	True	
sub-UTD-DN0134	P4	0.0207305883497105	-0.0138906240731851	-0.0346212124228956	True	
sub-UTD-DN0134	P5	-0.0135352843698086	-0.0077210886133889	0.0058141957564197	True	
sub-UTD-DN0134	P10	0.0246847430649284	-0.0139559092553536	-0.0386406523202821	True	
sub-UTD-180714DHB	P9				False	RNA full score ineligible: seven source-down members
sub-UTD-181030DHB	P9				False	RNA full score ineligible: seven source-down members
sub-UTD-DN0003	P9				False	RNA full score ineligible: seven source-down members
sub-UTD-DN0095	P9				False	RNA full score ineligible: seven source-down members
sub-UTD-DN0106	P9				False	RNA full score ineligible: seven source-down members
sub-UTD-DN0134	P9				False	RNA full score ineligible: seven source-down members
