raw_feature_rows	rna_library_columns	resolved_rows	all_zero_rows	included_rows_before_duplicate_aggregation	eligible_unique_geneids	program_geneids_in_background	nonprogram_geneids_in_background	historical_program_limited_background	aggregation	ranking
56609	15	36685	13420	29408	29373	3993	25380	3728	median_by_GeneID	average_percentile_over_all_eligible_geneids
