target_id	expression_source	module_id	sample_id	group	score
DPN_vs_control	quantile_normalized_TPM_sensitivity	original_severity	C5	Control	-0.03498482488531099
DPN_vs_control	quantile_normalized_TPM_sensitivity	original_severity	C6	Control	-0.038013577283180444
DPN_vs_control	quantile_normalized_TPM_sensitivity	original_severity	S38	DPN	-0.039780701468027244
DPN_vs_control	quantile_normalized_TPM_sensitivity	original_severity	S39	DPN	-0.05887907773823664
DPN_vs_control	quantile_normalized_TPM_sensitivity	original_severity	S40	DPN	-0.0624503644598311
DPN_vs_control	quantile_normalized_TPM_sensitivity	original_severity	S42	DPN	-0.05090303596147849
DPN_vs_control	quantile_normalized_TPM_sensitivity	original_severity	S43	DPN	-0.05021998067422315
DPN_vs_control	quantile_normalized_TPM_sensitivity	original_severity	S44	DPN	-0.06933079770925342
DPN_vs_control	quantile_normalized_TPM_sensitivity	original_early_allcell	C1	Control	0.020765950983158553
DPN_vs_control	quantile_normalized_TPM_sensitivity	original_early_allcell	C2	Control	0.010041485218543679
DPN_vs_control	quantile_normalized_TPM_sensitivity	original_early_allcell	C3	Control	0.008554032073545742
DPN_vs_control	quantile_normalized_TPM_sensitivity	original_early_allcell	C4	Control	0.09236091848409585
DPN_vs_control	quantile_normalized_TPM_sensitivity	original_early_allcell	C5	Control	0.026372375936405276
DPN_vs_control	quantile_normalized_TPM_sensitivity	original_early_allcell	C6	Control	-0.0023229708725229017
DPN_vs_control	quantile_normalized_TPM_sensitivity	original_early_allcell	S38	DPN	-0.07727371068769862
DPN_vs_control	quantile_normalized_TPM_sensitivity	original_early_allcell	S39	DPN	-0.028826047725397264
DPN_vs_control	quantile_normalized_TPM_sensitivity	original_early_allcell	S40	DPN	-0.014503462342330811
DPN_vs_control	quantile_normalized_TPM_sensitivity	original_early_allcell	S42	DPN	-0.04881153648171679
DPN_vs_control	quantile_normalized_TPM_sensitivity	original_early_allcell	S43	DPN	-0.01152906963907642
DPN_vs_control	quantile_normalized_TPM_sensitivity	original_early_allcell	S44	DPN	-0.052859258685365965
DPN_vs_control	quantile_normalized_TPM_sensitivity	original_xenium	C1	Control	-0.1910120590936098
DPN_vs_control	quantile_normalized_TPM_sensitivity	original_xenium	C2	Control	-0.23345554475233618
DPN_vs_control	quantile_normalized_TPM_sensitivity	original_xenium	C3	Control	-0.17215774050667096
DPN_vs_control	quantile_normalized_TPM_sensitivity	original_xenium	C4	Control	-0.2730241924593528
DPN_vs_control	quantile_normalized_TPM_sensitivity	original_xenium	C5	Control	-0.2659826878409767
DPN_vs_control	quantile_normalized_TPM_sensitivity	original_xenium	C6	Control	-0.27040390536379844
DPN_vs_control	quantile_normalized_TPM_sensitivity	original_xenium	S38	DPN	-0.17176105979581915
DPN_vs_control	quantile_normalized_TPM_sensitivity	original_xenium	S39	DPN	-0.1425191081942419
DPN_vs_control	quantile_normalized_TPM_sensitivity	original_xenium	S40	DPN	-0.29083346837357527
DPN_vs_control	quantile_normalized_TPM_sensitivity	original_xenium	S42	DPN	-0.10630232809377192
DPN_vs_control	quantile_normalized_TPM_sensitivity	original_xenium	S43	DPN	-0.1188587073948037
DPN_vs_control	quantile_normalized_TPM_sensitivity	original_xenium	S44	DPN	-0.15089936801166748
