gene	direction	source_log2fc	module_id	source_contrast	audit_only	direction_source_a	direction_source_b	source_a_log2fc	source_b_log2fc
ELAPOR2	up	1.01272176106025	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
ELMSAN1	down	-0.614639427061566	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
ENSG00000112096	up	1.36054932371586	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
ENSG00000130723	up	0.757009310913228	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
ENSG00000177946	up	1.40291328575407	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
ENSG00000189366	up	1.37297600000253	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
ENSG00000221995	up	0.63302903522882	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
ENSG00000239521	up	1.08547765946854	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
ENSG00000280071	up	1.24876126404281	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
ENSG00000280433	up	1.19847647441586	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
ENSG00000284691	up	1.38712133372635	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
ENSG00000285053	up	1.13698910903688	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
ENTREP1	up	2.03781750845182	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
ENTREP2	up	0.990960601863931	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
ENTREP3	up	0.960992942616559	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
EOLA1	up	1.30323328328853	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
EPRS1	up	0.60311844880206	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
FAM189B	down	-0.807152898158784	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
FHIP1B	up	0.839582085356669	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
FHIP2A	up	0.990969574934779	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
GARIN5A	up	1.73622461114986	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
GARS1	up	1.5693198181162	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
GBA	down	-0.712131621616014	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
GBA1	up	1.05690779249178	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
GFUS	up	1.4204635976319	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
H1-10	up	1.26509913152666	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
H1FX	down	-1.10442318658918	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
H2AC25	up	0.58774317626836	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
H2AC6	up	0.615277307678366	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
H2AFY	down	-0.703961314817589	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
H2AX	up	2.09074321288174	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
H2BC26	up	1.09154011001927	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
HAPSTR1	up	0.905329788340966	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
HARS	down	-0.797964408987567	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
HARS1	up	1.23995154768789	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
IARS1	up	1.44361398315459	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
IFTAP	up	1.07755169626892	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
KARS1	up	1.38507951208019	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
KCNC2	down	-0.717576984411597	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
KIAA1324	down	-0.621474224560542	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
LARS1	up	0.775981857918778	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
LASP1NB	up	1.32768781550641	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
LDAF1	up	1.54890592741809	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
MARCH1	down	-0.83496807771815	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
MARCH11	down	-0.595453180202255	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
MARCH4	down	-0.669095185690901	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
MARCHF2	up	1.48118158439611	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
MARCHF5	up	1.1336198267906	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
MARCHF6	up	0.946803004162149	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
MARCHF8	up	1.77290806384045	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
MARCHF9	up	1.37453632615153	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
MATCAP1	up	1.68022096423895	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
METTL13	up	0.902345836338734	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
MTARC1	up	0.862899090144487	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
MYG1	up	1.392237136379	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
NARS1	up	1.10238210691538	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
NHERF1	up	1.21728900825394	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
NHERF2	up	1.14287091971176	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
NTAQ1	up	1.6090183620918	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
P2RY12	down	-0.714215164021857	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
PALM2AKAP2	up	1.00103499674878	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
PALS1	up	1.01593941250296	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
PALS2	up	0.905055705649532	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
PEDS1	up	1.42118984657773	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
PGAP4	up	1.28604147025357	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
PHAF1	up	0.912166480308134	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
PHB1	up	1.82606966544968	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
PIERCE2	up	0.587370585090675	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
PSME3IP1	up	1.09465842888364	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
PTGR3	up	1.40295112115515	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
QARS	down	-0.646667732448213	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
QARS1	up	0.928940659505179	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
RALGDS	up	0.759812148091567	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
RIGI	up	1.12226399795748	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
RIMOC1	up	0.878004871343074	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
RUSF1	up	0.911953827679339	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
SANBR	up	1.26761341858108	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
SARS1	up	1.19090412808816	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
SKIC3	up	0.836750779619265	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
SKIC8	up	0.808098428146926	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
SLC9A3R1	down	-1.34073811436518	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
SLC9A3R2	down	-0.724278848869842	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
SPRING1	up	1.26556909034266	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
TAFAZZIN	up	1.93773308369151	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
TARS3	up	1.05488271545453	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
TCTEX1D2	down	-0.83196292036933	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
TFRC	down	-0.660705785830845	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
TIAF1	down	-1.02171516738184	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
TMEM159	down	-0.965238972623799	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
TMEM189	down	-0.892204469772556	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
TMEM246	down	-0.88901146725129	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
TMEM8A	down	-0.742810071403107	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
TRPA1	down	-1.06791020579053	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
TSTA3	down	-0.999923064006269	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
UQCC4	up	2.39501430359064	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
VARS	down	-0.773296481859989	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
VARS1	up	0.856979660934673	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
YARS1	up	1.191807450353	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
ZFTA	up	1.43078619447119	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
ZFTRAF1	up	1.20932976276654	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
ZZZ3	up	1.04166639370544	severity_neuron_shared_concordant_core	severity_neuron_modhigh_vs_low_nageotte	False				
AATK	up	0.649857026600287	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
ABCA3	down	-0.611506431133005	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
ABHD3	up	0.670767052482152	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
ABI1	up	0.770756724202176	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
ACAD11	up	0.92159285593227	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
ACTB	down	-0.837436060679456	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
ADISSP	up	0.659926451193799	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
ADM2	up	0.913360581202991	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
AFF4	up	0.605221078549041	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
AGL	up	0.600612091629164	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
AKT3	up	0.618278135590512	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
AMD1	up	1.44124988261074	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
ANKRA2	up	0.94405803029189	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
ANKRD12	up	1.46299469636353	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
AP1M1	down	-0.688461230449825	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
ARFGEF1	up	0.599162240313184	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
ARFGEF2	up	0.733588980295211	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
ARG2	up	0.795589493889621	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
ARHGEF12	up	1.12368049670054	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
ARMH4	down	-0.588695671736601	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
ARPC1A	up	0.655046551998288	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
ARPP19	up	0.605293418837455	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
ASH1L	up	0.799901554824199	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
ATM	up	0.772205092619037	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
ATP6V1F	up	0.943939186161888	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
B2M	down	-1.04433356684425	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
BAG4	up	1.3035298952895	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
BCL11A	up	1.0109920532344	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
BOLA3	up	1.60620945527146	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
BRINP3	up	0.588489940533696	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
BTBD8	up	0.871018019112966	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
C1R	down	-0.837277615657465	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
C6orf62	up	1.06170928401724	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
CAB39	up	0.608527838928537	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
CABLES2	up	0.742804094985389	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
CACNB2	up	0.807393941209201	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
CALN1	up	0.789162608757812	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
CALY	down	-0.809668873038048	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
CAP1	up	1.54901657756604	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
CASP4	up	0.848969033459959	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
CCDC82	up	0.643037669491631	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
CCNL2	up	0.863201925562071	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
CCSER2	up	0.906673382412847	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
CD44	down	-0.623379080930906	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
CDC42BPA	up	0.856835037020272	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
CDH13	down	-0.630041525783593	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
CDK5RAP3	up	0.855293651960237	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
CDKN3	up	1.7801768343471	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
CEND1	up	0.634892105868021	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
CEP350	up	0.673429591095492	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
CFL1	down	-0.638768289938066	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
CGGBP1	up	0.919767256251751	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
CIAPIN1	down	-0.64540332850573	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
CIPC	up	1.21933894432962	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
CLASP1	up	0.597844232751047	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
CLASP2	up	0.638669753975233	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
CLVS2	up	1.10416018784417	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
CNOT7	up	2.02563450901183	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
CNP	down	-0.745793953594324	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
CNPPD1	down	-0.596935835664876	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
CNTN6	up	0.753373106873408	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
CREBL2	up	0.696564332773189	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
CREBZF	up	0.734387458215438	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
CSNK1G2	up	0.602472272561265	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
CSNK1G3	up	0.899632226569065	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
CUL1	up	0.711187728850203	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
CUL4B	up	0.601775169456561	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
CYB5R1	down	-0.863724005564954	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
CYB5R3	down	-1.07437627057917	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
DCAF16	up	0.816448606205626	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
DCAF17	up	0.58650148462685	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
DCTN1	down	-0.615221318635869	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
DDX5	up	0.605016464442724	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
DENND1B	up	0.64872207678823	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
DGKZ	up	1.16214173069929	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
DHX32	up	0.645914340464996	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
DMTF1	up	0.92069113755281	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
DMXL1	up	0.757587421136991	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
DNAI3	up	2.32685692444379	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
DNAJB2	down	-0.984507266396388	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
DOP1A	up	1.03393674123179	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
DST	up	0.821395512506046	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
DYRK1A	up	0.870897434543693	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
EAF2	up	0.585382628632611	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
ECPAS	up	0.826578371279641	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
EDIL3	down	-0.751263627447475	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
EEIG1	up	1.66245499567219	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
EFR3A	up	0.690067369065348	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
EIF1AX	up	0.804054430821035	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
ELOVL5	down	-0.596186315995516	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
ELP6	down	-0.648303079073795	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
EMC10	down	-0.682520832632189	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
ENSG00000204352	up	1.9502797001976	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
ENSG00000215790	up	1.27517327789176	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
EPHX1	down	-0.747857262752136	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
ESYT1	down	-0.731077620693282	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
FAIM2	down	-0.760280514392773	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
FAM217B	up	0.719799536515819	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
FAM234B	down	-0.82087265613558	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
FBXO30	up	0.776562085362835	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
FHIP2B	up	2.00471115964015	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
FMNL2	up	0.845941276990488	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
FOXJ3	up	0.687406025057213	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
GAREM1	up	1.13151530462417	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
GCC2	up	0.647966872844143	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
GNA13	up	0.732792993515241	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
GNAL	up	0.652010789057581	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
GPATCH2L	up	0.589897120202564	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
GPBP1	up	0.838683781416582	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
GRB2	down	-0.606818046599985	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
GRIA1	down	-0.651003605073678	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
GRN	down	-0.654236010236222	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
HELZ	up	0.688195679528593	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
HNRNPR	up	0.959425834366671	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
HOXA10	up	0.808541299076834	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
HOXB5	up	0.881371075795051	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
HOXC4	up	0.75304712175451	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
HSP90B1	down	-0.810289619294478	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
HYOU1	down	-0.660432911668111	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
IFI6	down	-0.826702024625976	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
IFT25	up	0.954613170733676	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
IGFBP6	down	-1.98047835366655	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
IGFL4	up	0.682114673463428	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
IGIP	up	0.692701978383732	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
IKZF5	up	0.848613821880511	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
ILVBL	down	-0.795005773750734	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
ITFG1	down	-0.595009417551371	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
ITM2C	down	-0.63896358627653	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
JMJD1C	up	0.750215125709299	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
JUP	down	-0.851834620707433	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
KATNIP	up	0.681594457608778	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
KBTBD11	down	-0.951582500454279	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
KBTBD3	up	0.614957984244692	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
KCNA1	up	0.623266255466924	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
KDM5A	up	1.03066395795107	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
KIAA1191	up	0.729126011165373	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
KIF3B	up	0.698938424934494	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
L1CAM	down	-0.925932574958178	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
LAMA4	up	0.646823109127265	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
LCP2	up	0.909537085524362	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
LDLR	down	-0.678545610972164	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
LGALS1	down	-0.691523248067344	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
LGALS3BP	down	-0.707589132056453	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
LIPH	down	-0.979946530967559	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
LMAN2	down	-0.650106059554903	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
LMNA	down	-0.764688620192559	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
LSAMP	down	-0.585631828263507	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
LUC7L3	up	1.04971530683555	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
LUZP1	up	0.628256720888671	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
LZTS3	down	-0.78064412071259	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
MADD	up	0.625829514807953	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
MAOB	down	-0.619683754944748	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
MAP1A	up	0.612328247871633	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
MAP2K4	up	0.58843334667168	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
MAP3K2	up	1.17499839338661	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
MAP3K20	up	0.743342350925538	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
MAP3K5	up	0.728736145480601	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
MAP4K5	up	1.12045328809828	severity_neuron_residual	severity_neuron_modhigh_vs_low_nageotte	False				
