gene	direction	source_log2fc	module_id	source_contrast	audit_only	direction_source_a	direction_source_b	source_a_log2fc	source_b_log2fc
DRC3	up	1.023153676	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
DRD2	up	1.388976192	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
DRD4	up	0.93179918	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
DRGX	down	-0.762216825	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
DSG2	down	-0.756907692	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
DST	down	-0.88898963	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
DTD2	down	-0.910924035	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
DTWD2	down	-1.111492264	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
DUOXA1	up	1.719503762	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
DUS4L	down	-0.598284925	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
DUSP10	up	0.694197549	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
DUSP27	up	0.983546413	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
DUSP8	up	0.657425815	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
DXO	up	0.767731138	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
DYNC2I2	up	0.701928184	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
DYNLRB1	down	-0.748520303	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
DYNLT5	up	0.866655407	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
DZIP1L	up	0.768096385	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
DZIP3	down	-0.697613665	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
EBF1	up	0.774336294	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
EBF3	up	0.797157513	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ECE2	down	-0.991707914	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ECEL1	down	-3.2095844	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ECRG4	down	-1.246053964	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ECSCR	up	0.711299422	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
EDA2R	up	0.999254085	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
EFCAB1	up	1.974045023	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
EFCAB2	up	0.668378827	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
EFCAB8	up	0.600629569	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
EGFL7	up	0.966702719	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
EGLN3	up	0.643137648	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
EGR3	up	1.66802175	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
EHBP1L1	up	0.707396638	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
EID2	down	-0.621485051	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
EID3	up	0.667923337	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
EIF1AX	down	-0.773631191	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
EIF2B3	up	0.675296053	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
EIF3M	down	-0.81270256	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
EIF4EBP3	down	-0.65272835	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ELANE	up	1.40971812	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ELAVL2	down	-1.002063845	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ELAVL3	down	-0.80055136	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ELAVL4	down	-0.812655859	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ELL	up	0.875895917	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ELN	up	0.942235709	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ELOVL2	down	-1.304003573	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ELOVL4	down	-0.912463001	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ELOVL5	down	-0.59012578	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ELOVL6	down	-1.240980469	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ELOVL7	down	-0.796913376	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
EMC7	down	-0.731860134	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
EMID1	up	1.089410769	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
EMILIN2	up	0.890064421	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ENHO	down	-1.024840849	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ENO3	up	0.902499116	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ENPEP	down	-1.025133744	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ENPP2	down	-0.703655236	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ENPP4	down	-1.102721573	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ENPP5	down	-1.640836381	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ENSG00000099725	up	2.079435501	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ENSG00000135502	up	1.290573063	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ENSG00000196312	up	1.479721965	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ENSG00000204352	down	-0.718902086	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ENSG00000250803	up	0.646782994	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ENSG00000258472	up	0.710829313	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ENSG00000274897	up	1.038643954	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ENSG00000275464	down	-0.602606492	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ENSG00000275993	up	2.352051349	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ENSG00000283597	up	1.090691789	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ENSG00000284976	up	1.306310609	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ENSG00000285269	up	0.896959377	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ENSG00000285566	up	0.753701501	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ENSG00000286070	down	-0.722402099	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ENSG00000286265	up	1.78773917	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ENTHD1	up	1.416880152	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
EP400	up	0.587998893	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
EPB41L4B	up	1.199927428	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
EPDR1	down	-0.870239392	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
EPHA3	up	0.748179048	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
EPHA4	up	0.659308924	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
EPHA6	down	-1.148228741	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
EPHB1	down	-0.65065011	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
EPHB4	up	0.637577108	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
EPHX2	up	0.650382674	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
EPHX4	down	-0.750516981	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
EPN3	down	-1.487778295	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
EPPK1	down	-0.826318438	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
EPS8L2	up	1.317129009	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ERBB3	down	-0.657736357	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ERBB4	down	-1.001841719	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ERC2	down	-0.666230498	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ERG	up	1.131919437	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ERG28	down	-0.932911224	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ERGIC2	down	-0.608491976	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ERICH2	down	-0.622864673	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ERICH5	down	-0.641321659	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ERMP1	down	-0.677494398	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ERRFI1	up	0.978654839	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ERVK3-1	down	-1.131651855	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ESAM	up	0.921398148	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ESR1	up	0.817323025	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ESYT3	up	1.01372323	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ETS2	up	0.805267088	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
ETV6	up	0.652830859	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
EVA1C	down	-0.815993816	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
EVC	up	0.734675198	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
EXOC1L	down	-1.097341494	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
EXOC7	up	0.91154796	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
EYA4	up	1.682393692	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
F11	down	-1.173988308	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
F8	down	-0.694378429	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FABP3	down	-0.620245252	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FABP4	up	2.419702346	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FABP5	down	-1.006503328	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FADS1	down	-0.890919329	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FADS6	down	-0.790723584	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FAIM2	down	-0.810780096	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FAM110B	up	0.668699362	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FAM110D	up	0.917458263	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FAM114A1	up	0.70933694	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FAM118A	up	1.369579301	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FAM135A	down	-1.084258739	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FAM135B	down	-0.843534415	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FAM13C	up	0.756032102	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FAM149A	down	-0.715643771	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FAM167A	down	-2.033213915	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FAM169A	down	-0.936793354	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FAM169B	up	1.383241936	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FAM20B	down	-0.596091741	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FAM210B	down	-0.658961509	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FAM228A	down	-0.638339758	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FAM32A	down	-0.609406696	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FAM3C	down	-0.598475922	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FAM43A	up	0.706931325	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FAM50A	up	0.895420023	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FAM53B	up	0.597787481	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FAM71D	down	-0.875651465	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FAM83F	up	0.707561002	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FANCE	up	0.874522143	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FANCM	down	-0.675771877	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FARP1	up	1.020218479	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FARS2	up	0.739189931	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FAT3	down	-0.70084995	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FAXC	down	-0.619279285	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FBN1	up	0.719612576	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FBXL16	down	-0.718456813	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FBXL19	up	0.739977532	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FBXL22	up	1.012847249	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FBXL6	up	0.736416015	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FBXL8	up	0.63643647	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FBXO30	down	-1.028340186	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FBXO36	down	-1.304902699	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FBXW10B	up	1.088161804	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FCGR1B	down	-0.792713924	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FCGR3B	down	-0.798600347	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FCGRT	up	0.914812236	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FCHO2	up	0.591505068	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FCHSD1	up	0.629017789	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FCN2	up	0.931933499	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FCN3	up	1.528416471	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FCRLA	down	-0.989310527	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FDFT1	down	-0.80950236	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FDPS	down	-0.738011563	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FDXR	up	0.655662027	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FEN1	down	-0.694769244	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FERD3L	up	0.653688528	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FERMT1	up	1.066190334	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FERMT3	up	0.857136156	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FES	up	0.74742873	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FFAR4	down	-0.62298543	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FGD2	up	1.028920855	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FGD3	up	0.679880364	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FGD5	up	0.748967369	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FGF12	down	-0.709507935	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FGF13	down	-0.884472969	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FGF2	up	0.608863642	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FGF22	up	0.696336466	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FGF9	down	-1.229502288	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FGFBP2	up	0.762560487	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FGFBP3	down	-0.988665955	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FGFR2	up	0.725392463	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FGGY	down	-0.674469348	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FGL2	down	-0.694642903	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FHDC1	down	-0.788984671	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FHL3	up	0.922266604	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FHL5	up	0.925487623	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FHOD1	up	0.682526603	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FIBIN	down	-1.249866208	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FJX1	down	-0.739718869	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FLNC	up	2.102115867	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FLRT3	down	-0.665704805	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FLT3	down	-0.886896498	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FLT3LG	up	0.796290022	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FLT4	up	0.668632333	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FLVCR1	down	-0.686826101	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FLVCR2	down	-1.169185395	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FMO5	up	0.741201252	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FMOD	down	-1.230635596	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FNDC10	down	-0.959780237	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FNDC9	up	0.605023492	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FOLH1	down	-0.637332335	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FOSB	up	0.725900374	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FOSL1	up	0.814966914	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FOXD2	up	0.683998742	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FOXL1	up	0.881371329	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FOXM1	down	-0.653985054	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FOXO1	down	-0.609895765	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FOXQ1	down	-1.031728564	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FRA10AC1	up	0.768360699	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FREM1	up	1.233017925	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FRMD8	up	0.586875154	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FRMPD1	down	-0.830151157	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FRMPD4	down	-0.671565866	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FSD1L	down	-0.631186193	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FSTL1	down	-0.631954606	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FSTL4	down	-0.947136925	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FSTL5	down	-0.668604656	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FUCA2	down	-0.882481941	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FUNDC2	down	-1.111545238	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FUT1	up	0.68540501	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FUT9	down	-1.434342113	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FXN	down	-0.625905127	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FXYD2	up	0.752485898	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FXYD7	down	-1.11543906	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FZD1	down	-1.184814567	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
FZD7	down	-1.27175482	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
G0S2	up	2.019681918	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GAB2	up	0.743531832	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GABBR2	down	-0.939444675	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GABPA	down	-0.851566497	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GABRA2	down	-0.646918994	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GABRA5	down	-0.707909664	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GABRB1	down	-0.755439183	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GABRB3	down	-1.077533131	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GABRE	up	0.790511098	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GABRG1	down	-1.084362288	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GABRG2	down	-1.106496507	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GABRR2	up	1.209557954	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GAL3ST1	down	-0.699387707	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GALNT13	down	-1.004915605	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GALNT14	down	-1.144883892	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GALNT15	up	1.357112513	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GALNT16	up	1.214331691	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GAREM1	down	-0.594056114	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GAS2	down	-0.585373276	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GASK1A	down	-0.718534437	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GATA2	up	0.740477977	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GATA3	up	1.165254844	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GATA6	up	1.079777057	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GATM	down	-0.781037324	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GCGR	up	1.196167779	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GCHFR	down	-0.680861705	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GCKR	up	1.354922314	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GCLM	down	-1.236835079	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GDA	down	-1.139213621	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GDAP1	down	-0.600607682	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GDAP1L1	down	-0.708466231	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GDE1	down	-0.770331265	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GDF10	down	-0.721410937	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GDNF	up	2.8404463	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GDPD2	down	-1.363216079	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GDPD3	up	0.968368396	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GEMIN4	up	0.735410796	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GET3	down	-0.7714443	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GFAP	down	-3.670321787	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GFRA2	down	-0.99694168	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GGACT	up	0.685998351	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GGH	down	-1.16209019	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GGPS1	down	-0.845412663	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GHITM	down	-0.84724061	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GHR	up	1.220713464	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GHRL	down	-0.723651123	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GIGYF1	up	0.790669131	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GIMAP5	up	0.987238997	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GINS3	down	-0.953822999	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GINS4	up	0.836538311	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GIPC2	up	0.761242611	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GJA1	down	-1.426067541	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GJA5	up	0.860277504	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GJB1	down	-0.951888733	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GJC1	up	1.153787003	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GJC3	down	-0.838185629	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GJD4	up	0.639113991	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GLCE	down	-1.099713942	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GLIS1	up	1.436483275	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GLIS3	up	1.110285991	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GLO1	down	-0.788860361	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GLRB	down	-0.693987096	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GLUD1	down	-1.225577369	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GLYCTK	up	0.961138407	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GM2A	down	-0.621793441	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GMCL1	down	-0.747119961	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GMEB2	up	0.765245254	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GNA14	up	0.772518886	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GNG4	down	-1.413374709	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GNRH1	up	0.586109672	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GOLGA8M	up	1.721818622	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GOLM1	down	-0.779063415	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GOLT1A	down	-0.761896709	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GOT1	down	-0.638101663	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GOT2	down	-0.707345596	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GPAM	up	1.120640889	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GPANK1	up	0.743792036	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GPAT2	up	0.88660216	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GPAT3	up	0.965683806	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GPC3	down	-0.739142667	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GPC6	down	-1.177732126	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GPD1	up	2.903990622	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GPER1	up	0.893186658	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GPI	down	-0.586190395	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GPM6A	down	-1.750902667	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GPNMB	up	1.00423602	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GPR132	up	0.889874779	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
GPR135	up	0.67786146	late_allcell_residual	late_allcell_DPN_vs_diabetes	False				
