gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene_recovered_from_excel_date	direction	passes_fdr_0_05	passes_abs_log2fc_0_585	primary_signature_member	source_sheet	contrast_id	biological_level	effect_orientation	evidence_status	gene_input	human_gene_id	mapping_method	current_human_symbol	target_current_symbol	baseMean	target_log2FoldChange	target_stat	target_padj	target_source_symbol	mapped_to_target_universe
PHB	6.1e-17	-1.900527003	0.04	0.088	1.13e-12	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	PHB	5245	unique_synonym	PHB1	PHB1	10241.323782741	-0.039271217805894	-0.290344336395062	1.0	PHB	True
PHLDB1	8.55e-07	-0.816091134	0.112	0.163	0.015880425	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	PHLDB1	23187	official_exact	PHLDB1	PHLDB1	22253.590055769	0.272132544921766	1.74090526271125	0.410891243775443	PHLDB1	True
PIGF	2.29e-07	-0.796907906	0.112	0.188	0.004253737	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	PIGF	5281	official_exact	PIGF	PIGF	1176.63609200317	0.230958365523194	1.59842818011528	0.343665863290301	PIGF	True
PIKFYVE	2.16e-07	-0.829536056	0.189	0.353	0.004011078	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	PIKFYVE	200576	official_exact	PIKFYVE	PIKFYVE	10063.4189538881	0.136874333686147	0.848411650630977	1.0	PIKFYVE	True
PLXNA3	2.8e-09	-0.678894174	0.339	0.617	5.2e-05	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	PLXNA3	55558	official_exact	PLXNA3	PLXNA3	9008.1226877153	-0.380985306150137	-1.57365651380965	0.450171136330263	PLXNA3	True
POGLUT3	1.09e-07	-1.115246794	0.021	0.062	0.002029371	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	POGLUT3	143888	official_exact	POGLUT3	POGLUT3	4498.95011716395	0.33715224212993	2.02339903660498	0.277361275072964	KDELC2	True
PPIA	1.21e-07	-0.830653926	0.27	0.361	0.002241996	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	PPIA	5478	official_exact	PPIA	PPIA	113172.142084492	-0.193697750191489	-1.53135890156415	0.456733558739503	PPIA	True
PPP5D1	4.55e-07	-1.088309723	0.018	0.028	0.008458677	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	PPP5D1	100506012	unique_synonym	PPP5D1P	PPP5D1P	162.697060867633	-0.145490895488553	-0.892032646894092	0.628300428832759	PPP5D1	True
PROS1	1.86e-06	-1.205567394	0.047	0.096	0.034481291	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	PROS1	5627	official_exact	PROS1	PROS1	17601.0648577967	0.683485749144963	2.90119805557609	0.0801252961146445	PROS1	True
PRPF8	3.53e-09	-0.645045048	0.236	0.337	6.57e-05	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	PRPF8	10594	official_exact	PRPF8	PRPF8	36594.2696095064	0.219273730833554	1.39211065877323	0.51573435454492	PRPF8	True
PRRC2B	6.970000000000001e-57	-1.005816033	0.166	0.313	1.29e-52	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	PRRC2B	84726	official_exact	PRRC2B	PRRC2B	13319.7962798919	0.238313820355253	1.04942237924843	0.666564292654972	PRRC2B	True
PTCH1	1e-07	-0.802457486	0.037	0.052	0.001861434	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	PTCH1	5727	official_exact	PTCH1	PTCH1	15351.6666456869	-0.0590957944318452	-0.318016864242137	1.0	PTCH1	True
PTPRG	9.17e-07	-0.940227667	0.284	0.509	0.017037216	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	PTPRG	5793	official_exact	PTPRG	PTPRG	12280.0844686059	0.012283399646863	0.0619615586248464	1.0	PTPRG	True
QARS	3.0099999999999998e-61	-1.255514293	0.154	0.312	5.59e-57	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	QARS		unresolved_or_ambiguous								False
RANBP3L	9.84e-07	-1.564177815	0.005	0.021	0.018283621	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	RANBP3L	202151	official_exact	RANBP3L	RANBP3L	426.414862762356	-1.20986434246441	-3.18513792394748	0.0320139307762898	RANBP3L	True
RAPGEF5	1.09e-19	-0.851854137	0.113	0.162	2.02e-15	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	RAPGEF5	9771	official_exact	RAPGEF5	RAPGEF5	18145.5569637602	-0.123657204609779	-0.491696241566064	0.917397814681983	RAPGEF5	True
RARS	2.62e-37	-1.167229833	0.122	0.23	4.86e-33	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	RARS	5917	unique_synonym	RARS1	RARS1	6348.70925230917	0.0589178507294619	0.470996135178344	0.916819300338816	RARS	True
RASSF8	2.5e-14	-0.592270289	0.055	0.061	4.64e-10	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	RASSF8	11228	official_exact	RASSF8	RASSF8	8402.2787873506	0.184631509182608	1.07125464816124	0.657039031072413	RASSF8	True
RCBTB2	2.27e-06	-1.214778495	0.043	0.062	0.042263583	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	RCBTB2	1102	official_exact	RCBTB2	RCBTB2	4701.15233360859	0.0339224365558847	0.272695047321231	1.0	RCBTB2	True
RELN	1.32e-07	-0.708363034	0.1	0.179	0.002443514	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	RELN	5649	official_exact	RELN	RELN	22379.0872751688	0.274218216293395	1.25998797111854	0.573638939700174	RELN	True
RFLNA	5.51e-09	-0.74267272	0.138	0.217	0.0001023	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	RFLNA	144347	official_exact	RFLNA	RFLNA	833.556626010157	-0.558615227080112	-1.81360874855319	0.283147142171698	RFLNA	True
RGL1	4.83e-24	-0.650755439	0.071	0.11	8.98e-20	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	RGL1	23179	official_exact	RGL1	RGL1	26308.8064469896	-0.175459436193206	-0.881761237950336	0.755525550199403	RGL1	True
RNASE4	1.74e-08	-4.047533541	0.002	0.031	0.000323271	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	RNASE4	6038	official_exact	RNASE4	RNASE4	54.0063969447852	0.117913606323987	0.329705831348331	1.0	RNASE4	True
RNF152	8.41e-09	-1.071785944	0.018	0.05	0.00015621	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	RNF152	220441	official_exact	RNF152	RNF152	1812.30226425791	1.02249923711061	3.93638443883772	0.00801222557700467	RNF152	True
ROR1	4.25e-08	-1.132498188	0.024	0.026	0.000789574	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	ROR1	4919	official_exact	ROR1	ROR1	1069.24584674224	0.216787800157367	0.824799353226524	0.624277783695674	ROR1	True
RP2	3.72e-10	-0.723965752	0.021	0.017	6.92e-06	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	RP2	6102	official_exact	RP2	RP2	2253.86596006772	0.417623839433935	3.07214363487701	0.0537740857341169	RP2	True
RRNAD1	5.03e-17	-0.682597488	0.055	0.066	9.35e-13	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	RRNAD1	51093	unique_synonym	METTL25B	METTL25B	1762.67162406984	-0.0266619348940334	-0.121590951028594	1.0	RRNAD1	True
S100PBP	1.9e-09	-0.652816572	0.111	0.192	3.52e-05	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	S100PBP	64766	official_exact	S100PBP	S100PBP	5047.70873151721	0.192437492922097	1.53968012184985	0.456432735546968	S100PBP	True
SAP25	1.05e-06	-0.850167379	0.015	0.026	0.01952276	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	SAP25	100316904	official_exact	SAP25							False
SARS	9.82e-53	-0.855470625	0.157	0.279	1.82e-48	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	SARS		unresolved_or_ambiguous								False
SBK1	7.61e-12	-0.816565704	0.135	0.221	1.41e-07	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	SBK1	388228	official_exact	SBK1	SBK1	456.636403097088	-1.29572193379185	-4.06419405693476	0.00397227564206361	SBK1	True
SCML1	4.45e-07	-0.829077532	0.043	0.059	0.008270394	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	SCML1	6322	official_exact	SCML1	SCML1	4522.81578051309	0.199069827558523	1.32189983054647	0.54532294395292	SCML1	True
SELENOP	3.22e-11	-0.680354374	0.022	0.019	5.99e-07	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	SELENOP	6414	official_exact	SELENOP	SELENOP	15621.5951128123	0.539787492738174	1.36004217926943	0.574743427002962	SELENOP	True
SERPINH1	2.34e-11	-0.73903229	0.031	0.045	4.35e-07	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	SERPINH1	871	official_exact	SERPINH1	SERPINH1	6593.03666525841	0.460889235343146	1.50508640990794	0.465164904544431	SERPINH1	True
SFT2D1	1.21e-07	-1.061581344	0.049	0.078	0.002255788	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	SFT2D1	113402	official_exact	SFT2D1	SFT2D1	3533.06453891326	0.0815279992543248	0.42201089459749	0.97744759264641	SFT2D1	True
SGK1	4.55e-11	-0.719945925	0.067	0.093	8.45e-07	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	SGK1	6446	official_exact	SGK1	SGK1	25682.9318790133	0.0498340031396751	0.202195178843936	1.0	SGK1	True
SH3D19	4.98e-11	-0.657660235	0.08	0.106	9.26e-07	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	SH3D19	152503	official_exact	SH3D19	SH3D19	28954.1424360111	0.375628238589391	1.57405790780418	0.439473830453836	SH3D19	True
SKIV2L	5.85e-30	-0.86266068	0.083	0.11	1.09e-25	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	SKIV2L	6499	unique_synonym	SKIC2	SKIC2	5220.74913071785	-0.162269326275475	-0.988525785501064	0.693859502854732	SKIV2L	True
SLC14A1	1.53e-06	-1.112092557	0.026	0.054	0.028515391	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	SLC14A1	6563	official_exact	SLC14A1	SLC14A1	326.00601045209	-0.53351093296255	-2.5316598716085	0.0960387646762311	SLC14A1	True
SLC26A10	1.45e-10	-0.808431795	0.02	0.012	2.69e-06	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	SLC26A10	65012	unique_synonym	SLC26A10P	SLC26A10P	206.996951830765	0.177293523277112	0.721037852637457	0.666301663567865	SLC26A10	True
SLC30A1	1.38e-09	-0.835137717	0.113	0.224	2.56e-05	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	SLC30A1	7779	official_exact	SLC30A1	SLC30A1	5424.61885155362	0.261473082514484	1.13811809318599	0.62008202676444	SLC30A1	True
SLC35B3	2.49e-07	-0.950515582	0.076	0.143	0.004630374	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	SLC35B3	51000	official_exact	SLC35B3	SLC35B3	3046.04843461792	0.00573659864245365	0.0517342542262663	1.0	SLC35B3	True
SLC40A1	4.39e-15	-1.190702413	0.041	0.098	8.15e-11	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	SLC40A1	30061	official_exact	SLC40A1	SLC40A1	7687.22711351675	0.365937651708157	1.18703591786464	0.599144973056958	SLC40A1	True
SLC43A1	1.32e-07	-0.793791597	0.024	0.03	0.002446181	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	SLC43A1	8501	official_exact	SLC43A1	SLC43A1	993.642368824864	0.733143474567738	2.45719109056058	0.127075642203368	SLC43A1	True
SLC66A1L	3.77e-14	-0.915193174	0.031	0.034	7.01e-10	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	SLC66A1L	152078	unique_synonym	SLC66A1LP	SLC66A1LP	738.864065384957	0.125478790816166	0.507067686735005	0.752825715244449	PQLC2L	True
SLC7A6	1.57e-06	-1.008379665	0.126	0.217	0.029098903	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	SLC7A6	9057	official_exact	SLC7A6	SLC7A6	3064.19866893549	0.590229255863076	2.71542862391191	0.110532133737382	SLC7A6	True
SLC8A1	3.86e-07	-0.744801716	0.159	0.242	0.007181152	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	SLC8A1	6546	official_exact	SLC8A1	SLC8A1	3025.64271216902	-0.143369741568866	-0.529925209473176	0.737779514979704	SLC8A1	True
SLC9A3R1	2.37e-22	-2.089224352	0.083	0.249	4.4e-18	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	SLC9A3R1	9368	unique_synonym	NHERF1	NHERF1	3591.59681146682	-0.621186149617337	-2.56729475810509	0.138979124971277	SLC9A3R1	True
SLC9A3R2	8.27e-35	-1.383589021	0.117	0.263	1.5399999999999998e-30	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	SLC9A3R2	9351	unique_synonym	NHERF2	NHERF2	1218.04657809173	-1.15815879371467	-2.94938622344775	0.0572173287824062	SLC9A3R2	True
SMCHD1	7.34e-07	-0.637795472	0.203	0.354	0.013642745	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	SMCHD1	23347	official_exact	SMCHD1	SMCHD1	11233.4724441982	0.206290001724489	1.10680536504368	0.652893153788017	SMCHD1	True
SMIM10	4.73e-08	-0.733956845	0.022	0.078	0.000879314	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	SMIM10	644538	official_exact	SMIM10	SMIM10	1595.54877446363	0.0296868792036158	0.147234214581456	1.0	SMIM10	True
SMOX	5.58e-13	-0.676388073	0.043	0.046	1.04e-08	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	SMOX	54498	official_exact	SMOX	SMOX	3145.43614799764	-0.330455606712784	-1.38385843869957	0.478673656687588	SMOX	True
SMPDL3A	5.56e-08	-1.095904855	0.093	0.193	0.001032419	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	SMPDL3A	10924	official_exact	SMPDL3A	SMPDL3A	2030.54617809432	-0.113113952863315	-0.647753854595722	0.780216030906079	SMPDL3A	True
SOD2	2.4e-55	-1.342315364	0.161	0.383	4.45e-51	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	SOD2	6648	official_exact	SOD2	SOD2	41952.0693928035	0.529132397350403	2.37687401064688	0.178497112563107	SOD2	True
SP1	2.14e-14	-0.810136458	0.075	0.107	3.97e-10	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	SP1	6667	official_exact	SP1	SP1	13936.6911376024	0.27056129023251	2.07623472762116	0.259982878380952	SP1	True
SPARCL1	9.54e-13	-0.928878673	0.141	0.241	1.77e-08	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	SPARCL1	8404	official_exact	SPARCL1	SPARCL1	211875.607576068	0.362017711762342	2.25570093736382	0.212737023890897	SPARCL1	True
SPAST	1.15e-13	-0.803306111	0.188	0.289	2.14e-09	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	SPAST	6683	official_exact	SPAST	SPAST	4555.60927196542	-0.0731768287308015	-0.403092593834218	1.0	SPAST	True
SPEGNB	1.55e-07	-0.605789867	0.148	0.22	0.002876126	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	SPEGNB	100996693	official_exact	SPEGNB							False
SPG21	1.73e-09	-1.173959883	0.079	0.212	3.22e-05	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	SPG21	51324	official_exact	SPG21	SPG21	6884.77664441402	0.0580349004457528	0.42609410114833	0.980657653918921	SPG21	True
SPTY2D1OS	2.5e-21	-0.950382855	0.044	0.053	4.65e-17	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	SPTY2D1OS	100506540	unique_synonym	MISFA	MISFA	212.03891723212	0.152441139341885	0.891550813916323	0.602776820815551	SPTY2D1-AS1	True
SST	7.84e-12	-0.603601181	0.117	0.143	1.46e-07	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	SST	6750	official_exact	SST	SST	1327.66910114421	-1.18415388095142	-2.36426057744102	0.166284719737362	SST	True
STARD9	1e-09	-0.854947131	0.051	0.069	1.86e-05	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	STARD9	57519	official_exact	STARD9	STARD9	10896.3069867427	0.115975188280562	0.462652130184762	0.957218796512062	STARD9	True
STAT2	4.8e-08	-0.634948216	0.185	0.336	0.000892243	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	STAT2	6773	official_exact	STAT2	STAT2	30287.6454212827	0.115419846428353	1.07084390063539	0.657198340642867	STAT2	True
STING1	1.72e-08	-4.623037787	0.001	0.015	0.000320239	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	STING1	340061	official_exact	STING1	STING1	4179.10023867719	0.210509921840984	0.87130549095812	0.764933571284249	TMEM173	True
SUSD5	6.75e-07	-0.643524597	0.115	0.165	0.012535033	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	SUSD5	26032	official_exact	SUSD5	SUSD5	1122.38116878814	-0.584745603710383	-2.47856586281944	0.104209929951999	SUSD5	True
TARS	1.29e-11	-0.713282352	0.037	0.049	2.4e-07	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TARS	6897	unique_synonym	TARS1	TARS1	7845.44240415809	0.115032069576561	0.616053933432251	0.885237900479657	TARS	True
TAS2R30	1.12e-06	-0.591497563	0.025	0.027	0.020878331	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TAS2R30	259293	official_exact	TAS2R30	TAS2R30	7.74218874490225	-0.0634335319290263	-0.0986064977675245	1.0	TAS2R30	True
TBC1D8B	2.41e-06	-1.415722313	0.026	0.069	0.044816081	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TBC1D8B	54885	official_exact	TBC1D8B	TBC1D8B	1840.60179934406	0.272460134071478	1.35297828759395	0.490694959379965	TBC1D8B	True
TBCE.1	1.8199999999999999e-40	-0.920132948	0.113	0.191	3.39e-36	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TBCE.1		unresolved_or_ambiguous								False
TCTEX1D2	1.1199999999999999e-28	-1.290590665	0.087	0.139	2.08e-24	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TCTEX1D2	255758	unique_synonym	DYNLT2B	DYNLT2B	226.517789877589	0.0209323875765935	0.0648992718089024	0.892030563193811	TCTEX1D2	True
TFRC	1.7e-10	-0.762695396	0.409	0.548	3.15e-06	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TFRC	7037	official_exact	TFRC	TFRC	15492.8129721368	0.165296417792375	0.461405784529307	1.0	TFRC	True
THBS4	1.95e-06	-2.454513637	0.014	0.033	0.036236365	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	THBS4	7060	official_exact	THBS4	THBS4	8601.39989459679	0.425550993915454	1.55242060516321	0.44786344170887	THBS4	True
TIAF1	1.2600000000000002e-43	-0.723032178	0.112	0.167	2.34e-39	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TIAF1	399687	unique_synonym	MYO18A	MYO18A	2644.91111116037	-0.122578549733502	-0.694076897051101	0.670585987783	TIAF1	True
TJP1	4.41e-12	-0.920149608	0.136	0.205	8.2e-08	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TJP1	7082	official_exact	TJP1	TJP1	24144.4260134389	0.179497581788565	1.17529424220993	0.606983273293365	TJP1	True
TMBIM1	3.32e-24	-0.780760014	0.25	0.386	6.17e-20	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TMBIM1	64114	official_exact	TMBIM1	TMBIM1	24256.4839353993	0.331892313864554	2.09738691806754	0.252715367616706	TMBIM1	True
TMEM106A	1.87e-07	-0.691732988	0.029	0.034	0.003477172	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TMEM106A	113277	official_exact	TMEM106A	TMEM106A	1309.74387357249	0.624776337388513	2.93148701234875	0.0702801568015605	TMEM106A	True
TMEM159	1.4400000000000001e-27	-1.285419342	0.077	0.137	2.68e-23	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TMEM159	57146	unique_synonym	LDAF1	LDAF1	2036.79811902971	-0.181383850578261	-0.84992797325623	0.696764523303148	TMEM159	True
TMEM173	3.54e-17	-1.010868121	0.029	0.04	6.57e-13	False	down	True	True	True	Sup_Data5	late_neuron_DPN_vs_diabetes	hDRG_neurons	DPN_minus_Diabetes	preprint_supplement_not_peer_reviewed	TMEM173	340061	unique_synonym	STING1	STING1	4179.10023867719	0.210509921840984	0.87130549095812	0.764933571284249	TMEM173	True
