stable_id	gene_symbol	gene_type	mean_control	mean_diabetic	log2FC	median_log2FC	hedges_g	welch_p	BH_FDR	tested	same_median_direction	large_effect_abs_log2FC_ge_0.5	direction
ENSMUSG00000000223	Drp2	protein_coding	68.67937451333334	62.98916730333334	-0.12540924039875279	-0.14455287083504675	-1.0961947993168026	0.17172318214979862	0.8163363796027796	True	True	False	down
ENSMUSG00000000247	Lhx2	protein_coding	0.11850968866666668	0.6644051776666666	0.6601640879042985	-0.16426379798124513	0.2739879974180607	1.0	1.0	False	False	True	up
ENSMUSG00000000253	Gmpr	protein_coding	12.702028106666667	13.688055069999999	0.0888537020234561	-0.047800954193970124	0.32536440104165426	0.6598689095979541	1.0	True	False	False	up
ENSMUSG00000000263	Glra1	protein_coding	1.6398852480000004	0.15753869066666668	-1.204545956574921	-0.006241776754393635	-0.4784233907826765	1.0	1.0	False	True	True	down
ENSMUSG00000000266	Mid2	protein_coding	5.534421454333334	4.095835647333334	-0.4671287871805543	-0.37870580850973523	-1.1781798635450147	0.20328650280801386	0.8163363796027796	True	True	False	down
ENSMUSG00000000275	Trim25	protein_coding	5.330623861666667	5.254153885333333	-0.01989277122619937	0.06310699114841034	-0.08992649730646601	0.8971570092027019	1.0	True	False	False	down
ENSMUSG00000000276	Dgke	protein_coding	4.971055139333333	5.485033311333333	0.13753756948045393	0.3194691460131791	0.2670449151359755	0.703643093268614	1.0	True	True	False	up
ENSMUSG00000000278	Scpep1	protein_coding	10.907125	9.6308	-0.1707236132129144	-0.07488979005976892	-0.8306142555954994	0.2915741507329434	0.8176500150475076	True	True	False	down
ENSMUSG00000000282	Mnt	protein_coding	11.803521593333334	15.769724146666666	0.37700968579725336	0.35112867246299384	1.0487349596421145	0.24806346259198236	0.8163363796027796	True	True	False	up
ENSMUSG00000000290	Itgb2	protein_coding	1.3228456366666668	1.356080439	0.06702991420336973	0.2333107864547646	0.11554513534557395	0.869028861812676	1.0	True	True	False	up
ENSMUSG00000000295	Hddc2	protein_coding	2.5007839746666667	2.3639297483333332	-0.08536942717531515	0.009898083712632122	-0.38602480395870065	0.5944183692410021	0.9768073070178473	True	False	False	down
ENSMUSG00000000296	Tpd52l1	protein_coding	2.7936828933333335	2.671410583666667	-0.0811739650305241	0.00912661344327792	-0.28454779494409266	0.6993999340346584	1.0	True	False	False	down
ENSMUSG00000000301	Pemt	protein_coding	1.2968984263333334	1.3778764989999999	0.06482940429023915	0.14875429182933286	0.2543419944400556	0.7309912031356955	1.0	True	True	False	up
ENSMUSG00000000303	Cdh1	protein_coding	50.13462610333334	49.05720296666667	-0.040122156613711546	-0.12368933684947248	-0.1863601992068699	0.7948634013626316	1.0	True	True	False	down
ENSMUSG00000000305	Cdh4	protein_coding	3.3752358746666666	4.132950962	0.28109501549800586	0.22824853415049895	2.103184195335137	0.05262413669929096	0.8163363796027796	True	True	False	up
ENSMUSG00000000308	Ckmt1	protein_coding	52.421782396666664	53.240733	0.010440758283822404	-0.1013479381353708	0.04432271872285573	0.9506306926955432	1.0	True	False	False	up
ENSMUSG00000000320	Alox12	protein_coding	0.5722535703333334	0.5683846043333333	-0.027698055387798792	-0.06860925642854387	-0.09668391991197946	1.0	1.0	False	True	False	down
ENSMUSG00000000325	Arvcf	protein_coding	9.595940195333332	10.649149552666666	0.14118238766252844	0.12550348441925285	0.6034036623155431	0.4180772955193366	0.874009484877277	True	True	False	up
ENSMUSG00000000326	Comt	protein_coding	15.359158833333332	14.694916390000001	-0.050034385200627085	0.017559850594978776	-0.18290438411644425	0.7977189452238529	1.0	True	False	False	down
ENSMUSG00000000339	Rtca	protein_coding	25.664349066666663	26.563677616666666	0.04813183330641646	0.003015534487984084	0.22794676599776217	0.7448604801724492	1.0	True	True	False	up
ENSMUSG00000000340	Dbt	protein_coding	7.760430307999999	6.895373724333333	-0.17278869081406167	-0.2215889618802156	-0.8495710493744817	0.27179108928050694	0.8176500150475076	True	True	False	down
ENSMUSG00000000346	Dazap2	protein_coding	45.254989333333334	44.31243366666667	-0.030679422659974698	-0.07153929887105459	-0.48047488819921097	0.5064620296958579	0.9260533410216897	True	True	False	down
ENSMUSG00000000355	Mcts1	protein_coding	12.827795843333334	11.261096256666667	-0.18936632667230668	-0.18261390847090642	-1.8732793719207619	0.10241759657835552	0.8163363796027796	True	True	False	down
ENSMUSG00000000359	Rem1	protein_coding	0.429198183	0.509589969	0.17801508406908362	0.4377560099726133	0.44754195044301676	1.0	1.0	False	True	False	up
ENSMUSG00000000374	Trappc10	protein_coding	20.323395433333335	21.225763089999997	0.05811205225725846	0.05047478856191123	0.4019218552534316	0.5858558576408807	0.9713599145953781	True	True	False	up
ENSMUSG00000000378	Ccm2	protein_coding	8.565425454	9.062031106	0.08088275977594117	0.08293513368767558	0.5139832401483099	0.4755436678913257	0.9046948809285056	True	True	False	up
ENSMUSG00000000384	Tbrg4	protein_coding	4.4579609216666665	5.269619875	0.23054590886506388	0.26882431379480787	1.3068271780074312	0.14519803046726026	0.8163363796027796	True	True	False	up
ENSMUSG00000000386	Mx1	protein_coding	0.4435149836666667	0.613285404	0.33515253786968136	0.4851145203020196	0.5716660115459321	1.0	1.0	False	True	False	up
ENSMUSG00000000392	Fap	protein_coding	0.8472146946666667	0.6502717753333332	-0.34066684107154754	-0.3865070845317362	-1.6241683647599374	1.0	1.0	False	True	False	down
ENSMUSG00000000399	Ndufa9	protein_coding	30.877122386666667	38.20661730333334	0.29519349281524665	0.33889821268678766	1.4991297231492577	0.14752654171022297	0.8163363796027796	True	True	False	up
ENSMUSG00000000409	Lck	protein_coding	0.645402911	0.7908365573333334	0.2804800696770651	0.17302902808459356	0.9086184902798774	1.0	1.0	False	True	False	up
ENSMUSG00000000416	Cttnbp2	protein_coding	4.288484694	4.437809269	-0.011324628475085863	-0.12730200952468285	-0.02229423718110064	0.9752363126278257	1.0	True	True	False	down
ENSMUSG00000000420	Galnt1	protein_coding	11.38784064	9.856278107666666	-0.212242534443007	-0.3071394570864441	-1.1371401384096083	0.17768639606685777	0.8163363796027796	True	True	False	down
ENSMUSG00000000439	Mkrn2	protein_coding	5.222022388666667	5.041844794999999	-0.05041687479637025	-0.06887439004764895	-0.4272487500218822	0.5497594177528494	0.9522708304305417	True	True	False	down
ENSMUSG00000000440	Pparg	protein_coding	0.5467988843333332	0.689419451	0.28079096446116797	0.2372866534120585	1.2451018883172371	1.0	1.0	False	True	False	up
ENSMUSG00000000441	Raf1	protein_coding	12.853525439999999	13.120227796666667	0.03186163332834724	-0.01749612816538315	0.25165640847638354	0.7247079118430297	1.0	True	False	False	up
ENSMUSG00000000486	Sept1	protein_coding	0.8624525369999999	0.9542545873333332	0.07050938730055864	0.03168604377553384	0.15336599625322375	1.0	1.0	False	True	False	up
ENSMUSG00000000489	Pdgfb	protein_coding	3.0117926666666666	4.4346326666666664	0.547712016647045	0.47170052140736596	1.69902768341383	0.06150785736229183	0.8163363796027796	True	True	True	up
ENSMUSG00000000530	Acvrl1	protein_coding	1.5943972536666668	2.365449666	0.46899979420081517	0.5236035334148044	0.7430222380479062	0.3440675524434134	0.8329998640198113	True	True	False	up
ENSMUSG00000000531	Grasp	protein_coding	4.5704806666666675	7.615535999999999	0.7045268710274732	0.813648376513211	2.513399993359401	0.05106548637503588	0.8163363796027796	True	True	True	up
ENSMUSG00000000532	Acvr1b	protein_coding	13.798533333333333	16.876278333333335	0.2885721534038437	0.2736008043493783	4.103447491924267	0.0032794823972870243	0.8163363796027796	True	True	False	up
ENSMUSG00000000538	Tom1l2	protein_coding	36.90509969666666	43.57861446333334	0.2271593025713292	0.3225217801395006	1.0743896003042515	0.23473914043168093	0.8163363796027796	True	True	False	up
ENSMUSG00000000552	Zfp385a	protein_coding	20.355324333333332	28.73972566666667	0.45806486200612806	0.46593468993792975	1.2331927837654362	0.18929243910118934	0.8163363796027796	True	True	False	up
ENSMUSG00000000555	Itga5	protein_coding	1.2415096813333333	1.2660016336666666	0.041951493702451326	0.3472856507701856	0.08638997167862464	0.9013775931816398	1.0	True	True	False	up
ENSMUSG00000000560	Gabra2	protein_coding	5.908543991999999	5.627066157333334	-0.0997515671914524	-0.30172847880234865	-0.2897706803151945	0.69467674581517	1.0	True	True	False	down
ENSMUSG00000000561	Wdr77	protein_coding	3.424869166	3.7395591340000003	0.12640328017930846	0.032755521079502525	0.7606221160496164	0.31775496419289034	0.822264938948491	True	True	False	up
ENSMUSG00000000563	Atp5f1	protein_coding	27.197722069999998	27.27070738	0.003194231953600024	-0.017020401046208278	0.03723095987116204	0.9575111458195804	1.0	True	False	False	up
ENSMUSG00000000567	Sox9	protein_coding	2.913649	3.2933989999999995	0.08512313996848087	0.25822664444906485	0.1404691844066467	0.8471761266362074	1.0	True	True	False	up
ENSMUSG00000000568	Hnrnpd	protein_coding	7.571655613333334	6.4923044506666665	-0.2429405390528956	-0.34047846215162325	-0.8100428554812941	0.32864510910026895	0.825629265816597	True	True	False	down
ENSMUSG00000000579	Dynlt1c	protein_coding	2.544033038333333	1.9832898296666668	-0.3441815266006121	-0.3526999004688728	-1.7508853146749412	0.055238402015809256	0.8163363796027796	True	True	False	down
ENSMUSG00000000581	C1d	protein_coding	7.4306789239999995	5.864401639	-0.3489490735331038	-0.2257598461367336	-1.5943098083119627	0.12489063104176684	0.8163363796027796	True	True	False	down
ENSMUSG00000000594	Gm2a	protein_coding	12.227824333333336	11.850868	-0.046925983529186865	0.04408818318249086	-0.31032114136131345	0.6620192938290335	1.0	True	False	False	down
ENSMUSG00000000600	Krit1	protein_coding	3.7739717096666667	2.323082400666667	-0.7088990261355206	-0.9597482136107232	-1.8130256599296157	0.07590522642183473	0.8163363796027796	True	True	True	down
ENSMUSG00000000605	Clcn4	protein_coding	12.847993276666665	12.089682926666667	-0.09316257933370009	-0.021753494315291277	-0.5547299017130138	0.4677341304980273	0.8994775212847785	True	True	False	down
ENSMUSG00000000627	Sema4f	protein_coding	15.134426363333333	18.940247873333334	0.31053194981686394	0.4072718423460464	1.2859983228281897	0.15126316441692708	0.8163363796027796	True	True	False	up
ENSMUSG00000000628	Hk2	protein_coding	1.570739991	1.6336256593333334	0.0525131947059031	-0.020579700436663573	0.23698464559573681	0.7351390005356704	1.0	True	False	False	up
ENSMUSG00000000631	Myo18a	protein_coding	16.536545156666666	18.005484093333333	0.12264049392529497	0.03254724323049096	0.8961606775938658	0.2428859947398272	0.8163363796027796	True	True	False	up
ENSMUSG00000000632	Sez6	protein_coding	6.5397709263333335	8.370496999	0.35382363255198923	0.27202710367591587	2.7694795744272844	0.022322305807618383	0.8163363796027796	True	True	False	up
ENSMUSG00000000682	Cd52	protein_coding	1.5617925716666667	1.5303746673333334	0.004907167467838813	-0.18640092423403076	0.011945502432682381	0.9866825582262828	1.0	True	False	False	up
ENSMUSG00000000686	Abhd15	protein_coding	1.3081708619999999	1.5316455089999998	0.20866436061958799	0.10443674975627981	0.5447273309718327	0.4514685807100999	0.8909920231552922	True	True	False	up
ENSMUSG00000000693	Loxl3	protein_coding	1.7359340473333333	1.9050801250000002	0.11632442290852352	0.01330365678154588	0.40213032517565883	0.5772202650646164	0.9672357347749301	True	True	False	up
ENSMUSG00000000708	Kat2b	protein_coding	14.117987309999998	11.694845640000002	-0.2640497091795404	-0.2743425840471656	-1.5940045574414026	0.1002431306810599	0.8163363796027796	True	True	False	down
ENSMUSG00000000711	Rab5b	protein_coding	48.302207100000004	51.904471449999996	0.09919458042976093	0.1281587461539484	0.7370129481396089	0.35951888742309274	0.8413309756721724	True	True	False	up
ENSMUSG00000000732	Icosl	protein_coding	0.8274016283333333	1.0436256923333334	0.2698115810890409	0.32831458270846564	0.5432566995391479	0.46195005610762874	0.895803383983725	True	True	False	up
ENSMUSG00000000738	Spg7	protein_coding	8.333707418000001	8.577256939333333	0.03521509475005935	-0.0853071188779948	0.14307856977965974	0.8383066752705085	1.0	True	False	False	up
ENSMUSG00000000740	Rpl13	protein_coding	46.29617549666667	56.40319070666666	0.27726198014211256	0.37072952037029694	1.1778251483077902	0.1601694638749152	0.8163363796027796	True	True	False	up
ENSMUSG00000000743	Chmp1a	protein_coding	19.46740447	23.826569136666667	0.2772907611196791	0.26600055946336987	1.2237914907259375	0.18379442508762586	0.8163363796027796	True	True	False	up
ENSMUSG00000000751	Rpa1	protein_coding	10.810344593333333	11.426717473666665	0.07245628216114852	0.09396620761952112	0.3944038100877413	0.5930684580290774	0.976162258472723	True	True	False	up
ENSMUSG00000000753	Serpinf1	protein_coding	21.235774886666665	19.52370834	-0.11951236102148322	-0.23509859812084422	-0.6369739175012133	0.3855442371624421	0.8551821793036448	True	True	False	down
ENSMUSG00000000759	Tubgcp3	protein_coding	6.021902260666667	5.248830655	-0.20885607690930108	-0.24884350832553537	-0.9281768243921479	0.2830779594202598	0.8176500150475076	True	True	False	down
ENSMUSG00000000766	Oprm1	protein_coding	3.3512282	3.4556907996666664	0.014879193555837444	-0.011921228406851059	0.030668904270516235	0.9651387430810447	1.0	True	False	False	up
ENSMUSG00000000776	Polr3d	protein_coding	6.1526771343333335	6.446793062333334	0.0618672980924333	0.08726578593218015	0.3689145682503948	0.6103571990251255	0.9866294869632091	True	True	False	up
ENSMUSG00000000782	Tcf7	protein_coding	0.8448547670000001	0.8518651683333335	0.008800368801284097	0.03766402227525634	0.10522136105357789	1.0	1.0	False	True	False	up
ENSMUSG00000000787	Ddx3x	protein_coding	55.985707246666664	46.751434689999996	-0.26861806819692813	-0.2535411128552747	-1.4924595910229506	0.14345125726273972	0.8163363796027796	True	True	False	down
ENSMUSG00000000792	Slc5a5	protein_coding	3.9063136666666662	5.263873	0.42420586466860244	0.4625265330278818	1.3720555839919564	0.10450599054835163	0.8163363796027796	True	True	False	up
ENSMUSG00000000794	Kcnn3	protein_coding	0.34403310299999995	0.5368957386666667	0.3089569739206459	0.0942337525587944	0.17191575385308147	1.0	1.0	False	True	False	up
ENSMUSG00000000804	Usp32	protein_coding	30.11334734	25.92239723333333	-0.2356636890131485	-0.1149436918783513	-0.8591581272766331	0.3131045255342785	0.8215482083833081	True	True	False	down
ENSMUSG00000000805	Car4	protein_coding	1.651694429	2.172837631666667	0.2858948029909768	-0.16786115135367408	0.4853079649981342	0.5232974563070473	0.9357122680670412	True	False	False	up
ENSMUSG00000000811	Txnrd3	protein_coding	4.559063491333333	4.530145999999999	-0.008685397804020667	-0.010151705714112946	-0.06187770556850657	0.9290962583219512	1.0	True	True	False	down
ENSMUSG00000000823	Zfp512b	protein_coding	8.250352560666666	8.553424569666666	0.03951580134444699	0.12552472958897454	0.14210755981837284	0.8413623848462198	1.0	True	True	False	up
ENSMUSG00000000826	Dnajc5	protein_coding	10.499935353333333	11.50469934	0.12666195789985402	0.12452426702987784	1.0620904576647239	0.23922293249614673	0.8163363796027796	True	True	False	up
ENSMUSG00000000827	Tpd52l2	protein_coding	6.483495421666667	5.889253692333334	-0.12708952785784788	0.02929858893715709	-0.5237877446686108	0.47849405387874894	0.9065136443999413	True	False	False	down
ENSMUSG00000000838	Fmr1	protein_coding	7.674278922666666	5.749746992666666	-0.44856148506148497	-0.5101639588481284	-1.2427196563315364	0.19492869366027013	0.8163363796027796	True	True	False	down
ENSMUSG00000000861	Bcl11a	protein_coding	0.423721929	0.9649311543333333	0.5326478188375381	0.000900428553065824	0.4082948057009979	1.0	1.0	False	True	True	up
ENSMUSG00000000876	Pxmp4	protein_coding	4.358671642333333	4.542422525999999	0.058716432941408936	0.10019135088882347	0.3333078957015548	0.6367757982001141	0.9997518647806498	True	True	False	up
ENSMUSG00000000881	Dlg3	protein_coding	3.3758677576666662	4.463706721666667	0.23061180518650004	0.03919517823134555	0.300643081674601	0.6865927085819132	1.0	True	True	False	up
ENSMUSG00000000884	Gnb1l	protein_coding	0.7533296663333333	1.1316235403333332	0.5290574119985857	0.6672135490334024	1.464574212982128	0.08844422078340983	0.8163363796027796	True	True	True	up
ENSMUSG00000000901	Mmp11	protein_coding	1.2133385303333333	1.522472358	0.27547901272421516	0.555600338108476	0.5504232926214327	0.4556319654563682	0.8922939938973562	True	True	False	up
ENSMUSG00000000902	Smarcb1	protein_coding	5.237311705333333	5.898347379666667	0.1639105456654213	0.11549254521784524	1.0235943089452688	0.21630913597115187	0.8163363796027796	True	True	False	up
ENSMUSG00000000915	Hip1r	protein_coding	12.243156883333333	13.279433643333334	0.11105093124316667	0.13956455930872114	0.7274455960126314	0.3600104379284877	0.8413309756721724	True	True	False	up
ENSMUSG00000000916	Nsun5	protein_coding	2.2575697179999996	2.4243625003333333	0.09591800855934918	0.12733650221094983	0.8258428054335122	0.30314484479386594	0.819018058215193	True	True	False	up
ENSMUSG00000000934	Top1mt	protein_coding	7.297031666666666	6.968653333333333	-0.06708006810335876	-0.11142644557108694	-0.5862232033996099	0.42766324265996525	0.8788680033454379	True	True	False	down
ENSMUSG00000000948	Gm38393	protein_coding	9.012639112333334	5.983263523666667	-0.7250768813669719	-0.9920462793699323	-1.0626506811888652	0.24319171537895523	0.8163363796027796	True	True	True	down
ENSMUSG00000000957	Mmp14	protein_coding	5.896348825666667	7.007762081333333	0.23280098268683513	0.20767855189662576	1.0764802595212546	0.2298561354363936	0.8163363796027796	True	True	False	up
ENSMUSG00000000958	Slc7a7	protein_coding	10.643298644666666	10.040115289000001	-0.08255253939980989	-0.2203629799573248	-0.4277674714190963	0.5485810165302054	0.9519259261721777	True	True	False	down
ENSMUSG00000000959	Oxa1l	protein_coding	7.206666777333333	7.8560406443333335	0.12027626657976809	0.16710635435185495	1.0799737581459832	0.20809212398967702	0.8163363796027796	True	True	False	up
ENSMUSG00000000976	Heatr6	protein_coding	6.728894371	6.515872257000001	-0.047212327742282234	-0.07519447881109587	-0.4022244730265816	0.5754074127879056	0.9666669737445825	True	True	False	down
ENSMUSG00000001016	Ilf2	protein_coding	5.023483706666667	5.464943165666667	0.1196080965242543	0.1369179362087407	1.7571540113334345	0.05871563257372033	0.8163363796027796	True	True	False	up
ENSMUSG00000001017	Chtop	protein_coding	11.173919470666666	12.611468158000001	0.16114982276724144	0.37893554122685646	0.4869358219598678	0.5037295593416494	0.9245622765134055	True	True	False	up
ENSMUSG00000001018	Snapin	protein_coding	12.585484720000002	11.553010116666668	-0.12282039957046997	-0.16027006163485114	-1.0737697601875378	0.1760395986847052	0.8163363796027796	True	True	False	down
ENSMUSG00000001020	S100a4	protein_coding	24.4883849	20.183445886666664	-0.2913844039939324	-0.15134414779166772	-1.1521065521786218	0.19205907259503938	0.8163363796027796	True	True	False	down
ENSMUSG00000001025	S100a6	protein_coding	65.64989125	64.25614258333333	-0.029412619514888938	0.0010138264240868722	-0.2370218301843213	0.7368666743621519	1.0	True	False	False	down
ENSMUSG00000001027	Scn4a	protein_coding	1.0948844206666666	1.0356233046666665	-0.07745266850922733	0.030633977163238818	-0.2967816407457259	0.674223780026296	1.0	True	False	False	down
ENSMUSG00000001029	Icam2	protein_coding	0.6547948226666667	0.6448589606666667	-0.01922583201980249	-0.011634912894391058	-0.03868671597900078	1.0	1.0	False	True	False	down
ENSMUSG00000001034	Mapk7	protein_coding	3.197947150333333	4.143493313333333	0.3724346559586502	0.27189884323587843	1.536609280724019	0.0964736866947399	0.8163363796027796	True	True	False	up
ENSMUSG00000001036	Epn2	protein_coding	8.733870964666666	10.184079718333331	0.21737244843894876	0.12517769595514006	0.9667916910152088	0.21385164264744652	0.8163363796027796	True	True	False	up
ENSMUSG00000001039	B9d1	protein_coding	3.3130390340000004	2.98507854	-0.14303033691818667	-0.11693606513557975	-1.379698513454613	0.15113953985082854	0.8163363796027796	True	True	False	down
ENSMUSG00000001052	Sec24b	protein_coding	14.736556906666669	13.523890286666665	-0.12329898399823147	-0.11610862799672805	-2.7517802261755735	0.02072004987054871	0.8163363796027796	True	True	False	down
ENSMUSG00000001053	N4bp3	protein_coding	1.4549978666666668	1.5842600506666666	0.09867106304600248	-0.1465185109875724	0.28137536846295413	0.6925189853639737	1.0	True	False	False	up
ENSMUSG00000001054	Rmnd5b	protein_coding	9.084414801	10.638046478333331	0.22766003006024738	0.29897953444712577	1.1360395947877744	0.159223480658515	0.8163363796027796	True	True	False	up
ENSMUSG00000001056	Nhp2	protein_coding	13.348324133333334	14.624260326666667	0.11436438902875867	-0.07571241911935633	0.43017497070057015	0.5646922591000565	0.9599134631121723	True	False	False	up
ENSMUSG00000001062	Vps9d1	protein_coding	4.172920857666667	4.927931508666667	0.22154635239994214	0.12191261522683394	0.835408593065558	0.293503958945666	0.8176500150475076	True	True	False	up
ENSMUSG00000001065	Zfp276	protein_coding	5.509118236666667	6.451693875	0.20522639061712278	0.057837535638892046	0.6348448605510582	0.40303732374980866	0.8617541332690969	True	True	False	up
ENSMUSG00000001076	C1ql4	protein_coding	3.1490916666666666	3.702536666666667	0.1981501196518778	0.4061552319529249	0.4397038178804931	0.5471806341511387	0.9511321893268868	True	True	False	up
ENSMUSG00000001082	Mfsd10	protein_coding	2.637861185666667	3.1355200439999997	0.1986547287458469	0.054646718350553236	0.45259525813831636	0.544043171873805	0.9489897364045434	True	True	False	up
ENSMUSG00000001089	Luzp1	protein_coding	12.606429993333334	17.880565509999997	0.4301732239877425	0.5315988983883031	0.8215927120517332	0.32477982001125194	0.8250568117874222	True	True	False	up
ENSMUSG00000001098	Kctd10	protein_coding	26.702838896666666	29.437968773333335	0.1376452977027398	0.230547813482735	0.6887838882622804	0.35404979395968117	0.8373404212999243	True	True	False	up
ENSMUSG00000001100	Poldip2	protein_coding	11.783684986666666	13.697264356666667	0.21260280199801995	0.22572297426759347	1.5489745640854848	0.09373216788590383	0.8163363796027796	True	True	False	up
ENSMUSG00000001105	Ift20	protein_coding	14.029694286666668	15.893701256666665	0.15466748357934446	0.21370196216493653	0.46081589626448194	0.5393150345627096	0.9458621483889299	True	True	False	up
ENSMUSG00000001119	Col6a1	protein_coding	7.772148678333333	8.221747498333334	0.03568268334588787	0.6559956631403363	0.0500364061141936	0.9431242541251474	1.0	True	True	False	up
ENSMUSG00000001120	Pcbp3	protein_coding	59.43069799	66.3190273	0.14868919885141452	0.24473351799580456	0.46291807728607304	0.5214891645785881	0.9348989769126204	True	True	False	up
ENSMUSG00000001123	Lgals9	protein_coding	14.899046553333335	14.214530676666667	-0.05918087705041364	0.06875256477382719	-0.2364551104010611	0.7387643230401294	1.0	True	False	False	down
ENSMUSG00000001127	Araf	protein_coding	10.2545702	10.477972917666667	0.03450925567382601	0.04244914576519365	0.1847986984704102	0.7929208729693564	1.0	True	True	False	up
ENSMUSG00000001128	Cfp	protein_coding	3.0832626573333335	2.4939726446666666	-0.3207111161760874	-0.13854977980791228	-0.9732627595926143	0.25652566163492463	0.8163363796027796	True	True	False	down
ENSMUSG00000001131	Timp1	protein_coding	0.9653379223333333	0.5492872489999999	-0.5621877854942987	-0.5798396381638398	-0.5110458345495531	1.0	1.0	False	True	True	down
