sample_id	donor_id	DRG_ID	module_id	program	S_mean_Nageotte	S_mean_Neuronal	S_count_Nageotte	S_count_Neuronal	U_mean_Nageotte	U_mean_Neuronal	D_mean_Nageotte	D_mean_Neuronal	S_delta	U_delta	D_delta	section_evaluable
sam-UTD-180714DHB-DRGL4-5	sub-UTD-180714DHB	sam-UTD-180714DHB-DRGL4	original_early_allcell	P1	-0.057158805204051095	-0.06176312938455036	32.0	41.0	0.4843321887347155	0.48156220099080954	0.5414909939387667	0.5433253303753599	0.004604324180499261	0.002769987743905966	-0.0018343364365932535	True
sam-UTD-180714DHB-DRGL4-5	sub-UTD-180714DHB	sam-UTD-180714DHB-DRGL4	original_late_allcell	P2	-0.04467279880884164	-0.07075580946585606	32.0	41.0	0.4786877575758889	0.46880111205252306	0.5233605563847306	0.5395569215183792	0.026083010657014426	0.009886645523365822	-0.016196365133648638	True
sam-UTD-180714DHB-DRGL4-5	sub-UTD-180714DHB	sam-UTD-180714DHB-DRGL4	original_late_neuron	P3	0.0023964536121147753	0.005748683331709798	32.0	41.0	0.5173784991123203	0.5161098743772915	0.5149820455002054	0.5103611910455816	-0.0033522297195950224	0.001268624735028756	0.004620854454623791	True
sam-UTD-180714DHB-DRGL4-5	sub-UTD-180714DHB	sam-UTD-180714DHB-DRGL4	original_severity	P4	-0.12166275833607931	-0.15117015830640998	32.0	41.0	0.5297546637104769	0.5432956900821176	0.6514174220465562	0.6944658483885277	0.029507399970330667	-0.013541026371640785	-0.04304842634197148	True
sam-UTD-180714DHB-DRGL4-5	sub-UTD-180714DHB	sam-UTD-180714DHB-DRGL4	original_xenium	P5	0.10893476007505908	0.17176630108839355	32.0	41.0	0.5892614468123073	0.6302745876075989	0.4803266867372482	0.4585082865192054	-0.06283154101333448	-0.041013140795291614	0.02181840021804282	True
sam-UTD-180714DHB-DRGL4-5	sub-UTD-180714DHB	sam-UTD-180714DHB-DRGL4	severity_neuron_residual	P10	-0.130605338172379	-0.16575462070423774	32.0	41.0	0.5339678766251139	0.5466919363227293	0.6645732147974929	0.7124465570269671	0.035149282531858755	-0.012724059697615364	-0.04787334222947426	True
sam-UTD-181030DHB-1L4-3	sub-UTD-181030DHB	sam-UTD-181030DHB-1L4	late_allcell_residual	P8	-0.05273527534695888	-0.09222154374282968	11.0	8.0	0.47536673080732894	0.4599612893334849	0.5281020061542878	0.5521828330763145	0.03948626839587079	0.01540544147384404	-0.024080826922026732	True
sam-UTD-181030DHB-1L4-3	sub-UTD-181030DHB	sam-UTD-181030DHB-1L4	late_neuron_residual	P7	0.016103746586370857	0.0461551819391678	11.0	8.0	0.5303439470618044	0.5391681177259992	0.5142402004754335	0.49301293578683136	-0.030051435352796946	-0.00882417066419472	0.021227264688602143	True
sam-UTD-181030DHB-1L4-3	sub-UTD-181030DHB	sam-UTD-181030DHB-1L4	late_shared_concordant_neuronal_core	P6	-0.022410189348632047	-0.05452428970506304	11.0	8.0	0.48674735374694594	0.46099205120365455	0.509157543095578	0.5155163409087176	0.03211410035643099	0.025755302543291392	-0.006358797813139527	True
sam-UTD-181030DHB-1L4-3	sub-UTD-181030DHB	sam-UTD-181030DHB-1L4	original_early_allcell	P1	-0.031261201846410014	-0.031588392506091606	11.0	8.0	0.4912120503683758	0.48689010979460956	0.5224732522147858	0.5184785023007011	0.0003271906596815921	0.004321940573766225	0.003994749914084661	True
sam-UTD-181030DHB-1L4-3	sub-UTD-181030DHB	sam-UTD-181030DHB-1L4	original_late_allcell	P2	-0.0511785705092771	-0.09027226634881051	11.0	8.0	0.47589881647247073	0.4599672517740869	0.5270773869817478	0.5502395181228974	0.03909369583953341	0.015931564698383804	-0.023162131141149622	True
sam-UTD-181030DHB-1L4-3	sub-UTD-181030DHB	sam-UTD-181030DHB-1L4	original_late_neuron	P3	0.0010360394859504705	0.010604281931742107	11.0	8.0	0.5116599852242844	0.5069404552274235	0.5106239457383339	0.49633617329568136	-0.009568242445791637	0.004719529996860872	0.014287772442652558	True
sam-UTD-181030DHB-1L4-3	sub-UTD-181030DHB	sam-UTD-181030DHB-1L4	original_severity	P4	-0.1205390171617184	-0.14918006855285942	11.0	8.0	0.5235323154864377	0.5579521116734913	0.6440713326481562	0.7071321802263508	0.028641051391141023	-0.0344197961870536	-0.06306084757819463	True
sam-UTD-181030DHB-1L4-3	sub-UTD-181030DHB	sam-UTD-181030DHB-1L4	original_xenium	P5	0.06924496046759308	0.15404280819491178	11.0	8.0	0.5428994201085997	0.5964833630934265	0.47365445964100666	0.4424405548985147	-0.0847978477273187	-0.05358394298482683	0.03121390474249197	True
sam-UTD-181030DHB-1L4-3	sub-UTD-181030DHB	sam-UTD-181030DHB-1L4	severity_neuron_residual	P10	-0.13010828690853238	-0.15925326090502706	11.0	8.0	0.525506758784039	0.564011403463945	0.6556150456925713	0.7232646643689721	0.029144973996494683	-0.038504644679906	-0.06764961867640074	True
sam-UTD-181030DHB-1L4-7	sub-UTD-181030DHB	sam-UTD-181030DHB-1L4	late_allcell_residual	P8	-0.06459622286292716	-0.1282847389126729	9.0	8.0	0.47206122318675053	0.4480228004684514	0.5366574460496777	0.5763075393811243	0.06368851604974574	0.024038422718299146	-0.039650093331446645	True
sam-UTD-181030DHB-1L4-7	sub-UTD-181030DHB	sam-UTD-181030DHB-1L4	late_neuron_residual	P7	0.0198226450984883	0.028717885041682822	9.0	8.0	0.5403763487091293	0.5306337755666115	0.520553703610641	0.5019158905249287	-0.008895239943194522	0.009742573142517807	0.01863781308571233	True
sam-UTD-181030DHB-1L4-7	sub-UTD-181030DHB	sam-UTD-181030DHB-1L4	late_shared_concordant_neuronal_core	P6	-0.04110383428376779	-0.1043886021731173	9.0	8.0	0.47982945820839695	0.4536698609226595	0.5209332924921648	0.5580584630957768	0.0632847678893495	0.026159597285737468	-0.03712517060361198	True
sam-UTD-181030DHB-1L4-7	sub-UTD-181030DHB	sam-UTD-181030DHB-1L4	original_early_allcell	P1	-0.043191804293002345	-0.049996938225798905	9.0	8.0	0.49236631330040254	0.48352066953897904	0.5355581175934049	0.533517607764778	0.00680513393279656	0.008845643761423494	0.002040509828626913	True
sam-UTD-181030DHB-1L4-7	sub-UTD-181030DHB	sam-UTD-181030DHB-1L4	original_late_allcell	P2	-0.06328169729783051	-0.1270483498494368	9.0	8.0	0.4724616191153967	0.44880102019846935	0.5357433164132273	0.5758493700479062	0.0637666525516063	0.023660598916927345	-0.040106053634678895	True
sam-UTD-181030DHB-1L4-7	sub-UTD-181030DHB	sam-UTD-181030DHB-1L4	original_late_neuron	P3	-0.0012946375669797099	-0.010585035115161859	9.0	8.0	0.515662136115425	0.5015314191827462	0.5169567736824047	0.5121164542979081	0.00929039754818215	0.014130716932678755	0.004840319384496583	True
sam-UTD-181030DHB-1L4-7	sub-UTD-181030DHB	sam-UTD-181030DHB-1L4	original_severity	P4	-0.13525799559627721	-0.17033451699099367	9.0	8.0	0.5430489449176631	0.5937603538042838	0.6783069405139402	0.7640948707952775	0.03507652139471645	-0.050711408886620735	-0.08578793028133724	True
sam-UTD-181030DHB-1L4-7	sub-UTD-181030DHB	sam-UTD-181030DHB-1L4	original_xenium	P5	0.04918823680814364	0.12032791419497588	9.0	8.0	0.5179977021212022	0.5827951744545248	0.46880946531305856	0.4624672602595489	-0.07113967738683225	-0.06479747233332256	0.006342205053509686	True
sam-UTD-181030DHB-1L4-7	sub-UTD-181030DHB	sam-UTD-181030DHB-1L4	severity_neuron_residual	P10	-0.14660240331816374	-0.18824504823962684	9.0	8.0	0.5465424343266316	0.6013340396073906	0.6931448376447954	0.7895790878470175	0.04164264492146311	-0.05479160528075899	-0.09643425020222207	True
sam-UTD-181030DHB-2L4-2	sub-UTD-181030DHB	sam-UTD-181030DHB-2L4	late_allcell_residual	P8	-0.038229104643446685	-0.09115187777130028	18.0	23.0	0.481754791886601	0.4603184905939348	0.5199838965300477	0.5514703683652351	0.052922773127853595	0.02143630129266616	-0.03148647183518738	True
sam-UTD-181030DHB-2L4-2	sub-UTD-181030DHB	sam-UTD-181030DHB-2L4	late_neuron_residual	P7	0.012966618853301427	0.03157054713489943	18.0	23.0	0.5309047195898495	0.5330810991934396	0.5179381007365481	0.5015105520585402	-0.018603928281598	-0.002176379603590073	0.016427548678007886	True
sam-UTD-181030DHB-2L4-2	sub-UTD-181030DHB	sam-UTD-181030DHB-2L4	late_shared_concordant_neuronal_core	P6	-0.018610873069227082	-0.05212231975388086	18.0	23.0	0.4880124346047572	0.4675234963804799	0.5066233076739843	0.5196458161343608	0.03351144668465378	0.020488938224277276	-0.013022508460376447	True
sam-UTD-181030DHB-2L4-2	sub-UTD-181030DHB	sam-UTD-181030DHB-2L4	original_early_allcell	P1	-0.03065019000900742	-0.037522337876409184	18.0	23.0	0.4951530336024869	0.48009626681946604	0.5258032236114942	0.5176186046958753	0.006872147867401764	0.01505676678302087	0.008184618915618946	True
sam-UTD-181030DHB-2L4-2	sub-UTD-181030DHB	sam-UTD-181030DHB-2L4	original_late_allcell	P2	-0.037000367250370515	-0.08903991299950073	18.0	23.0	0.48229397920154277	0.4610720973797827	0.5192943464519133	0.5501120103792835	0.052039545749130216	0.021221881821760047	-0.030817663927370176	True
sam-UTD-181030DHB-2L4-2	sub-UTD-181030DHB	sam-UTD-181030DHB-2L4	original_late_neuron	P3	-0.0010324035523306685	0.0026240531608817674	18.0	23.0	0.5125565554998687	0.5069178467592186	0.5135889590521994	0.5042937935983368	-0.003656456713212436	0.005638708740650089	0.009295165453862553	True
sam-UTD-181030DHB-2L4-2	sub-UTD-181030DHB	sam-UTD-181030DHB-2L4	original_severity	P4	-0.09264743981619754	-0.13355347146293078	18.0	23.0	0.526157997953923	0.557332107224672	0.6188054377701206	0.6908855786876027	0.040906031646733246	-0.03117410927074893	-0.07208014091748205	True
sam-UTD-181030DHB-2L4-2	sub-UTD-181030DHB	sam-UTD-181030DHB-2L4	original_xenium	P5	0.0612910413912984	0.12291502294265313	18.0	23.0	0.5396377723855122	0.5774626507144847	0.47834673099421376	0.4545476277718315	-0.061623981551354734	-0.03782487832897241	0.023799103222382267	True
sam-UTD-181030DHB-2L4-2	sub-UTD-181030DHB	sam-UTD-181030DHB-2L4	severity_neuron_residual	P10	-0.0957952655489236	-0.1441884943628271	18.0	23.0	0.532767119515641	0.562396779370391	0.6285623850645645	0.706585273733218	0.0483932288139035	-0.029629659854749968	-0.07802288866865348	True
sam-UTD-181030DHB-2L4-6	sub-UTD-181030DHB	sam-UTD-181030DHB-2L4	late_allcell_residual	P8	-0.05518613555667624	-0.10219147531185588	8.0	15.0	0.47606338698663675	0.4556140566677514	0.531249522543313	0.5578055319796072	0.04700533975517964	0.02044933031888535	-0.026556009436294215	True
sam-UTD-181030DHB-2L4-6	sub-UTD-181030DHB	sam-UTD-181030DHB-2L4	late_neuron_residual	P7	0.005415493762778653	0.026744650632022103	8.0	15.0	0.5336870225691164	0.5393923641281763	0.5282715288063378	0.5126477134961542	-0.02132915686924345	-0.005705341559059884	0.015623815310183531	True
sam-UTD-181030DHB-2L4-6	sub-UTD-181030DHB	sam-UTD-181030DHB-2L4	late_shared_concordant_neuronal_core	P6	-0.012775508413263602	-0.052540936908283736	8.0	15.0	0.49296952564809693	0.46842507813936396	0.5057450340613605	0.5209660150476476	0.039765428495020134	0.02454444750873297	-0.015220980986287103	True
sam-UTD-181030DHB-2L4-6	sub-UTD-181030DHB	sam-UTD-181030DHB-2L4	original_early_allcell	P1	-0.041677666070072776	-0.044303506550634246	8.0	15.0	0.49295310861950037	0.4843218404240169	0.5346307746895732	0.5286253469746511	0.00262584048056147	0.008631268195483488	0.006005427714922074	True
sam-UTD-181030DHB-2L4-6	sub-UTD-181030DHB	sam-UTD-181030DHB-2L4	original_late_allcell	P2	-0.052813834998458604	-0.09953142541135283	8.0	15.0	0.4774338522195642	0.45664245333768794	0.5302476872180228	0.5561738787490408	0.04671759041289423	0.020791398881876255	-0.02592619153101794	True
sam-UTD-181030DHB-2L4-6	sub-UTD-181030DHB	sam-UTD-181030DHB-2L4	original_late_neuron	P3	-0.005524778812183037	-0.0028528043211448564	8.0	15.0	0.5155404026475456	0.5092147085861369	0.5210651814597287	0.5120675129072818	-0.0026719744910381807	0.006325694061408704	0.00899766855244688	True
sam-UTD-181030DHB-2L4-6	sub-UTD-181030DHB	sam-UTD-181030DHB-2L4	original_severity	P4	-0.13174289978232334	-0.15201422937553388	8.0	15.0	0.532850063764532	0.5667663712067725	0.6645929635468553	0.7187806005823063	0.02027132959321054	-0.0339163074422405	-0.05418763703545104	True
sam-UTD-181030DHB-2L4-6	sub-UTD-181030DHB	sam-UTD-181030DHB-2L4	original_xenium	P5	0.10865739635622594	0.15644326198948047	8.0	15.0	0.5721340563252327	0.6093065334241804	0.46347665996900683	0.45286327143470007	-0.04778586563325453	-0.037172477098947665	0.010613388534306767	True
sam-UTD-181030DHB-2L4-6	sub-UTD-181030DHB	sam-UTD-181030DHB-2L4	severity_neuron_residual	P10	-0.14009217227931736	-0.16939361189133503	8.0	15.0	0.535679005981268	0.5721174460361877	0.6757711782605854	0.7415110579275228	0.02930143961201767	-0.036438440054919696	-0.0657398796669374	True
sam-UTD-DN0003-DRG-4	sub-UTD-DN0003	sam-UTD-DN0003-DRG	late_allcell_residual	P8	-0.027654610730998456	-0.0553450205787815	11.0	18.0	0.4901685905053681	0.47994210578662866	0.5178232012363666	0.5352871263654102	0.02769040984778304	0.010226484718739437	-0.0174639251290436	True
sam-UTD-DN0003-DRG-4	sub-UTD-DN0003	sam-UTD-DN0003-DRG	late_neuron_residual	P7	0.005887398166293376	0.022693342968424783	11.0	18.0	0.5432781154811415	0.5434990602443929	0.537390717314848	0.5208057172759681	-0.016805944802131406	-0.00022094476325140722	0.01658500003887986	True
sam-UTD-DN0003-DRG-4	sub-UTD-DN0003	sam-UTD-DN0003-DRG	late_shared_concordant_neuronal_core	P6	-0.011477911405224922	-0.049545319601697085	11.0	18.0	0.49342769964020045	0.4675638094589365	0.5049056110454253	0.5171091290606336	0.03806740819647216	0.02586389018126395	-0.012203518015208248	True
sam-UTD-DN0003-DRG-4	sub-UTD-DN0003	sam-UTD-DN0003-DRG	original_early_allcell	P1	-0.029049169254976474	-0.02548863520890708	11.0	18.0	0.5073640617565455	0.49857500797309356	0.5364132310115219	0.5240636431820006	-0.003560534046069392	0.008789053783451906	0.012349587829521336	True
sam-UTD-DN0003-DRG-4	sub-UTD-DN0003	sam-UTD-DN0003-DRG	original_late_allcell	P2	-0.02654971137520883	-0.05465724336241859	11.0	18.0	0.4907842641096598	0.4798692034043368	0.5173339754848686	0.5345264467667554	0.02810753198720976	0.010915060705322999	-0.017192471281886834	True
sam-UTD-DN0003-DRG-4	sub-UTD-DN0003	sam-UTD-DN0003-DRG	original_late_neuron	P3	-0.004986177578329218	-0.006056219788860232	11.0	18.0	0.5215323202757653	0.51220286420187	0.5265184978540947	0.5182590839907302	0.0010700422105310138	0.009329456073895348	0.008259413863364484	True
sam-UTD-DN0003-DRG-4	sub-UTD-DN0003	sam-UTD-DN0003-DRG	original_severity	P4	-0.09540419375707009	-0.11779274855809667	11.0	18.0	0.526937682958274	0.5404717426711951	0.6223418767153441	0.6582644912292918	0.022388554801026583	-0.013534059712921098	-0.035922614513947626	True
sam-UTD-DN0003-DRG-4	sub-UTD-DN0003	sam-UTD-DN0003-DRG	original_xenium	P5	0.0509597326880153	0.07387572298537344	11.0	18.0	0.5300495535691715	0.5409505365231202	0.4790898208811562	0.4670748135377466	-0.022915990297358142	-0.010900982953948701	0.0120150073434096	True
sam-UTD-DN0003-DRG-4	sub-UTD-DN0003	sam-UTD-DN0003-DRG	severity_neuron_residual	P10	-0.09775567043164153	-0.1302086496261167	11.0	18.0	0.5319538679717483	0.542726620383244	0.6297095384033897	0.6729352700093608	0.032452979194475165	-0.010772752411495778	-0.043225731605971096	True
sam-UTD-DN0003-DRG-8	sub-UTD-DN0003	sam-UTD-DN0003-DRG	late_allcell_residual	P8	-0.05161714272239209	-0.100146626656488	11.0	15.0	0.48660813362732946	0.4711015498120067	0.5382252763497215	0.5712481764684948	0.04852948393409592	0.015506583815322772	-0.03302290011877329	True
sam-UTD-DN0003-DRG-8	sub-UTD-DN0003	sam-UTD-DN0003-DRG	late_neuron_residual	P7	0.008510099779857727	0.01923434533403816	11.0	15.0	0.5653966513334615	0.5681548121048909	0.5568865515536038	0.5489204667708526	-0.010724245554180434	-0.00275816077142943	0.007966084782751182	True
sam-UTD-DN0003-DRG-8	sub-UTD-DN0003	sam-UTD-DN0003-DRG	late_shared_concordant_neuronal_core	P6	-0.030758824181221067	-0.06586806782531074	11.0	15.0	0.49290958026020937	0.4829859913635597	0.5236684044414304	0.5488540591888704	0.03510924364408967	0.009923588896649682	-0.025185654747440056	True
sam-UTD-DN0003-DRG-8	sub-UTD-DN0003	sam-UTD-DN0003-DRG	original_early_allcell	P1	-0.03904698976680309	-0.04089094089962721	11.0	15.0	0.5219402290501797	0.5151591812655963	0.5609872188169828	0.5560501221652235	0.0018439511328241162	0.006781047784583327	0.004937096651759232	True
sam-UTD-DN0003-DRG-8	sub-UTD-DN0003	sam-UTD-DN0003-DRG	original_late_allcell	P2	-0.049305945283821595	-0.09753383521486336	11.0	15.0	0.4879016073477887	0.47243189429578947	0.5372075526316104	0.5699657295106528	0.04822788993104177	0.015469713051999234	-0.03275817687904248	True
sam-UTD-DN0003-DRG-8	sub-UTD-DN0003	sam-UTD-DN0003-DRG	original_late_neuron	P3	-0.01265187068687605	-0.013673368918427608	11.0	15.0	0.5342053455188529	0.5328428760931438	0.5468572162057289	0.5465162450115714	0.0010214982315515583	0.0013624694257090564	0.0003409711941575466	True
sam-UTD-DN0003-DRG-8	sub-UTD-DN0003	sam-UTD-DN0003-DRG	original_severity	P4	-0.13573102441845075	-0.15440922754230904	11.0	15.0	0.5497208733307049	0.5826133191805891	0.6854518977491556	0.7370225467228981	0.01867820312385829	-0.032892445849884266	-0.05157064897374253	True
sam-UTD-DN0003-DRG-8	sub-UTD-DN0003	sam-UTD-DN0003-DRG	original_xenium	P5	0.051680267468182224	0.09200048897916203	11.0	15.0	0.5229764295608585	0.5728849224549424	0.4712961620926764	0.4808844334757803	-0.04032022151097981	-0.049908492894083833	-0.009588271383103919	True
sam-UTD-DN0003-DRG-8	sub-UTD-DN0003	sam-UTD-DN0003-DRG	severity_neuron_residual	P10	-0.14109579847807927	-0.16910981854829635	11.0	15.0	0.5558536053204302	0.5864558710539828	0.6969494037985094	0.7555656896022792	0.028014020070217083	-0.030602265733552625	-0.05861628580376976	True
sam-UTD-DN0095-DRGL3-S2-1	sub-UTD-DN0095	sam-UTD-DN0095-DRGL3	late_allcell_residual	P8	-0.02366817006248328	-0.04185040087749619	176.0	145.0	0.4876845888907908	0.4802516452789948	0.511352758953274	0.5221020461564909	0.01818223081501291	0.007432943611796028	-0.010749287203216884	True
sam-UTD-DN0095-DRGL3-S2-1	sub-UTD-DN0095	sam-UTD-DN0095-DRGL3	late_neuron_residual	P7	0.023090529182481726	0.028215381321921446	176.0	145.0	0.5400912291667924	0.5413268403121775	0.5170006999843106	0.5131114589902561	-0.005124852139439719	-0.0012356111453850627	0.0038892409940545214	True
sam-UTD-DN0095-DRGL3-S2-1	sub-UTD-DN0095	sam-UTD-DN0095-DRGL3	late_shared_concordant_neuronal_core	P6	-0.013724957732056831	-0.01719204130011857	176.0	145.0	0.49006597604414176	0.48547805278629946	0.5037909337761985	0.5026700940864179	0.0034670835680617393	0.004587923257842297	0.001120839689780606	True
sam-UTD-DN0095-DRGL3-S2-1	sub-UTD-DN0095	sam-UTD-DN0095-DRGL3	original_early_allcell	P1	-0.03165421340194094	-0.03760533251296579	176.0	145.0	0.49520595460056516	0.49005317225984535	0.5268601680025061	0.5276585047728111	0.005951119111024854	0.005152782340719808	-0.0007983367703049415	True
sam-UTD-DN0095-DRGL3-S2-1	sub-UTD-DN0095	sam-UTD-DN0095-DRGL3	original_late_allcell	P2	-0.022934999310894485	-0.04020627139207615	176.0	145.0	0.4879442668984247	0.4807588331566101	0.5108792662093191	0.5209651045486863	0.017271272081181666	0.007185433741814573	-0.010085838339367159	True
sam-UTD-DN0095-DRGL3-S2-1	sub-UTD-DN0095	sam-UTD-DN0095-DRGL3	original_late_neuron	P3	0.006663831365424326	0.008113746629708204	176.0	145.0	0.5187966553776064	0.5171381082709884	0.5121328240121821	0.5090243616412802	-0.0014499152642838782	0.001658547106618058	0.003108462370901899	True
sam-UTD-DN0095-DRGL3-S2-1	sub-UTD-DN0095	sam-UTD-DN0095-DRGL3	original_severity	P4	-0.08132259467343578	-0.1034911930580371	176.0	145.0	0.520431417952363	0.5276904634248321	0.6017540126257989	0.6311816564828691	0.02216859838460132	-0.007259045472469028	-0.029427643857070196	True
sam-UTD-DN0095-DRGL3-S2-1	sub-UTD-DN0095	sam-UTD-DN0095-DRGL3	original_xenium	P5	0.01840311469376207	0.029703971014547408	176.0	145.0	0.5045788517793851	0.5115854075025272	0.486175737085623	0.4818814364879799	-0.011300856320785337	-0.007006555723142127	0.00429430059764313	True
sam-UTD-DN0095-DRGL3-S2-1	sub-UTD-DN0095	sam-UTD-DN0095-DRGL3	severity_neuron_residual	P10	-0.08535338300860527	-0.1091925409685612	176.0	145.0	0.5244136671760549	0.5334595676111245	0.6097670501846602	0.6426521085796857	0.02383915795995592	-0.009045900435069587	-0.032885058395025535	True
sam-UTD-DN0095-DRGL3-S2-2	sub-UTD-DN0095	sam-UTD-DN0095-DRGL3	late_allcell_residual	P8	-0.016502145586677865	-0.03896593583877916	219.0	149.0	0.49157361336299504	0.4821420135674365	0.5080757589496729	0.5211079494062157	0.022463790252101292	0.00943159979555852	-0.013032190456542803	True
sam-UTD-DN0095-DRGL3-S2-2	sub-UTD-DN0095	sam-UTD-DN0095-DRGL3	late_neuron_residual	P7	0.01739476801832515	0.027877032399580542	219.0	149.0	0.5315199252129641	0.5389729391277124	0.5141251571946389	0.5110959067281319	-0.010482264381255393	-0.0074530139147482855	0.0030292504665070386	True
sam-UTD-DN0095-DRGL3-S2-2	sub-UTD-DN0095	sam-UTD-DN0095-DRGL3	late_shared_concordant_neuronal_core	P6	-0.008359561600765751	-0.01648530770658491	219.0	149.0	0.4927202742017027	0.4864124197249637	0.5010798358024685	0.5028977274315486	0.008125746105819159	0.006307854476739039	-0.0018178916290800817	True
sam-UTD-DN0095-DRGL3-S2-2	sub-UTD-DN0095	sam-UTD-DN0095-DRGL3	original_early_allcell	P1	-0.02520588591692261	-0.03273329119039038	219.0	149.0	0.49652023066238893	0.49044477142726695	0.5217261165793116	0.5231780626176573	0.00752740527346777	0.006075459235121983	-0.0014519460383457528	True
sam-UTD-DN0095-DRGL3-S2-2	sub-UTD-DN0095	sam-UTD-DN0095-DRGL3	original_late_allcell	P2	-0.015915588082546683	-0.03760475305736879	219.0	149.0	0.49172698967719797	0.48249846371484634	0.5076425777597448	0.5201032167722152	0.021689164974822105	0.00922852596235163	-0.01246063901247041	True
sam-UTD-DN0095-DRGL3-S2-2	sub-UTD-DN0095	sam-UTD-DN0095-DRGL3	original_late_neuron	P3	0.00542648998996316	0.010080324557288231	219.0	149.0	0.5149197274110311	0.5174203254695148	0.5094932374210679	0.5073400009122265	-0.004653834567325071	-0.002500598058483683	0.0021532365088413608	True
sam-UTD-DN0095-DRGL3-S2-2	sub-UTD-DN0095	sam-UTD-DN0095-DRGL3	original_severity	P4	-0.0673971588747475	-0.09641563326447244	219.0	149.0	0.5158975810302487	0.5266028605898632	0.5832947399049963	0.6230184938543356	0.02901847438972495	-0.010705279559614422	-0.03972375394933936	True
