analysis_id	source	endpoint	program	block	original_effect	deleted_effect	eligible_before	eligible_after	rank_universe_same	remaining_up	remaining_down	reason	change	absolute_change	baseline_near_zero	signed_retention_ratio	same_sign
M05	GSE143979	AH DPN minus MNC	P4	pink	0.0088177672659256	0.0085745303373347	True	True	True	314	132		-0.00024323692859089946	0.00024323692859089946	False	0.9724151339839919	1.0
M05	GSE143979	AH DPN minus MNC	P4	red	0.0088177672659256	0.0099374593007816	True	True	True	312	127		0.0011196920348560003	0.0011196920348560003	False	1.1269813549267527	1.0
M05	GSE143979	AH DPN minus MNC	P4	turquoise	0.0088177672659256	0.0067990861162224	True	True	True	283	130		-0.0020186811497032	0.0020186811497032	False	0.7710666329895135	1.0
M05	GSE143979	AH DPN minus MNC	P4	yellow	0.0088177672659256	0.0105169829957496	True	True	True	303	121		0.0016992157298240003	0.0016992157298240003	False	1.1927036265053468	1.0
M05	GSE143979	AH DPN minus MNC	P5	black	0.037343859683253	0.0372808834265784	True	True	True	15	40		-6.297625667460449e-05	6.297625667460449e-05	False	0.99831361146896	1.0
M05	GSE143979	AH DPN minus MNC	P5	blue	0.037343859683253	0.0424886437459074	True	True	True	15	38		0.005144784062654395	0.005144784062654395	False	1.1377678715133346	1.0
M05	GSE143979	AH DPN minus MNC	P5	brown	0.037343859683253	0.0389705435286743	True	True	True	15	41		0.0016266838454212992	0.0016266838454212992	False	1.043559606832788	1.0
M05	GSE143979	AH DPN minus MNC	P5	pink	0.037343859683253	0.0352457439989917	True	True	True	15	41		-0.002098115684261305	0.002098115684261305	False	0.9438163140591969	1.0
M05	GSE143979	AH DPN minus MNC	P5	red	0.037343859683253	0.0361498705971977	True	True	True	15	41		-0.0011939890860553012	0.0011939890860553012	False	0.9680271644071449	1.0
M05	GSE143979	AH DPN minus MNC	P5	turquoise	0.037343859683253	0.0385325671200454	True	True	True	15	39		0.001188707436792398	0.001188707436792398	False	1.03183140272256	1.0
M05	GSE143979	AH DPN minus MNC	P5	yellow	0.037343859683253	0.0270814737709012	True	True	True	14	38		-0.010262385912351804	0.010262385912351804	False	0.7251921467305102	1.0
M05	GSE143979	AH DPN minus MNC	P10	black	0.0156261245448968	0.0151401007222685	True	True	True	219	116		-0.00048602382262829917	0.00048602382262829917	False	0.9688967138824562	1.0
M05	GSE143979	AH DPN minus MNC	P10	blue	0.0156261245448968	0.0184027429267682	True	True	True	208	98		0.0027766183818714006	0.0027766183818714006	False	1.1776907878785718	1.0
M05	GSE143979	AH DPN minus MNC	P10	brown	0.0156261245448968	0.0125813073309498	True	True	True	210	104		-0.003044817213946999	0.003044817213946999	False	0.8051457221399544	1.0
M05	GSE143979	AH DPN minus MNC	P10	green	0.0156261245448968	0.0155682903577458	True	True	True	211	115		-5.783418715099922e-05	5.783418715099922e-05	False	0.9962988783952905	1.0
M05	GSE143979	AH DPN minus MNC	P10	magenta	0.0156261245448968	0.0157594451070514	True	True	True	217	118		0.00013332056215459992	0.00013332056215459992	False	1.0085319019294607	1.0
M05	GSE143979	AH DPN minus MNC	P10	pink	0.0156261245448968	0.0155020925698421	True	True	True	218	117		-0.00012403197505470032	0.00012403197505470032	False	0.9920625248635173	1.0
M05	GSE143979	AH DPN minus MNC	P10	red	0.0156261245448968	0.0170406534656763	True	True	True	217	112		0.0014145289207794995	0.0014145289207794995	False	1.0905233358863415	1.0
M05	GSE143979	AH DPN minus MNC	P10	turquoise	0.0156261245448968	0.0132296749873672	True	True	True	195	115		-0.002396449557529599	0.002396449557529599	False	0.8466382658960545	1.0
M05	GSE143979	AH DPN minus MNC	P10	yellow	0.0156261245448968	0.0173543986359295	True	True	True	211	107		0.0017282740910327006	0.0017282740910327006	False	1.1106015817336565	1.0
M05	GSE143979	MG DPN minus MNC	P8	black	0.0086914303718945	0.0091617412529433	True	True	True	1234	1564		0.0004703108810487997	0.0004703108810487997	False	1.0541120230991718	1.0
M05	GSE143979	MG DPN minus MNC	P8	blue	0.0086914303718945	0.0083992996713168	True	True	True	1227	1494		-0.00029213070057769984	0.00029213070057769984	False	0.9663886508804853	1.0
M05	GSE143979	MG DPN minus MNC	P8	brown	0.0086914303718945	0.0087950925374938	True	True	True	1242	1451		0.00010366216559930079	0.00010366216559930079	False	1.0119269396593815	1.0
M05	GSE143979	MG DPN minus MNC	P8	green	0.0086914303718945	0.008363433537411	True	True	True	1280	1524		-0.0003279968344835002	0.0003279968344835002	False	0.9622620419828543	1.0
M05	GSE143979	MG DPN minus MNC	P8	magenta	0.0086914303718945	0.0086524386506377	True	True	True	1280	1569		-3.899172125679945e-05	3.899172125679945e-05	False	0.9955137739602808	1.0
M05	GSE143979	MG DPN minus MNC	P8	pink	0.0086914303718945	0.0089111010149076	True	True	True	1258	1566		0.00021967064301310103	0.00021967064301310103	False	1.025274394847993	1.0
M05	GSE143979	MG DPN minus MNC	P8	red	0.0086914303718945	0.0088593675960508	True	True	True	1286	1509		0.0001679372241563011	0.0001679372241563011	False	1.0193221618272823	1.0
M05	GSE143979	MG DPN minus MNC	P8	turquoise	0.0086914303718945	0.0088759530749674	True	True	True	1168	1534		0.0001845227030728997	0.0001845227030728997	False	1.0212304183750458	1.0
M05	GSE143979	MG DPN minus MNC	P8	yellow	0.0086914303718945	0.0077189545171466	True	True	True	1186	1521		-0.0009724758547478996	0.0009724758547478996	False	0.888110953762847	1.0
M05	GSE143979	MG DPN minus MNC	P7	black	0.0076401961670697	0.0082063328697993	True	True	True	75	195		0.0005661367027296003	0.0005661367027296003	False	1.074099760051938	1.0
