gene_id	logFC	AveExpr	t	P.Value	adj.P.Val	B
1	-0.249193558436547	-0.325250038923704	-0.52175895530938	0.605264210147741	0.756456857559071	-5.50722193873196
100	0.697302042118525	3.82138719512594	1.73295002431558	0.0922947791581935	0.235301423285115	-4.99094334430215
1000	-0.99221750551182	1.35370959797149	-1.36240437669246	0.182153716353731	0.359267196648026	-5.09608740686056
10000	0.422567887477411	6.07341267535905	3.08233296306261	0.0040867224464594	0.0360742379538026	-2.43718320784557
100009668	-1.01335483063712	-1.01076919342967	-1.43125227466967	0.161603078961203	0.333689630699492	-4.69255697750321
100009676	-0.0229587894931649	2.05572545635222	-0.137123838835172	0.891752099638511	0.941130472840716	-6.04881787261777
10001	0.00151550980655671	4.38480876428558	0.0133704749699471	0.989411375822545	0.994579214243068	-6.56752538928403
10003	-0.902428917956588	2.6532875326426	-2.68816004825165	0.0110985801914934	0.0653082825188644	-3.02966471244033
100037417	-0.487901918372977	0.0422074105002528	-1.44270633334934	0.158370373324423	0.329189155928518	-4.77228022612985
10004	-0.025144854033229	3.58759323701987	-0.12218896123839	0.903477978134929	0.947399325540326	-6.42286029921032
100048912	1.58814874219843	-1.42193550125454	3.51790387045118	0.00127154494137215	0.0190193695418887	-1.19675021909313
100049587	0.488734581443917	-0.338072444096283	0.709004774124408	0.483217113740826	0.663165694942448	-5.3870557285107
100049716	-0.217547373485998	3.25248435657098	-1.18185146645573	0.245569783846249	0.436248996942653	-5.68974338659859
10005	-0.251019294153124	4.2093880378316	-1.93421652195901	0.0615529288609245	0.183630430726847	-4.76595068972428
10006	0.296947983892771	5.58450494871308	1.67548666585656	0.10313117948785	0.25140597081611	-5.29418332294815
10007	-0.244303092991323	4.79827297440625	-1.79281095434024	0.0820192487270615	0.219067911673313	-5.06590715315954
10008	0.227340055144149	1.81037918015845	0.435261377705941	0.666158670876673	0.79851448707646	-5.8878449895147
10009	0.551684735627181	3.11885176268998	3.01658822091035	0.00484783933809977	0.0399348444773474	-2.30030454989445
100093630	-0.22341606153972	4.97556538165111	-1.18336748551524	0.244976847026674	0.435740805848122	-5.93944440745281
1001	0.208871778910834	1.84405934230734	0.412180060392534	0.682827985810892	0.810142033168742	-5.93527282911753
10010	0.340999353459831	4.61886889358746	1.30373464955002	0.201194819748897	0.382829338994908	-5.74214470776584
100101267	0.0727295197825686	5.77488806388866	0.407373428754659	0.686320121826299	0.811705545835545	-6.58366937570589
100101467	-0.430705755191866	4.08262263864542	-2.90572677718426	0.00644241520576579	0.0469953805446882	-2.7498978629613
100101490	0.498130606413464	-2.01329825091405	0.79022969427394	0.434941082050015	0.621558839218632	-5.12295717491132
10011	0.098828864103486	5.09713075805023	0.65436089001837	0.517337993606027	0.689930042135048	-6.42100667784032
100113386	-0.218736873618648	-0.404045036075565	-0.468265784313565	0.642621053599555	0.782979689743802	-5.52356325916873
100113407	0.0388474354937095	2.62989921169352	0.166901845873135	0.868448659944459	0.928772489435538	-6.19528865335989
100124700	4.81088028668487	1.82273363146041	4.87006279185876	2.60975684927852e-05	0.00369728796770239	2.21643087524237
100125288	-0.847542307614723	1.27274638833935	-2.5960759340026	0.0138872124671179	0.0744819144642838	-3.01282564403458
100126793	-0.674471411666608	-0.372349706396575	-1.68242113174736	0.101768339252083	0.249703112813679	-4.41313017701319
100127983	0.18477248246623	2.08880006116306	0.534074063929692	0.59680989024334	0.750232379329144	-5.91261911049682
100128025	0.359898684597342	0.83451287946256	1.51335019683887	0.139550282078044	0.304618832498273	-4.75207965025507
100128060	0.332868693376556	-1.14474838428025	0.980948449483421	0.333635854865795	0.528913293257408	-5.08536143676983
100128071	0.141298390876269	5.32278230564302	1.00405359073276	0.322536181177463	0.518819575982062	-6.14808611777324
100128098	0.717068791725007	-0.660285942067197	0.784439736022459	0.438289677503952	0.623900024987341	-5.29007921282204
100128135	2.58324734471193	-3.34889866115023	3.08871479208917	0.00401919810329726	0.035836956459034	-2.26716529826464
100128191	0.403214510181691	-0.620843656538368	0.921645234947155	0.363290753979062	0.557554416947663	-5.19634255651326
100128239	0.051673960255976	0.546080253426012	0.134436702840069	0.893860116195898	0.942398817215745	-5.75050028937087
100128250	-0.538146911868983	-1.9656773281693	-0.849543473258125	0.401597609695072	0.592814406108918	-5.12877601450512
100128252	-0.733227472284267	3.91480896781063	-3.24815072848905	0.00263878714981905	0.0286546521546138	-1.91446721898855
100128325	-1.16788364765108	-2.79622316522901	-2.02207028484497	0.0511976247393431	0.164617423075954	-3.82292290309619
100128327	1.07104731375482	-1.92298350708658	2.29263831407513	0.0282649757532054	0.114950307751049	-3.42134935896431
100128385	0.300540828402913	0.279277352353401	0.87949662392838	0.385385146625204	0.578645641877181	-5.33655986544691
100128386	0.838923771605531	-2.19326011148882	1.66982560627471	0.104254968419824	0.253054975896829	-4.29032028330511
100128398	-0.682562438113133	3.35285588436001	-2.59347665120511	0.0139745909265028	0.0748003366619142	-3.34644327607881
100128494	-0.23051767450405	1.02768033275998	-0.929870849307391	0.359077336243717	0.553786710095042	-5.44322697584386
100128568	0.606300857522621	-2.49140197331892	1.03977389422011	0.305876821474013	0.501428395301096	-4.91242655400141
100128569	-1.03309522085791	2.76634128037436	-3.5277362484401	0.00123766674703799	0.0188545520892217	-1.06065876381635
100128640	0.186253318558917	0.447338424185552	0.547131215240121	0.58790798370339	0.744104938386986	-5.58406707789493
100128675	-0.140219971914217	-2.15663564548911	-0.169063665074818	0.866761260466975	0.927655794392918	-5.38103955636096
